id,date,home_team,away_team,home_goals,away_goals,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Throw-ins_home,Throw-ins_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Total Passes_home,Total Passes_away,Tackles_home,Tackles_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Yellow Cards_home,Yellow Cards_away,Red Cards_home,Red Cards_away,Blocked Shots_home,Blocked Shots_away,Completed Passes_home,Completed Passes_away,result,Clearances Completed_home,Clearances Completed_away,Crosses Completed_home,Crosses Completed_away,Interceptions_home,Interceptions_away,Pass Success %_home,Pass Success %_away
MihQEIYk,01.11.2019 16:00,Al Raed,Al Wehda,3,2,48%,52%,7.0,10.0,5.0,5.0,2.0,5.0,14.0,21.0,3.0,6.0,1.0,0.0,15.0,20.0,3.0,2.0,20.0,14.0,,,,,65.0,110.0,24.0,45.0,5.0,4.0,0,0,,,,,H,,,,,,,,
hImMFbJq,01.11.2019 15:55,Al-Faisaly,Damac,2,0,47%,53%,9.0,4.0,3.0,1.0,6.0,3.0,22.0,7.0,7.0,4.0,0.0,2.0,15.0,26.0,1.0,1.0,7.0,20.0,,,,,103.0,85.0,76.0,60.0,1.0,5.0,0,0,,,,,H,,,,,,,,
0riUDxld,31.10.2019 17:50,Al Ahli SC,Al Ittihad,2,1,48%,52%,8.0,13.0,2.0,8.0,6.0,5.0,18.0,11.0,4.0,6.0,0.0,1.0,14.0,32.0,7.0,0.0,11.0,17.0,,,,,110.0,116.0,56.0,79.0,2.0,2.0,0,0,,,,,H,,,,,,,,
j91fKvBS,31.10.2019 17:50,Al Fateh,Al Hilal,3,3,35%,65%,11.0,12.0,9.0,7.0,2.0,5.0,8.0,15.0,3.0,4.0,1.0,0.0,12.0,22.0,4.0,6.0,14.0,8.0,,,,,91.0,122.0,57.0,73.0,3.0,2.0,0,0,,,,,D,,,,,,,,
hCI8LNjb,31.10.2019 16:00,Al Feiha,Al Ettifaq,1,1,47%,53%,10.0,12.0,6.0,3.0,4.0,9.0,14.0,17.0,6.0,6.0,0.0,3.0,14.0,16.0,2.0,5.0,17.0,11.0,,,,,85.0,92.0,53.0,68.0,1.0,0.0,0,0,,,,,D,,,,,,,,
MT9wOMB3,27.10.2019 17:55,Al Hilal,Al Nassr,1,2,52%,48%,3.0,5.0,2.0,4.0,1.0,1.0,15.0,17.0,4.0,6.0,2.0,2.0,21.0,23.0,3.0,1.0,15.0,13.0,,,,,83.0,70.0,75.0,78.0,3.0,3.0,0,0,,,,,A,,,,,,,,
8pCkLKeM,27.10.2019 16:25,Al Ittihad,Abha,1,2,57%,43%,5.0,10.0,2.0,3.0,3.0,7.0,14.0,19.0,9.0,4.0,1.0,2.0,18.0,15.0,1.0,1.0,18.0,12.0,,,,,104.0,70.0,100.0,66.0,2.0,2.0,0,0,,,,,A,,,,,,,,
fs8oM0tG,26.10.2019 17:10,Al Hazem,Al Ahli SC,2,1,46%,54%,13.0,16.0,6.0,7.0,7.0,9.0,11.0,15.0,4.0,7.0,3.0,1.0,16.0,19.0,6.0,4.0,12.0,10.0,,,,,94.0,92.0,58.0,67.0,2.0,4.0,1,0,,,,,H,,,,,,,,
0K8sNtR9,26.10.2019 17:05,Al Taawon,Al-Faisaly,2,1,48%,52%,6.0,5.0,2.0,4.0,4.0,1.0,27.0,30.0,4.0,4.0,3.0,5.0,19.0,21.0,3.0,0.0,27.0,22.0,,,,,117.0,111.0,56.0,67.0,2.0,1.0,0,0,,,,,H,,,,,,,,
tIhtP2dc,25.10.2019 17:20,Damac,Al Raed,0,1,48%,52%,7.0,9.0,3.0,1.0,4.0,8.0,10.0,15.0,7.0,1.0,2.0,0.0,17.0,20.0,0.0,3.0,13.0,10.0,,,,,108.0,110.0,76.0,72.0,1.0,1.0,0,0,,,,,A,,,,,,,,
2RgxQrsi,25.10.2019 17:00,Al Feiha,Al Fateh,3,1,55%,45%,11.0,4.0,8.0,2.0,3.0,2.0,18.0,11.0,3.0,6.0,0.0,0.0,24.0,26.0,1.0,5.0,11.0,18.0,,,,,95.0,95.0,58.0,49.0,3.0,0.0,0,0,,,,,H,,,,,,,,
lO5f1a4j,24.10.2019 18:55,Al Shabab,Al Wehda,2,0,47%,53%,10.0,4.0,7.0,1.0,3.0,3.0,19.0,10.0,4.0,4.0,0.0,1.0,19.0,22.0,1.0,5.0,10.0,18.0,,,,,80.0,80.0,52.0,58.0,0.0,5.0,0,1,,,,,H,,,,,,,,
zL1j2ukp,24.10.2019 16:45,Al Ettifaq,Al Adalah,1,0,65%,35%,14.0,3.0,8.0,2.0,6.0,1.0,7.0,17.0,9.0,2.0,1.0,0.0,22.0,14.0,2.0,7.0,16.0,7.0,,,,,126.0,121.0,87.0,34.0,,,0,0,,,,,H,,,,,,,,
fNmMJ7KH,20.10.2019 19:00,Al-Faisaly,Al Hazem,1,0,53%,47%,11.0,7.0,4.0,2.0,7.0,5.0,16.0,13.0,2.0,3.0,0.0,0.0,24.0,16.0,2.0,3.0,13.0,16.0,,,,,112.0,77.0,77.0,47.0,2.0,1.0,0,0,,,,,H,,,,,,,,
GWlIKm5B,20.10.2019 17:25,Abha,Al Feiha,1,1,49%,51%,4.0,6.0,2.0,1.0,2.0,5.0,13.0,11.0,5.0,5.0,0.0,0.0,26.0,18.0,0.0,1.0,11.0,13.0,,,,,77.0,86.0,51.0,56.0,0.0,1.0,0,0,,,,,D,,,,,,,,
ncpELTk5,19.10.2019 19:00,Al Wehda,Al Ittihad,1,0,40%,60%,10.0,8.0,6.0,2.0,4.0,6.0,17.0,16.0,3.0,5.0,0.0,1.0,13.0,14.0,2.0,5.0,16.0,16.0,,,,,107.0,112.0,59.0,76.0,1.0,1.0,0,0,,,,,H,,,,,,,,
86oAM9za,19.10.2019 17:10,Al Raed,Al Nassr,0,2,53%,47%,9.0,8.0,4.0,6.0,5.0,2.0,14.0,15.0,7.0,5.0,2.0,0.0,20.0,17.0,4.0,4.0,13.0,14.0,,,,,87.0,89.0,75.0,62.0,5.0,4.0,0,0,,,,,A,,,,,,,,
Qsd5NkLh,19.10.2019 17:05,Al Shabab,Al Ettifaq,2,1,49%,51%,9.0,8.0,6.0,5.0,3.0,3.0,14.0,14.0,5.0,3.0,1.0,2.0,18.0,33.0,4.0,4.0,13.0,12.0,,,,,69.0,90.0,66.0,90.0,4.0,2.0,0,0,,,,,H,,,,,,,,
E7h1OV5n,18.10.2019 19:00,Al Ahli SC,Al Taawon,3,1,51%,49%,6.0,7.0,3.0,3.0,3.0,4.0,15.0,19.0,6.0,4.0,3.0,3.0,19.0,14.0,2.0,0.0,16.0,12.0,,,,,53.0,49.0,28.0,35.0,4.0,2.0,0,0,,,,,H,,,,,,,,
KpgcPBjt,18.10.2019 17:05,Al Hilal,Damac,3,0,55%,45%,10.0,10.0,6.0,6.0,4.0,4.0,12.0,11.0,5.0,3.0,2.0,1.0,15.0,14.0,6.0,3.0,9.0,11.0,,,,,62.0,52.0,40.0,29.0,1.0,3.0,0,1,,,,,H,,,,,,,,
Iy7VTirP,18.10.2019 16:50,Al Adalah,Al Fateh,3,5,42%,58%,5.0,16.0,4.0,8.0,1.0,8.0,28.0,8.0,1.0,5.0,0.0,2.0,15.0,11.0,3.0,1.0,8.0,26.0,,,,,55.0,68.0,20.0,38.0,1.0,2.0,1,0,,,,,A,,,,,,,,
xpWQQ3Am,05.10.2019 19:10,Al Taawon,Abha,1,0,60%,40%,20.0,6.0,11.0,2.0,9.0,4.0,16.0,11.0,8.0,4.0,2.0,3.0,21.0,13.0,2.0,10.0,9.0,13.0,,,,,129.0,90.0,89.0,46.0,2.0,4.0,0,1,,,,,H,,,,,,,,
00xoMuPI,05.10.2019 17:20,Al Feiha,Al Ahli SC,0,3,52%,48%,9.0,9.0,5.0,5.0,4.0,4.0,16.0,11.0,6.0,1.0,2.0,3.0,26.0,20.0,2.0,5.0,9.0,13.0,,,,,97.0,94.0,95.0,64.0,2.0,1.0,0,0,,,,,A,,,,,,,,
6wwsNL9C,05.10.2019 17:05,Al Adalah,Al Shabab,0,1,55%,45%,9.0,5.0,5.0,3.0,4.0,2.0,19.0,12.0,3.0,5.0,2.0,3.0,17.0,13.0,2.0,5.0,10.0,16.0,,,,,89.0,100.0,48.0,53.0,3.0,3.0,0,0,,,,,A,,,,,,,,
WKpUPNPg,05.10.2019 17:00,Al Ettifaq,Al Hilal,1,4,60%,40%,8.0,14.0,3.0,8.0,5.0,6.0,9.0,13.0,4.0,9.0,1.0,0.0,9.0,16.0,4.0,2.0,12.0,9.0,,,,,56.0,57.0,48.0,59.0,5.0,3.0,0,0,,,,,A,,,,,,,,
hzZxO1f6,04.10.2019 19:10,Al Ittihad,Al Hazem,1,2,60%,40%,12.0,14.0,6.0,5.0,6.0,9.0,8.0,14.0,5.0,5.0,1.0,0.0,9.0,18.0,3.0,5.0,13.0,8.0,,,,,99.0,97.0,86.0,81.0,1.0,2.0,0,0,,,,,A,,,,,,,,
ABqYOsu0,04.10.2019 17:05,Al Fateh,Al Raed,2,2,47%,53%,7.0,12.0,6.0,8.0,1.0,4.0,12.0,20.0,3.0,6.0,1.0,1.0,10.0,26.0,6.0,4.0,19.0,11.0,,,,,101.0,118.0,62.0,69.0,3.0,1.0,0,0,,,,,D,,,,,,,,
bgXMRqes,03.10.2019 17:35,Damac,Al Wehda,0,1,50%,50%,4.0,9.0,3.0,5.0,1.0,4.0,17.0,10.0,6.0,7.0,2.0,3.0,18.0,19.0,4.0,3.0,8.0,14.0,,,,,99.0,107.0,78.0,77.0,0.0,2.0,0,0,,,,,A,,,,,,,,
r19soSde,01.10.2019 19:10,Al Ittihad,Al Taawon,3,1,44%,56%,7.0,12.0,6.0,5.0,1.0,7.0,9.0,19.0,8.0,5.0,2.0,0.0,22.0,29.0,4.0,3.0,17.0,9.0,,,,,90.0,131.0,62.0,86.0,1.0,2.0,0,0,,,,,H,,,,,,,,
hCffWPnQ,28.09.2019 19:15,Al Raed,Al Feiha,2,0,46%,54%,9.0,11.0,6.0,7.0,3.0,4.0,16.0,10.0,3.0,6.0,2.0,0.0,14.0,14.0,7.0,4.0,8.0,16.0,,,,,98.0,112.0,48.0,96.0,3.0,3.0,0,1,,,,,H,,,,,,,,
v9jjX5XJ,28.09.2019 17:35,Al Hazem,Damac,4,0,57%,43%,6.0,5.0,5.0,0.0,1.0,5.0,14.0,17.0,2.0,5.0,,,13.0,9.0,0.0,1.0,,,,,,,38.0,48.0,29.0,38.0,2.0,1.0,0,0,,,,,H,,,,,,,,
Q5288MfJ,28.09.2019 17:30,Al-Faisaly,Al Adalah,3,1,60%,40%,12.0,5.0,5.0,3.0,7.0,2.0,11.0,15.0,12.0,0.0,,,21.0,19.0,2.0,2.0,15.0,11.0,,,,,88.0,67.0,82.0,34.0,1.0,2.0,0,0,,,,,H,,,,,,,,
Uw9aArQ6,27.09.2019 19:15,Al Ahli SC,Al Nassr,0,0,48%,52%,5.0,8.0,2.0,4.0,3.0,4.0,18.0,21.0,2.0,9.0,2.0,2.0,20.0,25.0,4.0,2.0,19.0,16.0,,,,,115.0,132.0,77.0,112.0,1.0,3.0,0,0,,,,,D,,,,,,,,
nF3492uD,27.09.2019 19:15,Al Wehda,Al Fateh,2,0,49%,51%,4.0,5.0,3.0,3.0,1.0,2.0,12.0,13.0,3.0,10.0,2.0,0.0,19.0,17.0,3.0,1.0,11.0,12.0,,,,,72.0,72.0,30.0,41.0,1.0,3.0,0,0,,,,,H,,,,,,,,
jmAeBOA0,27.09.2019 17:25,Al Shabab,Al Ittihad,1,2,,,12.0,5.0,7.0,3.0,5.0,2.0,16.0,16.0,4.0,5.0,0.0,0.0,17.0,12.0,1.0,6.0,16.0,16.0,,,,,72.0,73.0,58.0,53.0,2.0,4.0,0,0,,,,,A,,,,,,,,
pj7mDptl,26.09.2019 19:15,Al Hilal,Al Taawon,2,1,55%,45%,7.0,7.0,4.0,3.0,3.0,4.0,29.0,16.0,2.0,4.0,2.0,3.0,14.0,22.0,2.0,2.0,14.0,26.0,,,,,100.0,84.0,73.0,68.0,0.0,3.0,0,0,,,,,H,,,,,,,,
dQAiC4ef,26.09.2019 17:45,Abha,Al Ettifaq,1,0,31%,69%,14.0,2.0,5.0,1.0,9.0,1.0,18.0,17.0,5.0,3.0,3.0,4.0,23.0,23.0,1.0,4.0,14.0,14.0,,,,,90.0,130.0,71.0,82.0,1.0,2.0,0,0,,,,,H,,,,,,,,
2RHrEQQs,21.09.2019 19:20,Al Ittihad,Al Hilal,1,3,40%,60%,11.0,24.0,3.0,12.0,8.0,12.0,4.0,19.0,3.0,3.0,3.0,0.0,13.0,13.0,9.0,2.0,16.0,4.0,,,,,88.0,105.0,57.0,69.0,4.0,1.0,1,0,,,,,A,,,,,,,,
0IVGI6IQ,21.09.2019 17:20,Al Fateh,Al Ahli SC,0,2,50%,50%,8.0,9.0,2.0,6.0,6.0,3.0,13.0,11.0,4.0,9.0,2.0,1.0,23.0,19.0,4.0,2.0,9.0,12.0,,,,,68.0,54.0,65.0,64.0,1.0,3.0,0,0,,,,,A,,,,,,,,
zyO3M3yh,21.09.2019 17:15,Al Ettifaq,Al-Faisaly,0,1,57%,43%,10.0,7.0,4.0,6.0,6.0,1.0,11.0,14.0,1.0,5.0,2.0,1.0,23.0,27.0,5.0,4.0,12.0,10.0,,,,,93.0,112.0,53.0,74.0,0.0,2.0,0,0,,,,,A,,,,,,,,
hhS8KSmE,20.09.2019 19:20,Al Nassr,Al Hazem,0,1,57%,43%,15.0,4.0,6.0,2.0,9.0,2.0,17.0,11.0,8.0,4.0,1.0,1.0,22.0,24.0,1.0,6.0,10.0,16.0,,,,,155.0,98.0,125.0,58.0,2.0,4.0,0,0,,,,,A,,,,,,,,
jmlQeqBD,20.09.2019 17:35,Al Feiha,Al Wehda,0,1,,,5.0,7.0,2.0,4.0,3.0,3.0,12.0,20.0,1.0,5.0,0.0,0.0,20.0,19.0,3.0,2.0,20.0,12.0,,,,,105.0,110.0,61.0,66.0,2.0,2.0,0,0,,,,,A,,,,,,,,
xppMdPe7,20.09.2019 17:20,Al Adalah,Abha,2,1,46%,54%,8.0,8.0,3.0,4.0,5.0,4.0,17.0,16.0,4.0,5.0,1.0,5.0,20.0,28.0,3.0,1.0,15.0,12.0,,,,,101.0,105.0,54.0,79.0,3.0,2.0,0,0,,,,,H,,,,,,,,
4WoEboRf,19.09.2019 17:50,Damac,Al Shabab,1,1,39%,61%,5.0,6.0,3.0,4.0,2.0,2.0,13.0,15.0,1.0,3.0,1.0,1.0,23.0,21.0,3.0,2.0,14.0,12.0,,,,,68.0,95.0,50.0,65.0,2.0,0.0,0,0,,,,,D,,,,,,,,
OKUGaRBl,15.09.2019 19:10,Al-Faisaly,Al Fateh,3,2,52%,48%,10.0,7.0,7.0,2.0,3.0,5.0,13.0,16.0,5.0,5.0,3.0,0.0,20.0,21.0,0.0,4.0,13.0,13.0,,,,,105.0,98.0,59.0,66.0,1.0,2.0,0,1,,,,,H,,,,,,,,
pUVC07dr,15.09.2019 17:50,Al Hazem,Al Ettifaq,0,6,35%,65%,10.0,11.0,5.0,9.0,5.0,2.0,6.0,15.0,4.0,3.0,3.0,1.0,13.0,18.0,3.0,5.0,12.0,5.0,,,,,78.0,67.0,69.0,54.0,0.0,1.0,0,0,,,,,A,,,,,,,,
Slqo5mlR,14.09.2019 19:35,Al Ahli SC,Al Wehda,1,2,62%,38%,16.0,8.0,7.0,5.0,9.0,3.0,11.0,10.0,6.0,1.0,0.0,1.0,33.0,25.0,3.0,6.0,10.0,10.0,,,,,137.0,77.0,100.0,29.0,3.0,4.0,0,0,,,,,A,,,,,,,,
Eous6TYK,14.09.2019 17:50,Abha,Al Raed,1,1,43%,57%,4.0,9.0,2.0,3.0,2.0,6.0,20.0,15.0,3.0,5.0,,,18.0,23.0,2.0,1.0,13.0,20.0,,,,,87.0,112.0,64.0,67.0,3.0,2.0,0,0,,,,,D,,,,,,,,
WMkx79JE,14.09.2019 17:40,Al Hilal,Al Feiha,1,1,61%,39%,7.0,5.0,5.0,2.0,2.0,3.0,20.0,20.0,2.0,2.0,4.0,1.0,15.0,19.0,1.0,4.0,16.0,19.0,,,,,111.0,120.0,50.0,57.0,2.0,4.0,0,0,,,,,D,,,,,,,,
hWjY7k48,13.09.2019 19:35,Al Nassr,Al Shabab,0,0,59%,41%,11.0,6.0,5.0,3.0,6.0,3.0,15.0,17.0,6.0,1.0,3.0,1.0,19.0,11.0,3.0,5.0,14.0,14.0,,,,,128.0,115.0,99.0,62.0,1.0,4.0,0,0,,,,,D,,,,,,,,
QPbnpnC1,13.09.2019 17:50,Al Taawon,Al Adalah,3,2,61%,39%,16.0,7.0,8.0,4.0,8.0,3.0,12.0,16.0,8.0,0.0,3.0,1.0,17.0,21.0,2.0,5.0,13.0,11.0,,,,,132.0,93.0,80.0,41.0,2.0,2.0,0,0,,,,,H,,,,,,,,
4Gcjq6R7,13.09.2019 17:50,Damac,Al Ittihad,2,1,43%,57%,10.0,11.0,5.0,3.0,5.0,8.0,12.0,13.0,3.0,10.0,0.0,4.0,22.0,27.0,2.0,3.0,13.0,8.0,,,,,71.0,82.0,51.0,96.0,2.0,1.0,0,0,,,,,H,,,,,,,,
pGjvn8sk,31.08.2019 18:05,Al Raed,Al Hilal,0,5,,,4.0,12.0,3.0,8.0,1.0,4.0,9.0,10.0,5.0,4.0,1.0,2.0,16.0,9.0,3.0,3.0,9.0,8.0,,,,,75.0,74.0,43.0,39.0,2.0,1.0,0,0,,,,,A,,,,,,,,
jgizmlSr,31.08.2019 17:40,Al Ettifaq,Al Ahli SC,1,2,50%,50%,11.0,8.0,5.0,5.0,6.0,3.0,17.0,9.0,8.0,3.0,0.0,1.0,17.0,31.0,3.0,4.0,9.0,16.0,,,,,116.0,99.0,79.0,73.0,2.0,2.0,0,1,,,,,A,,,,,,,,
ETT64GcG,30.08.2019 19:40,Al Fateh,Al Nassr,0,1,57%,43%,7.0,6.0,2.0,2.0,5.0,4.0,15.0,21.0,5.0,4.0,4.0,3.0,12.0,17.0,1.0,2.0,17.0,12.0,,,,,85.0,84.0,63.0,59.0,5.0,1.0,0,0,,,,,A,,,,,,,,
dhZ15drA,30.08.2019 19:40,Al Wehda,Abha,1,2,60%,40%,14.0,8.0,7.0,5.0,7.0,3.0,8.0,16.0,6.0,4.0,1.0,1.0,21.0,18.0,3.0,6.0,15.0,7.0,,,,,149.0,90.0,97.0,34.0,3.0,1.0,0,0,,,,,A,,,,,,,,
I1zb6xT3,30.08.2019 17:55,Al Shabab,Al-Faisaly,0,0,48%,52%,8.0,9.0,2.0,4.0,6.0,5.0,12.0,20.0,5.0,7.0,1.0,1.0,19.0,14.0,4.0,2.0,19.0,11.0,,,,,94.0,95.0,57.0,75.0,2.0,1.0,0,1,,,,,D,,,,,,,,
Ovyf7IDc,29.08.2019 19:20,Al Feiha,Al Hazem,2,1,53%,47%,10.0,16.0,8.0,5.0,2.0,11.0,13.0,11.0,5.0,4.0,0.0,0.0,26.0,21.0,4.0,6.0,11.0,13.0,,,,,128.0,119.0,88.0,90.0,4.0,3.0,0,0,,,,,H,,,,,,,,
AyXk8bbi,29.08.2019 17:45,Al Adalah,Damac,4,0,40%,60%,6.0,11.0,4.0,3.0,2.0,8.0,6.0,11.0,2.0,10.0,2.0,2.0,13.0,14.0,3.0,1.0,9.0,4.0,,,,,72.0,104.0,41.0,72.0,1.0,1.0,0,0,,,,,H,,,,,,,,
8Wh7qFLj,24.08.2019 19:50,Al Wehda,Al Ettifaq,0,2,50%,50%,10.0,11.0,2.0,4.0,8.0,7.0,17.0,19.0,4.0,2.0,4.0,2.0,16.0,18.0,2.0,2.0,15.0,15.0,,,,,82.0,70.0,48.0,37.0,3.0,4.0,0,0,,,,,A,,,,,,,,
Uuf3pe6p,24.08.2019 18:05,Al-Faisaly,Al Feiha,0,0,53%,47%,4.0,6.0,1.0,1.0,3.0,5.0,18.0,21.0,3.0,4.0,2.0,1.0,24.0,27.0,1.0,1.0,19.0,17.0,,,,,95.0,86.0,48.0,57.0,4.0,2.0,0,0,,,,,D,,,,,,,,
bc7ykybT,24.08.2019 17:50,Al Fateh,Al Shabab,1,2,42%,58%,11.0,4.0,3.0,2.0,8.0,2.0,14.0,16.0,3.0,1.0,2.0,0.0,13.0,20.0,0.0,2.0,14.0,14.0,,,,,83.0,92.0,65.0,45.0,2.0,0.0,0,0,,,,,A,,,,,,,,
K68XkHrN,23.08.2019 19:50,Al Ittihad,Al Raed,3,1,49%,51%,6.0,12.0,4.0,7.0,2.0,5.0,8.0,16.0,4.0,6.0,2.0,0.0,22.0,27.0,6.0,1.0,14.0,8.0,,,,,109.0,125.0,72.0,103.0,1.0,1.0,0,0,,,,,H,,,,,,,,
xrJSjcTG,23.08.2019 18:10,Al Taawon,Al Hazem,1,1,65%,35%,7.0,3.0,3.0,2.0,4.0,1.0,21.0,17.0,1.0,2.0,3.0,3.0,20.0,15.0,2.0,2.0,14.0,18.0,,,,,93.0,54.0,86.0,56.0,2.0,4.0,0,1,,,,,D,,,,,,,,
OvFOiwEA,23.08.2019 18:00,Al Hilal,Abha,4,2,63%,37%,19.0,6.0,10.0,2.0,9.0,4.0,13.0,12.0,8.0,0.0,1.0,1.0,17.0,9.0,0.0,6.0,11.0,12.0,,,,,105.0,58.0,80.0,43.0,1.0,1.0,0,0,,,,,H,,,,,,,,
UHFKhJb4,22.08.2019 19:50,Al Ahli SC,Al Adalah,1,1,59%,41%,11.0,12.0,4.0,5.0,7.0,7.0,13.0,21.0,7.0,0.0,2.0,1.0,23.0,16.0,4.0,3.0,19.0,12.0,,,,,103.0,101.0,82.0,40.0,2.0,2.0,0,0,,,,,D,,,,,,,,
jRGGgaqb,22.08.2019 18:00,Al Nassr,Damac,2,0,68%,32%,16.0,3.0,10.0,2.0,6.0,1.0,12.0,9.0,5.0,5.0,1.0,2.0,21.0,16.0,2.0,8.0,8.0,10.0,,,,,138.0,100.0,99.0,52.0,0.0,2.0,0,0,,,,,H,,,,,,,,
8WtwVAsA,27.06.2022 20:00,Al Feiha,Al Ettifaq,0,1,52%,48%,13.0,12.0,6.0,5.0,6.0,5.0,,,5.0,7.0,2.0,2.0,,,4.0,6.0,7.0,12.0,284.0,258.0,18.0,12.0,85.0,74.0,58.0,42.0,2.0,3.0,0,0,1.0,2.0,,,A,,,,,,,,
Q7yrUUdG,27.06.2022 20:00,Al Hilal,Al-Faisaly,2,1,47%,53%,6.0,14.0,2.0,3.0,2.0,8.0,,,6.0,7.0,1.0,0.0,,,2.0,0.0,19.0,10.0,389.0,415.0,16.0,24.0,102.0,66.0,57.0,59.0,2.0,4.0,0,1,2.0,3.0,,,H,,,,,,,,
4bznTlCM,27.06.2022 20:00,Al Ittihad,Al Batin,0,0,69%,31%,11.0,7.0,3.0,3.0,6.0,2.0,,,9.0,5.0,1.0,0.0,,,3.0,3.0,14.0,14.0,490.0,223.0,11.0,23.0,98.0,76.0,72.0,40.0,1.0,5.0,0,0,2.0,2.0,,,D,,,,,,,,
bLZkS8RS,27.06.2022 20:00,Al Nassr,Al Fateh,2,1,47%,53%,14.0,9.0,5.0,4.0,6.0,4.0,,,4.0,2.0,0.0,3.0,,,3.0,3.0,5.0,9.0,271.0,309.0,17.0,12.0,73.0,85.0,55.0,61.0,1.0,4.0,1,0,3.0,1.0,,,H,,,,,,,,
YDQHNSZq,27.06.2022 20:00,Al Raed,Abha,1,0,33%,67%,13.0,6.0,4.0,2.0,6.0,3.0,,,1.0,5.0,1.0,0.0,,,2.0,3.0,10.0,8.0,247.0,499.0,17.0,7.0,,,,,2.0,1.0,0,0,3.0,1.0,,,H,,,,,,,,
GxGMMnkj,27.06.2022 20:00,Al Shabab,Al Ahli SC,0,0,43%,57%,6.0,24.0,0.0,6.0,6.0,14.0,,,3.0,7.0,7.0,2.0,,,6.0,0.0,22.0,18.0,292.0,377.0,24.0,9.0,53.0,74.0,28.0,55.0,2.0,2.0,1,0,0.0,4.0,,,D,,,,,,,,
fTEQL64d,27.06.2022 20:00,Al Taee,Al Hazem,3,0,45%,55%,17.0,4.0,5.0,1.0,8.0,2.0,,,3.0,5.0,6.0,1.0,,,1.0,2.0,17.0,11.0,337.0,397.0,21.0,13.0,64.0,82.0,48.0,48.0,1.0,1.0,0,0,4.0,1.0,,,H,,,,,,,,
UurZVjS3,27.06.2022 20:00,Damac,Al Taawon,1,1,45%,55%,5.0,16.0,1.0,5.0,3.0,6.0,,,1.0,6.0,1.0,5.0,,,4.0,0.0,21.0,12.0,354.0,420.0,14.0,18.0,,,,,2.0,1.0,0,0,1.0,5.0,,,D,,,,,,,,
l870HiDA,23.06.2022 20:00,Abha,Al Feiha,0,0,63%,37%,8.0,10.0,1.0,2.0,5.0,5.0,,,2.0,3.0,2.0,0.0,,,2.0,1.0,16.0,7.0,495.0,284.0,8.0,12.0,74.0,70.0,46.0,35.0,0.0,2.0,0,0,2.0,3.0,,,D,,,,,,,,
2BB4GBSG,23.06.2022 20:00,Al Ahli SC,Al Raed,1,3,74%,26%,21.0,7.0,6.0,4.0,7.0,2.0,,,5.0,4.0,1.0,0.0,,,1.0,5.0,9.0,10.0,508.0,189.0,9.0,12.0,,,,,2.0,2.0,0,0,8.0,1.0,,,A,,,,,,,,
pz19FVsN,23.06.2022 20:00,Al Batin,Damac,2,1,38%,62%,12.0,17.0,6.0,7.0,5.0,5.0,,,5.0,3.0,1.0,1.0,,,6.0,4.0,18.0,14.0,253.0,406.0,15.0,14.0,,,,,0.0,1.0,0,0,1.0,5.0,,,H,,,,,,,,
MFvRXCci,23.06.2022 20:00,Al Ettifaq,Al Ittihad,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A,,,,,,,,
tK1vA95p,23.06.2022 20:00,Al Fateh,Al Hilal,0,3,61%,39%,11.0,14.0,4.0,9.0,3.0,3.0,,,5.0,2.0,0.0,2.0,,,6.0,4.0,8.0,18.0,453.0,287.0,21.0,15.0,,,,,4.0,4.0,0,1,4.0,2.0,,,A,,,,,,,,
KA0r9TKj,23.06.2022 20:00,Al Hazem,Al Nassr,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A,,,,,,,,
zJrVWWCc,23.06.2022 20:00,Al Taawon,Al Shabab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D,,,,,,,,
OQaDEkcT,23.06.2022 20:00,Al-Faisaly,Al Taee,1,0,57%,43%,7.0,8.0,2.0,2.0,5.0,4.0,,,1.0,3.0,1.0,4.0,,,2.0,1.0,15.0,14.0,437.0,325.0,19.0,20.0,,,,,3.0,2.0,0,0,0.0,2.0,,,H,,,,,,,,
6PR1djyo,29.05.2022 20:00,Al Hilal,Abha,2,0,69%,31%,22.0,9.0,10.0,1.0,5.0,4.0,,,10.0,2.0,0.0,8.0,,,1.0,8.0,17.0,4.0,678.0,301.0,12.0,18.0,106.0,82.0,95.0,42.0,2.0,2.0,0,0,7.0,4.0,,,H,,,,,,,,
Gf9hJDrb,29.05.2022 20:00,Al Taee,Al Ittihad,1,0,46%,54%,8.0,8.0,3.0,3.0,4.0,4.0,,,4.0,5.0,3.0,2.0,,,3.0,2.0,16.0,6.0,375.0,425.0,30.0,22.0,95.0,98.0,46.0,44.0,4.0,0.0,0,0,1.0,1.0,,,H,,,,,,,,
