id,date,home_team,away_team,home_goals,away_goals,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Throw-ins_home,Throw-ins_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Red Cards_home,Red Cards_away,Yellow Cards_home,Yellow Cards_away,result,Fouls_home,Fouls_away,Pass Success %_home,Pass Success %_away,Blocked Shots_home,Blocked Shots_away,Goal Kicks_home,Goal Kicks_away,Total Passes_home,Total Passes_away,Tackles_home,Tackles_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Completed Passes_home,Completed Passes_away,Clearances Completed_home,Clearances Completed_away,Crosses Completed_home,Crosses Completed_away
8dW1BLGA,29.10.2019 21:00,Juve Stabia,Pescara,2,1,,,11.0,12.0,4.0,6.0,7.0,6.0,23.0,28.0,4.0,4.0,3.0,1.0,,,5.0,2.0,1,1,7.0,4.0,H,23.0,25.0,,,,,,,306.0,440.0,17.0,7.0,99.0,104.0,34.0,45.0,,,,,,
Maz6AuWG,29.10.2019 21:00,Perugia,Ascoli,1,1,,,12.0,14.0,2.0,7.0,10.0,7.0,20.0,19.0,4.0,4.0,1.0,4.0,,,6.0,2.0,0,0,4.0,0.0,D,17.0,17.0,,,,,,,462.0,375.0,11.0,17.0,110.0,77.0,63.0,45.0,,,,,,
GMZ99aoN,29.10.2019 21:00,Pisa,Salernitana,2,1,,,5.0,12.0,3.0,6.0,2.0,6.0,29.0,22.0,0.0,2.0,1.0,2.0,,,5.0,1.0,0,0,3.0,3.0,H,21.0,26.0,,,,,,,382.0,468.0,16.0,13.0,92.0,100.0,24.0,51.0,,,,,,
fDYD8J0T,29.10.2019 21:00,Venezia,Pordenone,1,2,,,18.0,14.0,3.0,5.0,15.0,9.0,18.0,10.0,2.0,3.0,1.0,2.0,,,3.0,2.0,0,0,2.0,3.0,A,9.0,16.0,,,,,,,666.0,374.0,9.0,4.0,130.0,112.0,75.0,51.0,,,,,,
6P5sIWXP,27.10.2019 21:00,Cremonese,Frosinone,1,1,,,12.0,9.0,6.0,4.0,6.0,5.0,14.0,16.0,9.0,0.0,2.0,4.0,,,3.0,5.0,0,0,0.0,1.0,D,14.0,10.0,,,,,,,625.0,427.0,14.0,19.0,154.0,76.0,63.0,20.0,,,,,,
OtnECAem,26.10.2019 18:00,Livorno,Pisa,1,0,,,10.0,21.0,2.0,2.0,8.0,19.0,17.0,26.0,3.0,4.0,5.0,1.0,,,2.0,2.0,1,1,5.0,2.0,H,22.0,16.0,,,,,,,289.0,493.0,17.0,7.0,88.0,134.0,35.0,67.0,,,,,,
SY6wJCIJ,26.10.2019 15:00,Cosenza,Chievo,1,1,,,13.0,5.0,2.0,1.0,11.0,4.0,17.0,22.0,7.0,4.0,2.0,1.0,,,0.0,1.0,0,0,2.0,3.0,D,19.0,16.0,,,,,,,432.0,420.0,11.0,8.0,123.0,98.0,61.0,30.0,,,,,,
C6rADjts,26.10.2019 15:00,Crotone,Venezia,3,2,,,21.0,9.0,6.0,3.0,15.0,6.0,22.0,15.0,7.0,5.0,1.0,4.0,,,1.0,3.0,0,0,1.0,4.0,H,14.0,18.0,,,,,,,471.0,388.0,20.0,17.0,116.0,69.0,54.0,37.0,,,,,,
I3oIBUAg,26.10.2019 15:00,Pescara,Benevento,4,0,,,13.0,10.0,5.0,2.0,8.0,8.0,13.0,16.0,6.0,9.0,2.0,0.0,,,2.0,1.0,0,0,3.0,2.0,H,14.0,14.0,,,,,,,418.0,355.0,20.0,9.0,82.0,83.0,34.0,61.0,,,,,,
dfpMAlQa,26.10.2019 15:00,Pordenone,Cittadella,0,0,,,9.0,11.0,4.0,4.0,5.0,7.0,21.0,17.0,4.0,6.0,1.0,3.0,,,4.0,4.0,0,0,3.0,3.0,D,16.0,18.0,,,,,,,405.0,446.0,14.0,6.0,121.0,91.0,41.0,43.0,,,,,,
EVvR98u6,26.10.2019 15:00,Salernitana,Perugia,1,1,,,8.0,10.0,3.0,4.0,5.0,6.0,20.0,22.0,2.0,6.0,2.0,0.0,,,3.0,2.0,0,0,1.0,1.0,D,21.0,21.0,,,,,,,404.0,464.0,28.0,13.0,56.0,103.0,29.0,52.0,,,,,,
hMwV8SfC,26.10.2019 15:00,Spezia,Juve Stabia,2,0,,,17.0,4.0,5.0,1.0,12.0,3.0,16.0,17.0,5.0,5.0,2.0,1.0,,,1.0,3.0,0,1,3.0,4.0,H,14.0,16.0,,,,,,,526.0,429.0,13.0,13.0,101.0,91.0,56.0,28.0,,,,,,
nqwZ7nAI,26.10.2019 15:00,Trapani,Empoli,2,2,,,21.0,20.0,9.0,9.0,12.0,11.0,25.0,15.0,3.0,5.0,1.0,4.0,,,7.0,7.0,0,0,2.0,1.0,D,15.0,17.0,,,,,,,454.0,513.0,15.0,21.0,107.0,108.0,51.0,51.0,,,,,,
vJDefTuJ,25.10.2019 21:00,Ascoli,Entella,2,1,,,10.0,15.0,4.0,3.0,6.0,12.0,15.0,14.0,3.0,5.0,3.0,3.0,,,2.0,2.0,1,1,4.0,8.0,H,12.0,12.0,,,,,,,367.0,547.0,12.0,12.0,66.0,124.0,38.0,54.0,,,,,,
4Qjv0XBs,21.10.2019 21:00,Frosinone,Livorno,1,0,,,25.0,9.0,6.0,4.0,19.0,5.0,19.0,16.0,10.0,3.0,1.0,3.0,,,4.0,5.0,0,0,3.0,3.0,H,15.0,17.0,,,,,,,502.0,424.0,14.0,9.0,138.0,118.0,57.0,40.0,,,,,,
2H4C4D3Q,20.10.2019 21:00,Empoli,Cremonese,1,1,,,17.0,20.0,4.0,8.0,13.0,12.0,11.0,12.0,5.0,4.0,2.0,2.0,,,7.0,3.0,0,1,0.0,3.0,D,10.0,10.0,,,,,,,611.0,385.0,2.0,10.0,110.0,75.0,40.0,36.0,,,,,,
fi146ZYD,20.10.2019 15:00,Chievo,Ascoli,2,0,,,24.0,7.0,8.0,4.0,16.0,3.0,18.0,11.0,6.0,3.0,3.0,2.0,,,4.0,6.0,0,1,0.0,3.0,H,8.0,16.0,,,,,,,572.0,406.0,24.0,17.0,142.0,99.0,57.0,25.0,,,,,,
40LrcVe0,20.10.2019 15:00,Pisa,Crotone,1,1,,,8.0,20.0,3.0,5.0,5.0,15.0,17.0,19.0,2.0,6.0,5.0,1.0,,,4.0,2.0,0,1,7.0,4.0,D,14.0,16.0,,,,,,,258.0,635.0,18.0,11.0,66.0,122.0,23.0,75.0,,,,,,
hnNLsjdD,19.10.2019 18:00,Benevento,Perugia,1,0,,,17.0,14.0,7.0,4.0,10.0,10.0,22.0,14.0,3.0,7.0,2.0,1.0,,,4.0,6.0,1,1,5.0,2.0,H,14.0,21.0,,,,,,,271.0,506.0,12.0,10.0,81.0,95.0,38.0,52.0,,,,,,
0SEie9QC,19.10.2019 15:00,Entella,Trapani,1,1,,,18.0,11.0,7.0,1.0,11.0,10.0,21.0,16.0,7.0,6.0,4.0,5.0,,,0.0,6.0,0,0,2.0,4.0,D,14.0,16.0,,,,,,,483.0,420.0,12.0,7.0,117.0,103.0,43.0,28.0,,,,,,
WnNzaiRm,19.10.2019 15:00,Juve Stabia,Pordenone,4,2,,,12.0,17.0,8.0,6.0,4.0,11.0,18.0,18.0,5.0,6.0,3.0,0.0,,,4.0,4.0,0,0,2.0,3.0,H,17.0,18.0,,,,,,,359.0,496.0,24.0,10.0,89.0,120.0,32.0,66.0,,,,,,
AwMvbBtf,19.10.2019 15:00,Pescara,Spezia,1,2,,,8.0,10.0,2.0,2.0,6.0,8.0,21.0,9.0,4.0,4.0,0.0,0.0,,,0.0,1.0,0,0,4.0,3.0,A,9.0,21.0,,,,,,,389.0,481.0,18.0,25.0,85.0,122.0,29.0,49.0,,,,,,
I3PndkB6,19.10.2019 15:00,Venezia,Salernitana,1,0,,,11.0,4.0,3.0,1.0,8.0,3.0,26.0,23.0,3.0,3.0,0.0,2.0,,,1.0,2.0,0,0,5.0,4.0,H,23.0,24.0,,,,,,,478.0,496.0,21.0,13.0,101.0,107.0,36.0,43.0,,,,,,
8f585glK,18.10.2019 21:00,Cittadella,Cosenza,1,3,,,9.0,14.0,5.0,9.0,4.0,5.0,18.0,25.0,5.0,5.0,1.0,2.0,,,6.0,4.0,0,0,4.0,2.0,A,25.0,16.0,,,,,,,393.0,468.0,15.0,5.0,102.0,104.0,38.0,49.0,,,,,,
6VbvVCC7,06.10.2019 21:00,Ascoli,Pescara,0,2,,,10.0,13.0,2.0,2.0,8.0,11.0,20.0,20.0,4.0,4.0,2.0,2.0,,,1.0,2.0,0,0,1.0,3.0,A,18.0,18.0,,,,,,,481.0,415.0,17.0,13.0,50.0,57.0,23.0,19.0,,,,,,
bPoQhG4E,06.10.2019 15:00,Cremonese,Cittadella,0,2,,,7.0,22.0,1.0,5.0,6.0,17.0,23.0,11.0,3.0,10.0,3.0,9.0,,,3.0,1.0,1,0,4.0,3.0,A,9.0,15.0,,,,,,,313.0,444.0,14.0,23.0,56.0,59.0,23.0,32.0,,,,,,
6VK9phCf,06.10.2019 15:00,Salernitana,Frosinone,1,1,,,,,,,,,,,,,,,,,,,0,0,,,D,,,,,,,,,,,,,,,,,,,,,,
EeOHrWt7,05.10.2019 18:00,Trapani,Juve Stabia,1,2,,,10.0,12.0,3.0,7.0,7.0,5.0,9.0,24.0,3.0,4.0,0.0,0.0,,,5.0,2.0,0,0,2.0,3.0,A,24.0,9.0,,,,,,,361.0,430.0,8.0,15.0,102.0,88.0,31.0,39.0,,,,,,
KYnMgdk8,05.10.2019 15:00,Cosenza,Venezia,1,1,,,15.0,9.0,3.0,2.0,12.0,7.0,11.0,15.0,3.0,5.0,1.0,5.0,,,1.0,2.0,0,0,1.0,3.0,D,16.0,12.0,,,,,,,251.0,616.0,30.0,12.0,81.0,131.0,37.0,30.0,,,,,,
G0tVizKK,05.10.2019 15:00,Crotone,Entella,3,1,,,18.0,8.0,7.0,4.0,11.0,4.0,8.0,11.0,7.0,3.0,5.0,6.0,,,3.0,4.0,0,0,2.0,2.0,H,8.0,6.0,,,,,,,544.0,295.0,8.0,20.0,126.0,68.0,43.0,25.0,,,,,,
fiuZjfZQ,05.10.2019 15:00,Livorno,Chievo,3,4,,,13.0,15.0,5.0,5.0,8.0,10.0,14.0,20.0,5.0,2.0,2.0,2.0,,,2.0,2.0,1,1,2.0,5.0,A,18.0,12.0,,,,,,,471.0,459.0,33.0,13.0,118.0,135.0,38.0,34.0,,,,,,
O6V4oYdl,05.10.2019 15:00,Pordenone,Empoli,2,0,,,21.0,9.0,5.0,2.0,16.0,7.0,10.0,14.0,6.0,2.0,1.0,1.0,,,2.0,3.0,0,1,3.0,0.0,H,13.0,9.0,,,,,,,479.0,565.0,19.0,37.0,108.0,87.0,55.0,22.0,,,,,,
pMJDqCR0,05.10.2019 15:00,Spezia,Benevento,0,1,,,8.0,5.0,2.0,2.0,6.0,3.0,12.0,10.0,4.0,7.0,1.0,6.0,,,1.0,2.0,0,1,3.0,2.0,A,9.0,7.0,,,,,,,454.0,454.0,9.0,14.0,94.0,120.0,28.0,54.0,,,,,,
CWR0nEsr,04.10.2019 21:00,Perugia,Pisa,1,0,,,10.0,9.0,4.0,3.0,6.0,6.0,13.0,22.0,5.0,7.0,4.0,4.0,,,3.0,3.0,0,0,2.0,0.0,H,18.0,9.0,,,,,,,445.0,442.0,16.0,4.0,102.0,89.0,24.0,35.0,,,,,,
WlSrtwL8,30.09.2019 21:00,Cremonese,Ascoli,1,0,,,17.0,4.0,8.0,1.0,9.0,3.0,15.0,21.0,3.0,4.0,4.0,3.0,,,1.0,7.0,0,0,2.0,2.0,H,17.0,13.0,,,,,,,363.0,573.0,10.0,17.0,108.0,135.0,49.0,42.0,,,,,,
On7NYfDr,29.09.2019 21:00,Livorno,Salernitana,2,3,,,22.0,8.0,8.0,3.0,14.0,5.0,15.0,19.0,8.0,3.0,2.0,1.0,,,0.0,6.0,0,0,2.0,3.0,A,18.0,14.0,,,,,,,452.0,470.0,9.0,8.0,119.0,99.0,54.0,36.0,,,,,,
GtpdIZS1,29.09.2019 15:00,Benevento,Entella,1,1,,,23.0,10.0,5.0,4.0,18.0,6.0,21.0,17.0,3.0,5.0,7.0,2.0,,,3.0,4.0,0,0,4.0,3.0,D,13.0,19.0,,,,,,,350.0,417.0,29.0,21.0,105.0,68.0,66.0,38.0,,,,,,
hbTvsJ52,29.09.2019 15:00,Chievo,Pordenone,1,1,,,20.0,6.0,8.0,2.0,12.0,4.0,17.0,16.0,9.0,4.0,2.0,0.0,,,1.0,7.0,0,2,3.0,5.0,D,14.0,17.0,,,,,,,590.0,220.0,15.0,22.0,158.0,68.0,112.0,12.0,,,,,,
A35VWYse,29.09.2019 15:00,Spezia,Trapani,2,4,,,16.0,8.0,5.0,8.0,11.0,0.0,18.0,14.0,8.0,2.0,1.0,3.0,,,4.0,3.0,0,0,0.0,1.0,A,13.0,15.0,,,,,,,572.0,345.0,22.0,12.0,143.0,85.0,64.0,23.0,,,,,,
QBRnuczF,28.09.2019 18:00,Empoli,Perugia,3,0,,,10.0,14.0,5.0,3.0,5.0,11.0,21.0,12.0,1.0,4.0,2.0,2.0,,,3.0,2.0,0,0,0.0,2.0,H,10.0,19.0,,,,,,,424.0,478.0,21.0,6.0,83.0,130.0,28.0,66.0,,,,,,
vFVjvHkL,28.09.2019 15:00,Frosinone,Cosenza,1,1,,,11.0,9.0,6.0,5.0,5.0,4.0,14.0,19.0,10.0,3.0,6.0,2.0,,,4.0,6.0,1,0,4.0,3.0,D,13.0,12.0,,,,,,,589.0,326.0,9.0,11.0,126.0,95.0,46.0,30.0,,,,,,
MwLewy5R,28.09.2019 15:00,Juve Stabia,Cittadella,0,1,,,6.0,10.0,2.0,2.0,4.0,8.0,22.0,21.0,6.0,1.0,2.0,0.0,,,1.0,2.0,1,0,4.0,5.0,A,19.0,22.0,,,,,,,397.0,461.0,26.0,7.0,84.0,147.0,34.0,59.0,,,,,,
hSfzWhc1,28.09.2019 15:00,Venezia,Pisa,1,1,,,10.0,12.0,5.0,4.0,5.0,8.0,16.0,15.0,8.0,4.0,3.0,0.0,,,3.0,4.0,0,1,4.0,4.0,D,12.0,16.0,,,,,,,527.0,341.0,11.0,8.0,103.0,72.0,60.0,31.0,,,,,,
WC6RXESl,27.09.2019 21:00,Pescara,Crotone,0,3,,,10.0,16.0,3.0,11.0,7.0,5.0,10.0,15.0,6.0,10.0,3.0,0.0,,,8.0,3.0,0,0,2.0,1.0,A,12.0,10.0,,,,,,,394.0,638.0,6.0,5.0,93.0,137.0,39.0,64.0,,,,,,
prTpLyqq,25.09.2019 21:00,Salernitana,Chievo,1,1,,,3.0,4.0,3.0,4.0,0.0,0.0,15.0,21.0,6.0,2.0,2.0,0.0,,,3.0,2.0,1,1,6.0,5.0,D,20.0,15.0,,,,,,,568.0,337.0,11.0,9.0,109.0,85.0,46.0,17.0,,,,,,
rTolKebk,25.09.2019 19:00,Trapani,Cremonese,0,0,,,16.0,3.0,4.0,3.0,12.0,0.0,17.0,13.0,9.0,2.0,4.0,2.0,,,3.0,4.0,0,0,0.0,3.0,D,9.0,14.0,,,,,,,461.0,397.0,19.0,17.0,129.0,113.0,60.0,27.0,,,,,,
8bVDIrNp,24.09.2019 21:00,Ascoli,Spezia,3,0,,,8.0,15.0,6.0,1.0,2.0,14.0,16.0,13.0,2.0,7.0,2.0,1.0,,,1.0,4.0,0,1,3.0,4.0,H,12.0,17.0,,,,,,,446.0,476.0,8.0,8.0,76.0,121.0,34.0,42.0,,,,,,
M1JesSao,24.09.2019 21:00,Cittadella,Pescara,2,1,,,15.0,11.0,6.0,2.0,9.0,9.0,14.0,14.0,3.0,4.0,1.0,5.0,,,1.0,4.0,0,0,5.0,1.0,H,15.0,10.0,,,,,,,278.0,508.0,13.0,13.0,99.0,118.0,45.0,41.0,,,,,,
z5NatnFi,24.09.2019 21:00,Cosenza,Livorno,1,1,,,9.0,12.0,5.0,4.0,4.0,8.0,21.0,17.0,6.0,2.0,2.0,3.0,,,3.0,4.0,0,0,2.0,1.0,D,19.0,19.0,,,,,,,502.0,433.0,9.0,26.0,165.0,101.0,61.0,46.0,,,,,,
ITC4u6Uc,24.09.2019 21:00,Crotone,Juve Stabia,2,0,,,26.0,5.0,9.0,0.0,17.0,5.0,13.0,14.0,15.0,0.0,1.0,1.0,,,0.0,7.0,0,0,3.0,3.0,H,13.0,14.0,,,,,,,608.0,245.0,9.0,10.0,157.0,77.0,94.0,16.0,,,,,,
xjohJFDe,24.09.2019 21:00,Entella,Venezia,0,2,,,15.0,11.0,1.0,8.0,14.0,3.0,21.0,17.0,2.0,5.0,2.0,1.0,,,6.0,1.0,0,1,2.0,2.0,A,15.0,20.0,,,,,,,491.0,436.0,0.0,32.0,117.0,93.0,67.0,33.0,,,,,,
dKB8vQq4,24.09.2019 21:00,Perugia,Frosinone,3,1,,,19.0,5.0,7.0,2.0,12.0,3.0,14.0,21.0,7.0,5.0,1.0,0.0,,,1.0,4.0,0,0,1.0,3.0,H,20.0,14.0,,,,,,,350.0,488.0,11.0,7.0,98.0,93.0,39.0,39.0,,,,,,
QgGCwpaA,24.09.2019 21:00,Pisa,Empoli,2,3,,,9.0,15.0,6.0,5.0,3.0,10.0,16.0,13.0,7.0,3.0,1.0,1.0,,,2.0,4.0,0,0,2.0,4.0,A,12.0,15.0,,,,,,,308.0,555.0,13.0,16.0,89.0,98.0,52.0,51.0,,,,,,
4pFGx4EG,24.09.2019 21:00,Pordenone,Benevento,1,1,,,14.0,12.0,4.0,6.0,10.0,6.0,25.0,22.0,5.0,3.0,1.0,1.0,,,5.0,3.0,0,0,4.0,2.0,D,21.0,24.0,,,,,,,376.0,484.0,7.0,13.0,128.0,106.0,31.0,44.0,,,,,,
6kqnNOET,22.09.2019 21:00,Trapani,Salernitana,0,1,,,12.0,4.0,5.0,1.0,7.0,3.0,19.0,22.0,4.0,2.0,1.0,2.0,,,1.0,5.0,0,0,5.0,2.0,A,22.0,19.0,,,,,,,551.0,321.0,11.0,12.0,102.0,40.0,74.0,24.0,,,,,,
AsYLUlGu,21.09.2019 18:00,Chievo,Pisa,2,2,,,18.0,14.0,8.0,4.0,10.0,10.0,12.0,13.0,4.0,1.0,1.0,2.0,,,2.0,6.0,0,0,1.0,2.0,D,12.0,10.0,,,,,,,544.0,359.0,7.0,11.0,157.0,97.0,87.0,37.0,,,,,,
ll95XQMU,21.09.2019 15:00,Benevento,Cosenza,1,0,,,14.0,10.0,3.0,5.0,11.0,5.0,19.0,19.0,6.0,3.0,5.0,2.0,,,5.0,2.0,0,0,1.0,5.0,H,14.0,18.0,,,,,,,325.0,360.0,27.0,4.0,108.0,138.0,86.0,74.0,,,,,,
lYWPT8Vo,21.09.2019 15:00,Cremonese,Crotone,2,1,,,15.0,18.0,7.0,6.0,8.0,12.0,19.0,23.0,6.0,3.0,8.0,2.0,,,5.0,5.0,0,0,2.0,2.0,H,15.0,17.0,,,,,,,350.0,532.0,15.0,4.0,68.0,63.0,66.0,63.0,,,,,,
I7yUSSph,21.09.2019 15:00,Empoli,Cittadella,1,0,,,10.0,16.0,3.0,2.0,7.0,14.0,24.0,21.0,3.0,4.0,4.0,2.0,,,2.0,2.0,0,0,1.0,4.0,H,17.0,21.0,,,,,,,420.0,427.0,10.0,0.0,114.0,128.0,51.0,78.0,,,,,,
vNPxR6F4,21.09.2019 15:00,Juve Stabia,Ascoli,1,5,,,20.0,19.0,9.0,9.0,11.0,10.0,14.0,21.0,4.0,3.0,3.0,2.0,,,4.0,8.0,1,0,4.0,3.0,A,18.0,12.0,,,,,,,280.0,521.0,23.0,13.0,86.0,84.0,52.0,47.0,,,,,,
hQTtQQUA,21.09.2019 15:00,Livorno,Pordenone,2,1,,,10.0,11.0,4.0,4.0,6.0,7.0,26.0,19.0,4.0,6.0,3.0,2.0,,,3.0,2.0,0,0,1.0,3.0,H,16.0,24.0,,,,,,,441.0,404.0,23.0,17.0,91.0,96.0,80.0,87.0,,,,,,
nmTpPppH,21.09.2019 15:00,Pescara,Entella,1,1,,,11.0,5.0,5.0,3.0,6.0,2.0,14.0,14.0,3.0,1.0,4.0,2.0,,,2.0,4.0,1,0,2.0,3.0,D,10.0,12.0,,,,,,,544.0,364.0,7.0,15.0,137.0,92.0,70.0,39.0,,,,,,
QwSlO4aN,21.09.2019 15:00,Spezia,Perugia,2,2,,,13.0,11.0,5.0,5.0,8.0,6.0,19.0,20.0,4.0,7.0,0.0,5.0,,,3.0,3.0,0,0,1.0,4.0,D,19.0,14.0,,,,,,,446.0,505.0,18.0,7.0,103.0,107.0,53.0,56.0,,,,,,
dbzYRn0b,20.09.2019 21:00,Frosinone,Venezia,1,1,46%,54%,10.0,10.0,4.0,4.0,6.0,6.0,25.0,25.0,4.0,5.0,8.0,1.0,,,3.0,3.0,0,0,2.0,4.0,D,17.0,24.0,,,,,,,416.0,462.0,4.0,5.0,88.0,93.0,65.0,57.0,,,,,,
407gzTxC,16.09.2019 21:00,Salernitana,Benevento,0,2,,,10.0,14.0,0.0,4.0,10.0,10.0,16.0,18.0,4.0,7.0,0.0,2.0,,,2.0,0.0,0,0,3.0,0.0,A,18.0,14.0,,,,,,,425.0,417.0,21.0,9.0,79.0,73.0,31.0,47.0,,,,,,
8YDpxk8a,15.09.2019 21:00,Pisa,Cremonese,4,1,,,15.0,21.0,8.0,5.0,7.0,16.0,15.0,11.0,4.0,6.0,3.0,0.0,,,4.0,5.0,0,0,2.0,3.0,H,9.0,15.0,,,,,,,316.0,497.0,10.0,9.0,70.0,75.0,42.0,46.0,,,,,,
IqLXviOt,15.09.2019 15:00,Cosenza,Pescara,1,2,,,15.0,7.0,5.0,1.0,10.0,6.0,14.0,15.0,7.0,1.0,0.0,0.0,,,0.0,4.0,0,0,1.0,2.0,A,16.0,13.0,,,,,,,494.0,350.0,13.0,9.0,139.0,97.0,64.0,17.0,,,,,,
08AxvBwm,15.09.2019 15:00,Crotone,Empoli,0,0,,,19.0,10.0,6.0,1.0,13.0,9.0,21.0,12.0,14.0,2.0,1.0,6.0,,,1.0,6.0,0,0,1.0,1.0,D,12.0,17.0,,,,,,,507.0,302.0,11.0,7.0,118.0,62.0,61.0,24.0,,,,,,
ri6cZnhI,14.09.2019 18:00,Venezia,Chievo,0,2,,,5.0,8.0,2.0,4.0,3.0,4.0,24.0,13.0,2.0,3.0,0.0,9.0,,,2.0,2.0,1,0,2.0,3.0,A,13.0,16.0,,,,,,,371.0,582.0,6.0,8.0,59.0,70.0,50.0,57.0,,,,,,
2JVOKmwP,14.09.2019 15:00,Ascoli,Livorno,2,0,,,11.0,9.0,4.0,4.0,7.0,5.0,23.0,17.0,4.0,3.0,3.0,3.0,,,4.0,2.0,0,0,4.0,3.0,H,16.0,19.0,,,,,,,507.0,349.0,12.0,3.0,85.0,115.0,36.0,41.0,,,,,,
GzZ5qXFP,14.09.2019 15:00,Cittadella,Trapani,2,0,,,13.0,8.0,6.0,4.0,7.0,4.0,17.0,21.0,7.0,5.0,3.0,3.0,,,4.0,4.0,0,0,3.0,3.0,H,24.0,16.0,,,,,,,269.0,424.0,0.0,0.0,78.0,77.0,42.0,34.0,,,,,,
xE51Y67O,14.09.2019 15:00,Entella,Frosinone,1,0,,,8.0,17.0,3.0,8.0,5.0,9.0,16.0,17.0,4.0,5.0,2.0,2.0,,,8.0,3.0,0,0,3.0,3.0,H,15.0,13.0,,,,,,,354.0,529.0,3.0,22.0,71.0,99.0,35.0,44.0,,,,,,
EBEtwVhg,14.09.2019 15:00,Perugia,Juve Stabia,0,0,,,11.0,12.0,4.0,5.0,7.0,7.0,24.0,17.0,6.0,7.0,4.0,0.0,,,5.0,4.0,0,1,0.0,4.0,D,13.0,24.0,,,,,,,520.0,274.0,11.0,16.0,113.0,98.0,44.0,49.0,,,,,,
nPCly9N5,13.09.2019 21:00,Pordenone,Spezia,1,0,,,12.0,11.0,6.0,1.0,6.0,10.0,23.0,26.0,5.0,4.0,8.0,0.0,,,1.0,5.0,0,0,1.0,3.0,H,18.0,23.0,,,,,,,327.0,570.0,8.0,8.0,105.0,98.0,55.0,61.0,,,,,,
xCpaQi9m,01.09.2019 21:00,Frosinone,Ascoli,2,1,,,20.0,11.0,8.0,5.0,12.0,6.0,30.0,22.0,7.0,2.0,3.0,2.0,,,4.0,6.0,1,0,5.0,4.0,H,19.0,28.0,,,,,,,452.0,256.0,27.0,5.0,144.0,82.0,91.0,33.0,,,,,,
fmu4PBOg,01.09.2019 18:00,Juve Stabia,Pisa,0,2,,,14.0,11.0,1.0,3.0,13.0,8.0,14.0,24.0,8.0,2.0,1.0,0.0,,,1.0,1.0,0,1,4.0,2.0,A,23.0,14.0,,,,,,,460.0,348.0,4.0,6.0,148.0,117.0,98.0,53.0,,,,,,
S0wCNkg6,01.09.2019 18:00,Pescara,Pordenone,4,2,,,19.0,11.0,4.0,2.0,15.0,9.0,19.0,19.0,5.0,3.0,2.0,1.0,,,0.0,0.0,0,0,3.0,2.0,H,17.0,18.0,,,,,,,503.0,354.0,4.0,11.0,116.0,105.0,63.0,40.0,,,,,,
ttaTVDoQ,31.08.2019 21:00,Cosenza,Salernitana,0,1,,,8.0,6.0,3.0,3.0,5.0,3.0,20.0,21.0,3.0,1.0,1.0,4.0,,,2.0,3.0,0,0,3.0,4.0,A,20.0,16.0,,,,,,,360.0,451.0,1.0,14.0,94.0,104.0,48.0,40.0,,,,,,
bLoeRXgs,31.08.2019 21:00,Cremonese,Entella,0,1,,,15.0,11.0,5.0,4.0,10.0,7.0,9.0,13.0,6.0,6.0,2.0,0.0,,,3.0,5.0,0,0,1.0,2.0,A,10.0,8.0,,,,,,,504.0,321.0,8.0,19.0,103.0,73.0,95.0,64.0,,,,,,
Ywv8OVw0,31.08.2019 21:00,Livorno,Perugia,0,1,,,12.0,6.0,3.0,1.0,9.0,5.0,13.0,18.0,12.0,2.0,2.0,1.0,,,0.0,3.0,0,1,1.0,4.0,A,17.0,13.0,,,,,,,385.0,438.0,11.0,23.0,132.0,117.0,94.0,55.0,,,,,,
OSWKLTNI,31.08.2019 21:00,Trapani,Venezia,0,1,,,11.0,13.0,4.0,4.0,7.0,9.0,19.0,24.0,6.0,7.0,5.0,3.0,,,3.0,4.0,0,0,2.0,2.0,A,19.0,16.0,,,,,,,389.0,435.0,9.0,3.0,70.0,73.0,57.0,46.0,,,,,,
S0Ht8AgJ,31.08.2019 18:00,Benevento,Cittadella,4,1,,,17.0,9.0,7.0,7.0,10.0,2.0,18.0,20.0,7.0,4.0,4.0,3.0,,,6.0,3.0,0,0,1.0,1.0,H,16.0,15.0,,,,,,,320.0,399.0,4.0,9.0,129.0,103.0,85.0,76.0,,,,,,
t4sGM98C,31.08.2019 18:00,Spezia,Crotone,1,2,,,8.0,6.0,6.0,3.0,2.0,3.0,18.0,11.0,6.0,2.0,2.0,1.0,,,2.0,5.0,0,0,0.0,3.0,A,8.0,17.0,,,,,,,452.0,415.0,0.0,12.0,100.0,101.0,65.0,49.0,,,,,,
U5ePWgWJ,30.08.2019 21:00,Chievo,Empoli,1,1,,,14.0,13.0,5.0,6.0,9.0,7.0,12.0,9.0,4.0,3.0,4.0,2.0,,,5.0,4.0,0,0,2.0,3.0,D,12.0,15.0,,,,,,,465.0,404.0,14.0,13.0,71.0,51.0,44.0,27.0,,,,,,
