id,date,home_team,away_team,home_goals,away_goals,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Throw-ins_home,Throw-ins_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Red Cards_home,Red Cards_away,Yellow Cards_home,Yellow Cards_away,result,Fouls_home,Fouls_away,Pass Success %_home,Pass Success %_away,Blocked Shots_home,Blocked Shots_away,Goal Kicks_home,Goal Kicks_away,Total Passes_home,Total Passes_away,Tackles_home,Tackles_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Completed Passes_home,Completed Passes_away,Clearances Completed_home,Clearances Completed_away,Crosses Completed_home,Crosses Completed_away
h88TGBy1,25.04.2017 15:00,Spal,Cittadella,2,1,51%,49%,5.0,8.0,4.0,4.0,1.0,4.0,26.0,12.0,2.0,7.0,2.0,3.0,,,3.0,2.0,0,0,1.0,4.0,H,10.0,23.0,,,,,,,,,,,,,,,,,,,,
dtFKIX6l,25.04.2017 12:30,Salernitana,Bari,0,0,51%,49%,6.0,6.0,5.0,2.0,1.0,4.0,18.0,22.0,6.0,1.0,1.0,0.0,,,2.0,5.0,0,0,4.0,2.0,D,21.0,18.0,,,,,,,,,,,,,,,,,,,,
2wjKwZrE,24.04.2017 20:30,L.R. Vicenza,Novara,3,1,54%,46%,16.0,5.0,7.0,3.0,9.0,2.0,12.0,11.0,8.0,5.0,3.0,0.0,31.0,28.0,2.0,4.0,0,0,1.0,1.0,H,9.0,12.0,,,,,6.0,14.0,,,,,,,,,,,,,,
xYw5O2wA,22.04.2017 15:00,Ascoli,Brescia,0,0,49%,51%,9.0,10.0,6.0,1.0,3.0,9.0,25.0,18.0,4.0,1.0,1.0,1.0,,,1.0,6.0,0,0,0.0,5.0,D,17.0,24.0,,,,,,,,,,,,,,,,,,,,
WWWDMt8M,22.04.2017 15:00,Avellino,Cesena,1,1,40%,60%,6.0,14.0,3.0,6.0,3.0,8.0,18.0,20.0,3.0,6.0,1.0,1.0,,,5.0,2.0,1,0,3.0,2.0,D,19.0,17.0,,,,,,,,,,,,,,,,,,,,
S2IqHKVq,22.04.2017 15:00,Bari,Verona,0,2,46%,54%,8.0,7.0,4.0,4.0,4.0,3.0,17.0,20.0,3.0,7.0,3.0,0.0,,,2.0,4.0,1,1,5.0,3.0,A,17.0,17.0,,,,,,,,,,,,,,,,,,,,
KdT9NMhG,22.04.2017 15:00,Cittadella,AC Carpi,4,1,63%,37%,6.0,7.0,5.0,1.0,1.0,6.0,20.0,26.0,1.0,5.0,1.0,0.0,,,0.0,1.0,0,2,4.0,2.0,H,25.0,20.0,,,,,,,,,,,,,,,,,,,,
jy4vw2h3,22.04.2017 15:00,Latina,Spal,1,2,46%,54%,9.0,6.0,4.0,4.0,5.0,2.0,10.0,28.0,6.0,3.0,1.0,0.0,,,2.0,3.0,0,1,1.0,3.0,A,27.0,10.0,,,,,,,,,,,,,,,,,,,,
xYazvrwc,22.04.2017 15:00,Pro Vercelli,Salernitana,0,0,48%,52%,7.0,7.0,3.0,2.0,4.0,5.0,23.0,20.0,7.0,5.0,2.0,2.0,,,2.0,3.0,0,0,1.0,2.0,D,18.0,21.0,,,,,,,,,,,,,,,,,,,,
YagqxM79,22.04.2017 15:00,Spezia,Entella,2,0,53%,47%,7.0,6.0,6.0,3.0,1.0,3.0,15.0,23.0,3.0,5.0,3.0,1.0,,,3.0,4.0,0,0,1.0,1.0,H,20.0,14.0,,,,,,,,,,,,,,,,,,,,
QgWHL0NS,22.04.2017 15:00,Ternana,Frosinone,2,0,49%,51%,7.0,12.0,3.0,7.0,4.0,5.0,16.0,23.0,2.0,5.0,0.0,1.0,,,7.0,1.0,0,0,1.0,3.0,H,23.0,15.0,,,,,,,,,,,,,,,,,,,,
OUBhFb0d,22.04.2017 15:00,Trapani,Pisa,1,0,54%,46%,8.0,3.0,3.0,0.0,5.0,3.0,28.0,24.0,7.0,3.0,2.0,4.0,,,0.0,2.0,0,0,3.0,2.0,H,22.0,24.0,,,,,,,,,,,,,,,,,,,,
CjhmytNF,21.04.2017 21:00,Benevento,L.R. Vicenza,0,0,53%,47%,13.0,13.0,3.0,4.0,10.0,9.0,15.0,14.0,4.0,5.0,1.0,6.0,,,4.0,3.0,0,0,4.0,2.0,D,14.0,9.0,,,,,,,,,,,,,,,,,,,,
pvDlGvoj,21.04.2017 19:00,Novara,Perugia,0,1,48%,52%,5.0,10.0,2.0,3.0,3.0,7.0,15.0,20.0,3.0,2.0,7.0,3.0,,,2.0,2.0,0,0,3.0,1.0,A,13.0,12.0,,,,,,,,,,,,,,,,,,,,
jHygR4gi,17.04.2017 20:30,Cesena,Spezia,1,0,58%,42%,11.0,4.0,5.0,0.0,6.0,4.0,23.0,13.0,5.0,2.0,2.0,1.0,,,0.0,4.0,0,1,2.0,5.0,H,11.0,22.0,,,,,,,,,,,,,,,,,,,,
v3wWBPg4,17.04.2017 18:00,Pisa,Avellino,0,1,63%,37%,7.0,5.0,1.0,4.0,6.0,1.0,23.0,21.0,5.0,5.0,0.0,3.0,,,3.0,1.0,0,0,2.0,5.0,A,21.0,20.0,,,,,,,,,,,,,,,,,,,,
YPxzBq9A,17.04.2017 15:00,AC Carpi,Bari,2,0,53%,47%,6.0,6.0,2.0,3.0,4.0,3.0,21.0,29.0,3.0,2.0,2.0,1.0,,,3.0,0.0,0,0,4.0,2.0,H,27.0,20.0,,,,,,,,,,,,,,,,,,,,
CGyvA3OG,17.04.2017 15:00,Brescia,Benevento,1,0,54%,46%,6.0,16.0,2.0,9.0,4.0,7.0,24.0,20.0,4.0,7.0,3.0,2.0,,,9.0,1.0,0,0,4.0,1.0,H,17.0,22.0,,,,,,,,,,,,,,,,,,,,
U7zcQO8c,17.04.2017 15:00,Entella,Ternana,1,1,46%,54%,12.0,10.0,3.0,6.0,9.0,4.0,11.0,15.0,9.0,7.0,3.0,0.0,,,5.0,2.0,0,0,2.0,2.0,D,12.0,11.0,,,,,,,,,,,,,,,,,,,,
z9g6311p,17.04.2017 15:00,Frosinone,Novara,2,3,55%,45%,11.0,10.0,9.0,5.0,2.0,5.0,20.0,14.0,7.0,0.0,2.0,1.0,,,2.0,7.0,0,0,3.0,4.0,A,12.0,19.0,,,,,,,,,,,,,,,,,,,,
lCcA2LGj,17.04.2017 15:00,L.R. Vicenza,Pro Vercelli,0,1,60%,40%,11.0,3.0,5.0,3.0,6.0,0.0,27.0,25.0,14.0,3.0,4.0,1.0,,,2.0,5.0,0,0,0.0,4.0,A,21.0,26.0,,,,,,,,,,,,,,,,,,,,
QaZRC5vb,17.04.2017 15:00,Perugia,Ascoli,0,0,56%,44%,12.0,11.0,7.0,4.0,5.0,7.0,26.0,25.0,3.0,3.0,2.0,5.0,27.0,16.0,4.0,7.0,1,0,4.0,1.0,D,23.0,20.0,,,,,,,,,,,,,,,,,,,,
IT6v8sgT,17.04.2017 15:00,Salernitana,Latina,2,1,55%,45%,19.0,8.0,10.0,2.0,9.0,6.0,21.0,22.0,9.0,3.0,4.0,1.0,,,1.0,8.0,0,0,0.0,5.0,H,18.0,20.0,,,,,,,,,,,,,,,,,,,,
vw8z9NwN,17.04.2017 15:00,Verona,Cittadella,2,0,54%,46%,4.0,10.0,4.0,3.0,0.0,7.0,16.0,12.0,4.0,2.0,2.0,2.0,,,3.0,2.0,0,0,1.0,0.0,H,10.0,14.0,,,,,,,,,,,,,,,,,,,,
bsu1PrO3,17.04.2017 12:30,Spal,Trapani,2,1,58%,42%,17.0,9.0,12.0,5.0,5.0,4.0,21.0,11.0,6.0,3.0,2.0,3.0,25.0,16.0,4.0,10.0,0,0,1.0,4.0,H,9.0,18.0,,,,,,,,,,,,,,,,,,,,
KMC0dpfH,10.04.2017 20:30,Novara,Verona,2,2,44%,56%,8.0,8.0,4.0,5.0,4.0,3.0,13.0,21.0,6.0,4.0,5.0,1.0,,,3.0,2.0,0,0,3.0,0.0,D,16.0,12.0,,,,,,,,,,,,,,,,,,,,
GUiyjrXp,09.04.2017 17:30,Brescia,Spal,1,3,52%,48%,16.0,13.0,7.0,8.0,9.0,5.0,17.0,26.0,13.0,5.0,4.0,1.0,,,5.0,6.0,0,0,1.0,2.0,A,22.0,16.0,,,,,,,,,,,,,,,,,,,,
QaDdcQvB,08.04.2017 15:00,Ascoli,Frosinone,1,1,42%,58%,7.0,21.0,2.0,11.0,5.0,10.0,15.0,24.0,0.0,9.0,1.0,0.0,,,10.0,1.0,0,0,3.0,3.0,D,23.0,15.0,,,,,,,,,,,,,,,,,,,,
UXJmanAb,08.04.2017 15:00,Avellino,AC Carpi,1,0,54%,46%,9.0,14.0,8.0,6.0,1.0,8.0,23.0,20.0,5.0,5.0,6.0,0.0,,,6.0,7.0,0,0,0.0,3.0,H,14.0,23.0,,,,,,,,,,,,,,,,,,,,
jsLq0Sfh,08.04.2017 15:00,Cittadella,Benevento,1,0,,,,,,,,,,,,,,,,,,,0,0,,,H,,,,,,,,,,,,,,,,,,,,,,
rypNDoPi,08.04.2017 15:00,Latina,L.R. Vicenza,0,1,46%,54%,10.0,9.0,3.0,4.0,7.0,5.0,18.0,15.0,2.0,8.0,0.0,0.0,,,3.0,3.0,0,0,2.0,2.0,A,15.0,18.0,,,,,,,,,,,,,,,,,,,,
n9Ehb6P4,08.04.2017 15:00,Pisa,Cesena,0,1,43%,57%,4.0,5.0,1.0,3.0,3.0,2.0,28.0,31.0,1.0,5.0,2.0,2.0,,,2.0,1.0,0,0,0.0,3.0,A,29.0,26.0,,,,,,,,,,,,,,,,,,,,
4poJER9o,08.04.2017 15:00,Pro Vercelli,Entella,1,0,50%,50%,11.0,9.0,7.0,4.0,4.0,5.0,20.0,12.0,5.0,6.0,2.0,0.0,,,4.0,6.0,0,0,2.0,1.0,H,10.0,20.0,,,,,,,,,,,,,,,,,,,,
dKLu18un,08.04.2017 15:00,Spezia,Bari,1,0,48%,52%,5.0,2.0,1.0,1.0,4.0,1.0,20.0,37.0,2.0,1.0,2.0,0.0,,,1.0,0.0,0,1,2.0,6.0,H,35.0,20.0,,,,,,,,,,,,,,,,,,,,
EL59fOOT,08.04.2017 15:00,Ternana,Salernitana,1,0,50%,50%,8.0,8.0,4.0,6.0,4.0,2.0,17.0,20.0,3.0,6.0,4.0,3.0,,,6.0,3.0,0,1,3.0,3.0,H,16.0,14.0,,,,,,,,,,,,,,,,,,,,
WdG4e49N,08.04.2017 15:00,Trapani,Perugia,3,0,45%,55%,9.0,11.0,5.0,4.0,4.0,7.0,14.0,11.0,7.0,4.0,0.0,3.0,,,4.0,2.0,0,1,3.0,3.0,H,11.0,11.0,,,,,,,,,,,,,,,,,,,,
WxhNrRPH,04.04.2017 20:30,AC Carpi,Pro Vercelli,0,0,51%,49%,10.0,4.0,6.0,1.0,4.0,3.0,13.0,16.0,12.0,5.0,0.0,1.0,,,1.0,6.0,0,0,2.0,2.0,D,16.0,12.0,,,,,,,,,,,,,,,,,,,,
dKaAoTua,04.04.2017 20:30,Bari,Latina,2,0,50%,50%,14.0,11.0,6.0,5.0,8.0,6.0,17.0,18.0,6.0,4.0,2.0,0.0,,,5.0,4.0,0,0,1.0,2.0,H,16.0,17.0,,,,,,,,,,,,,,,,,,,,
IgjVt5fU,04.04.2017 20:30,Benevento,Ternana,2,1,49%,51%,4.0,7.0,2.0,1.0,2.0,6.0,15.0,15.0,4.0,7.0,2.0,0.0,,,0.0,0.0,0,0,1.0,3.0,H,13.0,15.0,,,,,,,,,,,,,,,,,,,,
O612mkBn,04.04.2017 20:30,Cesena,Brescia,1,1,55%,45%,17.0,5.0,9.0,4.0,8.0,1.0,23.0,18.0,5.0,3.0,0.0,1.0,,,3.0,8.0,0,0,2.0,4.0,D,18.0,22.0,,,,,,,,,,,,,,,,,,,,
U5qU5cRD,04.04.2017 20:30,Entella,Ascoli,2,1,49%,51%,14.0,18.0,7.0,6.0,7.0,12.0,12.0,18.0,4.0,12.0,6.0,0.0,,,5.0,5.0,0,0,0.0,1.0,H,12.0,12.0,,,,,,,,,,,,,,,,,,,,
rHHy2lQu,04.04.2017 20:30,L.R. Vicenza,Trapani,0,1,52%,48%,4.0,9.0,1.0,6.0,3.0,3.0,28.0,19.0,2.0,8.0,2.0,1.0,,,5.0,1.0,0,0,2.0,6.0,A,17.0,27.0,,,,,,,,,,,,,,,,,,,,
hngJq7AB,04.04.2017 20:30,Perugia,Pisa,2,2,56%,44%,6.0,4.0,4.0,3.0,2.0,1.0,23.0,23.0,8.0,3.0,0.0,4.0,,,1.0,2.0,0,0,3.0,2.0,D,23.0,19.0,,,,,,,,,,,,,,,,,,,,
2c06n9Qh,04.04.2017 20:30,Salernitana,Cittadella,0,0,48%,52%,12.0,5.0,4.0,0.0,8.0,5.0,14.0,13.0,6.0,4.0,0.0,2.0,,,0.0,4.0,0,0,1.0,4.0,D,13.0,12.0,,,,,,,,,,,,,,,,,,,,
AN3Epme5,04.04.2017 20:30,Spal,Novara,2,0,47%,53%,15.0,8.0,6.0,2.0,9.0,6.0,9.0,13.0,3.0,3.0,2.0,0.0,,,2.0,4.0,0,0,2.0,2.0,H,11.0,9.0,,,,,,,,,,,,,,,,,,,,
v3iRsouO,04.04.2017 20:30,Verona,Spezia,0,1,50%,50%,8.0,9.0,3.0,2.0,5.0,7.0,16.0,16.0,8.0,2.0,1.0,3.0,,,1.0,3.0,0,0,2.0,3.0,A,15.0,13.0,,,,,,,,,,,,,,,,,,,,
6V6clVet,03.04.2017 20:30,Frosinone,Avellino,1,1,57%,43%,11.0,6.0,4.0,2.0,7.0,4.0,19.0,15.0,7.0,3.0,0.0,2.0,,,1.0,3.0,0,0,2.0,1.0,D,15.0,17.0,,,,,,,,,,,,,,,,,,,,
zV4ihvcE,01.04.2017 15:00,Ascoli,AC Carpi,1,2,55%,45%,9.0,8.0,4.0,4.0,5.0,4.0,23.0,15.0,3.0,6.0,,,14.0,17.0,2.0,3.0,1,0,3.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,
IHxqrfZ6,01.04.2017 15:00,Brescia,Entella,2,2,57%,43%,20.0,8.0,8.0,4.0,12.0,4.0,17.0,11.0,9.0,1.0,,,28.0,14.0,2.0,6.0,0,0,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,
Ui4eibCK,01.04.2017 15:00,Latina,Cittadella,0,2,45%,55%,11.0,19.0,4.0,13.0,7.0,6.0,24.0,17.0,2.0,2.0,,,40.0,28.0,11.0,4.0,0,0,2.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,
zgmvqzK0,01.04.2017 15:00,Novara,Ternana,1,2,55%,45%,21.0,10.0,11.0,6.0,10.0,4.0,14.0,18.0,11.0,1.0,,,23.0,19.0,4.0,10.0,0,0,3.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,
G2ensElD,01.04.2017 15:00,Perugia,L.R. Vicenza,1,0,57%,43%,11.0,1.0,5.0,1.0,6.0,0.0,17.0,15.0,7.0,4.0,,,19.0,23.0,1.0,4.0,0,1,2.0,3.0,H,,,,,,,,,,,,,,,,,,,,,,
SSqWpdkl,01.04.2017 15:00,Pisa,Salernitana,0,1,,,,,,,,,,,,,,,,,,,0,0,,,A,,,,,,,,,,,,,,,,,,,,,,
fJDEpSw8,01.04.2017 15:00,Pro Vercelli,Bari,1,0,47%,53%,8.0,8.0,5.0,3.0,3.0,5.0,21.0,19.0,5.0,4.0,,,25.0,39.0,3.0,4.0,0,0,1.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,
dv6mgKs8,01.04.2017 15:00,Spezia,Benevento,1,3,54%,46%,11.0,5.0,4.0,4.0,7.0,1.0,19.0,13.0,3.0,3.0,,,38.0,23.0,1.0,3.0,0,0,3.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,
lxoSoxzr,01.04.2017 15:00,Trapani,Verona,0,2,55%,45%,7.0,10.0,4.0,6.0,3.0,4.0,20.0,15.0,4.0,2.0,,,41.0,23.0,4.0,4.0,0,0,2.0,5.0,A,,,,,,,,,,,,,,,,,,,,,,
re8ajIRQ,31.03.2017 21:00,Cesena,Frosinone,1,1,51%,49%,9.0,4.0,2.0,3.0,7.0,1.0,22.0,22.0,5.0,2.0,2.0,4.0,,,2.0,1.0,0,0,3.0,3.0,D,20.0,18.0,,,,,,,,,,,,,,,,,,,,
d2lzpG4f,31.03.2017 19:00,Avellino,Spal,1,0,44%,56%,7.0,5.0,4.0,3.0,3.0,2.0,18.0,20.0,5.0,4.0,2.0,1.0,,,3.0,3.0,0,0,3.0,2.0,H,18.0,17.0,,,,,,,,,,,,,,,,,,,,
feVRgWGL,26.03.2017 20:30,Bari,Novara,0,0,54%,46%,14.0,4.0,4.0,0.0,10.0,4.0,21.0,15.0,7.0,1.0,2.0,2.0,,,0.0,4.0,0,0,4.0,3.0,D,13.0,19.0,,,,,,,,,,,,,,,,,,,,
OUZVhjWR,26.03.2017 15:00,AC Carpi,Perugia,0,0,38%,62%,6.0,4.0,3.0,3.0,3.0,1.0,26.0,25.0,2.0,3.0,4.0,2.0,,,3.0,3.0,0,0,1.0,3.0,D,21.0,24.0,,,,,,,,,,,,,,,,,,,,
YusJehn9,26.03.2017 15:00,Entella,Cesena,2,1,50%,50%,9.0,8.0,8.0,3.0,1.0,5.0,25.0,21.0,3.0,12.0,5.0,1.0,,,2.0,6.0,0,0,3.0,2.0,H,16.0,24.0,,,,,,,,,,,,,,,,,,,,
M5wFdYW2,26.03.2017 15:00,L.R. Vicenza,Brescia,1,1,53%,47%,13.0,11.0,5.0,1.0,8.0,10.0,21.0,22.0,10.0,6.0,4.0,1.0,,,0.0,4.0,0,1,3.0,2.0,D,18.0,20.0,,,,,,,,,,,,,,,,,,,,
82B2mUgk,26.03.2017 15:00,Latina,Pro Vercelli,0,0,47%,53%,9.0,5.0,3.0,1.0,6.0,4.0,25.0,20.0,4.0,5.0,4.0,2.0,,,1.0,3.0,1,0,2.0,2.0,D,16.0,23.0,,,,,,,,,,,,,,,,,,,,
UBjTYUvd,26.03.2017 15:00,Salernitana,Ascoli,2,0,49%,51%,18.0,5.0,10.0,2.0,8.0,3.0,20.0,32.0,6.0,1.0,3.0,1.0,,,2.0,8.0,0,1,4.0,2.0,H,29.0,19.0,,,,,,,,,,,,,,,,,,,,
G4WNfC1F,26.03.2017 15:00,Spal,Frosinone,0,2,47%,53%,9.0,8.0,5.0,3.0,4.0,5.0,22.0,18.0,3.0,1.0,1.0,0.0,,,1.0,5.0,0,0,5.0,3.0,A,17.0,22.0,,,,,,,,,,,,,,,,,,,,
82kXXlf2,26.03.2017 15:00,Ternana,Avellino,4,1,47%,53%,8.0,10.0,5.0,4.0,3.0,6.0,20.0,22.0,2.0,3.0,1.0,5.0,,,3.0,1.0,0,0,4.0,1.0,H,21.0,15.0,,,,,,,,,,,,,,,,,,,,
QwMclAvq,26.03.2017 12:30,Verona,Pisa,1,1,56%,44%,8.0,5.0,5.0,2.0,3.0,3.0,24.0,28.0,5.0,1.0,2.0,4.0,,,1.0,4.0,0,0,6.0,4.0,D,26.0,20.0,,,,,,,,,,,,,,,,,,,,
GSEAo8O1,25.03.2017 20:30,Benevento,Trapani,1,3,60%,40%,10.0,5.0,2.0,3.0,8.0,2.0,20.0,12.0,6.0,2.0,1.0,4.0,,,0.0,1.0,0,0,2.0,3.0,A,11.0,16.0,,,,,,,,,,,,,,,,,,,,
M5F6nl9e,25.03.2017 18:00,Cittadella,Spezia,1,0,51%,49%,12.0,9.0,7.0,3.0,5.0,6.0,26.0,28.0,3.0,9.0,1.0,1.0,,,3.0,6.0,0,0,3.0,4.0,H,27.0,25.0,,,,,,,,,,,,,,,,,,,,
KxHqsgXF,20.03.2017 20:30,Entella,Salernitana,0,1,54%,46%,11.0,8.0,3.0,2.0,8.0,6.0,16.0,13.0,8.0,7.0,4.0,0.0,,,1.0,3.0,0,1,1.0,5.0,A,9.0,16.0,,,,,,,,,,,,,,,,,,,,
YqcKziAq,19.03.2017 17:30,Cesena,Ternana,1,0,56%,44%,8.0,6.0,4.0,1.0,4.0,5.0,36.0,22.0,5.0,1.0,1.0,0.0,,,1.0,3.0,0,0,2.0,4.0,H,21.0,36.0,,,,,,,,,,,,,,,,,,,,
216ltDnM,18.03.2017 15:00,AC Carpi,Spal,1,4,43%,57%,15.0,11.0,8.0,8.0,7.0,3.0,7.0,19.0,13.0,6.0,0.0,1.0,,,4.0,7.0,0,0,2.0,2.0,A,19.0,6.0,,,,,,,,,,,,,,,,,,,,
6FQkLBAd,18.03.2017 15:00,Ascoli,Cittadella,2,1,54%,46%,9.0,7.0,6.0,3.0,3.0,4.0,23.0,22.0,8.0,6.0,3.0,6.0,,,2.0,4.0,0,1,4.0,2.0,H,19.0,17.0,,,,,,,,,,,,,,,,,,,,
tnIurZH9,18.03.2017 15:00,Avellino,Novara,1,1,49%,51%,9.0,8.0,6.0,6.0,3.0,2.0,20.0,17.0,10.0,3.0,7.0,1.0,,,5.0,5.0,0,0,0.0,5.0,D,10.0,19.0,,,,,,,,,,,,,,,,,,,,
G4AhuX1S,18.03.2017 15:00,Brescia,Spezia,1,1,52%,48%,9.0,8.0,5.0,4.0,4.0,4.0,26.0,13.0,1.0,7.0,0.0,1.0,,,3.0,4.0,0,0,1.0,3.0,D,13.0,25.0,,,,,,,,,,,,,,,,,,,,
CzdOZAPk,18.03.2017 15:00,Frosinone,L.R. Vicenza,3,1,49%,51%,8.0,4.0,4.0,2.0,4.0,2.0,22.0,22.0,2.0,4.0,0.0,3.0,,,1.0,1.0,0,0,3.0,0.0,H,22.0,19.0,,,,,,,,,,,,,,,,,,,,
nB3xqF23,18.03.2017 15:00,Pisa,Latina,1,1,59%,41%,3.0,8.0,1.0,4.0,2.0,4.0,29.0,20.0,3.0,2.0,1.0,2.0,,,3.0,0.0,0,0,1.0,2.0,D,19.0,27.0,,,,,,,,,,,,,,,,,,,,
8K4Yqemc,18.03.2017 15:00,Pro Vercelli,Verona,1,1,45%,55%,6.0,11.0,3.0,3.0,3.0,8.0,22.0,20.0,1.0,11.0,7.0,2.0,,,2.0,2.0,0,0,3.0,3.0,D,13.0,20.0,,,,,,,,,,,,,,,,,,,,
bkNsNXup,18.03.2017 15:00,Trapani,Bari,4,0,52%,48%,15.0,4.0,12.0,2.0,3.0,2.0,15.0,15.0,7.0,3.0,1.0,3.0,,,2.0,8.0,0,0,2.0,3.0,H,14.0,12.0,,,,,,,,,,,,,,,,,,,,
hCMoMiej,17.03.2017 20:30,Perugia,Benevento,3,1,47%,53%,13.0,7.0,6.0,2.0,7.0,5.0,19.0,12.0,1.0,2.0,2.0,6.0,,,1.0,3.0,1,0,2.0,2.0,H,10.0,13.0,,,,,,,,,,,,,,,,,,,,
CftWRMRB,13.03.2017 20:30,Verona,Ascoli,0,0,61%,39%,14.0,3.0,7.0,1.0,7.0,2.0,11.0,14.0,11.0,2.0,2.0,0.0,,,1.0,7.0,0,0,2.0,1.0,D,12.0,11.0,,,,,,,,,,,,,,,,,,,,
6ir3UFmA,12.03.2017 17:30,L.R. Vicenza,Pisa,2,1,55%,45%,9.0,6.0,4.0,3.0,5.0,3.0,20.0,19.0,6.0,2.0,0.0,2.0,,,2.0,2.0,1,0,5.0,2.0,H,19.0,18.0,,,,,,,,,,,,,,,,,,,,
0Es7TZ2G,12.03.2017 15:00,Novara,Pro Vercelli,0,0,55%,45%,13.0,4.0,4.0,2.0,9.0,2.0,13.0,22.0,7.0,2.0,2.0,5.0,,,2.0,4.0,0,1,2.0,2.0,D,20.0,8.0,,,,,,,,,,,,,,,,,,,,
v5tBSgIM,12.03.2017 15:00,Ternana,Trapani,2,1,53%,47%,9.0,11.0,5.0,4.0,4.0,7.0,22.0,19.0,4.0,4.0,3.0,1.0,,,3.0,3.0,0,0,2.0,5.0,H,16.0,21.0,,,,,,,,,,,,,,,,,,,,
pnc88YQj,11.03.2017 18:00,Latina,AC Carpi,0,1,49%,51%,12.0,12.0,7.0,4.0,5.0,8.0,18.0,18.0,6.0,5.0,3.0,1.0,,,3.0,7.0,0,0,3.0,2.0,A,15.0,17.0,,,,,,,,,,,,,,,,,,,,
ChkfWyJc,11.03.2017 15:00,Bari,Frosinone,1,0,42%,58%,6.0,8.0,3.0,5.0,3.0,3.0,16.0,25.0,6.0,4.0,2.0,1.0,,,5.0,2.0,0,0,4.0,2.0,H,23.0,15.0,,,,,,,,,,,,,,,,,,,,
dtyGRDXS,11.03.2017 15:00,Benevento,Entella,0,0,58%,42%,12.0,5.0,5.0,4.0,7.0,1.0,12.0,11.0,11.0,3.0,3.0,1.0,,,4.0,5.0,0,0,1.0,3.0,D,8.0,11.0,,,,,,,,,,,,,,,,,,,,
fHvaVeY3,11.03.2017 15:00,Cittadella,Perugia,1,1,52%,48%,9.0,8.0,6.0,3.0,3.0,5.0,18.0,21.0,6.0,3.0,2.0,0.0,,,2.0,5.0,0,0,5.0,3.0,D,19.0,18.0,,,,,,,,,,,,,,,,,,,,
6eb49EBp,11.03.2017 15:00,Salernitana,Brescia,2,0,57%,43%,12.0,8.0,4.0,4.0,8.0,4.0,28.0,30.0,7.0,2.0,6.0,2.0,,,4.0,2.0,0,1,2.0,4.0,H,24.0,26.0,,,,,,,,,,,,,,,,,,,,
Y1jjXH3i,11.03.2017 15:00,Spal,Cesena,2,0,52%,48%,3.0,6.0,3.0,2.0,0.0,4.0,24.0,22.0,5.0,5.0,0.0,2.0,,,2.0,1.0,2,0,3.0,3.0,H,22.0,22.0,,,,,,,,,,,,,,,,,,,,
QcpzRtsI,11.03.2017 15:00,Spezia,Avellino,2,1,55%,45%,11.0,9.0,4.0,3.0,7.0,6.0,11.0,25.0,7.0,2.0,3.0,0.0,,,2.0,5.0,0,0,2.0,3.0,H,22.0,11.0,,,,,,,,,,,,,,,,,,,,
0zedFqr6,06.03.2017 20:30,Frosinone,Cittadella,1,1,56%,44%,19.0,7.0,5.0,4.0,14.0,3.0,27.0,12.0,11.0,6.0,1.0,4.0,,,3.0,4.0,0,0,3.0,4.0,D,11.0,23.0,,,,,,,,,,,,,,,,,,,,
bVQQUOsg,05.03.2017 17:30,Benevento,Salernitana,1,1,61%,39%,18.0,8.0,9.0,6.0,9.0,2.0,16.0,12.0,11.0,6.0,2.0,2.0,,,5.0,8.0,0,1,2.0,3.0,D,10.0,14.0,,,,,,,,,,,,,,,,,,,,
vRg0E3cC,05.03.2017 15:00,Brescia,Verona,0,1,46%,54%,7.0,10.0,3.0,5.0,4.0,5.0,25.0,21.0,5.0,3.0,3.0,4.0,,,4.0,3.0,0,0,1.0,3.0,A,18.0,21.0,,,,,,,,,,,,,,,,,,,,
vsrOTrca,04.03.2017 15:00,AC Carpi,Spezia,1,0,49%,51%,5.0,11.0,4.0,2.0,1.0,9.0,24.0,17.0,3.0,5.0,0.0,2.0,,,2.0,3.0,0,0,2.0,3.0,H,17.0,22.0,,,,,,,,,,,,,,,,,,,,
nic8CsSO,04.03.2017 15:00,Ascoli,Novara,1,2,47%,53%,12.0,11.0,3.0,5.0,9.0,6.0,13.0,18.0,3.0,5.0,2.0,1.0,,,3.0,2.0,1,1,2.0,4.0,A,16.0,12.0,,,,,,,,,,,,,,,,,,,,
ldyiyR4P,04.03.2017 15:00,Avellino,Perugia,0,5,39%,61%,5.0,11.0,1.0,5.0,4.0,6.0,12.0,20.0,6.0,4.0,5.0,0.0,,,0.0,1.0,2,0,1.0,1.0,A,15.0,12.0,,,,,,,,,,,,,,,,,,,,
