id,date,home_team,away_team,home_goals,away_goals,Expected Goals (xG)_home,Expected Goals (xG)_away,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Blocked Shots_home,Blocked Shots_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Throw-ins_home,Throw-ins_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Yellow Cards_home,Yellow Cards_away,Total Passes_home,Total Passes_away,Completed Passes_home,Completed Passes_away,Tackles_home,Tackles_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Red Cards_home,Red Cards_away,result
pEFexdKG,08.12.2022 20:30,Palermo,Como,0,0,,,51%,49%,18,14,5,4,6,8,7,2,16,11,6,1,1,2,21,22,4,5,10,14,0,2,435,432,363,348,15,18,110,66,50,44,0,0,D
dCgQI7Je,08.12.2022 18:00,Pisa,Ascoli,2,0,,,48%,52%,7,8,2,3,1,3,4,2,9,21,5,4,4,1,17,31,3,0,16,10,3,4,372,397,270,282,19,15,89,119,30,32,0,0,H
tMIvtvLi,08.12.2022 15:00,Cittadella,Bari,0,3,,,66%,34%,18,10,5,7,7,1,6,2,16,12,7,3,0,3,45,21,4,5,12,13,3,1,479,254,369,147,27,24,176,90,74,18,0,0,A
AeNrubzb,08.12.2022 15:00,Cosenza,Brescia,1,1,,,43%,57%,10,21,3,7,5,7,2,7,16,18,3,8,3,4,25,20,6,2,15,12,2,1,294,375,203,275,14,19,65,125,40,48,0,0,D
lnMnvIk4,08.12.2022 15:00,Genoa,Sudtirol,2,0,,,67%,33%,14,6,4,2,6,4,4,0,13,21,5,1,0,2,23,9,2,2,21,13,4,3,634,309,534,216,19,29,162,105,72,20,0,0,H
WABiwx5A,08.12.2022 15:00,Modena,Venezia,2,2,,,36%,64%,11,17,3,4,5,5,3,8,13,12,4,3,3,0,14,20,2,1,9,14,1,1,329,579,232,499,12,12,98,118,31,73,0,0,D
G0xTJm4k,08.12.2022 15:00,Perugia,Spal,0,0,,,34%,66%,11,10,2,4,7,2,2,4,16,17,6,4,2,0,23,20,4,2,15,17,1,2,251,486,149,401,22,17,84,119,46,53,0,0,D
z3hUHRY1,08.12.2022 15:00,Reggio Calabria,Frosinone,0,3,,,52%,48%,11,15,0,7,7,4,4,4,18,16,6,6,1,0,16,11,4,0,16,18,1,3,414,381,322,279,8,11,91,102,44,33,0,0,A
xAwPKTlq,08.12.2022 12:30,Parma,Benevento,0,1,,,59%,41%,20,8,5,4,7,3,8,1,16,13,13,0,2,5,28,18,3,5,11,13,3,3,479,347,383,239,14,30,132,101,75,23,0,1,A
l6tCtBB2,07.12.2022 20:30,Ternana,Cagliari,1,0,,,36%,64%,6,31,3,6,3,12,0,13,21,15,2,12,4,3,12,26,6,2,13,19,3,2,306,508,223,432,14,16,87,135,14,87,0,0,H
2Vc5Rv6b,04.12.2022 18:00,Benevento,Palermo,0,1,,,58%,42%,12,7,1,3,9,3,2,1,25,23,6,3,3,1,18,11,2,1,16,16,3,2,547,408,464,319,20,18,136,76,52,32,0,0,A
634dT0yn,04.12.2022 15:00,Ascoli,Como,3,3,,,54%,46%,15,11,6,3,4,5,5,3,16,14,6,3,2,2,25,22,0,3,12,14,1,7,353,299,264,199,17,23,108,80,48,26,1,0,D
lSg1SKjh,04.12.2022 15:00,Bari,Pisa,0,0,,,56%,44%,15,10,3,5,7,1,5,4,18,16,8,7,2,2,26,15,5,3,14,17,3,2,457,353,365,265,16,19,113,101,63,37,0,1,D
dhc9QbL4,04.12.2022 15:00,Brescia,Reggio Calabria,0,2,,,50%,50%,7,16,4,7,0,5,3,4,14,21,4,5,0,0,30,16,5,4,22,13,3,2,410,407,302,313,20,11,115,94,43,56,0,0,A
hKjIOxjH,04.12.2022 15:00,Cosenza,Perugia,0,0,,,59%,41%,13,14,3,3,5,9,5,2,27,18,3,4,1,2,28,20,3,3,13,18,3,1,438,291,340,184,5,19,113,111,39,35,0,0,D
WAkMNd5N,04.12.2022 15:00,Genoa,Cittadella,0,1,,,68%,32%,14,3,5,1,5,2,4,0,23,16,11,1,1,5,28,26,0,5,13,15,3,2,563,262,422,147,18,23,140,97,59,30,0,0,A
0QuhIzTp,04.12.2022 15:00,Sudtirol,Frosinone,1,1,,,27%,73%,6,20,2,4,4,11,0,5,18,16,1,9,2,0,16,21,3,1,12,13,2,3,239,634,150,552,13,10,72,159,22,86,0,0,D
QXlQMGKT,04.12.2022 12:30,Spal,Modena,2,3,,,67%,33%,19,12,8,4,9,4,2,4,18,18,2,1,0,3,12,19,1,6,19,15,5,4,512,257,453,186,16,14,110,70,56,35,0,1,A
zqdDPIzB,03.12.2022 18:00,Cagliari,Parma,1,1,,,43%,57%,12,17,6,4,5,7,1,6,20,23,5,7,3,3,18,17,3,5,15,14,2,3,384,518,303,439,16,10,92,114,48,53,0,0,D
2VJzsK5o,03.12.2022 14:00,Venezia,Ternana,2,1,,,46%,54%,13,17,5,8,4,7,4,2,15,22,3,6,2,1,12,29,7,3,12,12,0,3,435,502,340,394,12,17,92,116,38,69,0,0,H
McNWCui5,27.11.2022 18:00,Palermo,Venezia,0,1,,,46%,54%,11,16,4,6,4,6,3,4,10,8,4,5,2,1,24,20,5,4,6,10,0,2,360,422,285,336,7,14,86,88,43,47,0,0,A
hIVFGNit,27.11.2022 15:00,Brescia,Spal,2,0,,,30%,70%,12,11,7,5,4,5,1,1,16,17,3,6,1,1,18,33,5,5,16,15,2,5,271,621,191,538,18,18,81,151,34,62,0,0,H
nuVJFs7n,27.11.2022 15:00,Cittadella,Cosenza,1,1,,,51%,49%,18,7,4,3,11,4,3,0,19,22,5,3,4,2,27,33,2,3,18,17,3,2,328,326,211,193,21,7,124,91,54,20,0,0,D
QVTNE1Mh,27.11.2022 15:00,Como,Bari,1,1,,,47%,53%,14,9,5,2,7,4,2,3,18,13,5,3,0,0,20,18,1,4,14,20,3,4,359,413,272,330,25,8,102,101,47,29,0,0,D
r7OSDLya,27.11.2022 15:00,Frosinone,Cagliari,2,2,,,46%,54%,18,11,8,4,6,4,4,3,17,12,4,6,0,3,27,24,2,6,13,14,2,2,416,461,296,346,14,13,111,122,36,34,0,0,D
UNQvBJLH,27.11.2022 15:00,Perugia,Genoa,1,0,,,35%,65%,11,20,4,5,6,10,1,5,20,24,7,9,5,2,17,25,5,3,18,18,3,0,234,444,123,336,23,13,72,119,34,62,0,0,H
SC5hUtMu,27.11.2022 15:00,Sudtirol,Ascoli,2,2,,,47%,53%,17,9,5,5,7,3,5,1,18,16,1,3,0,0,20,15,3,3,16,19,4,6,376,435,279,340,21,16,116,86,44,18,0,0,D
jwFm9cjU,27.11.2022 12:30,Reggio Calabria,Benevento,2,2,,,40%,60%,11,7,6,3,4,3,1,1,19,12,3,5,3,2,20,16,1,4,9,18,5,3,280,430,206,360,13,13,74,84,45,31,0,0,D
CnGqAwyO,26.11.2022 18:00,Pisa,Ternana,3,1,,,42%,58%,18,18,7,4,5,9,6,5,20,29,5,8,0,3,21,22,3,4,17,9,2,2,295,394,197,300,17,14,99,124,37,48,0,0,H
GKMzCa6B,26.11.2022 15:00,Parma,Modena,1,2,,,69%,31%,21,5,11,2,5,3,5,0,34,20,7,3,2,5,24,24,0,10,13,20,0,5,570,260,483,175,15,19,119,87,68,28,0,0,A
pCMjGgt0,13.11.2022 16:15,Genoa,Como,1,1,,,53%,47%,13,9,6,4,4,5,3,0,20,22,7,1,2,1,29,20,3,5,20,19,3,5,383,346,273,235,14,19,104,110,45,50,0,0,D
EiE7CBuP,12.11.2022 16:15,Ternana,Brescia,0,0,,,59%,41%,16,12,1,0,9,7,6,5,24,16,6,4,2,2,36,29,0,1,14,22,2,4,487,330,366,224,12,22,115,108,37,38,0,0,D
beKvJeds,12.11.2022 14:00,Bari,Sudtirol,2,2,,,70%,30%,25,8,6,4,8,3,11,1,23,9,10,4,0,1,19,25,2,4,9,13,1,1,555,233,491,164,16,16,157,55,73,38,0,0,D
xnJrIFBm,12.11.2022 14:00,Cagliari,Pisa,1,1,,,62%,38%,14,9,5,4,6,4,3,1,19,12,6,4,3,2,30,22,3,4,9,17,2,3,463,287,376,199,17,11,107,100,57,46,0,0,D
W8InHZQg,12.11.2022 14:00,Cosenza,Palermo,3,2,,,43%,57%,11,17,5,8,3,4,3,5,16,15,1,4,0,1,16,23,6,2,17,15,4,3,313,403,242,335,12,11,84,104,41,31,1,0,H
SzCeFDe6,12.11.2022 14:00,Modena,Perugia,1,1,,,64%,36%,14,16,3,3,6,9,5,4,19,13,5,5,0,3,33,23,2,2,13,16,2,1,472,259,361,159,5,18,122,73,54,50,0,0,D
6RAaEXAC,12.11.2022 14:00,Parma,Cittadella,3,1,,,53%,47%,13,9,4,4,2,5,7,0,19,16,7,5,2,4,18,30,3,1,14,16,0,2,421,369,314,248,12,13,124,95,41,39,0,0,H
z1F3DiQI,12.11.2022 14:00,Spal,Benevento,1,2,,,39%,61%,6,21,2,5,3,10,1,6,18,18,1,7,2,2,20,15,3,1,16,17,4,3,337,509,268,439,15,15,50,124,13,87,1,0,A
IPvlL3qP,12.11.2022 14:00,Venezia,Reggio Calabria,1,2,,,41%,59%,14,21,5,5,6,6,3,10,12,14,6,8,4,2,26,28,3,4,11,10,1,3,345,488,234,372,11,22,97,103,41,45,0,0,A
fRFJNylQ,11.11.2022 20:30,Ascoli,Frosinone,0,1,,,46%,54%,5,10,1,2,4,6,0,2,18,28,2,3,2,0,17,22,1,1,26,19,2,5,320,383,204,264,17,13,108,104,29,22,1,0,A
lUOT0EtD,07.11.2022 20:30,Reggio Calabria,Genoa,2,1,,,32%,68%,7,8,5,1,1,2,1,5,13,12,2,1,4,3,19,29,0,3,8,11,2,6,273,586,170,487,18,21,80,163,29,38,0,0,H
KlXC4dsl,06.11.2022 16:15,Como,Venezia,1,0,,,47%,53%,18,8,3,1,13,3,2,4,18,16,5,4,4,1,15,16,1,2,12,17,2,2,389,456,313,374,18,14,107,119,37,36,0,0,H
buWG3Gdf,05.11.2022 16:15,Frosinone,Perugia,1,0,,,57%,43%,12,13,3,2,8,8,1,3,14,7,4,3,1,1,18,34,2,2,6,13,0,4,526,381,422,285,12,19,103,95,38,53,0,0,H
SEzL2zC0,05.11.2022 16:15,Palermo,Parma,1,0,,,39%,61%,5,18,2,0,1,8,2,10,17,14,5,12,4,5,19,26,0,1,10,12,1,2,313,487,240,410,18,8,65,109,19,72,0,0,H
nq1yOpr9,05.11.2022 14:00,Benevento,Bari,1,1,,,42%,58%,15,10,5,2,4,7,6,1,25,19,7,2,0,1,13,11,1,4,16,15,5,4,292,422,238,375,11,12,76,88,37,38,1,0,D
t60uN4cF,05.11.2022 14:00,Brescia,Ascoli,1,1,,,49%,51%,14,12,5,5,7,4,2,3,23,26,1,11,0,2,14,26,4,4,18,14,4,1,389,392,300,294,18,13,99,102,35,42,1,0,D
xQs85xSs,05.11.2022 14:00,Cittadella,Modena,0,0,,,60%,40%,24,5,5,2,14,2,5,1,28,17,3,2,1,3,26,22,2,5,13,16,2,2,406,287,298,168,13,15,108,82,66,25,0,0,D
65ZO1fR6,05.11.2022 14:00,Pisa,Cosenza,3,1,,,46%,54%,15,16,7,4,4,8,4,4,22,24,5,11,2,2,15,16,3,4,14,13,1,3,344,395,246,315,15,12,102,104,40,57,0,0,H
2XSXaYeJ,05.11.2022 14:00,Sudtirol,Cagliari,2,2,,,37%,63%,17,17,4,6,8,7,5,4,14,19,1,7,2,2,17,13,4,2,12,10,3,2,335,578,245,493,13,12,88,127,27,52,0,0,D
GzHFOHYJ,05.11.2022 14:00,Ternana,Spal,0,0,,,46%,54%,10,14,2,0,4,10,4,4,13,17,3,6,1,0,44,15,0,2,16,13,2,2,380,434,276,362,15,28,109,99,57,38,0,0,D
hpKp1Nzd,30.10.2022 16:15,Perugia,Cittadella,0,2,,,45%,55%,6,14,3,6,3,3,0,5,17,16,2,7,1,1,22,40,4,3,17,15,2,4,325,394,177,251,19,17,103,107,34,55,1,0,A
vwvA7PcS,29.10.2022 16:15,Genoa,Brescia,1,1,,,63%,37%,7,14,3,3,3,6,1,5,14,13,3,3,0,1,27,31,2,2,13,13,2,3,488,273,369,172,12,14,120,89,58,35,1,0,D
EVtbARD9,29.10.2022 14:00,Benevento,Pisa,0,0,,,41%,59%,7,10,2,3,4,5,1,2,14,17,5,1,1,0,24,23,3,2,15,13,3,3,293,435,206,346,13,11,84,105,53,43,0,0,D
hMu29oTF,29.10.2022 14:00,Cagliari,Reggio Calabria,1,1,,,57%,43%,9,10,3,4,3,4,3,2,11,22,4,7,3,2,29,25,3,2,18,9,3,3,403,299,324,209,16,12,102,87,42,45,0,0,D
0nu685rM,29.10.2022 14:00,Cosenza,Frosinone,1,2,,,43%,57%,6,21,2,6,1,6,3,9,13,9,5,10,2,0,26,17,4,1,7,13,3,3,300,407,216,310,12,12,74,102,23,56,0,0,A
pKGx3q6q,29.10.2022 14:00,Modena,Palermo,0,2,,,58%,42%,15,11,4,8,3,1,8,2,11,23,6,2,1,1,26,13,6,4,22,10,4,1,469,344,394,270,6,9,117,87,58,31,0,0,A
bNKt23Lk,29.10.2022 14:00,Parma,Como,1,0,,,42%,58%,7,10,3,3,3,4,1,3,20,24,5,6,1,6,14,21,3,2,23,14,3,3,282,389,192,304,11,15,80,96,32,33,0,0,H
WzJl0sj2,29.10.2022 14:00,Spal,Sudtirol,1,1,,,58%,42%,13,18,3,4,6,8,4,6,18,14,7,5,1,0,18,18,3,2,13,18,4,1,492,343,435,282,18,9,98,85,48,50,0,0,D
8h2XOQS2,29.10.2022 14:00,Venezia,Ascoli,0,2,,,56%,44%,6,15,2,4,2,7,2,4,16,19,2,6,1,2,21,26,2,2,18,12,4,1,437,339,325,241,20,11,98,98,41,42,1,0,A
W6igB7b3,28.10.2022 20:30,Bari,Ternana,0,0,,,52%,48%,21,3,7,1,8,1,6,1,9,24,8,5,3,0,20,18,1,7,22,10,3,2,392,370,318,286,25,17,97,110,49,39,0,0,D
AwOBbUEc,24.10.2022 20:30,Ascoli,Cagliari,2,1,,,31%,69%,7,19,3,5,2,9,2,5,9,13,5,8,1,1,19,18,4,1,11,8,5,0,207,440,130,379,10,6,61,111,17,69,1,0,H
C2KSfnEM,23.10.2022 16:15,Palermo,Cittadella,0,0,,,52%,48%,11,12,2,1,5,8,4,3,22,15,5,2,2,2,25,21,1,2,15,20,2,4,337,315,235,225,13,22,104,108,40,30,0,0,D
6PJWg6TS,23.10.2022 16:15,Pisa,Modena,4,2,,,49%,51%,16,10,9,3,6,3,1,4,8,13,5,5,1,3,18,16,1,5,11,7,4,2,323,336,269,262,11,11,82,71,44,39,0,0,H
I3mkCmqc,22.10.2022 16:15,Ternana,Genoa,1,2,,,33%,67%,13,15,5,8,5,3,3,4,21,18,4,5,1,0,17,20,6,4,9,12,1,1,225,455,147,386,20,19,72,116,28,52,0,0,A
vDSFclU3,22.10.2022 14:00,Brescia,Venezia,1,1,,,43%,57%,9,14,5,3,3,8,1,3,15,14,7,5,0,1,29,22,2,4,13,14,2,2,354,477,232,363,14,7,103,95,38,48,0,0,D
I3RJd8qA,22.10.2022 14:00,Como,Benevento,2,1,,,34%,66%,5,13,4,5,0,8,1,0,15,20,3,9,4,1,16,29,4,2,16,13,2,5,226,410,150,332,18,6,62,109,15,67,0,0,H
0SGOeSbG,22.10.2022 14:00,Frosinone,Bari,1,0,,,67%,33%,20,4,3,1,9,3,8,0,9,15,9,1,0,0,28,14,1,2,15,9,6,3,514,261,437,170,11,12,131,53,60,13,0,1,H
8Y5bkQyp,22.10.2022 14:00,Reggio Calabria,Perugia,2,3,,,73%,27%,27,10,14,7,6,1,7,2,20,8,9,5,0,3,30,14,4,12,8,17,2,4,471,178,400,102,12,26,149,49,86,12,0,1,A
Q903lpij,22.10.2022 14:00,Spal,Cosenza,5,0,,,53%,47%,9,7,5,1,3,5,1,1,19,20,2,5,3,2,9,13,1,1,16,17,4,4,412,356,367,307,14,14,90,81,26,31,0,0,H
40a7m46d,22.10.2022 14:00,Sudtirol,Parma,1,0,,,28%,72%,4,16,3,4,1,9,0,3,15,12,0,8,1,1,25,25,4,2,12,12,2,3,225,569,131,488,18,9,83,128,21,74,0,1,H
UsoPzRMj,16.10.2022 16:15,Perugia,Sudtirol,1,2,,,63%,37%,12,8,3,3,4,2,5,3,15,18,9,3,0,1,35,23,1,2,18,14,4,1,450,265,342,152,17,16,117,99,55,40,0,0,A
O6XyniVi,15.10.2022 16:15,Bari,Ascoli,0,2,,,62%,38%,16,7,1,2,8,4,7,1,17,16,8,3,1,1,22,13,1,1,15,16,4,5,410,260,338,186,10,24,96,83,52,15,0,1,A
6VMtoBpb,15.10.2022 14:00,Benevento,Ternana,2,3,,,59%,41%,15,9,1,7,10,2,4,0,12,19,4,5,2,2,18,25,4,0,16,11,3,2,407,289,314,192,8,15,92,64,56,24,0,0,A
KYQppVa4,15.10.2022 14:00,Cagliari,Brescia,2,1,,,41%,59%,8,9,3,2,4,4,1,3,19,13,2,4,6,3,26,23,1,1,7,15,0,2,369,518,287,418,12,14,75,130,43,57,0,0,H
EeQlqkFA,15.10.2022 14:00,Cittadella,Spal,0,0,,,34%,66%,14,2,2,1,11,1,1,0,19,25,6,3,1,3,28,13,1,2,24,16,5,3,238,492,162,411,9,18,92,87,62,39,2,0,D
hnPhr9UG,15.10.2022 14:00,Cosenza,Genoa,1,2,,,46%,54%,4,12,2,7,2,3,0,2,19,18,3,7,1,3,20,22,5,1,17,16,2,2,368,427,286,336,18,9,77,115,24,59,0,1,A
K8eksTqN,15.10.2022 14:00,Modena,Como,5,1,,,50%,50%,19,11,9,3,7,6,3,2,20,13,11,5,1,3,16,20,2,4,11,17,4,3,372,366,305,298,6,23,106,78,64,31,0,0,H
bafgtmaT,15.10.2022 14:00,Palermo,Pisa,3,3,,,40%,60%,15,11,4,6,5,3,6,2,17,12,4,3,1,2,23,25,3,1,13,16,5,4,237,367,156,291,8,12,69,93,49,42,0,0,D
GvsLy77p,15.10.2022 14:00,Parma,Reggio Calabria,2,0,,,43%,57%,8,12,3,3,3,6,2,3,16,18,3,2,3,4,19,22,3,1,14,10,2,1,343,443,263,368,16,13,87,90,36,61,0,0,H
WnP7aAai,14.10.2022 20:30,Venezia,Frosinone,1,3,,,55%,45%,12,17,3,7,7,7,2,3,12,15,6,7,0,2,23,24,4,2,15,10,4,2,462,373,354,272,15,12,112,101,46,34,1,0,A
A372XiGb,09.10.2022 16:15,Como,Perugia,1,0,,,47%,53%,13,10,4,0,5,6,4,4,17,22,4,3,1,2,28,40,0,3,21,15,6,2,338,361,217,241,17,19,94,131,30,63,0,0,H
figOSTUT,09.10.2022 16:15,Sudtirol,Benevento,1,1,,,40%,60%,8,10,4,2,3,4,1,4,14,20,6,3,2,0,25,20,1,3,17,15,2,5,333,525,258,444,14,16,101,114,44,31,0,0,D
Sv27WBV4,08.10.2022 16:15,Frosinone,Spal,2,0,,,46%,54%,16,10,7,2,7,4,2,4,12,14,5,7,1,2,19,22,2,5,13,10,4,1,360,430,289,350,8,20,84,89,48,33,0,1,H
CS3JT9FN,08.10.2022 16:15,Reggio Calabria,Cosenza,3,0,,,53%,47%,17,6,7,0,6,3,4,3,14,10,4,8,1,1,20,17,0,4,9,13,0,3,410,367,346,298,12,17,85,97,55,24,0,1,H
xj9fZDon,08.10.2022 14:00,Ascoli,Modena,1,2,,,50%,50%,16,13,3,5,8,7,5,1,19,15,6,4,1,2,20,21,3,2,14,17,2,2,372,382,270,290,14,17,95,103,46,50,1,0,A
WC8bYX0h,08.10.2022 14:00,Brescia,Cittadella,1,1,,,49%,51%,7,8,2,4,4,3,1,1,22,19,2,4,2,1,28,31,3,1,17,19,1,4,340,339,210,213,12,7,89,125,21,54,0,0,D
0h0FUk0H,08.10.2022 14:00,Pisa,Parma,0,0,,,46%,54%,11,19,2,7,7,7,2,5,8,11,6,5,2,3,26,27,7,2,9,5,2,1,380,445,287,360,26,14,94,135,39,73,0,0,D
d0ujOmwo,08.10.2022 14:00,Ternana,Palermo,3,0,,,48%,52%,12,6,5,0,6,5,1,1,11,15,7,2,5,0,24,22,0,2,10,11,2,3,345,371,235,270,9,7,97,99,26,36,0,0,H
pGYXnXFo,08.10.2022 14:00,Venezia,Bari,1,2,,,63%,37%,11,16,3,5,6,4,2,7,8,13,9,8,0,1,15,18,3,2,14,7,2,3,506,303,444,240,13,20,108,77,63,37,0,0,A
6V0BVVpB,07.10.2022 20:30,Genoa,Cagliari,0,0,,,59%,41%,15,7,5,0,4,6,6,1,19,17,5,2,5,3,14,20,0,5,13,16,3,3,507,347,409,243,14,15,133,87,41,25,0,0,D
63Qixs2Q,02.10.2022 16:15,Benevento,Ascoli,1,1,,,50%,50%,7,16,3,4,1,9,3,3,26,14,7,5,1,2,15,17,3,2,13,22,2,5,344,358,253,257,15,15,107,87,36,48,0,0,D
O82rSdvJ,01.10.2022 16:15,Perugia,Pisa,1,3,,,59%,41%,11,13,3,8,5,3,3,2,14,23,5,1,4,1,38,18,5,2,21,13,3,2,351,261,241,160,9,15,117,94,66,25,0,0,A
lSVnwNnK,01.10.2022 14:00,Bari,Brescia,6,2,,,44%,56%,17,9,7,3,6,5,4,1,19,14,3,6,2,1,12,12,1,1,11,18,2,5,336,423,281,367,16,21,76,110,28,46,0,0,H
8CCJX0As,01.10.2022 14:00,Cagliari,Venezia,1,4,,,63%,37%,17,15,3,8,8,5,6,2,24,16,6,3,1,1,20,16,4,2,12,15,3,2,567,332,486,250,9,17,140,69,41,27,0,0,A
2ZBNWKPm,01.10.2022 14:00,Cittadella,Ternana,0,2,,,53%,47%,13,10,2,5,6,5,5,0,21,30,2,5,0,1,46,31,3,2,24,12,6,7,338,309,207,181,16,16,96,95,58,38,0,0,A
b15WUbf0,01.10.2022 14:00,Modena,Reggio Calabria,1,0,,,40%,60%,6,16,3,4,2,8,1,4,18,32,0,6,1,6,17,26,4,2,20,8,3,3,298,454,231,373,14,15,69,104,35,56,0,0,H
xh4zUI96,01.10.2022 14:00,Palermo,Sudtirol,0,1,,,63%,37%,21,13,3,5,9,3,9,5,29,20,6,4,2,0,17,14,4,3,15,18,4,6,497,298,410,193,9,18,127,80,86,36,0,0,A
pI3vTxPC,01.10.2022 14:00,Parma,Frosinone,2,1,,,47%,53%,8,15,4,4,3,5,1,6,25,20,3,7,2,6,24,33,3,2,18,20,6,6,297,323,217,239,17,19,94,82,47,50,1,0,H
On5jzfWu,01.10.2022 14:00,Spal,Genoa,0,2,,,47%,53%,9,10,1,5,4,4,4,1,21,21,5,3,7,4,30,26,3,1,14,16,3,3,409,461,306,366,17,11,83,133,24,59,1,0,A
GxGRVvuf,30.09.2022 20:30,Cosenza,Como,3,1,,,36%,64%,7,17,3,3,0,11,4,3,17,17,5,5,3,1,23,40,2,0,17,16,3,3,261,448,163,355,26,20,55,124,30,82,0,1,H
dYr1FJfD,18.09.2022 16:15,Ternana,Perugia,1,0,,,51%,49%,14,11,3,4,6,4,5,3,19,14,5,5,0,1,29,29,4,2,14,18,3,2,342,325,241,214,11,18,100,99,49,49,0,0,H
xYykILAf,17.09.2022 16:15,Genoa,Modena,1,0,,,65%,35%,12,8,5,2,4,4,3,2,32,22,6,2,2,2,20,27,2,4,17,24,1,6,494,260,396,167,19,22,153,91,50,38,0,0,H
G0h6Qq3E,17.09.2022 14:00,Ascoli,Parma,1,3,,,56%,44%,16,10,4,4,7,3,5,3,16,18,3,0,3,1,27,27,1,3,15,16,4,4,478,377,339,256,21,17,116,123,43,44,0,0,A
OQeEONXQ,17.09.2022 14:00,Cagliari,Bari,0,1,,,59%,41%,9,2,1,1,7,1,1,0,26,23,1,0,1,4,36,24,0,1,23,14,3,1,512,353,440,282,14,21,141,63,51,15,0,1,A
U7YtKstr,17.09.2022 14:00,Como,Spal,3,3,,,37%,63%,13,18,6,7,4,6,3,5,16,15,4,6,2,1,26,21,4,3,15,15,4,4,270,471,203,394,18,17,88,120,20,46,0,0,D
8bXpJ1el,17.09.2022 14:00,Frosinone,Palermo,1,0,,,47%,53%,14,13,3,3,8,9,3,1,14,17,3,1,1,2,21,23,3,2,16,12,4,4,331,363,249,269,11,16,98,76,42,45,0,0,H
GOzgHuQ0,17.09.2022 14:00,Reggio Calabria,Cittadella,3,0,,,48%,52%,8,6,3,2,3,3,2,1,16,24,2,3,4,1,35,21,2,0,17,18,3,4,321,355,209,250,13,18,94,119,55,28,0,0,H
bmQcGau7,17.09.2022 14:00,Sudtirol,Cosenza,1,1,,,32%,68%,19,12,8,6,6,2,5,4,15,10,6,1,1,0,24,20,5,7,11,13,3,1,242,531,166,463,19,14,83,120,56,38,0,0,D
AyXrv3XD,17.09.2022 14:00,Venezia,Pisa,1,1,,,64%,36%,18,6,4,2,12,4,2,0,13,9,10,1,0,2,21,23,1,3,10,11,3,5,565,320,466,223,16,15,111,102,52,38,0,1,D
ANiAP3IK,16.09.2022 20:30,Brescia,Benevento,1,0,,,54%,46%,14,10,4,4,7,3,3,3,11,12,5,5,1,0,22,19,4,3,11,11,3,6,431,372,355,279,9,13,93,95,38,39,0,0,H
xAg2RPm8,11.09.2022 16:15,Spal,Venezia,2,0,,,47%,53%,16,14,7,6,6,7,3,1,15,10,0,6,1,1,20,31,6,5,9,14,2,4,366,412,273,301,21,11,124,95,47,39,0,1,H
bRlN3Me1,10.09.2022 16:15,Perugia,Ascoli,1,0,,,31%,69%,15,7,6,2,8,2,1,3,15,18,6,2,0,1,22,34,2,5,18,14,2,4,219,498,118,393,18,6,85,114,38,44,0,0,H
GvHVD6J8,10.09.2022 14:00,Benevento,Cagliari,0,2,,,47%,53%,13,9,6,3,5,4,2,2,16,13,7,4,3,2,21,15,1,6,10,14,3,3,353,435,287,355,11,5,112,92,63,25,0,1,A
b36zDQYE,10.09.2022 14:00,Cittadella,Frosinone,1,0,,,55%,45%,14,12,2,4,10,6,2,2,19,17,2,3,3,1,24,28,4,1,14,19,3,2,382,311,277,203,20,18,104,96,56,40,0,0,H
xf5vCplL,10.09.2022 14:00,Como,Sudtirol,0,2,,,67%,33%,16,17,4,6,7,8,5,3,7,12,7,5,2,0,22,20,4,4,11,7,0,2,512,246,439,177,11,17,121,78,59,44,1,0,A
6T9rB43R,10.09.2022 14:00,Cosenza,Bari,0,1,,,42%,58%,7,18,1,4,5,10,1,4,9,13,3,3,0,0,18,17,3,1,14,9,5,3,317,429,251,371,11,28,90,89,37,36,1,0,A
8xdA6OBr,10.09.2022 14:00,Modena,Brescia,1,3,,,48%,52%,12,12,4,7,7,2,1,3,14,11,10,3,2,0,27,19,4,3,10,14,2,2,360,405,277,311,18,21,111,101,62,41,0,0,A
44kJ42te,10.09.2022 14:00,Parma,Ternana,2,3,,,61%,39%,21,7,4,4,12,2,5,1,17,15,5,2,0,3,23,19,1,2,15,16,1,2,478,310,386,215,18,29,129,82,47,18,0,0,A
xImR2tB7,10.09.2022 14:00,Pisa,Reggio Calabria,0,1,,,50%,50%,12,9,2,3,7,2,3,4,12,21,7,2,4,3,35,24,2,2,17,9,3,2,388,389,294,286,15,11,108,78,52,44,0,0,A
j1oF5rRl,09.09.2022 20:30,Palermo,Genoa,1,0,,,35%,65%,10,13,6,5,4,5,0,3,20,21,2,7,1,4,16,27,5,5,14,14,3,4,255,479,180,394,14,12,59,109,32,44,0,0,H
CAQuiqCe,04.09.2022 16:15,Sudtirol,Pisa,2,1,,,31%,69%,7,12,6,1,0,9,1,2,21,21,7,5,1,0,16,24,0,4,19,23,3,2,199,455,128,390,14,19,63,115,41,60,0,0,H
