id,date,home_team,away_team,home_goals,away_goals,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Blocked Shots_home,Blocked Shots_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Red Cards_home,Red Cards_away,Yellow Cards_home,Yellow Cards_away,Total Passes_home,Total Passes_away,Tackles_home,Tackles_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Free Kicks_home,Free Kicks_away,Throw-ins_home,Throw-ins_away,result
GtGULOIT,22.12.2020 19:00,Monza,Ascoli,2,0,64%,36%,16,5,6,2,6,1,4,2,5,7,1,2,2,4,11,11,0,0,3,2,664,379,15,14,154,104,50,30,,,,,H
h27dHrRp,22.12.2020 19:00,Pescara,Brescia,1,1,55%,45%,16,4,4,2,6,1,6,1,5,4,1,0,1,3,17,12,0,0,5,3,481,408,10,18,119,104,67,15,,,,,D
f7outS3o,22.12.2020 19:00,Pisa,Chievo,2,2,33%,67%,8,22,3,3,5,9,0,10,2,12,3,2,1,1,16,16,1,0,3,2,251,504,11,15,80,126,38,64,,,,,D
YcpqunJi,22.12.2020 19:00,Pordenone,Cremonese,1,2,54%,46%,20,15,3,4,13,4,4,7,5,5,1,2,2,2,11,16,0,0,3,2,432,373,17,14,133,78,81,33,,,,,A
tOmiwQm4,22.12.2020 19:00,Spal,Lecce,1,0,56%,44%,15,18,5,5,6,10,4,3,8,4,1,3,5,4,14,9,0,0,2,2,516,399,17,8,121,102,42,55,,,,,H
2Xlmv6Yc,21.12.2020 21:00,Salernitana,Entella,2,1,54%,46%,12,7,3,1,5,3,4,3,2,0,6,1,0,1,12,16,0,0,2,4,438,366,13,14,153,108,38,36,,,,,H
Yy98S8Zo,19.12.2020 21:30,Reggio Calabria,Cittadella,1,3,49%,51%,7,13,3,5,3,6,1,2,2,4,1,3,2,2,20,15,1,0,2,2,396,419,10,7,128,108,50,33,,,,,A
G0bDRSlh,19.12.2020 18:00,Venezia,Spal,0,0,53%,47%,11,9,5,3,4,4,2,2,4,4,2,1,3,5,13,11,0,0,6,3,521,457,17,20,123,94,48,49,,,,,D
foA4TlKu,19.12.2020 16:00,Pescara,Monza,3,2,39%,61%,18,17,3,5,5,8,10,4,7,6,0,1,3,0,19,10,0,1,3,4,385,612,14,16,96,139,49,54,,,,,H
xAwvDTZb,19.12.2020 14:00,Brescia,Reggiana,3,1,41%,59%,9,18,4,3,4,7,1,8,0,2,0,2,2,1,15,17,0,0,5,3,353,492,20,13,94,123,37,45,,,,,H
G0xrCmk5,19.12.2020 14:00,Chievo,Empoli,1,1,45%,55%,6,16,2,6,4,6,0,4,4,6,3,1,5,1,13,17,1,0,3,0,378,443,19,10,94,136,31,54,,,,,D
ANynB74B,19.12.2020 14:00,Cremonese,Cosenza,1,0,34%,66%,11,21,4,3,6,11,1,7,2,7,7,5,3,3,15,9,0,0,2,1,300,569,11,17,74,128,25,66,,,,,H
rDTb85lU,19.12.2020 14:00,L.R. Vicenza,Ascoli,2,1,51%,49%,16,13,7,5,5,3,4,5,7,6,3,0,4,5,22,15,0,0,3,2,381,377,19,20,96,116,49,41,,,,,H
4MUf9oZN,19.12.2020 14:00,Lecce,Pisa,0,3,65%,35%,17,9,3,7,8,1,6,1,9,5,5,1,4,3,13,10,0,0,1,1,522,304,16,15,125,93,90,38,,,,,A
McujARJH,18.12.2020 21:00,Frosinone,Salernitana,0,0,65%,35%,21,13,0,3,13,6,8,4,9,5,0,3,3,0,11,14,0,0,2,1,500,273,14,11,133,64,64,42,,,,,D
U32HQn4b,18.12.2020 19:00,Entella,Pordenone,0,1,63%,37%,10,8,3,4,2,3,5,1,7,4,2,2,3,3,21,16,0,0,5,4,453,259,9,20,130,75,69,36,,,,,A
OQocTT2r,15.12.2020 21:00,Ascoli,Cosenza,0,3,50%,50%,9,19,3,8,4,7,2,4,4,5,0,2,5,3,23,12,1,0,2,3,479,478,9,9,103,108,34,32,,,,,A
xUk1SmIl,15.12.2020 21:00,Cittadella,L.R. Vicenza,3,0,51%,49%,12,11,6,2,6,6,0,3,3,4,3,7,2,3,21,11,0,0,1,3,391,374,13,7,95,120,38,59,,,,,H
Khu6R7Xf,15.12.2020 21:00,Empoli,Cremonese,1,0,55%,45%,15,17,3,3,9,8,3,6,3,7,3,3,3,2,12,16,0,0,0,2,477,374,12,16,134,105,73,40,,,,,H
bqvAQRn1,15.12.2020 21:00,Monza,Entella,5,0,56%,44%,24,4,12,1,8,2,4,1,7,3,5,1,1,7,15,14,0,0,1,3,516,408,14,12,121,80,42,28,,,,,H
hKhDPo27,15.12.2020 21:00,Pisa,Pescara,0,0,62%,38%,14,4,5,1,4,1,5,2,9,3,1,1,1,5,17,20,0,0,2,3,500,313,10,17,144,81,46,33,,,,,D
WAiHO5HD,15.12.2020 21:00,Pordenone,Brescia,1,1,51%,49%,20,6,7,4,6,2,7,0,4,6,1,2,3,6,14,9,0,1,3,3,421,409,14,8,114,87,57,48,,,,,D
trpVEk5n,15.12.2020 21:00,Salernitana,Lecce,1,1,34%,66%,5,23,1,7,3,7,1,9,2,9,0,1,6,0,23,14,0,0,4,2,276,542,13,4,79,148,34,75,,,,,D
KYrZD9Kh,15.12.2020 21:00,Spal,Chievo,0,0,42%,58%,8,19,3,3,5,7,0,9,1,9,4,6,3,3,11,16,1,0,3,2,386,516,11,10,104,117,28,45,,,,,D
zqIcXcLD,15.12.2020 18:30,Reggiana,Frosinone,1,2,52%,48%,7,11,4,4,3,3,0,4,2,2,6,0,2,3,16,14,0,0,1,1,448,420,14,11,123,108,48,36,,,,,A
nLpRFVkt,14.12.2020 21:00,Reggio Calabria,Venezia,1,2,41%,59%,12,14,2,5,3,4,7,5,6,6,2,0,3,1,27,18,0,0,5,4,276,407,19,9,86,121,39,37,,,,,A
pzRNEUmk,12.12.2020 18:00,Cittadella,Spal,2,0,48%,52%,17,8,6,3,9,2,2,3,6,0,1,0,3,4,22,10,0,0,2,1,405,446,18,10,99,102,86,100,,,,,H
WS6IzCA8,12.12.2020 16:00,Pescara,L.R. Vicenza,2,3,63%,37%,19,8,7,4,8,4,4,0,5,0,1,4,1,5,14,11,0,2,1,4,605,348,12,10,148,98,69,46,,,,,A
EizhKjQR,12.12.2020 14:00,Brescia,Salernitana,3,1,59%,41%,21,7,8,2,7,2,6,3,9,6,2,1,1,5,10,14,0,0,2,2,467,322,12,10,128,94,35,55,,,,,H
OQPRDl3e,12.12.2020 14:00,Cosenza,Reggiana,0,1,53%,47%,22,10,4,6,11,4,7,0,7,4,2,2,5,4,17,20,0,0,2,3,396,381,15,10,118,119,59,46,,,,,A
6kFWC8I1,12.12.2020 14:00,Cremonese,Ascoli,3,3,51%,49%,19,19,8,8,4,9,7,2,5,2,2,0,5,5,18,11,0,0,5,2,379,388,15,7,88,99,48,37,,,,,D
6oaVX9fR,12.12.2020 14:00,Entella,Empoli,2,5,59%,41%,10,14,6,6,3,6,1,2,11,4,2,5,1,4,20,15,0,0,3,2,423,299,18,13,79,75,53,48,,,,,A
IPIzCSX7,12.12.2020 14:00,Lecce,Frosinone,2,2,54%,46%,14,14,3,5,7,5,4,4,8,6,5,2,3,1,12,14,0,0,4,3,466,394,15,19,131,85,66,30,,,,,D
AJ5MZVPE,12.12.2020 14:00,Pisa,Pordenone,1,0,42%,58%,13,8,4,1,5,5,4,2,5,7,1,4,1,3,19,19,1,0,4,1,280,386,25,14,97,119,48,77,,,,,H
G0MJFAYr,11.12.2020 21:00,Chievo,Reggio Calabria,3,0,46%,54%,17,12,7,4,6,7,4,1,4,2,1,3,4,4,20,16,1,0,3,4,406,468,11,10,85,68,38,28,,,,,H
Sf0RYkuL,11.12.2020 19:00,Venezia,Monza,0,2,53%,47%,8,13,4,6,2,4,2,3,5,2,0,3,4,4,14,18,0,0,3,2,536,476,10,13,89,81,50,53,,,,,A
bNbQvO6I,08.12.2020 17:00,Pisa,Ascoli,2,1,58%,42%,17,12,6,7,9,4,2,1,2,3,4,3,6,4,10,18,0,0,2,4,396,290,22,30,143,103,58,45,,,,,H
rihhJkvr,08.12.2020 15:00,Cremonese,Brescia,2,2,50%,50%,19,16,8,6,6,6,5,4,6,5,1,1,4,6,19,12,0,0,4,3,273,284,17,14,88,111,48,54,,,,,D
pKx0akl2,07.12.2020 21:00,Pordenone,Empoli,0,0,38%,62%,13,20,3,7,6,10,4,3,13,3,6,3,7,3,19,12,0,0,1,2,299,515,12,10,88,120,52,56,,,,,D
6Twd0VYe,06.12.2020 21:00,L.R. Vicenza,Cosenza,1,1,50%,50%,13,14,7,2,5,6,1,6,9,5,1,3,1,6,16,17,0,0,1,3,422,425,9,20,131,95,42,43,,,,,D
pCryOYQ2,06.12.2020 15:00,Reggiana,Monza,3,0,41%,59%,10,16,5,5,4,5,1,6,2,11,2,3,5,2,12,21,1,0,4,2,304,441,6,9,56,102,22,63,,,,,H
O2suNht9,05.12.2020 15:30,Reggio Calabria,Brescia,2,1,48%,52%,14,10,8,2,6,5,0,3,2,5,2,3,1,6,13,22,0,0,2,5,362,393,14,11,87,110,37,43,,,,,H
hMcL6XeS,05.12.2020 14:00,Cremonese,Entella,2,1,41%,59%,13,14,5,4,5,8,3,2,4,3,3,5,3,3,17,13,0,0,0,1,267,387,25,24,108,115,43,38,,,,,H
b3zl2i4q,05.12.2020 14:00,Frosinone,Chievo,3,2,43%,57%,11,22,5,3,3,12,3,7,4,10,3,3,1,2,16,8,0,0,2,0,337,455,11,9,86,97,33,42,,,,,H
C6vh1BJk,05.12.2020 14:00,Lecce,Venezia,2,2,54%,46%,11,10,2,4,7,5,2,1,5,1,3,0,2,0,11,10,0,1,1,3,496,430,6,14,140,60,74,21,,,,,D
IPtqMCeF,05.12.2020 14:00,Salernitana,Cittadella,1,0,35%,65%,8,5,2,1,3,2,3,2,1,4,1,0,1,1,16,21,0,0,3,5,237,434,16,11,96,102,37,62,,,,,H
WSpmLWAL,05.12.2020 14:00,Spal,Pisa,4,0,52%,48%,11,17,6,3,3,8,2,6,3,5,3,2,3,2,11,10,0,0,1,3,487,434,20,9,95,112,36,52,,,,,H
EVbH7DtM,04.12.2020 21:00,Ascoli,Pescara,0,2,64%,36%,16,13,4,9,8,2,4,2,7,3,0,1,7,4,12,18,0,0,3,3,607,344,22,24,174,107,59,26,,,,,A
OYBN7JuT,02.12.2020 18:00,Monza,L.R. Vicenza,1,1,57%,43%,18,12,6,5,8,6,4,1,3,1,1,0,4,5,17,12,0,0,3,3,510,378,18,17,140,98,48,29,,,,,D
pdfD8gRF,30.11.2020 21:00,Entella,Spal,0,1,63%,37%,11,11,3,3,4,7,4,1,5,3,4,7,2,3,25,8,0,0,3,3,552,312,11,9,113,94,40,29,,,,,A
EHJrgERS,29.11.2020 21:00,Cosenza,Salernitana,0,1,63%,37%,17,16,2,4,10,7,5,5,3,5,1,2,3,2,16,16,1,0,5,5,467,278,11,17,123,92,53,45,,,,,A
Ot64AFd3,29.11.2020 15:00,Reggiana,Cremonese,1,1,49%,51%,8,22,3,4,2,11,3,7,3,4,1,0,3,2,18,26,1,0,4,3,353,341,7,15,103,110,18,58,,,,,D
Y10Fmhkj,28.11.2020 16:00,Monza,Reggio Calabria,1,0,56%,44%,21,8,5,2,5,2,11,4,9,2,2,5,2,4,20,15,0,1,4,4,474,375,12,16,81,50,28,17,,,,,H
6iGzezcG,28.11.2020 14:00,Brescia,Frosinone,1,2,53%,47%,12,19,4,6,3,8,5,5,3,5,0,3,4,3,15,18,1,0,5,2,457,406,8,9,100,107,29,46,,,,,A
GQ5AlYZq,28.11.2020 14:00,Empoli,L.R. Vicenza,2,2,58%,42%,15,13,4,4,11,3,0,6,2,4,3,4,2,2,10,16,1,0,3,3,495,369,15,20,114,89,83,43,,,,,D
ChaJnC4d,28.11.2020 14:00,Pescara,Pordenone,0,2,64%,36%,10,10,5,4,2,3,3,3,2,2,0,2,2,5,13,16,1,0,3,2,629,360,17,21,140,103,58,40,,,,,A
Qem1Besc,28.11.2020 14:00,Pisa,Cittadella,1,4,37%,63%,14,22,2,10,8,9,4,3,5,8,1,0,6,1,7,25,1,0,1,3,272,476,6,10,87,98,47,58,,,,,A
65e99ZB9,28.11.2020 14:00,Venezia,Ascoli,2,1,53%,47%,19,7,7,4,9,1,3,2,4,3,1,2,3,5,17,23,0,1,3,4,415,383,11,19,106,78,93,31,,,,,H
KfKvffCM,27.11.2020 21:00,Chievo,Lecce,1,2,46%,54%,11,14,3,6,2,5,6,3,7,5,1,1,4,2,9,13,0,0,2,4,392,472,19,13,107,130,48,49,,,,,A
pxSRddS3,23.11.2020 21:00,Salernitana,Cremonese,2,1,42%,58%,10,25,4,7,4,11,2,7,3,10,2,1,6,2,13,14,0,0,3,3,292,398,19,10,110,143,51,89,,,,,H
xCSNcxDc,22.11.2020 21:00,Reggio Calabria,Pisa,1,2,46%,54%,8,17,3,2,2,6,3,9,1,8,6,1,0,2,18,17,1,0,6,4,381,429,16,15,86,123,33,63,,,,,A
MyWndPyg,22.11.2020 15:00,Ascoli,Entella,1,1,50%,50%,9,17,4,3,2,9,3,5,2,6,4,4,2,3,16,16,2,0,3,4,406,393,12,11,96,110,22,58,,,,,D
GbVjeqia,21.11.2020 14:00,Brescia,Venezia,2,2,56%,44%,12,16,7,7,2,6,3,3,6,6,6,0,5,5,9,9,0,0,1,3,573,447,22,11,157,104,53,60,,,,,D
CQOagNLB,21.11.2020 14:00,Cittadella,Empoli,2,2,43%,57%,14,15,6,6,6,6,2,3,4,9,2,2,4,4,18,15,0,1,1,1,297,418,25,16,99,90,66,55,,,,,D
rDoXzF5p,21.11.2020 14:00,Lecce,Reggiana,7,1,41%,59%,22,8,14,6,5,1,3,1,2,7,1,4,5,7,8,7,0,0,2,1,367,516,17,15,84,88,23,41,,,,,H
bLTJbIci,21.11.2020 14:00,Pordenone,Monza,1,1,32%,68%,10,19,4,4,6,9,0,6,6,9,4,1,3,3,18,11,0,0,1,1,263,572,18,22,102,114,41,51,,,,,D
OSQVeGsA,21.11.2020 14:00,Spal,Pescara,2,0,53%,47%,18,6,4,1,8,3,6,2,3,4,1,3,1,2,17,15,0,0,4,2,435,379,15,20,132,99,54,34,,,,,H
jHN3hsyI,20.11.2020 21:00,Frosinone,Cosenza,0,2,63%,37%,20,15,5,9,9,3,6,3,5,6,2,1,7,5,12,15,0,0,3,2,551,326,12,9,97,96,52,40,,,,,A
EeQ3yk0Q,14.11.2020 15:00,Entella,Venezia,0,2,47%,53%,7,16,2,6,3,4,2,6,3,9,3,3,4,2,24,11,0,0,1,1,377,429,12,15,92,78,50,34,,,,,A
A1Src5Mn,08.11.2020 21:00,Entella,Lecce,1,5,47%,53%,8,28,1,14,6,4,1,10,3,9,1,6,9,0,17,6,1,0,3,2,425,497,6,10,63,71,44,69,,,,,A
QTjC2RbP,08.11.2020 17:00,Reggiana,Venezia,2,1,56%,44%,12,23,4,7,7,6,1,10,1,11,2,1,6,2,20,14,0,0,3,1,462,333,14,11,68,89,48,106,,,,,H
Gb9Lu4iC,08.11.2020 15:00,Pescara,Cittadella,3,1,38%,62%,7,11,5,4,1,4,1,3,1,4,2,0,3,2,18,19,0,0,1,4,294,468,14,15,81,92,37,73,,,,,H
Us79r67g,07.11.2020 19:00,Cremonese,L.R. Vicenza,0,1,57%,43%,10,14,1,3,6,5,3,6,3,4,1,3,2,1,17,11,0,0,1,3,328,248,17,15,72,73,49,43,,,,,A
8Y5DsQMa,07.11.2020 16:00,Empoli,Reggio Calabria,3,0,55%,45%,18,8,5,0,8,3,5,5,10,4,2,1,0,2,12,22,0,0,2,4,431,360,5,20,105,77,89,54,,,,,H
2LzDqnhm,07.11.2020 14:00,Cosenza,Brescia,1,2,51%,49%,14,12,3,4,6,5,5,3,5,5,2,0,2,2,19,19,1,0,3,2,431,436,10,23,94,91,84,54,,,,,A
2e5Htpx6,07.11.2020 14:00,Monza,Frosinone,2,0,54%,46%,13,12,6,1,4,7,3,4,7,8,1,1,1,4,25,15,0,0,3,1,433,358,13,12,92,92,66,74,,,,,H
xEcUwrMO,07.11.2020 14:00,Pordenone,Chievo,1,1,41%,59%,8,16,4,7,2,4,2,5,2,8,1,1,6,3,17,13,0,0,4,2,359,515,23,22,90,93,58,71,,,,,D
Sxwvbo7t,06.11.2020 21:00,Spal,Salernitana,2,0,57%,43%,17,13,4,2,8,7,5,4,6,3,3,2,2,2,13,19,0,0,4,6,522,380,17,20,109,117,51,52,,,,,H
Cj8jSpNC,02.11.2020 21:00,Lecce,Pescara,3,1,50%,50%,22,9,5,3,10,2,7,4,8,9,1,1,2,2,8,12,0,0,1,3,444,448,11,16,106,96,48,45,,,,,H
rH3nTQ76,01.11.2020 21:00,Frosinone,Cremonese,1,0,50%,50%,12,15,4,5,7,6,1,4,7,10,1,2,5,3,14,12,0,0,2,2,442,438,10,5,93,118,44,47,,,,,H
hnowjlFJ,01.11.2020 15:00,Reggio Calabria,Spal,0,1,50%,50%,11,7,5,3,3,2,3,2,5,3,0,1,2,5,14,27,1,1,3,4,367,377,15,20,80,95,38,38,,,,,A
OUy9pSxs,01.11.2020 14:00,Venezia,Empoli,2,0,36%,64%,13,13,5,4,4,7,4,2,5,9,2,3,4,3,12,17,0,0,1,3,234,434,13,12,31,36,18,29,,,,,H
G4CVW88s,31.10.2020 16:00,Ascoli,Pordenone,0,1,56%,44%,9,28,0,9,6,10,3,9,2,7,4,2,8,0,15,14,0,0,5,2,417,322,2,10,81,99,40,47,,,,,A
ARBZVSNm,31.10.2020 16:00,Brescia,Entella,2,2,48%,52%,13,13,4,6,6,5,3,2,3,2,2,2,4,2,14,14,1,0,3,5,399,429,17,13,93,127,31,52,,,,,D
M1FwVnwf,31.10.2020 16:00,Chievo,Cosenza,2,0,49%,51%,12,4,4,2,7,1,1,1,5,8,1,1,2,2,8,16,0,0,2,4,390,386,18,20,106,89,57,39,,,,,H
js7fR4xJ,31.10.2020 16:00,L.R. Vicenza,Pisa,4,4,57%,43%,22,9,7,5,10,3,5,1,6,1,2,1,1,3,23,20,0,1,4,4,337,277,11,18,115,70,68,28,,,,,D
6kksk8UP,31.10.2020 16:00,Salernitana,Reggiana,3,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,H
4Q4rU6h0,31.10.2020 14:00,Cittadella,Monza,1,2,51%,49%,11,10,2,3,6,4,3,3,5,4,1,0,1,1,21,18,0,0,3,1,388,387,23,16,121,83,53,41,,,,,A
xAFPNVVQ,25.10.2020 16:00,Cosenza,Lecce,1,1,48%,52%,20,27,9,7,9,8,2,12,6,8,0,6,6,8,11,16,0,1,3,0,433,472,6,13,96,119,35,67,,,,,D
8bk4GmO0,24.10.2020 16:00,Pescara,Frosinone,0,2,58%,42%,11,5,2,2,3,3,6,0,4,6,1,2,0,2,18,18,0,0,5,1,524,377,23,18,119,90,47,30,,,,,A
U7j0HT8f,24.10.2020 14:00,Monza,Chievo,1,2,50%,50%,12,16,5,4,2,9,5,3,4,7,2,1,2,4,11,11,1,1,3,0,479,457,13,12,89,131,41,64,,,,,A
jNv9F7w7,24.10.2020 14:00,Pordenone,Reggio Calabria,2,2,44%,56%,13,8,4,3,4,2,5,3,7,2,2,1,1,2,18,25,0,0,1,4,310,404,21,7,102,97,46,34,,,,,D
ITWfwBVD,24.10.2020 14:00,Salernitana,Ascoli,1,0,46%,54%,15,14,2,4,8,6,5,4,6,3,1,2,4,1,21,15,0,0,4,2,288,368,17,17,95,109,76,39,,,,,H
dKVbxVpK,24.10.2020 14:00,Spal,L.R. Vicenza,3,2,65%,35%,26,16,6,4,7,8,13,4,10,4,0,1,2,3,18,17,0,0,3,3,502,274,15,11,117,91,55,56,,,,,H
MsidI9gl,23.10.2020 21:00,Empoli,Pisa,3,1,59%,41%,22,6,8,1,11,4,3,1,6,2,3,6,0,5,15,15,0,0,4,2,434,302,8,14,138,81,68,34,,,,,H
zoVQ2Ug1,21.10.2020 19:00,Lecce,Cremonese,2,2,63%,37%,25,17,5,7,12,4,8,6,10,6,1,3,5,3,13,15,0,0,0,5,509,308,13,15,135,86,103,35,,,,,D
fFesOvQ9,20.10.2020 21:00,Ascoli,Reggiana,2,1,47%,53%,17,13,6,4,8,7,3,2,1,3,1,2,3,4,15,19,0,0,3,7,377,411,18,16,97,97,25,44,,,,,H
Ol0oNbuG,20.10.2020 21:00,Chievo,Brescia,1,0,48%,52%,12,9,4,1,3,5,5,3,5,5,3,0,1,3,15,12,0,0,1,2,432,468,22,13,100,134,40,32,,,,,H
0ENE5W9r,20.10.2020 21:00,Cittadella,Pordenone,2,0,56%,44%,15,9,8,2,6,5,1,2,7,7,1,2,2,6,26,22,0,0,3,2,373,286,14,13,99,97,41,45,,,,,H
rwDJ4jPl,20.10.2020 21:00,Empoli,Spal,2,1,50%,50%,23,13,6,2,10,6,7,5,7,5,3,3,1,4,8,9,0,0,1,0,466,465,11,18,115,116,43,68,,,,,H
tOVM3Ave,20.10.2020 21:00,Frosinone,Entella,0,0,69%,31%,19,3,5,3,8,0,6,0,12,0,3,0,3,5,17,20,0,0,3,4,629,284,15,14,165,73,66,18,,,,,D
EyUU1l97,20.10.2020 21:00,L.R. Vicenza,Salernitana,1,1,54%,46%,21,14,5,4,8,8,8,2,10,4,1,1,3,4,20,14,0,0,3,2,415,350,10,13,108,122,56,56,,,,,D
jgDDQXo8,20.10.2020 21:00,Pisa,Monza,1,1,49%,51%,16,10,4,3,12,5,0,2,2,7,1,1,2,3,13,15,0,0,3,2,413,435,16,10,103,88,46,35,,,,,D
UqCHPi1E,20.10.2020 21:00,Reggio Calabria,Cosenza,0,0,74%,26%,26,7,11,3,8,3,7,1,13,1,2,1,3,11,17,17,0,1,4,5,610,220,5,12,165,48,89,16,,,,,D
O6BLOBGK,20.10.2020 21:00,Venezia,Pescara,4,0,45%,55%,13,3,8,1,4,2,1,0,6,5,1,2,1,4,11,15,0,1,2,4,431,543,13,15,107,89,56,41,,,,,H
prDJ8aQM,17.10.2020 18:00,Frosinone,Ascoli,1,0,45%,55%,12,20,5,4,5,11,2,5,2,7,4,0,4,4,19,18,0,0,2,1,346,430,21,12,111,105,30,38,,,,,H
S2Gr3wlp,17.10.2020 16:00,Pescara,Empoli,1,2,55%,45%,16,13,4,5,7,6,5,2,8,7,2,2,3,3,8,17,0,0,1,1,498,405,13,18,119,87,58,46,,,,,A
GOdwPKA3,17.10.2020 15:00,Entella,Reggio Calabria,1,1,34%,66%,5,11,4,5,1,5,0,1,2,4,3,0,4,3,28,15,1,0,4,3,265,548,11,8,90,122,20,28,,,,,D
xI9BALeA,17.10.2020 14:00,Cosenza,Cittadella,1,1,42%,58%,11,14,3,6,2,3,6,5,9,10,3,1,5,2,14,18,0,0,1,6,318,428,15,13,68,120,39,57,,,,,D
jLDF9uBG,17.10.2020 14:00,Cremonese,Venezia,0,0,45%,55%,14,11,4,2,6,7,4,2,5,7,3,1,2,4,20,14,0,0,3,2,392,482,18,11,125,91,65,49,,,,,D
6gFn2c3j,17.10.2020 14:00,Pordenone,Spal,3,3,43%,58%,15,16,6,7,5,6,4,3,7,7,1,1,4,3,18,18,0,1,2,6,311,428,27,15,118,98,60,58,,,,,D
Kd3UQtti,17.10.2020 14:00,Reggiana,Chievo,0,1,65%,35%,14,17,5,10,5,6,4,1,6,3,9,0,9,5,13,22,0,0,4,3,503,271,17,16,139,82,60,40,,,,,A
Ya7YP0ec,17.10.2020 14:00,Salernitana,Pisa,4,1,35%,65%,19,21,6,6,9,13,4,2,3,7,2,3,5,2,13,11,0,0,1,1,249,477,17,14,76,136,30,73,,,,,H
fgK6B1t4,16.10.2020 21:00,Brescia,Lecce,3,0,46%,54%,9,15,3,6,2,2,4,7,3,5,3,2,6,0,16,12,0,0,3,1,396,452,23,18,156,197,98,99,,,,,H
pKdNKN3B,04.10.2020 21:00,Cittadella,Brescia,3,0,49%,51%,12,8,6,3,4,2,2,3,3,3,7,1,3,3,12,15,0,0,1,0,391,417,18,12,118,123,66,40,,,,,H
z9kzILmU,04.10.2020 15:00,Pisa,Cremonese,1,1,52%,48%,10,9,4,3,2,4,4,2,5,6,4,5,2,3,19,14,0,0,2,3,372,348,23,19,92,128,54,62,,,,,D
tnjWI1YN,03.10.2020 18:15,L.R. Vicenza,Pordenone,1,1,62%,38%,13,9,3,3,7,3,3,3,5,4,2,2,2,2,18,18,0,0,2,5,438,274,13,11,79,90,45,31,,,,,D
C6bFMqZb,03.10.2020 16:15,Ascoli,Lecce,0,2,44%,56%,13,16,1,6,6,8,6,2,7,5,0,2,4,1,8,14,0,0,1,2,374,475,13,15,53,75,21,46,,,,,A
2eiSJsJH,03.10.2020 16:15,Empoli,Monza,0,0,46%,54%,7,15,4,6,2,7,1,2,3,7,1,3,6,4,6,15,0,0,1,1,430,501,8,10,48,86,32,37,,,,,D
G2L2CsRc,03.10.2020 16:15,Entella,Reggiana,0,2,44%,56%,21,12,4,6,11,3,6,3,6,6,0,1,4,4,16,15,0,0,2,3,314,418,12,13,39,68,36,32,,,,,A
A1t2Dudo,03.10.2020 16:15,Reggio Calabria,Pescara,3,1,42%,58%,13,8,5,2,7,4,1,2,2,5,1,1,1,2,14,18,0,0,2,1,379,511,15,12,84,68,17,15,,,,,H
8xIfE3do,03.10.2020 16:15,Spal,Cosenza,1,1,56%,44%,20,18,5,7,10,8,5,3,7,4,3,1,6,4,15,16,0,0,3,6,436,334,18,11,64,46,33,20,,,,,D
nTGbDNBi,03.10.2020 16:15,Venezia,Frosinone,0,2,54%,46%,17,9,4,5,4,3,9,1,9,3,1,0,3,4,20,28,0,0,2,1,363,329,9,10,50,49,37,19,,,,,A
6TcJL3l5,03.10.2020 14:15,Chievo,Salernitana,1,2,70%,30%,13,10,2,4,7,4,4,2,3,2,0,1,2,1,14,12,1,0,3,2,564,255,12,11,143,95,47,30,,,,,A
nglybov8,27.09.2020 21:00,Reggiana,Pisa,2,2,55%,45%,7,10,3,2,4,8,,,7,4,3,1,0,1,17,21,0,0,3,3,398,315,19,15,115,108,50,51,22,19,,,D
G4Ah69WR,27.09.2020 15:00,Cremonese,Cittadella,0,2,48%,52%,8,13,3,3,5,10,,,5,6,1,2,1,3,5,12,0,0,2,2,400,426,14,12,108,123,33,75,13,5,,,A
S4uE5ccE,26.09.2020 16:00,Venezia,L.R. Vicenza,1,0,51%,49%,10,10,6,5,4,5,,,9,12,2,4,5,5,14,17,0,0,4,1,386,387,14,18,97,106,59,43,21,16,,,H
8v7p8V1F,26.09.2020 14:00,Brescia,Ascoli,1,1,49%,51%,8,8,5,2,3,6,,,4,3,1,1,1,4,19,14,1,0,1,1,500,412,12,9,132,87,56,30,14,19,,,D
nV5l7kHL,26.09.2020 14:00,Cosenza,Entella,0,0,46%,54%,2,7,2,5,0,2,,,7,5,3,3,5,2,14,15,0,0,3,2,399,409,14,17,111,101,32,40,18,17,,,D
IDdK1Tvq,26.09.2020 14:00,Frosinone,Empoli,0,2,52%,48%,10,8,4,3,6,5,,,7,1,3,2,1,4,16,16,0,0,1,1,504,392,10,12,131,70,70,18,18,19,,,A
0xnP0mfk,26.09.2020 14:00,Lecce,Pordenone,0,0,51%,49%,12,9,4,5,8,4,,,6,6,0,2,5,4,14,8,0,0,3,2,482,354,6,5,101,107,43,36,10,14,,,D
82kXbRO1,26.09.2020 14:00,Pescara,Chievo,0,0,55%,45%,2,5,0,1,2,4,,,0,1,1,2,1,0,16,15,0,0,0,1,564,441,16,19,116,107,47,50,16,16,,,D
