id,date,home_team,away_team,home_goals,away_goals,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Blocked Shots_home,Blocked Shots_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Red Cards_home,Red Cards_away,Yellow Cards_home,Yellow Cards_away,Total Passes_home,Total Passes_away,Completed Passes_home,Completed Passes_away,Tackles_home,Tackles_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Free Kicks_home,Free Kicks_away,Throw-ins_home,Throw-ins_away,result
IXpkTEG0,05.12.2021 14:00,Como,Pisa,0,1,56%,44%,21,13,6,2,9,8,6,3,3,7,2,0,1,6,11,24,0,0,3,2,448,347,350,256,16,12,112,119,41,53,,,,,A
4lm1QC0J,04.12.2021 16:15,Lecce,Reggio Calabria,2,0,52%,48%,12,7,5,3,5,2,2,2,5,6,1,3,3,3,23,21,0,0,1,3,380,356,291,255,19,24,99,93,52,48,,,,,H
dIdtVznl,04.12.2021 14:00,Benevento,Pordenone,2,1,57%,43%,16,8,7,2,7,5,2,1,12,2,3,0,1,5,19,16,0,0,3,1,398,308,324,218,14,18,99,87,65,31,,,,,H
KlegYfkj,04.12.2021 14:00,Cosenza,Cremonese,0,2,43%,57%,6,17,2,4,3,8,1,5,2,4,3,2,2,2,13,13,0,0,1,2,392,512,290,418,18,21,100,151,39,39,,,,,A
WzkgSYV6,04.12.2021 14:00,Crotone,Spal,1,2,63%,37%,20,13,7,3,10,7,3,3,4,4,2,2,1,6,11,6,0,0,1,1,568,347,455,239,15,16,149,88,97,25,,,,,A
QclcRhoD,04.12.2021 14:00,Frosinone,Ternana,1,1,49%,51%,11,18,3,7,4,4,4,7,6,7,0,3,6,2,19,14,1,0,4,3,348,363,256,266,16,29,113,104,42,44,,,,,D
xxUgRz1J,03.12.2021 20:30,Perugia,L.R. Vicenza,1,0,48%,52%,12,13,5,5,3,5,4,3,4,3,4,0,5,4,21,10,0,0,4,1,378,406,278,281,8,13,116,81,45,35,,,,,H
46tXMwfR,01.12.2021 20:30,Cittadella,Como,2,2,53%,47%,15,9,8,6,3,2,4,1,4,2,1,0,4,6,22,14,0,0,3,2,439,387,328,271,15,15,123,100,55,32,,,,,D
2ey7GyXf,01.12.2021 18:00,Parma,Brescia,0,1,46%,54%,12,14,2,4,7,4,3,6,5,13,0,1,3,2,9,21,0,0,1,4,416,487,311,395,24,25,135,112,52,50,,,,,A
8Yy3HHHl,30.11.2021 20:30,L.R. Vicenza,Benevento,2,3,44%,56%,14,15,7,5,3,5,4,5,10,3,2,2,2,5,10,13,0,0,4,2,396,523,311,445,15,11,88,101,46,44,,,,,A
xQ5lZzzp,30.11.2021 20:30,Monza,Cosenza,4,1,59%,41%,13,4,5,2,4,2,4,0,3,6,1,0,1,1,10,5,0,0,0,1,615,410,540,346,13,15,109,102,43,49,,,,,H
bNUFEF17,30.11.2021 20:30,Pordenone,Alessandria,2,0,38%,62%,12,15,6,5,2,3,4,7,3,9,1,1,5,4,16,17,0,0,3,3,295,464,193,370,19,4,88,132,51,52,,,,,H
xETJDZGD,30.11.2021 20:30,Reggio Calabria,Ascoli,1,2,64%,36%,13,13,3,4,6,6,4,3,4,6,0,1,2,2,14,21,0,0,2,5,477,275,363,184,10,11,146,70,64,25,,,,,A
jHH1xJgE,30.11.2021 20:30,Spal,Lecce,1,3,49%,51%,13,16,2,6,7,6,4,4,6,2,1,3,3,1,14,17,0,0,3,3,443,470,320,352,14,19,118,133,46,61,,,,,A
AmJaIc2r,30.11.2021 18:00,Cremonese,Frosinone,1,1,52%,48%,18,7,8,2,7,2,3,3,3,2,2,5,1,7,19,19,0,0,2,2,450,408,326,290,17,17,142,107,51,33,,,,,D
tnzBFen1,30.11.2021 18:00,Pisa,Perugia,1,1,53%,47%,21,12,6,4,7,5,8,3,5,3,0,2,3,5,15,20,0,1,3,3,341,308,255,225,5,15,122,77,76,26,,,,,D
4KL5yw9K,29.11.2021 20:30,Ternana,Crotone,1,0,29%,71%,16,22,6,5,5,8,5,9,5,9,2,1,5,5,12,23,1,0,2,3,234,563,156,482,13,10,80,156,29,66,,,,,H
2sdY1xI1,28.11.2021 20:30,Como,Parma,1,1,48%,52%,13,12,5,6,1,3,7,3,5,6,2,0,5,4,9,23,0,0,2,4,373,397,286,307,18,11,80,103,27,51,,,,,D
QFsTNJvL,27.11.2021 18:30,Perugia,Cittadella,1,1,34%,66%,10,15,5,3,4,6,1,6,3,5,5,0,2,4,19,9,0,0,3,3,243,456,166,360,19,13,84,113,21,67,,,,,D
8KdU2I2e,27.11.2021 16:15,Brescia,Pisa,0,1,55%,45%,4,16,1,4,1,10,2,2,2,7,2,0,3,1,15,13,0,0,5,5,397,324,297,219,19,16,129,101,44,43,,,,,A
n9f19KPR,27.11.2021 14:00,Alessandria,Cremonese,1,0,38%,62%,9,10,4,5,4,4,1,1,4,9,3,1,5,3,18,19,0,0,5,1,264,426,152,308,15,15,104,120,32,75,,,,,H
lItT4vYr,27.11.2021 14:00,Ascoli,Monza,1,1,40%,60%,13,13,6,3,6,10,1,0,5,14,2,1,2,5,22,20,0,0,3,5,258,383,188,311,22,15,97,91,39,55,,,,,D
UTcQ3bmk,27.11.2021 14:00,Benevento,Reggio Calabria,4,0,49%,51%,27,7,7,3,13,3,7,1,11,5,1,2,3,3,12,10,0,0,1,1,435,443,363,374,11,13,92,96,67,53,,,,,H
04EMwHRS,27.11.2021 14:00,Cosenza,Spal,0,1,64%,36%,17,6,3,2,7,4,7,0,10,4,1,1,1,3,18,9,0,1,2,3,537,310,464,235,17,9,139,82,64,22,,,,,A
IkvLPuA8,27.11.2021 14:00,Frosinone,Pordenone,2,2,62%,38%,26,10,7,2,9,7,10,1,6,2,4,0,0,5,10,8,0,1,5,5,466,301,377,211,9,17,130,67,77,34,,,,,D
dtwPOaPE,26.11.2021 20:30,Lecce,Ternana,3,3,57%,43%,17,10,6,7,4,1,7,2,8,5,2,0,4,3,20,13,0,0,1,3,448,359,363,264,9,14,113,92,57,33,,,,,D
Gp0x1dX7,26.11.2021 18:00,Crotone,L.R. Vicenza,0,1,65%,35%,12,17,2,6,3,7,7,4,9,2,1,2,5,2,9,13,0,0,2,2,551,290,447,191,15,16,132,89,50,42,,,,,A
UD92lJm2,21.11.2021 20:30,Pisa,Benevento,1,0,34%,66%,9,18,1,6,7,4,1,8,5,9,3,4,6,0,20,15,0,0,2,3,258,507,168,417,9,3,64,129,27,72,,,,,H
8bLgjuJk,21.11.2021 16:15,Monza,Como,3,2,60%,40%,16,13,4,4,8,4,4,5,8,3,0,2,2,1,15,15,0,1,4,3,491,315,417,246,12,18,115,78,38,49,,,,,H
6sFIvcCM,21.11.2021 14:00,Parma,Cosenza,1,1,52%,48%,6,16,3,7,3,6,0,3,2,6,5,1,6,2,13,10,0,0,4,2,502,460,406,370,13,23,127,110,27,33,,,,,D
dK1lCMu9,21.11.2021 14:00,Reggio Calabria,Cremonese,1,2,51%,49%,12,18,2,8,6,3,4,7,3,5,1,0,6,1,14,12,0,0,3,1,373,366,265,261,16,14,87,97,28,44,,,,,A
dOHkiL3q,20.11.2021 18:30,L.R. Vicenza,Brescia,2,3,48%,52%,19,6,6,6,11,0,2,0,9,5,2,1,3,4,17,11,0,0,4,3,342,389,227,281,19,20,89,95,64,38,,,,,A
jNAbkaYe,20.11.2021 16:15,Perugia,Crotone,2,0,42%,58%,12,15,3,2,8,5,1,8,3,5,1,1,2,1,9,22,0,0,1,2,314,437,234,340,15,14,89,87,47,51,,,,,H
4SgM8mZG,20.11.2021 14:00,Frosinone,Lecce,0,0,51%,49%,8,10,1,2,3,4,4,4,4,2,2,1,2,1,20,14,0,0,4,2,396,382,304,281,18,16,93,105,47,55,,,,,D
IT2pD2Q2,20.11.2021 14:00,Pordenone,Ascoli,0,1,58%,42%,9,13,2,6,4,5,3,2,5,6,3,0,5,2,14,19,0,0,3,3,439,326,348,242,18,10,110,88,59,36,,,,,A
vqigBteF,20.11.2021 14:00,Spal,Alessandria,2,3,66%,34%,12,11,2,8,10,2,0,1,5,7,1,3,5,0,14,15,1,0,2,2,538,265,446,183,7,12,112,90,53,45,,,,,A
hnecA0AL,20.11.2021 14:00,Ternana,Cittadella,1,1,51%,49%,14,13,5,4,7,6,2,3,4,2,4,0,3,4,16,16,0,0,2,2,386,375,255,249,13,14,98,108,52,48,,,,,D
Mqb1DBKo,07.11.2021 20:30,Cittadella,Pisa,2,0,66%,34%,14,6,3,2,7,2,4,2,6,5,8,0,2,1,22,13,0,3,3,4,510,247,430,160,16,15,81,65,35,19,,,,,H
800DA944,07.11.2021 16:15,Crotone,Monza,1,1,51%,49%,20,9,5,4,9,2,6,3,11,5,1,1,3,4,14,18,0,0,2,5,403,397,314,321,19,14,81,81,35,34,,,,,D
QyeI9TJA,07.11.2021 14:00,Lecce,Parma,4,0,50%,50%,19,10,10,0,5,4,4,6,4,7,2,2,0,6,15,13,0,0,2,1,421,430,366,368,13,13,95,84,41,43,,,,,H
IVXjg8ZT,06.11.2021 18:30,Benevento,Frosinone,1,4,45%,55%,14,19,8,8,2,10,4,1,9,6,1,4,4,7,13,14,1,0,3,3,339,433,267,370,11,12,86,95,54,52,,,,,A
KvKIlSso,06.11.2021 16:15,Brescia,Pordenone,1,0,47%,53%,11,10,4,2,4,3,3,5,3,10,2,3,2,3,24,15,0,0,3,3,410,445,316,336,20,10,105,117,37,51,,,,,H
p4KqeU4H,06.11.2021 14:00,Alessandria,Ternana,0,2,59%,41%,21,7,5,2,11,3,5,2,8,3,3,2,0,5,15,22,0,0,1,3,387,286,289,171,13,13,115,69,85,25,,,,,A
OfJmflKN,06.11.2021 14:00,Ascoli,L.R. Vicenza,2,1,43%,57%,17,11,3,3,8,7,6,1,4,5,1,1,2,2,18,16,0,0,2,3,317,407,229,315,12,7,94,101,36,47,,,,,H
zm25CVZi,06.11.2021 14:00,Como,Perugia,4,1,38%,62%,13,18,9,4,2,8,2,6,5,5,0,0,3,5,12,19,0,0,3,4,304,493,232,426,13,14,67,126,29,61,,,,,H
U919Bkkb,06.11.2021 14:00,Cremonese,Spal,1,1,48%,52%,15,12,3,4,4,6,8,2,5,6,1,1,3,2,23,19,0,0,4,3,355,385,254,283,12,12,83,100,56,31,,,,,D
SjGEuwcG,05.11.2021 20:30,Cosenza,Reggio Calabria,0,1,45%,55%,13,12,2,4,6,6,5,2,7,5,1,1,3,2,14,18,0,0,1,5,370,451,288,387,12,8,89,119,27,42,,,,,A
KdZJ0Yzt,01.11.2021 18:00,Parma,L.R. Vicenza,1,0,46%,54%,11,13,4,6,5,3,2,4,5,8,2,0,6,3,12,24,1,1,2,4,376,440,300,385,18,16,87,97,28,32,,,,,H
bmYNahjn,01.11.2021 18:00,Pisa,Ascoli,1,1,50%,50%,13,16,1,7,10,2,2,7,2,4,4,0,6,0,11,17,0,0,3,4,342,346,251,233,16,17,112,112,51,37,,,,,D
GOSSbC5h,01.11.2021 18:00,Pordenone,Cremonese,2,2,55%,45%,16,14,5,7,5,2,6,5,5,3,4,0,5,3,13,19,0,0,2,2,408,341,291,245,16,12,98,101,39,38,,,,,D
W0fAtVkO,01.11.2021 15:00,Frosinone,Crotone,2,1,59%,41%,11,14,3,7,3,5,5,2,7,4,0,1,6,1,12,14,0,0,4,2,471,335,385,249,7,23,125,85,77,28,,,,,H
AFL9tJsA,01.11.2021 15:00,Lecce,Cosenza,3,1,58%,42%,17,5,8,1,8,3,1,1,3,1,1,0,0,5,16,13,0,0,2,2,534,397,445,294,18,15,133,81,53,20,,,,,H
rybEuk5U,01.11.2021 15:00,Monza,Alessandria,1,0,48%,52%,7,8,1,2,5,5,1,1,1,4,2,2,2,0,14,23,0,0,3,3,358,361,260,275,14,11,82,108,29,70,,,,,H
fFRWcWKb,01.11.2021 15:00,Reggio Calabria,Cittadella,0,1,49%,51%,17,14,6,4,7,6,4,4,6,4,5,1,3,6,13,25,0,0,3,4,425,442,283,301,16,10,105,125,55,62,,,,,A
lxRzcjz5,01.11.2021 15:00,Spal,Perugia,1,2,50%,50%,14,21,2,4,8,9,4,8,3,7,2,1,2,1,16,22,0,0,5,3,379,384,301,296,8,5,105,66,46,42,,,,,A
2uVvdAkB,01.11.2021 15:00,Ternana,Como,1,2,61%,39%,30,8,6,3,13,4,11,1,10,2,0,0,1,5,16,13,0,0,3,1,474,311,383,209,11,14,162,77,86,19,,,,,A
lx55sBzI,01.11.2021 12:30,Benevento,Brescia,0,1,62%,38%,13,8,3,3,5,5,5,0,9,6,3,3,2,3,10,15,0,0,2,3,513,300,443,220,7,13,102,68,35,37,,,,,A
CW9tmF6t,28.10.2021 20:30,Cittadella,Parma,1,2,53%,47%,14,5,4,2,7,2,3,1,3,1,2,6,0,3,25,9,0,0,5,1,460,431,358,319,15,14,115,87,51,37,,,,,A
6g9pnZLn,28.10.2021 20:30,Como,Pordenone,1,0,38%,62%,13,18,4,3,5,6,4,9,1,4,3,0,3,3,21,15,0,0,1,3,353,584,272,489,14,17,74,161,34,66,,,,,H
KdDlogyg,28.10.2021 20:30,Cremonese,Pisa,1,1,68%,32%,18,13,4,6,7,3,7,4,9,8,2,0,5,3,9,23,0,0,0,4,471,213,373,138,17,25,146,74,76,46,,,,,D
2L2gpDja,28.10.2021 20:30,Crotone,Benevento,0,2,51%,49%,5,13,2,5,2,6,1,2,6,3,2,4,3,2,12,12,1,0,3,1,401,387,304,295,14,16,119,79,60,31,,,,,A
Ao61riLB,28.10.2021 20:30,Perugia,Reggio Calabria,0,2,59%,41%,20,4,3,3,8,1,9,0,4,2,0,4,1,3,13,21,0,0,3,3,497,347,405,258,14,10,136,99,61,26,,,,,A
WvJZTi6I,28.10.2021 18:00,Alessandria,Frosinone,1,1,40%,60%,10,18,1,5,8,8,1,5,4,5,2,2,4,0,13,18,0,0,1,5,285,415,169,295,13,13,83,131,41,64,,,,,D
AVHwTBLO,28.10.2021 18:00,Ascoli,Spal,0,1,56%,44%,17,9,7,2,7,5,3,2,4,3,2,1,1,7,20,26,0,0,5,4,414,323,308,235,14,23,108,121,35,46,,,,,A
ANNEiebP,28.10.2021 18:00,Brescia,Lecce,1,1,51%,49%,17,12,5,5,9,4,3,3,7,9,2,4,4,4,14,14,0,0,0,1,387,365,298,285,15,14,86,77,67,39,,,,,D
tC1cqX55,27.10.2021 20:30,L.R. Vicenza,Monza,1,1,39%,61%,12,8,5,2,4,3,3,3,3,4,2,2,1,4,22,13,0,0,3,1,357,562,283,476,22,12,97,116,37,38,14,22,20,17,D
WOM5saS3,27.10.2021 18:00,Cosenza,Ternana,3,1,35%,65%,12,22,6,7,2,5,4,10,0,2,1,1,6,3,10,13,0,0,1,0,328,577,213,470,18,16,83,172,21,80,,,,,H
OEFRVDy6,24.10.2021 20:30,Spal,Como,1,1,64%,36%,29,13,15,7,9,4,5,2,10,4,2,5,6,14,10,18,0,0,0,4,494,276,420,185,11,21,125,54,74,35,,,,,D
tjQMWgMa,24.10.2021 16:15,Reggio Calabria,Parma,2,1,41%,59%,16,11,6,3,5,4,5,4,2,7,1,1,2,4,12,19,0,0,5,5,293,429,224,350,16,15,86,130,31,45,,,,,H
2aRIXZ6g,24.10.2021 14:00,Pisa,Pordenone,1,1,47%,53%,8,12,2,3,3,3,3,6,6,7,2,0,2,1,20,21,0,0,1,2,281,309,216,234,8,20,78,89,31,47,,,,,D
j7SvuIEJ,23.10.2021 18:30,Brescia,Cremonese,1,0,56%,44%,9,12,2,2,3,7,4,3,7,4,9,2,2,1,16,6,0,0,1,1,457,372,366,286,14,18,126,106,61,40,,,,,H
lhorvxUP,23.10.2021 16:15,Frosinone,Ascoli,2,1,40%,60%,16,8,2,3,7,3,7,2,9,6,5,1,2,0,13,7,0,0,2,1,280,449,202,354,14,14,79,114,50,37,,,,,H
x2N1ruDc,23.10.2021 14:00,Benevento,Cosenza,3,0,61%,39%,16,7,6,0,8,5,2,2,4,5,5,0,0,3,14,14,0,0,1,1,551,337,464,260,17,14,116,83,33,42,,,,,H
fZNAZexs,23.10.2021 14:00,Lecce,Perugia,0,0,57%,43%,14,6,4,0,8,5,2,1,5,5,1,2,0,4,20,15,0,0,3,1,413,323,317,224,15,9,102,83,56,34,,,,,D
YPMEYFim,23.10.2021 14:00,Monza,Cittadella,1,0,57%,43%,10,14,3,2,5,6,2,6,7,13,0,5,2,2,14,15,0,0,3,1,405,292,334,213,10,17,102,97,33,56,,,,,H
xIJVUXjC,23.10.2021 14:00,Ternana,L.R. Vicenza,5,0,50%,50%,14,11,6,0,5,10,3,1,2,2,1,1,0,1,10,12,0,1,3,5,455,446,366,369,14,12,130,84,47,28,,,,,H
x4vcGYyJ,22.10.2021 20:30,Alessandria,Crotone,1,0,40%,60%,19,13,7,3,2,5,10,5,13,7,1,0,3,6,16,15,0,1,4,2,236,363,140,263,9,12,84,111,46,32,,,,,H
S6WavoO8,17.10.2021 20:30,Cittadella,Spal,0,0,52%,48%,10,10,4,3,2,6,4,1,5,5,1,1,3,4,26,21,0,0,2,2,345,324,252,204,14,14,109,94,56,27,,,,,D
2onpJzh0,17.10.2021 16:15,Parma,Monza,0,0,48%,52%,17,10,3,2,9,3,5,5,5,9,1,0,2,3,10,9,0,1,4,5,386,412,336,349,11,21,88,85,59,39,,,,,D
CdgXLx8s,17.10.2021 14:00,Cremonese,Benevento,1,1,39%,61%,9,15,2,4,5,6,2,5,2,10,0,3,3,1,13,13,0,0,1,2,295,478,214,384,18,16,88,76,60,39,,,,,D
zXV3w5wF,16.10.2021 18:30,Como,Alessandria,2,0,49%,51%,12,6,7,2,3,3,2,1,2,0,2,2,2,5,15,18,0,0,1,0,447,463,359,369,16,11,105,91,37,23,,,,,H
vH4bqLci,16.10.2021 16:15,Cosenza,Frosinone,1,1,48%,52%,3,23,2,9,0,5,1,9,1,8,1,1,8,1,11,18,0,0,2,3,400,414,299,304,17,23,116,120,30,67,,,,,D
txolIf76,16.10.2021 16:15,Perugia,Brescia,1,0,44%,56%,8,5,1,1,6,2,1,2,6,3,4,1,1,0,18,20,0,0,4,3,319,416,228,323,19,23,87,104,46,53,,,,,H
lGXeuR82,16.10.2021 14:00,Ascoli,Lecce,1,1,61%,39%,12,9,5,6,6,1,1,2,4,2,2,3,5,4,27,22,0,0,5,2,439,268,339,197,16,22,125,83,39,50,,,,,D
fLrxLdNm,16.10.2021 14:00,Crotone,Pisa,2,1,43%,57%,10,20,4,6,3,10,3,4,3,12,2,3,5,2,18,13,0,0,4,1,281,343,177,252,13,16,74,111,37,56,,,,,H
8OntKGxf,16.10.2021 14:00,L.R. Vicenza,Reggio Calabria,0,1,46%,54%,13,11,3,2,8,6,2,3,5,3,2,2,1,3,22,13,0,0,4,1,365,443,264,339,7,5,101,105,43,41,,,,,A
bDugHEMC,16.10.2021 14:00,Pordenone,Ternana,1,3,51%,49%,15,17,4,5,9,5,2,7,10,4,1,3,2,3,17,14,0,0,3,2,403,405,297,312,20,13,111,100,75,42,,,,,A
hlIHR7v3,03.10.2021 20:30,Benevento,Perugia,0,0,62%,38%,18,15,3,5,11,5,4,5,6,2,1,2,5,3,12,27,0,0,4,1,410,260,325,173,10,5,94,80,49,35,,,,,D
Y7k9HNGe,03.10.2021 16:15,Pordenone,L.R. Vicenza,2,4,44%,56%,18,22,5,11,7,8,6,3,3,1,1,1,7,3,18,20,0,0,2,5,303,408,217,312,13,17,111,108,55,48,,,,,A
zD7MQRg9,03.10.2021 14:00,Brescia,Como,2,4,68%,32%,23,12,3,5,8,3,12,4,11,6,0,0,1,1,17,7,1,0,3,2,553,265,466,184,13,14,133,78,66,27,,,,,A
nBgDGsW1,02.10.2021 18:30,Spal,Parma,2,2,56%,44%,27,11,9,3,6,3,12,5,7,4,0,4,1,7,14,14,0,1,4,3,479,371,381,283,19,23,120,74,42,36,,,,,D
voj5I31k,02.10.2021 16:15,Pisa,Reggio Calabria,2,0,48%,52%,15,14,6,2,7,8,2,4,12,9,0,1,2,4,19,18,0,1,2,2,322,352,250,268,18,12,97,84,51,45,,,,,H
xCQFKyLj,02.10.2021 14:00,Alessandria,Cosenza,1,0,47%,53%,8,4,1,1,5,1,2,2,7,6,1,0,1,0,14,8,0,0,2,0,323,372,242,287,22,16,115,86,34,44,,,,,H
nmBQPo9F,02.10.2021 14:00,Cremonese,Ternana,2,0,45%,55%,10,17,4,4,4,8,2,5,4,10,0,2,4,2,16,9,0,0,2,2,368,441,261,320,14,17,91,123,57,71,,,,,H
tAAUO5OL,02.10.2021 14:00,Crotone,Ascoli,2,2,37%,63%,9,15,3,6,4,3,2,6,5,11,4,2,4,1,17,18,1,0,3,4,261,433,187,372,18,14,72,118,29,82,,,,,D
K09YNPwS,02.10.2021 14:00,Frosinone,Cittadella,0,1,55%,45%,13,12,4,4,6,7,3,1,5,3,2,3,3,4,14,20,0,0,1,6,417,343,318,246,7,25,119,91,58,33,,,,,A
0fi1Jqnq,01.10.2021 20:30,Lecce,Monza,3,0,41%,59%,15,2,6,1,5,1,4,0,5,2,5,0,1,3,15,21,0,0,1,2,256,382,174,289,21,18,77,93,46,29,,,,,H
YqoiBnfM,26.09.2021 20:30,L.R. Vicenza,Cremonese,0,1,46%,54%,8,11,0,3,6,4,2,4,5,1,3,1,2,0,20,13,1,0,8,3,350,431,258,341,9,13,86,116,27,39,,,,,A
EcJDSmPd,26.09.2021 20:30,Ternana,Spal,1,0,36%,64%,8,18,3,4,4,8,1,6,4,5,2,1,4,2,12,14,0,0,4,1,307,553,215,465,19,17,92,138,37,57,,,,,H
4SyN5QHq,26.09.2021 16:15,Parma,Pisa,1,1,52%,48%,18,10,7,2,8,7,3,1,12,5,3,2,1,6,11,17,0,0,2,3,406,372,327,293,10,19,106,98,53,48,,,,,D
niRR4pXk,26.09.2021 14:00,Perugia,Alessandria,1,1,63%,37%,12,12,4,3,6,4,2,5,7,4,0,0,2,3,17,19,0,0,4,3,444,269,353,187,8,11,112,88,51,30,,,,,D
bLRBLH5p,25.09.2021 18:30,Cosenza,Crotone,1,0,34%,66%,8,13,6,4,1,5,1,4,1,4,1,2,4,5,8,13,0,0,1,4,276,527,185,440,12,12,70,151,21,52,,,,,H
QsQV34nd,25.09.2021 16:15,Reggio Calabria,Frosinone,0,0,50%,50%,10,13,4,3,5,6,1,4,3,10,0,0,3,4,13,22,0,0,3,5,340,335,240,243,16,16,115,95,38,55,,,,,D
ltHnElA3,25.09.2021 14:00,Ascoli,Brescia,2,3,51%,49%,19,22,4,9,10,9,5,4,5,9,2,2,6,2,12,13,1,0,2,1,423,393,357,328,14,22,93,99,48,58,,,,,A
SWFjD8P9,25.09.2021 14:00,Cittadella,Lecce,1,2,55%,45%,12,11,4,3,4,5,4,3,2,4,3,7,1,3,13,15,0,0,3,3,403,332,300,228,12,10,104,102,58,47,,,,,A
fgnmCSvG,25.09.2021 14:00,Como,Benevento,1,1,45%,55%,11,11,1,3,8,6,2,2,5,4,1,3,2,0,18,9,0,1,4,1,379,477,292,393,11,10,111,84,56,30,,,,,D
S6peA69S,25.09.2021 14:00,Monza,Pordenone,3,1,57%,43%,16,12,5,4,7,3,4,5,6,4,1,4,3,2,16,16,0,0,3,2,470,348,389,266,8,11,91,104,50,33,,,,,H
pp8JE0qH,22.09.2021 20:30,Cremonese,Perugia,0,3,66%,34%,19,8,4,4,12,4,3,0,9,1,0,6,1,4,18,13,0,1,4,4,464,244,377,153,8,13,118,75,103,23,,,,,A
fJHrFUfc,22.09.2021 18:00,Ternana,Parma,3,1,42%,58%,14,11,6,3,8,6,0,2,3,2,2,0,2,3,15,10,0,0,2,2,352,494,251,382,15,21,112,119,52,47,,,,,H
6TZqQccT,21.09.2021 20:30,Cosenza,Como,2,0,40%,60%,6,12,5,3,1,6,0,3,1,7,0,4,3,3,20,14,0,0,3,5,330,476,242,372,17,26,85,142,23,49,,,,,H
S8cODKbN,21.09.2021 20:30,Crotone,Lecce,0,3,62%,38%,18,10,3,3,10,5,5,2,10,3,0,1,0,3,13,15,0,0,1,2,535,336,452,239,12,21,125,62,66,32,,,,,A
bilf8bMp,21.09.2021 20:30,Pisa,Monza,2,1,40%,60%,10,11,4,4,6,5,0,2,3,4,4,0,3,2,17,14,0,1,3,4,321,499,249,412,19,15,92,106,31,34,,,,,H
xrmb7Iyi,21.09.2021 20:30,Pordenone,Reggio Calabria,1,1,36%,64%,10,12,1,2,5,6,4,4,5,4,3,0,1,0,15,15,1,0,3,2,293,528,207,426,14,15,91,107,67,45,,,,,D
tGDvGAui,21.09.2021 20:30,Spal,L.R. Vicenza,3,2,55%,45%,20,12,6,4,8,6,6,2,11,8,1,0,2,3,16,11,0,0,2,1,439,348,354,260,18,11,108,73,55,46,,,,,H
vm5BGME4,21.09.2021 18:00,Alessandria,Ascoli,1,3,66%,34%,18,13,7,6,9,3,2,4,14,3,3,1,3,6,9,16,0,0,1,1,452,259,381,181,15,18,128,65,81,26,,,,,A
Y94FFtUA,21.09.2021 18:00,Benevento,Cittadella,4,1,51%,49%,12,16,5,8,5,5,2,3,1,8,4,1,7,1,7,17,0,0,1,5,405,398,329,325,14,11,72,123,44,58,,,,,H
6adSCvET,20.09.2021 20:30,Frosinone,Brescia,2,2,41%,59%,18,12,9,3,5,4,4,5,5,4,5,2,1,7,13,15,0,0,5,2,342,493,263,413,15,12,90,112,67,41,,,,,D
rLB2Irph,19.09.2021 20:30,Parma,Cremonese,1,2,55%,45%,11,16,2,6,4,5,5,5,2,4,4,1,4,1,10,17,1,0,4,3,484,395,389,319,11,17,106,121,32,40,,,,,A
hjqt1sFH,18.09.2021 18:30,Cittadella,Pordenone,1,0,50%,50%,8,9,3,0,5,6,0,3,3,3,2,2,0,2,19,17,0,0,5,2,326,331,220,209,17,18,104,101,60,52,,,,,H
E5XlaLqU,18.09.2021 16:15,L.R. Vicenza,Pisa,1,3,45%,55%,10,13,4,7,3,4,3,2,3,7,2,2,4,3,19,13,0,0,5,2,300,373,216,291,5,13,87,92,31,50,,,,,A
6ZpY23p5,18.09.2021 14:00,Ascoli,Benevento,0,2,49%,51%,12,8,3,3,7,5,2,0,3,3,3,0,1,3,22,19,0,0,4,6,387,400,317,332,14,25,108,83,61,35,,,,,A
jROGfuho,18.09.2021 14:00,Lecce,Alessandria,3,2,61%,39%,24,7,5,4,11,3,8,0,10,1,2,0,2,2,9,18,0,1,1,4,388,266,296,163,14,11,126,71,71,26,,,,,H
4UCbJOUo,18.09.2021 14:00,Monza,Ternana,1,1,59%,41%,12,16,3,4,4,10,5,2,6,7,1,3,3,2,12,14,0,0,1,1,502,347,424,280,13,9,116,106,42,40,,,,,D
SxytRwrN,18.09.2021 14:00,Perugia,Cosenza,1,1,67%,33%,14,13,6,7,4,3,4,3,2,4,4,1,6,5,14,9,0,1,5,3,516,249,438,180,14,5,115,66,41,32,,,,,D
0d67H2ab,18.09.2021 14:00,Reggio Calabria,Spal,2,1,48%,52%,16,11,7,4,7,6,2,1,9,4,2,1,3,5,12,14,0,0,0,4,303,344,243,257,12,21,100,90,64,29,,,,,H
pQqx2NaB,17.09.2021 20:30,Brescia,Crotone,2,2,45%,55%,14,9,3,3,7,3,4,3,3,7,1,1,1,1,14,11,0,0,1,4,390,490,297,381,17,11,111,107,33,47,,,,,D
Wtrp01UN,17.09.2021 18:00,Como,Frosinone,0,2,57%,43%,16,15,6,5,4,8,6,2,6,8,3,5,3,6,10,17,0,0,1,3,492,367,389,273,18,16,104,99,41,67,,,,,A
