id,date,home_team,away_team,home_goals,away_goals,Expected Goals (xG)_home,Expected Goals (xG)_away,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Blocked Shots_home,Blocked Shots_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Throw-ins_home,Throw-ins_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Yellow Cards_home,Yellow Cards_away,Total Passes_home,Total Passes_away,Completed Passes_home,Completed Passes_away,Tackles_home,Tackles_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Clearances Completed_home,Clearances Completed_away,Crosses Completed_home,Crosses Completed_away,Red Cards_home,Red Cards_away,result
CvI1OzEk,04.11.2023 14:00,Ternana,Venezia,0,1,0.90,0.50,41%,59%,11,8,2,2,8,4,1,2,15,13,4,4,4,1,27,30,1,2,14,8,1,2,369,535,258,418,19,11,110,121,39,36,,,,,0,0,A
Orog0cFp,29.10.2023 16:15,Brescia,Bari,1,2,1.84,0.91,55%,45%,16,19,3,6,8,4,5,9,16,23,2,5,1,1,30,17,4,2,16,21,3,3,389,315,321,245,17,18,108,83,42,26,,,,,0,0,A
hz9qIaiG,29.10.2023 16:15,Modena,Ternana,2,1,1.39,0.47,52%,48%,19,13,5,3,8,1,6,9,15,12,5,5,2,2,23,21,2,3,13,9,3,2,429,379,333,280,16,17,93,136,36,69,,,,,0,0,H
6wDmHJ6M,29.10.2023 16:15,Palermo,Lecco,1,2,2.58,1.30,64%,36%,26,12,9,7,11,3,6,2,11,17,6,5,3,1,25,12,5,8,10,15,2,2,562,323,475,231,12,17,158,66,92,37,,,,,0,0,A
KpgOAHqj,29.10.2023 16:15,Venezia,Pisa,2,1,1.38,1.24,45%,55%,13,8,3,3,5,4,5,1,10,11,6,4,0,2,16,21,2,1,8,11,2,4,408,490,328,410,16,17,103,99,45,42,,,,,0,0,H
bg7TLshi,28.10.2023 16:15,Ascoli,Parma,1,3,0.65,0.91,60%,40%,13,9,4,4,5,3,4,2,14,15,9,8,2,0,23,13,1,3,12,12,7,2,448,306,370,236,12,12,92,83,53,35,,,,,1,0,A
WKKzKLM3,28.10.2023 14:00,Como,Catanzaro,1,0,2.19,0.35,38%,62%,15,9,2,4,8,2,5,3,6,8,4,4,1,4,14,7,4,1,6,21,4,0,297,512,201,418,15,15,95,99,60,28,,,,,0,0,H
ABJvJuxA,28.10.2023 14:00,FeralpiSalo,Reggiana,0,3,1.39,2.56,50%,50%,19,9,4,9,9,0,6,0,13,7,6,3,1,2,14,13,6,4,15,14,2,1,368,395,286,310,20,23,115,98,59,41,,,,,0,0,A
00CiGwMS,28.10.2023 14:00,Spezia,Cosenza,0,0,1.44,0.69,53%,47%,19,13,5,3,9,4,5,6,8,10,8,4,2,2,10,12,3,5,11,14,3,5,386,355,297,263,15,20,97,78,60,41,,,,,0,0,D
29bJBcUq,28.10.2023 14:00,Sudtirol,Sampdoria,3,1,1.85,0.63,37%,63%,8,16,3,4,3,7,2,5,9,7,2,9,1,1,10,19,3,0,15,14,3,3,291,486,203,412,21,9,88,124,40,53,,,,,0,0,H
xp6XK17c,27.10.2023 20:30,Cittadella,Cremonese,1,2,0.63,1.50,39%,61%,8,20,3,4,2,12,3,4,15,17,4,8,3,0,25,23,2,2,15,13,4,1,306,485,210,384,24,25,116,111,47,59,,,,,0,0,A
xQ1j3QVO,24.10.2023 18:30,Brescia,Modena,0,1,0.39,1.79,48%,52%,6,15,0,4,6,10,0,1,11,15,2,7,0,0,16,16,3,0,13,20,3,3,403,426,290,328,15,11,106,106,41,46,,,,,0,0,A
naHsWCc8,24.10.2023 18:30,Pisa,Lecco,1,2,1.68,0.78,74%,26%,27,13,3,3,20,7,4,3,11,15,8,1,2,0,16,16,1,2,14,10,3,4,690,240,606,168,9,18,159,64,81,18,,,,,0,0,A
fN74HS05,23.10.2023 20:30,Palermo,Spezia,2,2,1.77,0.60,55%,45%,16,10,7,5,3,2,6,3,19,13,4,5,2,4,23,8,3,5,14,12,3,6,414,335,327,258,14,22,107,95,55,44,,,,,0,1,D
roPtbv0p,22.10.2023 18:30,Reggiana,Venezia,1,0,0.81,1.39,47%,53%,11,15,2,5,5,5,4,5,15,18,5,9,2,2,16,21,5,1,13,15,3,5,335,374,266,304,18,22,84,89,33,51,,,,,0,1,H
dlTpcbFj,22.10.2023 16:15,Sampdoria,Cosenza,2,0,1.77,0.96,49%,51%,17,14,5,5,8,7,4,2,17,18,4,4,4,2,20,20,5,3,15,16,3,5,370,375,277,296,22,14,86,112,34,48,,,,,0,0,H
AZ5hKUGn,21.10.2023 16:15,Catanzaro,FeralpiSalo,3,0,0.82,0.20,65%,35%,10,7,5,2,1,4,4,1,14,14,5,4,3,2,17,19,2,3,13,11,3,2,620,325,552,256,7,6,113,56,47,23,,,,,0,0,H
SAGmLA1t,21.10.2023 14:00,Bari,Modena,1,1,1.04,0.31,48%,52%,11,10,3,4,6,5,2,1,27,11,8,4,1,0,12,20,3,2,26,11,3,5,362,417,285,342,27,12,82,101,55,45,,,,,0,0,D
M99dJlWh,21.10.2023 14:00,Cremonese,Sudtirol,0,1,1.00,0.33,62%,38%,20,9,6,4,3,4,11,1,12,10,11,8,2,1,16,18,3,6,11,8,3,2,504,308,438,232,15,9,115,78,80,36,,,,,0,0,A
GW80I8oa,21.10.2023 14:00,Lecco,Ascoli,0,2,1.14,1.15,61%,39%,12,14,4,5,6,7,2,2,16,21,5,2,3,0,21,30,3,4,15,14,3,2,401,263,313,176,12,13,102,79,56,20,,,,,0,0,A
jk1DF6VH,21.10.2023 14:00,Pisa,Cittadella,2,1,1.10,1.08,58%,42%,13,15,6,4,5,5,2,6,17,17,6,7,1,2,15,16,3,4,14,14,3,3,509,349,422,262,15,22,90,125,53,48,,,,,0,0,H
WnNPHPpI,21.10.2023 14:00,Ternana,Brescia,0,1,0.47,0.74,39%,61%,9,14,0,5,6,4,3,5,11,11,4,4,3,3,24,22,4,0,7,9,3,1,296,471,202,387,14,11,80,116,27,52,,,,,1,0,A
Cb29GnGB,20.10.2023 20:30,Parma,Como,2,1,0.67,1.65,48%,52%,14,18,4,6,6,8,4,4,12,11,3,4,0,1,15,23,5,2,11,10,2,2,462,492,382,430,19,11,89,114,42,57,,,,,0,0,H
UFpJ5V1g,08.10.2023 16:15,Como,Cremonese,1,3,1.66,1.87,51%,49%,16,10,5,3,5,2,6,5,10,17,10,6,5,4,15,21,0,4,7,12,0,3,352,350,278,262,18,15,89,71,46,43,,,,,0,1,A
bexz2m1I,08.10.2023 16:15,Spezia,Pisa,0,0,1.24,0.97,53%,47%,20,10,6,3,6,6,8,1,12,11,6,3,1,2,33,20,3,6,11,12,3,2,337,310,225,212,21,10,114,82,73,24,,,,,1,0,D
ADUH7iXt,07.10.2023 16:15,Ascoli,Sampdoria,1,1,2.06,1.77,48%,52%,14,12,4,4,8,4,2,4,20,15,6,1,2,1,22,16,3,3,20,14,2,4,361,390,255,298,15,11,99,97,41,50,,,,,0,0,D
l4TL6Bnm,07.10.2023 16:15,Cittadella,Ternana,2,2,0.99,2.20,48%,52%,12,17,4,5,6,6,2,6,11,12,3,4,0,0,18,18,3,2,10,11,2,0,367,403,277,308,16,13,107,111,49,45,,,,,0,0,D
Q1ULPjgP,07.10.2023 16:15,Venezia,Parma,3,2,1.48,1.52,50%,50%,12,15,5,4,6,5,1,6,7,12,5,8,3,2,22,26,2,2,5,8,0,2,463,454,375,358,19,14,104,106,48,62,,,,,0,0,H
86qN4kHa,07.10.2023 14:00,Cosenza,Lecco,3,0,1.23,0.35,56%,44%,22,15,8,6,12,5,2,4,11,8,4,3,1,0,19,27,6,5,11,7,2,3,440,344,360,243,11,12,103,96,63,31,,,,,0,0,H
2TrR39W5,07.10.2023 14:00,Modena,Palermo,0,2,0.82,1.95,52%,48%,11,11,2,4,6,6,3,1,13,13,7,2,1,0,37,15,2,2,11,11,2,3,395,372,305,287,10,20,127,84,71,41,,,,,1,0,A
GWnV2ToC,07.10.2023 14:00,Reggiana,Bari,1,1,1.26,0.53,56%,44%,14,10,3,2,7,4,4,4,14,17,6,9,0,0,17,18,1,2,11,18,2,1,491,382,427,310,21,11,87,84,36,41,,,,,0,0,D
xnyv17GO,07.10.2023 14:00,Sudtirol,Catanzaro,0,1,0.79,0.41,43%,57%,9,13,3,6,5,3,1,4,14,15,4,4,4,1,28,19,5,3,11,10,1,3,321,464,237,393,16,8,100,103,57,57,,,,,0,0,A
hdOLI5VB,06.10.2023 20:30,Brescia,FeralpiSalo,1,1,2.18,0.85,65%,35%,19,16,4,6,8,6,7,4,14,13,2,5,1,1,22,16,5,3,13,11,2,3,503,279,428,204,19,17,53,52,34,22,,,,,0,0,D
8p8nhCXg,01.10.2023 18:30,Cremonese,Parma,1,2,0.76,0.71,58%,42%,15,9,3,3,8,3,4,3,16,16,2,4,3,1,19,14,1,2,12,13,1,1,513,380,431,287,15,19,125,76,74,35,,,,,0,0,A
GxjufY2s,01.10.2023 16:15,Bari,Como,1,1,1.49,0.74,67%,33%,18,9,5,6,10,2,3,1,20,18,6,4,1,1,21,15,5,4,16,18,3,4,503,256,428,186,12,5,114,82,56,30,,,,,0,1,D
AakqghIm,01.10.2023 16:15,Cittadella,Lecco,2,1,1.86,1.72,67%,33%,15,16,5,6,7,9,3,1,24,15,4,5,2,0,27,20,5,3,10,26,4,4,454,221,358,119,15,20,109,80,53,35,,,,,0,0,H
bZ0akAHC,01.10.2023 16:15,Palermo,Sudtirol,2,1,1.90,0.17,60%,40%,24,8,6,2,9,5,9,1,13,16,13,1,2,0,11,13,1,4,15,17,5,3,480,329,413,251,10,8,122,74,69,39,,,,,0,0,H
vVwnDD9J,01.10.2023 16:15,Sampdoria,Catanzaro,1,2,2.31,1.12,49%,51%,17,4,6,3,10,1,1,0,13,27,11,2,3,2,21,16,1,5,12,23,1,4,426,469,337,371,8,17,107,87,58,26,,,,,0,0,A
hYsjCXOP,30.09.2023 16:15,Ternana,Reggiana,3,0,0.42,0.60,43%,57%,13,10,7,3,4,4,2,3,14,15,3,2,3,0,24,18,3,4,13,9,6,3,377,494,289,406,15,23,111,96,35,23,,,,,0,0,H
zLTGJoG5,30.09.2023 14:00,Brescia,Ascoli,1,1,1.71,0.56,56%,44%,21,9,3,3,5,5,13,1,12,19,7,2,2,1,19,22,2,2,13,11,2,3,468,376,373,281,6,12,133,80,44,33,,,,,0,0,D
j9ciiWn0,30.09.2023 14:00,FeralpiSalo,Spezia,1,2,0.49,1.45,49%,51%,9,13,3,5,6,5,0,3,19,16,2,5,0,2,31,17,3,2,16,17,1,6,379,403,280,297,15,24,108,110,32,46,,,,,0,0,A
Uadejj26,30.09.2023 14:00,Modena,Venezia,1,3,1.02,0.32,41%,59%,14,9,4,4,4,3,6,2,11,6,7,3,0,1,22,21,1,3,9,5,2,2,356,517,282,438,9,13,84,130,43,31,,,,,0,0,A
xQa3lUWI,30.09.2023 14:00,Pisa,Cosenza,1,2,0.60,0.69,61%,39%,8,15,6,5,0,6,2,4,18,14,2,3,0,1,25,19,3,5,13,13,3,6,587,367,501,299,18,10,93,81,39,38,,,,,1,0,A
MFU5uZml,27.09.2023 20:30,Catanzaro,Cittadella,1,1,1.38,0.35,66%,34%,14,10,8,3,3,4,3,3,15,13,5,2,0,0,26,25,2,7,12,14,0,3,584,300,495,212,18,17,118,93,50,30,,,,,0,0,D
UuU9vg3f,27.09.2023 20:30,Como,Sampdoria,1,0,0.42,0.35,41%,59%,8,13,4,5,2,4,2,4,20,17,2,5,1,3,21,25,5,3,17,15,2,5,350,499,263,415,14,14,91,109,32,35,,,,,0,0,H
4bMMyimD,27.09.2023 20:30,Parma,Bari,2,1,1.73,0.86,42%,58%,12,14,5,4,5,6,2,4,14,17,5,3,1,2,14,22,3,3,16,12,1,3,390,539,301,449,17,21,126,118,42,39,,,,,0,0,H
rPV1tFYs,26.09.2023 20:30,Ascoli,Ternana,2,0,1.65,1.87,44%,56%,13,17,5,3,3,8,5,6,23,13,2,8,0,1,15,18,3,3,20,13,2,3,323,407,238,313,26,11,96,86,34,50,,,,,0,0,H
I1A40zQD,26.09.2023 20:30,Reggiana,Pisa,0,0,0.60,0.70,54%,46%,13,12,2,5,7,7,4,0,16,14,3,2,2,0,26,15,5,2,16,12,4,4,483,403,404,331,19,23,102,96,42,40,,,,,0,0,D
dUUCKR0a,26.09.2023 20:30,Spezia,Brescia,0,0,0.44,0.63,57%,43%,12,11,5,3,2,4,5,4,10,16,7,5,0,1,23,20,3,5,8,16,1,2,550,424,473,336,16,19,135,82,74,38,,,,,0,0,D
dh98afuK,26.09.2023 20:30,Sudtirol,Modena,0,0,0.30,0.81,36%,64%,7,25,1,2,4,15,2,8,13,7,5,3,1,0,16,15,2,1,13,6,1,2,309,556,220,488,10,11,81,132,20,91,,,,,0,0,D
ET3DbEfQ,26.09.2023 20:30,Venezia,Palermo,1,3,1.17,2.25,57%,43%,17,7,1,4,11,2,5,1,13,10,8,1,1,3,25,14,1,0,10,10,1,2,466,369,371,275,10,8,117,71,60,25,,,,,0,0,A
8WSDwDI0,26.09.2023 18:15,Cosenza,Cremonese,1,2,0.92,1.02,46%,54%,9,20,4,4,3,11,2,5,12,20,4,7,3,1,25,19,2,3,9,15,2,1,366,420,287,347,9,13,84,107,44,67,,,,,0,0,A
jeIIxXX6,26.09.2023 18:15,Lecco,FeralpiSalo,1,2,0.83,0.49,49%,51%,13,12,3,4,5,8,5,0,14,18,4,1,2,3,12,24,2,2,10,13,2,3,383,413,302,322,19,15,105,109,36,43,,,,,0,0,A
pUTPrmwq,24.09.2023 16:15,Bari,Catanzaro,2,2,1.14,1.31,45%,55%,14,11,4,5,7,3,3,3,13,17,2,4,2,0,13,19,3,2,13,17,1,4,366,477,304,408,8,8,78,78,37,24,,,,,0,1,D
ShJUs7hk,24.09.2023 16:15,Cittadella,Como,0,3,1.41,1.71,55%,45%,12,9,3,4,5,4,4,1,21,13,5,2,2,3,38,19,1,3,21,13,1,2,429,373,292,237,16,16,121,112,52,33,,,,,0,0,A
UHkRnHeE,24.09.2023 16:15,Parma,Sampdoria,1,1,1.46,0.54,55%,45%,12,8,7,3,3,1,2,4,13,21,9,1,3,3,32,11,2,6,11,15,3,5,502,436,427,361,8,14,149,58,81,23,,,,,0,0,D
OvkVoyBK,23.09.2023 16:15,Spezia,Reggiana,1,2,0.64,1.98,47%,53%,15,11,3,4,6,5,6,2,13,17,7,5,1,1,26,20,2,2,13,16,3,5,418,484,333,394,24,18,103,104,60,43,,,,,0,0,A
27V8L7og,23.09.2023 14:00,Brescia,Venezia,0,0,0.81,0.49,44%,56%,11,15,3,0,5,3,3,12,14,9,3,8,1,1,13,18,0,3,12,7,3,2,396,491,320,417,12,11,91,137,28,56,,,,,0,0,D
vTMYtR7e,23.09.2023 14:00,Cremonese,Ascoli,2,2,0.78,2.08,62%,38%,13,17,4,8,5,6,4,3,16,11,6,5,1,1,18,18,6,2,16,11,3,4,520,319,445,246,14,23,121,68,65,42,,,,,1,1,D
YkMxtoN1,23.09.2023 14:00,FeralpiSalo,Pisa,0,1,0.96,0.64,39%,61%,12,16,3,4,5,6,4,6,20,11,4,4,0,1,37,17,3,3,19,11,3,4,331,534,246,442,7,19,107,133,48,65,,,,,0,0,A
CtLtu5x8,23.09.2023 14:00,Modena,Lecco,0,0,1.13,0.49,66%,34%,17,14,5,4,9,7,3,3,19,9,8,8,2,3,28,17,4,5,15,7,3,1,455,237,357,137,14,19,140,78,62,22,,,,,0,0,D
xrgZpeQQ,23.09.2023 14:00,Ternana,Sudtirol,1,1,0.42,1.10,47%,53%,10,10,3,3,3,5,4,2,11,15,5,7,0,1,15,11,2,2,10,17,3,1,438,499,338,408,20,15,89,148,49,62,,,,,0,0,D
jRjNmct8,22.09.2023 20:30,Palermo,Cosenza,0,1,1.30,0.72,62%,38%,19,14,6,4,6,4,7,6,10,11,4,2,0,2,17,16,3,6,6,11,1,3,544,335,458,266,10,9,104,67,83,42,,,,,0,0,A
vV1h1egA,18.09.2023 20:30,Sampdoria,Cittadella,1,2,0.50,1.22,61%,39%,12,11,5,6,4,3,3,2,22,17,2,4,3,1,17,15,4,4,22,13,3,3,558,357,474,278,18,19,91,108,39,36,,,,,0,0,A
Mw3Zpz9T,17.09.2023 16:15,Catanzaro,Parma,0,5,0.77,2.42,65%,35%,12,10,2,7,4,1,6,2,14,7,8,3,3,2,13,20,2,2,13,5,1,4,514,290,455,221,10,14,98,60,60,38,,,,,0,0,A
CIMgtfHp,17.09.2023 16:15,Como,Ternana,2,1,1.50,1.06,52%,48%,19,10,5,4,7,5,7,1,17,17,1,3,0,2,12,25,3,3,13,16,2,2,432,408,366,327,16,14,95,112,52,42,,,,,0,0,H
0v3l2yv4,16.09.2023 16:15,Reggiana,Cremonese,2,2,1.00,1.56,42%,58%,7,37,5,8,1,18,1,11,12,11,0,14,5,1,6,7,6,3,12,6,0,1,399,502,318,428,15,24,68,158,20,100,,,,,0,0,D
rm4VoGgN,16.09.2023 14:00,Ascoli,Palermo,0,1,0.64,1.58,51%,49%,16,11,1,4,10,6,5,1,21,7,8,10,0,0,19,15,3,1,21,7,0,2,398,376,321,303,15,16,95,70,37,54,,,,,0,0,A
j9LcuEWj,16.09.2023 14:00,Cosenza,Sudtirol,2,2,0.72,0.32,54%,46%,12,6,5,2,3,3,4,1,12,15,5,2,0,1,21,29,0,3,10,13,4,1,445,382,354,274,11,18,98,89,36,34,,,,,0,0,D
4C9u4c9i,16.09.2023 14:00,FeralpiSalo,Modena,1,1,0.60,1.02,41%,59%,10,17,1,6,6,6,3,5,16,9,4,7,0,1,18,20,5,0,15,7,4,4,329,474,249,402,15,20,89,113,28,83,,,,,1,0,D
l4R4MmWn,16.09.2023 14:00,Lecco,Brescia,0,2,2.58,0.75,59%,41%,24,11,7,5,7,4,10,2,18,20,7,5,1,2,17,15,3,7,16,19,3,2,375,269,294,187,17,10,107,79,52,26,,,,,0,0,A
IFDq3HOc,16.09.2023 14:00,Pisa,Bari,1,1,0.37,0.63,46%,54%,7,10,1,3,2,4,4,3,9,19,3,5,0,0,7,19,2,0,10,17,4,2,398,454,332,388,22,16,75,106,39,49,,,,,1,0,D
846d0F8G,15.09.2023 20:30,Venezia,Spezia,1,0,0.82,1.96,40%,60%,9,23,3,7,2,4,4,12,18,20,3,5,4,1,11,25,7,2,17,15,2,3,378,560,284,476,14,12,72,128,35,69,,,,,0,0,H
zNvhYdPN,03.09.2023 20:45,Cittadella,Venezia,0,0,0.63,0.70,44%,56%,8,10,4,3,3,4,1,3,13,13,5,5,0,0,30,39,3,4,13,12,3,2,321,414,210,283,18,18,102,124,44,55,,,,,0,0,D
UqvdXGvU,03.09.2023 18:30,Cremonese,Sampdoria,1,1,1.62,0.79,42%,58%,19,8,11,4,6,3,2,1,12,17,3,2,3,1,18,25,3,10,12,14,2,4,363,531,277,444,9,12,83,98,61,40,,,,,0,0,D
4xVNSzmo,03.09.2023 18:30,Lecco,Catanzaro,3,4,,,40%,60%,17,20,7,8,6,9,4,3,12,8,3,6,1,2,11,15,4,4,10,7,2,1,371,563,308,489,10,7,95,104,29,43,,,,,0,0,A
hbBIlI94,03.09.2023 18:30,Spezia,Como,0,1,,,64%,36%,9,12,1,5,6,2,2,5,21,16,6,6,1,1,24,24,4,1,19,14,5,4,580,321,486,240,14,11,129,78,47,28,,,,,0,0,A
lQ4RndvH,03.09.2023 18:30,Ternana,Bari,0,0,,,41%,59%,13,10,2,1,7,5,4,4,15,20,3,3,4,1,15,16,1,2,14,16,3,2,373,558,295,479,20,9,106,110,33,42,,,,,0,0,D
6ux0NTGt,03.09.2023 16:15,Brescia,Cosenza,1,0,0.65,0.56,46%,54%,7,13,1,1,4,6,2,6,22,21,5,7,2,3,18,20,1,0,18,18,4,2,344,396,263,314,18,8,108,96,32,59,,,,,0,1,H
6s96iKPo,02.09.2023 18:30,Modena,Pisa,2,0,1.40,0.47,44%,56%,14,6,4,2,5,2,5,2,11,15,7,7,1,1,16,22,2,2,10,13,2,2,355,452,285,376,11,13,75,106,31,24,,,,,0,1,H
pY7Ajvuh,02.09.2023 18:30,Palermo,FeralpiSalo,3,0,1.31,0.78,52%,48%,16,8,6,0,7,4,3,4,10,15,5,6,2,2,12,13,0,3,8,14,1,1,519,487,440,406,18,5,106,98,52,28,,,,,0,0,H
E7CEkbfb,02.09.2023 18:30,Parma,Reggiana,0,0,0.96,0.41,60%,40%,18,8,4,1,11,3,3,4,11,16,6,2,1,2,21,15,1,4,7,15,2,2,510,349,439,262,16,31,141,74,84,28,,,,,0,0,D
zN0NmxPA,02.09.2023 18:30,Sudtirol,Ascoli,3,1,,,34%,66%,7,14,4,4,3,6,0,4,8,17,0,8,1,0,18,15,3,1,11,16,2,4,313,592,230,516,11,5,81,136,28,52,,,,,0,0,H
t0JIJcAU,30.08.2023 20:30,Bari,Cittadella,1,1,0.40,0.65,48%,52%,14,17,4,5,5,9,5,3,15,15,1,8,1,1,19,20,4,3,12,12,1,1,396,413,319,344,12,20,117,112,47,58,,,,,0,0,D
WOfOvstt,30.08.2023 20:30,Catanzaro,Spezia,3,0,0.30,1.13,46%,54%,10,8,5,2,2,3,3,3,22,14,6,5,0,0,26,21,2,2,21,14,2,3,385,434,289,352,20,28,102,101,18,28,,,,,1,0,H
veoqzJfB,30.08.2023 20:30,Sampdoria,Venezia,1,2,1.15,1.26,47%,53%,17,13,5,5,8,3,4,5,9,13,7,4,2,2,16,23,3,4,7,10,5,0,430,497,356,411,16,11,91,114,48,40,,,,,0,0,A
dWulZxAH,30.08.2023 20:30,Ternana,Cremonese,0,1,0.29,1.75,54%,46%,10,17,4,4,3,8,3,5,10,12,8,5,5,1,25,14,3,4,10,8,2,3,447,375,344,284,21,21,139,99,72,44,,,,,0,1,A
29KEKweO,29.08.2023 20:30,Ascoli,FeralpiSalo,3,0,2.21,0.20,55%,45%,19,5,5,4,8,1,6,0,13,16,7,3,2,0,21,25,4,2,12,14,0,3,468,396,394,317,19,17,135,78,54,23,,,,,0,0,H
hvqXxLAh,29.08.2023 20:30,Cosenza,Modena,1,2,1.46,1.10,53%,47%,12,10,2,5,7,3,3,2,14,11,6,3,1,0,26,22,3,1,12,10,4,2,470,430,370,339,23,14,113,104,65,46,,,,,0,0,A
6smyxuQb,29.08.2023 20:30,Pisa,Parma,1,2,1.67,0.95,59%,41%,16,9,2,2,6,4,8,3,14,20,7,4,5,3,19,18,0,1,11,15,1,3,515,352,452,288,18,12,94,93,49,49,,,,,1,1,A
04nuyau5,29.08.2023 20:30,Reggiana,Palermo,1,3,1.31,2.30,50%,50%,15,18,2,9,8,7,5,2,19,10,7,3,1,1,19,17,6,1,18,9,3,0,396,400,323,340,14,25,89,93,52,37,,,,,1,0,A
ttiX70BI,27.08.2023 20:30,Catanzaro,Ternana,2,1,1.08,1.65,59%,41%,15,25,5,7,6,14,4,4,16,10,4,7,2,2,14,12,6,3,16,9,1,2,473,326,399,247,6,7,107,102,48,45,,,,,0,0,H
KWky7KQO,26.08.2023 20:30,Como,Reggiana,2,2,0.40,0.49,40%,60%,10,12,4,5,3,2,3,5,14,17,3,4,0,1,22,29,3,2,18,14,3,2,315,484,242,392,23,21,88,114,24,50,,,,,0,0,D
MyUJV33P,26.08.2023 20:30,Cremonese,Bari,0,1,0.85,0.41,60%,40%,25,7,5,1,13,6,7,0,13,11,5,3,2,2,20,23,0,5,9,10,1,3,480,325,410,225,16,7,125,66,65,37,,,,,0,0,A
x2ZlQsRn,26.08.2023 20:30,FeralpiSalo,Sudtirol,0,2,0.12,1.08,66%,34%,7,9,1,4,4,3,2,2,12,17,6,1,1,1,14,4,2,1,16,12,2,3,613,320,511,224,13,15,125,90,53,32,,,,,0,0,A
YTScOLea,26.08.2023 20:30,Modena,Ascoli,1,0,0.34,0.42,55%,45%,13,8,3,5,8,3,2,0,20,14,9,1,1,0,18,16,5,2,12,17,1,1,483,391,388,304,12,11,128,88,47,32,,,,,0,1,H
CKR1NuB5,26.08.2023 20:30,Parma,Cittadella,2,0,1.22,1.01,38%,62%,10,19,3,0,2,9,5,10,17,16,2,11,0,3,12,21,0,1,16,14,1,2,351,538,244,448,7,14,87,119,31,81,,,,,0,0,H
KpV9LJuI,26.08.2023 18:00,Venezia,Cosenza,1,1,1.71,0.10,61%,39%,20,4,4,1,7,2,9,1,7,13,8,2,2,1,25,9,0,3,6,9,1,1,530,347,460,276,11,23,115,80,55,16,,,,,0,0,D
6sR5MaQB,25.08.2023 20:30,Sampdoria,Pisa,0,2,0.98,0.92,55%,45%,12,8,2,3,8,5,2,0,19,23,5,3,6,1,30,12,1,2,16,16,1,4,425,363,348,274,17,18,109,107,38,49,,,,,0,0,A
bwymAVzk,20.08.2023 20:30,Cittadella,Reggiana,1,0,0.94,0.40,37%,63%,13,8,3,1,6,3,4,4,19,22,6,2,2,1,28,27,1,2,20,17,3,3,278,508,173,410,27,8,99,99,44,55,,,,,0,0,H
YeTa7TK7,20.08.2023 20:30,Parma,FeralpiSalo,2,0,1.43,0.73,51%,49%,15,13,4,2,5,6,6,5,13,11,7,7,0,0,6,18,2,2,11,11,1,4,467,437,389,358,11,13,99,88,66,53,,,,,0,0,H
rRfCCOdm,20.08.2023 20:30,Venezia,Como,3,0,2.47,0.32,46%,54%,18,12,6,3,8,5,4,4,21,10,9,3,1,4,15,15,3,3,17,9,,,344,415,272,336,8,9,82,110,46,44,,,,,0,0,H
QkGoVWCE,20.08.2023 18:00,Sudtirol,Spezia,3,3,2.90,0.91,33%,67%,10,17,4,5,4,8,2,4,18,20,2,1,0,1,20,14,2,1,17,20,3,3,329,679,248,607,12,14,78,130,34,59,,,,,0,0,D
xUZj9kje,19.08.2023 20:30,Cosenza,Ascoli,3,0,3.45,0.12,71%,29%,22,4,6,0,9,2,7,2,13,13,7,0,3,1,11,15,0,3,11,12,1,4,443,190,394,125,8,13,113,59,80,20,,,,,0,3,H
KhPe8951,19.08.2023 20:30,Cremonese,Catanzaro,0,0,0.98,0.68,42%,58%,17,6,3,2,7,2,7,2,9,20,6,2,0,2,9,16,2,3,7,18,3,1,396,559,325,485,20,7,102,76,73,21,,,,,0,0,D
4zd8D4ss,19.08.2023 20:30,Ternana,Sampdoria,1,2,0.77,2.25,45%,55%,14,13,3,6,3,4,8,3,13,11,5,4,2,1,18,22,4,2,11,10,4,1,363,458,261,368,24,8,128,75,34,29,,,,,0,0,A
U3WrBBLr,18.08.2023 20:30,Bari,Palermo,0,0,1.09,2.29,44%,56%,11,17,3,2,4,8,4,7,16,12,3,5,0,2,18,11,2,3,14,15,7,4,304,364,244,325,11,9,54,103,29,57,,,,,2,0,D
