id,date,home_team,away_team,home_goals,away_goals,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Red Cards_home,Red Cards_away,Yellow Cards_home,Yellow Cards_away,Total Passes_home,Total Passes_away,Tackles_home,Tackles_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Ball Possession_home,Ball Possession_away,Completed Passes_home,Completed Passes_away,Throw-ins_home,Throw-ins_away,result
U7dmkcvD,31.10.2018 19:00,Salernitana,Livorno,3,1,14,11,6,2,8,9,20,10,6,4,3,2,1,3,8,18,0,0,2,3,395,446,8,19,114,93,40,37,51%,49%,,,,,H
fTxaBmeF,30.10.2018 21:00,AC Carpi,Palermo,0,3,7,22,0,5,7,17,18,27,3,4,4,2,2,0,22,16,1,1,3,3,278,601,17,10,82,151,35,71,,,,,,,A
S662CTu9,30.10.2018 21:00,Ascoli,Verona,1,0,14,7,4,0,10,7,31,23,6,5,3,8,0,3,20,22,0,0,3,2,401,502,20,8,97,123,35,47,,,,,,,H
Wh0SgLPs,30.10.2018 21:00,Cittadella,Foggia,1,1,12,12,4,4,8,8,15,33,5,5,9,0,3,3,26,14,1,0,4,1,339,395,29,21,118,84,48,29,,,,,,,D
QFaWhuul,30.10.2018 21:00,Cosenza,Pescara,1,1,11,19,4,4,7,15,20,10,1,5,1,1,3,3,10,18,0,0,2,3,386,539,13,15,110,114,44,42,,,,,,,D
vJ3zhaff,30.10.2018 21:00,Cremonese,Venezia,0,1,6,7,3,2,3,5,7,17,1,4,0,2,1,3,16,5,0,0,1,0,500,522,12,24,110,112,60,64,,,,,,,A
0YiqjwP6,30.10.2018 21:00,Perugia,Padova,3,2,20,11,7,7,13,4,8,8,7,5,3,4,5,4,8,15,0,0,2,4,424,415,13,13,86,91,40,29,53%,47%,,,,,H
UBzYdltM,28.10.2018 21:00,Crotone,Salernitana,1,1,12,12,3,2,9,10,17,13,6,11,1,5,1,2,0,0,0,0,0,2,466,296,4,21,110,65,55,24,,,,,,,D
0fR3iS3q,27.10.2018 18:00,Verona,Perugia,2,1,14,11,6,8,8,3,19,15,9,5,1,5,7,4,14,14,0,0,1,1,420,417,27,3,94,91,64,19,,,,,,,H
zDsPbAB9,27.10.2018 15:00,Benevento,Cremonese,2,1,11,5,7,2,4,3,16,14,8,6,0,3,1,5,14,13,0,0,4,4,421,464,16,6,36,29,16,15,,,,,,,H
nmoTcUQF,27.10.2018 15:00,Brescia,Cosenza,1,0,11,7,5,6,6,1,18,18,5,7,1,2,6,4,16,17,0,0,3,3,369,445,28,35,90,101,52,56,,,,,,,H
82Zyd8eS,27.10.2018 15:00,Foggia,Lecce,2,2,15,12,5,6,10,6,23,12,1,4,2,7,4,3,11,16,0,0,2,0,518,442,11,8,94,93,31,41,,,,,,,D
voQ7jnJk,27.10.2018 15:00,Livorno,Ascoli,1,0,16,17,6,4,10,13,13,15,6,10,2,1,4,5,13,12,0,0,2,2,321,367,12,0,83,101,39,1777,,,,,,,H
M9FCk6Ye,27.10.2018 15:00,Padova,Spezia,0,0,9,10,2,2,7,8,16,15,4,3,2,0,2,2,13,16,0,0,3,2,368,657,7,11,108,118,24,32,,,,,,,D
lG7bD9Q2,27.10.2018 15:00,Pescara,Cittadella,0,1,9,16,2,6,7,10,24,21,4,6,6,4,5,2,15,20,0,0,3,3,435,421,16,19,89,101,33,60,,,,,,,A
zDJGlQm2,26.10.2018 21:00,Palermo,Venezia,1,1,25,7,8,2,17,5,18,21,5,6,2,0,1,7,19,18,1,0,4,2,439,385,3,8,110,83,63,38,,,,,,,D
fgMkpBdG,22.10.2018 21:00,Benevento,Livorno,1,0,14,7,6,3,8,4,27,14,12,1,2,5,3,5,12,21,0,0,2,4,417,396,6,15,126,97,57,22,,,,,,,H
ni1UxTlj,21.10.2018 21:00,Lecce,Palermo,1,2,11,11,4,4,7,7,25,18,6,3,1,2,2,3,16,23,0,0,1,4,401,353,16,10,117,112,45,39,,,,,,,A
Qs0Yym4d,21.10.2018 15:00,Salernitana,Perugia,2,1,13,16,6,6,7,10,16,12,5,5,1,2,5,4,12,14,0,1,3,2,341,450,23,4,99,107,47,59,,,,,,,H
tjrLajd3,21.10.2018 15:00,Venezia,Verona,1,1,16,12,6,5,10,7,12,19,5,4,5,1,4,5,17,10,0,0,1,3,457,536,12,5,80,121,62,46,,,,,,,D
hU1Qw9Zq,20.10.2018 18:00,Crotone,Padova,2,1,17,15,3,6,14,9,15,19,3,1,3,1,5,1,16,15,0,1,1,3,474,448,4,11,133,78,48,35,,,,,,,H
nTMooisA,20.10.2018 15:00,Ascoli,AC Carpi,1,0,13,12,8,5,5,7,31,19,5,4,1,3,5,7,18,27,0,0,5,5,340,281,21,18,102,99,26,37,,,,,,,H
YqLgqVBM,20.10.2018 15:00,Cittadella,Brescia,2,2,16,14,3,4,13,10,18,29,6,3,4,4,2,1,25,14,0,0,3,4,392,397,13,10,120,93,66,21,,,,,,,D
G8AbrkRS,20.10.2018 15:00,Cosenza,Foggia,2,0,13,10,5,3,8,7,12,22,6,9,4,3,3,3,18,9,0,0,2,3,259,496,20,26,78,109,49,50,,,,,,,H
2aqH0Wtc,19.10.2018 21:00,Spezia,Pescara,1,3,20,10,5,4,15,6,19,15,10,4,1,4,1,4,14,16,0,0,1,3,499,359,8,11,138,77,68,30,,,,,,,A
CAUYmgci,07.10.2018 21:00,Palermo,Crotone,1,0,24,6,4,2,20,4,16,22,3,1,6,1,2,3,16,15,0,0,3,1,472,440,18,12,106,107,53,34,,,,,,,H
8Or9XXCA,07.10.2018 15:00,Brescia,Padova,4,1,16,11,6,1,10,10,11,25,8,6,8,0,0,2,18,11,0,0,2,1,500,385,18,11,104,86,51,28,59%,41%,,,,,H
b7tiP9Kj,07.10.2018 15:00,Livorno,Spezia,1,3,12,13,6,6,6,7,20,17,0,5,1,2,3,5,16,18,1,0,2,4,528,439,11,27,159,78,53,30,,,,,,,A
QDYxmDCc,06.10.2018 18:00,Perugia,Venezia,1,0,14,9,5,3,9,6,25,24,3,7,1,2,3,4,23,22,0,1,3,4,436,424,11,8,64,53,65,61,,,,,,,H
691CWiSG,06.10.2018 15:00,AC Carpi,Cosenza,1,1,8,20,7,6,1,14,20,25,0,9,4,0,5,6,22,19,0,0,1,2,317,512,1,31,85,109,37,61,,,,,,,D
0W0GVBsN,06.10.2018 15:00,Cremonese,Salernitana,0,0,9,8,3,1,6,7,19,14,9,2,0,4,1,3,14,15,0,1,0,3,424,341,6,19,127,98,69,32,,,,,,,D
vNaKUVdT,06.10.2018 15:00,Foggia,Ascoli,3,2,12,19,6,4,6,15,26,19,0,6,0,6,2,3,19,20,0,0,3,2,434,400,16,16,72,107,21,40,,,,,,,H
8xOsnXR3,06.10.2018 15:00,Pescara,Benevento,2,1,12,7,6,1,6,6,20,16,5,2,0,0,0,4,16,20,0,0,3,3,291,551,13,11,101,135,44,39,,,,,,,H
KGsmQk5p,05.10.2018 21:00,Verona,Lecce,0,2,23,13,4,8,19,5,15,13,14,4,3,2,6,4,10,14,0,0,3,4,597,340,8,25,139,74,63,36,,,,,,,A
vqihyGDo,02.10.2018 17:30,Padova,Pescara,2,2,12,9,5,3,7,6,15,15,7,2,0,0,1,3,15,15,0,0,3,2,433,533,13,12,104,107,42,31,,,,,,,D
S4NZIYcH,30.09.2018 21:00,Benevento,Foggia,1,3,12,6,4,4,8,2,15,21,4,2,5,3,1,3,16,12,0,0,3,4,493,410,1,16,115,89,62,29,,,,,,,A
ng6xKErB,30.09.2018 15:00,Ascoli,Cremonese,0,0,7,9,5,2,2,7,17,17,3,6,3,3,2,5,14,15,0,0,3,1,427,418,13,6,116,115,44,48,,,,,,,D
6eMwIhDN,30.09.2018 15:00,Cosenza,Perugia,1,1,8,10,3,4,5,6,19,20,4,2,4,2,3,2,16,17,0,0,2,2,379,433,24,6,106,145,27,24,,,,,,,D
Qag4YDc4,29.09.2018 18:00,Venezia,Livorno,1,1,7,8,5,3,2,5,19,26,7,8,3,2,2,4,21,17,0,0,3,2,432,345,6,14,89,110,66,27,,,,,,,D
xvD9CWzo,29.09.2018 15:00,Lecce,Cittadella,1,1,4,8,4,8,0,0,19,12,1,6,5,4,7,3,8,16,0,0,3,2,313,405,7,0,51,73,29,54,,,,,,,D
IZkdzzTi,29.09.2018 15:00,Salernitana,Verona,1,0,8,10,1,7,7,3,18,24,5,5,3,1,7,0,21,16,0,0,3,3,278,480,6,11,60,62,26,38,,,,,,,H
n9f0Zgrb,29.09.2018 15:00,Spezia,AC Carpi,2,1,16,8,5,2,11,6,21,17,7,6,1,1,1,3,16,20,0,0,1,3,608,201,9,14,148,64,65,23,,,,,,,H
0ILsHCST,28.09.2018 21:00,Crotone,Brescia,2,2,20,14,5,2,15,12,24,11,6,3,1,3,0,3,10,21,1,0,1,2,467,396,4,13,115,88,50,38,,,,,,,D
hYcAGuxJ,26.09.2018 21:00,Foggia,Padova,2,1,18,4,10,1,8,3,25,30,4,2,4,4,0,8,26,21,0,0,3,3,441,286,12,8,120,77,40,26,,,,,,,H
Esa6HLMC,26.09.2018 19:00,Cremonese,Cosenza,2,0,7,11,4,3,3,8,13,17,3,5,2,0,3,2,14,13,0,0,1,1,372,425,7,13,104,111,42,48,,,,,,,H
Kr6cJsh0,25.09.2018 21:00,Brescia,Palermo,2,1,12,8,6,5,6,3,12,22,7,2,3,1,4,4,19,11,0,0,3,1,319,473,4,15,109,125,44,37,,,,,,,H
WI91I176,25.09.2018 21:00,Cittadella,Benevento,0,1,10,9,1,3,9,6,15,25,5,6,1,0,2,1,24,15,0,0,2,2,109,110,3,5,118,107,54,45,,,,,,,A
IDELNdqn,25.09.2018 21:00,Livorno,Lecce,0,3,7,8,0,5,7,3,16,17,8,6,4,0,2,0,13,16,0,0,2,2,,,,,102,134,44,39,,,,,,,A
0x4QMGbh,25.09.2018 21:00,Perugia,AC Carpi,0,1,10,14,2,2,8,12,19,16,3,6,3,4,1,2,13,15,0,0,1,1,504,261,9,6,138,87,56,31,,,,,,,A
Eu8ULzEb,25.09.2018 21:00,Pescara,Crotone,2,1,3,8,2,2,1,6,14,21,6,6,1,0,1,0,16,14,0,0,1,3,,,,,85,152,34,38,,,,,,,H
827YKfT4,25.09.2018 21:00,Salernitana,Ascoli,1,1,13,6,3,1,10,5,17,19,4,3,3,0,0,2,17,17,0,0,2,3,48,28,,,98,97,39,39,,,,,,,D
vNFHOxUu,25.09.2018 21:00,Verona,Spezia,2,1,6,5,5,2,1,3,21,20,4,1,1,1,1,3,18,20,0,0,1,3,,,,,153,103,40,33,,,,,,,H
SpRIQPaQ,23.09.2018 21:00,Padova,Cremonese,1,1,4,13,1,5,3,8,13,15,3,14,2,1,4,0,10,9,0,0,2,1,,,2,6,82,129,31,80,,,,,,,D
IFqS32hD,22.09.2018 18:00,Cosenza,Livorno,1,1,13,10,3,3,10,7,18,14,7,2,2,3,2,2,12,17,0,0,1,3,216,301,1,17,128,98,65,43,,,,,,,D
vPpO4rw7,22.09.2018 15:00,AC Carpi,Brescia,1,1,9,10,3,2,6,8,16,22,5,3,5,3,1,2,17,13,0,0,0,2,257,325,11,4,101,107,48,42,,,,,,,D
KKNASoVD,22.09.2018 15:00,Crotone,Verona,1,2,10,11,3,4,7,7,15,15,7,5,,,2,2,11,13,0,0,2,3,,,,,98,91,43,33,,,,,,,A
YNRER5pK,22.09.2018 15:00,Lecce,Venezia,2,1,8,4,4,2,4,2,17,27,4,1,6,2,1,2,22,15,0,0,2,2,,,,,125,93,43,31,,,,,,,H
UgDpMq8s,22.09.2018 15:00,Palermo,Perugia,4,1,10,13,6,5,4,8,0,1,4,4,3,3,4,2,,,0,0,1,2,459,417,10,6,96,94,28,30,,,,,,,H
nV7kL3Nm,22.09.2018 15:00,Pescara,Foggia,1,0,14,21,3,3,11,18,10,15,3,4,3,1,3,2,11,9,0,0,4,2,315,449,15,13,87,103,28,44,,,,,,,H
QL6gKNxf,22.09.2018 15:00,Spezia,Cittadella,1,0,16,8,6,0,10,8,18,19,4,6,2,1,0,5,17,17,0,1,2,3,159,321,0,6,92,101,29,40,45%,55%,,,,,H
plWK5ON0,21.09.2018 21:00,Benevento,Salernitana,4,0,17,8,9,5,8,3,16,20,8,2,0,1,5,5,20,15,0,0,3,3,406,308,14,12,124,94,35,25,57%,43%,,,,,H
AVw88Qwr,17.09.2018 21:00,Livorno,Crotone,0,1,8,13,3,3,5,10,10,12,5,5,0,1,2,3,12,9,0,0,2,2,290,521,1,8,93,118,44,45,,,,,,,A
EahxEnGK,16.09.2018 21:00,Foggia,Palermo,1,2,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,A
OYsC7pgl,16.09.2018 15:00,Salernitana,Padova,3,0,16,7,8,3,8,4,2,4,5,4,0,1,3,5,4,2,0,0,3,2,280,419,15,2,35,39,17,16,,,,,,,H
hjitD6VQ,16.09.2018 15:00,Verona,AC Carpi,4,1,12,11,7,3,5,8,7,5,4,3,2,5,2,3,4,4,0,0,2,2,518,287,2,3,60,56,14,25,,,,,,,H
dOcXES0E,15.09.2018 18:00,Cremonese,Spezia,2,0,5,9,2,3,3,6,24,17,3,5,1,3,3,0,16,21,0,0,1,2,,,,,66,121,35,85,,,,,,,H
hf7sh5g1,15.09.2018 15:00,Ascoli,Lecce,1,0,8,8,3,3,5,5,20,24,2,6,2,3,3,2,37,15,0,0,3,2,306,474,2,9,87,114,30,51,,,,,,,H
4UAoiP87,15.09.2018 15:00,Brescia,Pescara,1,1,6,13,3,6,3,7,10,16,5,4,1,0,5,2,14,9,0,0,3,2,462,302,0,5,85,78,51,47,54%,46%,,,,,D
IXbTF8o8,15.09.2018 15:00,Cittadella,Cosenza,2,0,10,4,2,0,8,4,16,16,7,0,1,7,0,0,15,10,0,0,2,4,383,255,4,1,61,37,52,24,64%,36%,,,,,H
6cXG648f,14.09.2018 21:00,Venezia,Benevento,2,3,16,11,9,5,7,6,21,22,5,2,5,1,2,7,17,20,0,0,2,3,267,341,7,12,97,96,44,47,,,,,,,A
A7Zk2kH8,02.09.2018 21:00,Crotone,Foggia,4,1,15,13,9,4,6,9,0,0,7,4,1,4,3,5,0,0,0,0,1,1,444,438,10,5,91,100,49,35,53%,47%,,,,,H
4UYg19WE,02.09.2018 21:00,Lecce,Salernitana,2,2,12,9,5,3,7,6,27,21,5,2,1,1,1,3,20,26,0,0,2,3,380,366,6,10,95,96,39,45,54%,46%,,,,,D
25EUf79r,02.09.2018 21:00,Perugia,Ascoli,2,0,13,12,4,4,9,8,11,16,5,5,2,3,4,2,14,8,1,0,2,1,339,478,27,9,80,116,43,45,44%,56%,,,,,H
WvJYgROl,02.09.2018 18:00,Pescara,Livorno,2,1,18,18,3,5,15,13,13,15,7,11,2,1,4,2,13,12,0,0,3,1,471,337,17,4,104,95,42,46,53%,47%,,,,,H
UerDfwb2,01.09.2018 18:00,AC Carpi,Cittadella,0,1,4,4,4,4,0,0,18,22,6,6,2,2,3,4,0,0,0,0,4,4,298,452,17,7,83,99,41,42,,,,,30,0,A
WGzn3V12,01.09.2018 18:00,Cosenza,Verona,0,3,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,A
IXxb0ToL,01.09.2018 18:00,Padova,Venezia,1,0,16,9,6,3,10,6,17,22,4,9,6,2,3,5,16,15,0,0,4,1,384,451,13,12,107,116,28,62,44%,56%,,,,,H
AVHxgove,01.09.2018 18:00,Spezia,Brescia,3,2,14,13,5,7,9,6,19,19,3,4,0,3,5,2,19,16,0,0,3,1,438,585,7,11,100,136,46,56,,,,,,,H
0dS2am1R,31.08.2018 21:00,Palermo,Cremonese,2,2,18,18,9,3,9,15,12,15,7,9,0,3,1,7,15,9,0,0,3,0,472,409,7,19,115,80,50,53,,,,,,,D
8IBH5363,27.08.2018 21:00,Benevento,Lecce,3,3,13,3,6,3,7,0,14,16,5,4,1,3,0,3,15,12,0,0,1,4,500,480,7,12,107,86,54,34,,,,,,,D
AXhE6qic,26.08.2018 21:00,Ascoli,Cosenza,1,1,12,9,5,4,7,5,24,18,8,5,1,1,3,4,17,21,0,0,2,3,511,289,15,17,121,79,66,30,,,,,,,D
UXaQ3syG,26.08.2018 21:00,Cittadella,Crotone,3,0,15,9,7,3,8,6,14,21,5,6,3,2,3,4,18,12,0,1,3,2,350,415,34,5,81,90,53,58,,,,,,,H
xb3Y1L5S,26.08.2018 21:00,Foggia,AC Carpi,4,2,16,13,10,6,6,7,24,10,8,6,2,3,4,6,8,21,0,0,0,3,450,315,7,4,70,58,48,46,,,,,,,H
rut1cuEq,26.08.2018 18:00,Verona,Padova,1,1,8,7,5,3,3,4,25,14,5,4,1,5,2,4,13,20,0,0,2,3,544,258,14,18,133,87,58,55,,,,,,,D
b74U21jM,25.08.2018 18:00,Cremonese,Pescara,1,1,5,7,3,3,2,4,18,14,3,7,1,1,2,2,14,18,1,1,0,2,339,479,11,17,54,81,37,73,,,,,,,D
drp5daTk,25.08.2018 18:00,Salernitana,Palermo,0,0,6,6,2,2,4,4,17,24,3,4,2,0,2,2,22,17,0,0,2,2,326,595,15,9,64,93,26,36,,,,,,,D
j5q9eJrd,25.08.2018 18:00,Venezia,Spezia,1,0,6,6,3,1,3,5,25,14,6,4,2,1,1,2,11,23,0,0,1,3,453,564,29,24,62,75,50,51,,,,,,,H
js1M4NL9,24.08.2018 21:00,Brescia,Perugia,1,1,8,6,4,1,4,5,19,27,3,3,2,2,0,3,25,17,1,0,0,2,347,470,22,9,131,126,88,76,,,,,,,D
