id,date,home_team,away_team,home_goals,away_goals,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Red Cards_home,Red Cards_away,Yellow Cards_home,Yellow Cards_away,Total Passes_home,Total Passes_away,Tackles_home,Tackles_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Ball Possession_home,Ball Possession_away,Throw-ins_home,Throw-ins_away,result
MRtI2QXO,17.12.2017 15:00,Brescia,Cittadella,1,1,11,9,5,2,6,7,25,15,4,6,0,7,1,4,15,18,0,0,4,3,,,,,94,99,72,92,52%,48%,,,D
bqQ0R9AP,16.12.2017 15:00,AC Carpi,Frosinone,1,1,2,13,2,3,0,10,18,19,2,7,1,4,2,1,18,14,1,0,3,3,,,,,81,121,47,95,42%,58%,,,D
ryrE36II,16.12.2017 15:00,Avellino,Ascoli,1,1,16,7,10,4,6,3,20,22,13,3,2,0,3,9,20,20,0,0,5,2,,,,,147,111,80,50,54%,46%,,,D
0hCSMTIt,16.12.2017 15:00,Cremonese,Empoli,1,1,5,9,2,6,3,3,21,16,2,4,3,1,5,1,13,20,0,0,2,2,,,,,108,105,82,76,43%,57%,,,D
44BeGq2O,16.12.2017 15:00,Entella,Salernitana,0,2,16,9,7,5,9,4,21,21,12,2,0,1,3,7,21,20,0,1,1,4,,,,,132,86,86,28,53%,47%,,,A
h0UZK7mg,16.12.2017 15:00,Palermo,Ternana,1,0,15,6,6,2,9,4,12,16,10,5,0,1,2,5,16,11,0,0,0,3,,,,,113,96,107,72,60%,40%,,,H
zPJvKR2a,16.12.2017 15:00,Parma,Cesena,0,0,11,3,5,1,6,2,17,13,6,6,1,2,1,5,12,15,0,0,2,4,,,,,216,111,167,77,62%,38%,,,D
EFIrJoI5,16.12.2017 15:00,Perugia,Bari,1,3,14,10,4,6,10,4,25,16,4,2,6,3,3,3,10,22,0,0,0,2,,,,,146,109,98,59,57%,43%,,,A
MuMjHPnI,16.12.2017 15:00,Pro Vercelli,Spezia,0,2,10,9,2,6,8,3,17,13,5,2,1,0,4,2,12,17,0,0,1,2,,,,,128,127,92,77,51%,49%,,,A
fFBWLmYn,15.12.2017 20:30,Foggia,Venezia,2,2,14,12,7,6,7,6,18,18,10,3,0,3,4,5,18,15,0,0,3,1,,,,,182,151,152,79,53%,47%,,,D
G0OWjTYC,10.12.2017 17:30,Bari,Palermo,0,3,7,12,3,7,4,5,14,15,4,7,5,2,4,3,10,12,0,0,1,1,,,,,121,83,79,57,50%,50%,,,A
bPTRi9J6,09.12.2017 15:00,Ascoli,Entella,1,1,5,10,1,2,4,8,16,13,4,3,0,3,1,0,13,13,0,0,3,3,,,,,98,118,48,73,48%,52%,,,D
8fBIEWQJ,09.12.2017 15:00,Cittadella,Avellino,2,2,11,3,3,3,8,0,18,26,3,1,1,1,1,1,25,17,0,1,1,3,,,,,100,101,80,55,49%,51%,,,D
McFMDjtQ,09.12.2017 15:00,Empoli,AC Carpi,1,0,12,6,5,2,7,4,24,18,3,6,3,3,2,4,15,21,0,0,1,2,,,,,118,104,85,91,55%,45%,,,H
Svhk9Als,09.12.2017 15:00,Frosinone,Brescia,2,0,12,9,6,5,6,4,13,22,12,7,3,0,5,4,19,13,0,1,2,1,,,,,113,113,92,76,55%,45%,,,H
lErA4n3C,09.12.2017 15:00,Venezia,Pro Vercelli,1,1,14,12,7,8,7,4,17,12,7,8,3,0,7,6,9,17,0,0,1,3,,,,,108,105,81,95,48%,52%,,,D
Eejc7lJg,09.12.2017 14:00,Salernitana,Perugia,1,1,4,11,1,6,3,5,18,21,3,8,4,2,5,0,17,16,0,0,1,2,,,,,106,118,75,85,51%,49%,,,D
hnk168Ya,08.12.2017 20:30,Spezia,Foggia,1,0,4,9,2,1,2,8,15,18,4,8,4,1,1,1,14,14,0,0,1,2,,,,,109,130,61,77,49%,51%,,,H
fiNzjmlJ,08.12.2017 18:00,Cesena,Pescara,4,2,11,13,8,6,3,7,15,10,4,8,2,0,4,4,8,15,0,1,4,2,,,,,87,96,89,91,43%,57%,,,H
zBv65Sm6,08.12.2017 15:00,Ternana,Parma,1,1,12,10,6,6,6,4,16,13,5,6,0,5,5,5,13,11,0,0,3,2,,,,,,,,,45%,55%,,,D
6Vjg8U3m,08.12.2017 12:30,Novara,Cremonese,1,1,14,7,6,5,8,2,20,11,4,4,0,1,4,5,11,19,0,0,2,1,,,,,104,89,93,58,51%,49%,,,D
EySFfBZm,04.12.2017 20:30,Perugia,Ascoli,1,0,14,14,5,6,9,8,18,19,4,8,3,1,6,4,16,17,0,0,2,2,,,,,161,128,110,85,49%,51%,,,H
KYUNhk40,03.12.2017 17:30,Entella,Bari,3,1,11,6,6,4,5,2,13,26,4,10,4,1,3,3,22,12,0,1,1,2,,,,,86,93,63,85,50%,50%,,,H
YH6ttCKf,03.12.2017 15:00,Avellino,AC Carpi,1,1,3,6,3,2,0,4,21,18,2,2,2,0,1,2,16,21,0,0,3,2,,,,,116,128,47,55,54%,46%,,,D
U3jq0XBQ,02.12.2017 18:00,Palermo,Venezia,0,0,15,5,6,1,9,4,12,16,11,3,1,1,1,6,15,11,0,1,3,3,,,,,141,95,93,31,51%,49%,,,D
C85puWZ0,02.12.2017 15:00,Brescia,Salernitana,2,0,9,3,5,1,4,2,21,19,4,5,3,1,1,3,16,20,0,0,2,1,,,,,,,,,56%,44%,,,H
6V4lvjk7,02.12.2017 15:00,Cremonese,Spezia,1,0,11,4,5,1,6,3,14,11,13,7,1,1,1,4,10,13,0,0,1,2,,,,,,,,,50%,50%,,,H
KY8hwA4D,02.12.2017 15:00,Foggia,Cittadella,1,3,13,6,4,5,9,1,20,12,8,6,2,3,2,3,10,17,0,0,1,2,,,,,116,112,94,88,50%,50%,,,A
Mwmy2gsE,02.12.2017 15:00,Frosinone,Cesena,3,3,17,6,10,6,7,0,20,20,10,2,1,2,3,7,19,18,0,2,2,3,,,,,62,35,45,23,58%,42%,,,D
0Uou1DdK,02.12.2017 15:00,Novara,Empoli,1,1,6,8,5,2,1,6,21,8,5,3,1,1,1,4,7,20,0,0,2,2,,,,,50,70,30,43,54%,46%,,,D
WCxBeiKs,02.12.2017 15:00,Parma,Pro Vercelli,3,0,16,5,6,1,10,4,11,13,3,4,1,1,1,3,12,10,0,1,1,4,,,,,62,54,43,31,53%,47%,,,H
QBVJgVlf,02.12.2017 15:00,Pescara,Ternana,3,3,12,6,9,3,3,3,17,14,7,6,2,1,0,6,12,16,1,1,2,5,,,,,67,77,50,50,52%,48%,,,D
CzSHwJbd,27.11.2017 20:30,Cesena,Brescia,1,0,6,6,3,3,3,3,16,15,4,4,2,0,3,2,13,16,0,0,0,1,,,,,115,151,59,68,42%,58%,,,H
S4ytrYkr,26.11.2017 15:00,Ternana,Perugia,1,1,4,7,3,2,1,5,20,17,7,2,1,0,1,2,16,20,0,1,4,2,,,,,99,110,52,47,51%,49%,,,D
jLw9uuUq,26.11.2017 12:30,Bari,Foggia,1,0,10,8,4,3,6,5,21,19,4,5,1,2,3,3,18,19,0,1,2,5,,,,,172,111,107,69,55%,45%,,,H
YqTDvaqj,25.11.2017 15:00,AC Carpi,Parma,2,1,9,9,6,3,3,6,17,22,1,6,1,1,2,4,21,16,0,0,1,1,,,,,95,141,68,94,44%,56%,,,H
M5mwo16M,25.11.2017 15:00,Ascoli,Cremonese,0,0,6,7,3,6,3,1,20,24,3,6,1,4,6,3,23,16,0,0,4,3,,,,,129,120,54,72,53%,47%,,,D
GSnspLLS,25.11.2017 15:00,Avellino,Palermo,1,3,8,9,3,4,5,5,18,14,8,5,0,1,1,2,14,17,0,1,2,0,,,,,115,102,90,50,49%,51%,,,A
0jLa22yc,25.11.2017 15:00,Cittadella,Salernitana,2,1,11,5,3,2,8,3,16,19,7,3,1,0,1,1,18,16,0,0,4,3,,,,,104,80,106,62,55%,45%,,,H
M5980t69,25.11.2017 15:00,Pro Vercelli,Entella,1,1,9,5,1,3,8,2,15,16,5,3,1,0,2,0,15,15,0,0,4,4,,,,,103,92,59,48,52%,48%,,,D
z9DCa0LF,25.11.2017 15:00,Spezia,Pescara,4,0,12,1,6,1,6,0,17,13,5,9,0,3,1,2,13,14,0,0,2,0,,,,,105,124,66,78,49%,51%,,,H
6ezpsh5l,25.11.2017 15:00,Venezia,Novara,1,3,11,6,5,5,6,1,19,11,9,4,4,0,2,4,7,19,0,0,3,3,,,,,136,91,81,45,56%,44%,,,A
vsK31Mj3,24.11.2017 20:30,Empoli,Frosinone,3,3,12,11,9,6,3,5,25,17,8,3,1,2,3,6,16,23,0,0,2,1,,,,,56,45,45,37,53%,47%,,,D
xIDZQuFj,20.11.2017 20:30,Palermo,Cittadella,0,3,7,19,3,9,4,10,20,11,4,12,1,2,6,3,10,18,0,0,1,3,,,,,0,0,0,0,47%,53%,,,A
QwfUnNyA,19.11.2017 17:30,Salernitana,Cremonese,1,1,10,5,5,3,5,2,15,20,4,5,3,0,2,4,17,15,0,0,2,3,,,,,0,0,0,0,45%,55%,,,D
hQZjZ37A,18.11.2017 15:00,Brescia,Spezia,1,1,5,9,1,6,4,3,14,15,5,3,3,2,5,0,12,12,1,0,3,3,,,,,,,,,54%,46%,,,D
6TweYNMG,18.11.2017 15:00,Empoli,Cesena,5,3,12,12,8,6,4,6,17,15,3,10,2,1,3,3,13,16,0,0,2,2,,,,,,,,,54%,46%,,,H
rFlZosiG,18.11.2017 15:00,Entella,Venezia,0,0,16,8,7,2,9,6,12,14,8,3,1,1,2,7,13,11,0,0,0,1,,,,,,,,,49%,51%,,,D
lhTaXsxN,18.11.2017 15:00,Foggia,Ternana,1,1,12,10,1,5,11,5,14,15,8,5,2,0,4,0,13,14,0,0,1,2,,,,,,,,,61%,39%,,,D
bREVRLap,18.11.2017 15:00,Novara,Bari,1,2,14,9,4,3,10,6,14,13,10,2,3,0,1,3,10,14,0,0,3,3,,,,,,,,,46%,54%,,,A
vNiIkPii,18.11.2017 15:00,Parma,Ascoli,4,0,11,7,8,3,3,4,11,20,2,2,4,0,3,4,16,11,0,1,2,2,,,,,,,,,45%,55%,,,H
hQeMlq7c,18.11.2017 15:00,Perugia,AC Carpi,5,0,10,3,6,0,4,3,22,15,3,2,2,3,0,1,13,19,0,0,0,2,,,,,,,,,62%,38%,,,H
nmeQm3M3,18.11.2017 15:00,Pescara,Pro Vercelli,3,1,16,10,9,6,7,4,14,19,2,2,1,2,5,6,18,12,0,0,1,0,,,,,,,,,60%,40%,,,H
SrS3W1iT,17.11.2017 20:30,Frosinone,Avellino,1,1,15,10,6,4,9,6,16,23,12,3,2,1,3,5,21,15,0,0,1,3,,,,,133,128,114,73,56%,44%,,,D
bkeELpwB,12.11.2017 20:30,Bari,Pescara,1,0,11,6,6,2,5,4,19,18,5,4,5,0,2,5,13,19,0,0,1,4,,,,,114,79,89,63,62%,38%,,,H
SOaIK4hH,12.11.2017 15:00,AC Carpi,Brescia,1,1,5,6,1,2,4,4,22,21,2,4,2,1,1,0,19,21,0,0,1,2,,,,,109,102,66,80,47%,53%,,,D
xz75N68b,12.11.2017 15:00,Ascoli,Foggia,0,2,9,8,3,3,6,5,22,11,6,9,3,2,1,3,8,20,0,0,1,1,,,,,114,106,65,65,52%,48%,,,A
6FbMJO7N,12.11.2017 15:00,Cesena,Salernitana,3,3,10,15,4,8,6,7,13,15,4,4,2,1,5,2,13,12,0,1,4,3,,,,,104,114,88,95,46%,54%,,,D
lvlRIrNT,12.11.2017 15:00,Cittadella,Parma,1,2,9,12,3,6,6,6,10,15,2,4,0,0,4,2,15,10,1,0,2,0,,,,,94,115,54,65,43%,57%,,,A
AsfhE2Vp,12.11.2017 15:00,Cremonese,Palermo,1,2,11,6,3,4,8,2,14,26,11,2,3,2,2,2,23,12,0,0,3,0,,,,,102,91,105,57,47%,53%,,,A
KCyqyQxb,12.11.2017 15:00,Ternana,Novara,1,1,9,4,4,1,5,3,22,11,16,2,0,3,0,3,11,19,0,0,1,2,,,,,113,94,95,30,61%,39%,,,D
b3zmzph4,12.11.2017 12:30,Venezia,Perugia,1,0,7,3,2,1,5,2,30,18,7,2,2,3,1,1,16,27,0,1,2,4,,,,,123,165,65,83,48%,52%,,,H
2ysvx6Ni,11.11.2017 20:30,Spezia,Frosinone,1,1,11,12,5,3,6,9,13,14,2,4,0,0,2,4,14,13,0,0,4,2,,,,,112,86,57,46,54%,46%,,,D
KbdAMQN4,11.11.2017 18:00,Avellino,Entella,0,0,6,6,1,1,5,5,20,17,8,5,5,2,1,1,12,18,0,0,1,3,,,,,161,119,114,85,54%,46%,,,D
Oprzwn8o,11.11.2017 15:00,Pro Vercelli,Empoli,2,1,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,H
S8Bf5PhU,06.11.2017 20:30,Perugia,Avellino,1,1,11,11,7,7,4,4,19,20,4,6,1,4,6,6,19,15,0,0,3,3,,,,,160,123,107,87,51%,49%,,,D
bTJw97g5,05.11.2017 17:30,Empoli,Spezia,1,1,17,7,5,2,12,5,11,8,8,8,1,2,1,4,7,10,0,0,2,2,,,,,144,115,76,33,58%,42%,,,D
j3GVATOh,04.11.2017 15:00,AC Carpi,Ascoli,4,2,12,13,6,5,6,8,19,27,1,5,2,2,3,2,25,17,0,0,2,2,,,,,110,140,65,75,47%,53%,,,H
CCHRB99n,04.11.2017 15:00,Brescia,Venezia,1,2,7,11,3,4,4,7,10,11,9,7,1,1,2,2,10,9,0,0,1,1,,,,,152,120,122,84,53%,47%,,,A
KxLZ9mva,04.11.2017 15:00,Cittadella,Ternana,1,1,8,8,3,3,5,5,17,21,7,3,3,3,2,2,18,14,0,0,2,2,,,,,130,101,103,51,57%,43%,,,D
OW21Ongh,04.11.2017 15:00,Entella,Cesena,2,2,10,8,4,5,6,3,19,15,6,2,3,1,3,2,12,18,0,0,,,,,,,147,108,107,61,57%,43%,,,D
th9r8R8B,04.11.2017 15:00,Foggia,Cremonese,2,3,11,5,5,4,6,1,13,10,11,3,1,3,2,3,8,10,0,0,1,1,,,,,113,96,88,86,54%,46%,,,A
feDn7oOH,04.11.2017 15:00,Frosinone,Parma,2,1,14,8,6,4,8,4,18,12,7,6,3,0,3,4,9,19,0,0,2,2,,,,,99,113,68,73,52%,48%,,,H
lICj65wO,04.11.2017 15:00,Novara,Pro Vercelli,0,1,6,7,2,4,4,3,14,16,9,1,1,0,3,2,15,14,0,0,0,1,,,,,96,89,91,39,53%,47%,,,A
U93cPSwn,04.11.2017 15:00,Salernitana,Bari,2,2,9,12,5,6,4,6,19,23,4,5,3,1,4,3,18,17,0,0,2,1,,,,,79,113,54,62,47%,53%,,,D
jJ4gQ8Ou,03.11.2017 20:30,Pescara,Palermo,2,2,7,10,3,5,4,5,15,22,7,5,2,1,3,1,20,14,0,0,3,0,,,,,145,177,109,97,46%,54%,,,D
Kv0gUHPD,30.10.2017 20:30,Ternana,AC Carpi,0,0,9,2,1,2,8,0,21,19,8,4,2,3,2,1,17,18,0,0,1,1,,,,,122,111,65,41,54%,46%,,,D
A9I27fI0,29.10.2017 17:30,Pro Vercelli,Foggia,1,4,8,18,3,10,5,8,14,9,2,9,1,1,6,2,8,13,1,0,1,3,,,,,86,119,65,99,40%,60%,,,A
xdKf9Gml,29.10.2017 15:00,Parma,Avellino,2,0,8,4,4,1,4,3,21,18,1,8,2,3,1,2,16,18,0,0,2,4,,,,,94,120,67,93,52%,48%,,,H
ppQGGbeE,28.10.2017 15:00,Bari,Ascoli,3,0,11,6,6,2,5,4,22,23,1,5,7,0,2,3,16,22,0,1,3,2,,,,,113,82,80,58,52%,48%,,,H
vLvKFIAK,28.10.2017 15:00,Cesena,Novara,2,2,15,9,8,2,7,7,11,21,4,5,2,0,0,6,19,11,0,0,2,2,,,,,117,126,59,66,42%,58%,,,D
IBwOExQQ,28.10.2017 15:00,Cremonese,Perugia,3,3,11,12,3,4,8,8,28,15,6,5,1,2,1,0,14,26,0,0,3,4,,,,,128,88,69,40,52%,48%,,,D
OhGjAdYs,28.10.2017 15:00,Palermo,Entella,2,0,11,9,6,4,5,5,24,23,2,4,0,3,4,4,23,21,0,1,3,4,,,,,113,87,71,59,60%,40%,,,H
WIJb8z3f,28.10.2017 15:00,Pescara,Brescia,0,3,9,9,3,5,6,4,15,16,8,2,2,2,2,3,14,13,0,0,2,1,,,,,184,130,134,71,53%,47%,,,A
SpD76EX6,28.10.2017 15:00,Salernitana,Empoli,2,1,5,10,2,4,3,6,21,25,5,6,3,4,3,0,22,17,0,0,2,1,,,,,93,108,58,87,48%,52%,,,H
6yCB5YnD,28.10.2017 15:00,Spezia,Cittadella,0,0,8,10,2,5,6,5,20,15,8,6,3,2,5,2,12,18,0,0,,,,,,,115,123,77,80,51%,49%,,,D
UmSMCkft,28.10.2017 15:00,Venezia,Frosinone,1,1,6,7,2,3,4,4,19,26,5,4,2,0,2,1,24,19,0,0,2,2,,,,,90,114,77,79,48%,52%,,,D
2cIqIjFL,24.10.2017 20:30,AC Carpi,Palermo,1,3,9,7,5,3,4,4,12,12,2,3,0,2,0,4,12,10,0,0,2,0,,,,,138,125,61,52,45%,55%,,,A
U7QWKhV2,24.10.2017 20:30,Ascoli,Spezia,3,1,12,5,7,2,5,3,23,15,3,4,0,4,1,4,15,19,0,0,3,2,,,,,120,105,50,47,54%,46%,,,H
8bPzKCp9,24.10.2017 20:30,Avellino,Pro Vercelli,1,0,13,5,7,1,6,4,24,18,6,4,2,2,1,6,16,22,1,0,4,5,,,,,99,94,100,63,56%,44%,,,H
dKHmHAUR,24.10.2017 20:30,Cittadella,Venezia,2,1,8,8,3,3,5,5,24,24,5,5,2,2,2,1,22,22,0,0,3,3,,,,,90,102,75,69,48%,52%,,,H
bT3FCUxq,24.10.2017 20:30,Empoli,Pescara,3,1,11,7,9,4,2,3,16,14,4,10,2,4,3,6,12,12,0,0,1,0,,,,,,,,,49%,51%,,,H
6gRCHvt8,24.10.2017 20:30,Entella,Cremonese,1,1,8,14,4,8,4,6,22,24,4,4,3,0,7,3,21,22,0,0,2,3,,,,,116,126,65,65,50%,50%,,,D
G4bKBlhk,24.10.2017 20:30,Foggia,Parma,0,3,10,14,5,9,5,5,7,16,3,6,1,1,6,5,15,6,0,0,1,1,,,,,107,98,94,76,45%,55%,,,A
fecOA87e,24.10.2017 20:30,Frosinone,Ternana,4,2,12,6,5,4,7,2,16,14,5,2,3,2,2,1,11,14,0,0,2,1,,,,,111,95,63,45,57%,43%,,,H
lIdS9SM1,24.10.2017 20:30,Novara,Salernitana,2,3,13,11,6,6,7,5,16,17,3,4,2,3,3,4,15,13,0,0,0,2,,,,,134,111,106,69,51%,49%,,,A
2L0W8nx8,24.10.2017 20:30,Perugia,Cesena,0,3,11,4,3,3,8,1,20,16,8,1,1,2,0,3,15,18,0,0,4,1,,,,,152,106,101,42,58%,42%,,,A
jNEuJWaF,23.10.2017 20:30,Brescia,Bari,2,1,10,8,6,7,4,1,23,16,7,2,1,3,6,4,14,19,0,0,3,2,,,,,114,92,57,47,57%,43%,,,H
ryzc8Foc,21.10.2017 15:00,Cesena,Foggia,3,3,15,13,9,5,6,8,23,19,6,3,3,1,2,6,16,22,0,0,1,1,,,,,105,108,98,75,52%,48%,,,D
j1w56gG9,21.10.2017 15:00,Palermo,Novara,0,2,15,4,6,3,9,1,17,14,9,1,0,1,1,6,14,16,0,0,2,2,,,,,108,70,108,57,54%,46%,,,A
Uix95DVF,21.10.2017 15:00,Parma,Entella,3,1,13,7,7,5,6,2,24,18,5,2,0,1,4,4,18,23,0,0,2,3,,,,,145,132,110,75,56%,44%,,,H
A3g64XpM,21.10.2017 15:00,Pescara,Avellino,2,1,10,10,6,4,4,6,16,19,8,4,2,1,3,4,17,14,0,0,1,3,,,,,119,125,83,81,48%,52%,,,H
lfhA3i0S,21.10.2017 15:00,Pro Vercelli,AC Carpi,0,0,12,4,5,1,7,3,23,12,8,2,5,0,1,5,7,23,0,0,2,1,,,,,147,111,60,39,60%,40%,,,D
6ZvxaB8q,21.10.2017 15:00,Salernitana,Frosinone,1,1,6,10,3,3,3,7,18,26,2,3,3,0,2,2,23,18,0,1,2,2,,,,,97,100,67,78,48%,52%,,,D
KxqtbVNk,21.10.2017 15:00,Spezia,Perugia,4,2,7,14,4,6,3,8,15,20,4,5,2,0,4,1,18,15,0,0,0,1,,,,,79,127,38,72,49%,51%,,,H
21Ypckwd,21.10.2017 15:00,Ternana,Ascoli,1,1,9,5,2,3,7,2,12,22,4,3,3,2,2,1,19,10,0,0,,,,,,,142,122,74,63,48%,52%,,,D
thXld9h2,21.10.2017 15:00,Venezia,Empoli,1,0,5,9,2,3,3,6,20,12,3,3,2,3,3,1,10,17,0,0,2,2,,,,,112,126,77,94,50%,50%,,,H
tWeEqW8d,20.10.2017 21:00,Bari,Cittadella,4,2,10,7,7,2,3,5,17,11,6,7,0,1,0,3,11,16,0,0,2,1,,,,,107,78,58,46,53%,47%,,,H
dvv17Z03,20.10.2017 19:00,Cremonese,Brescia,2,0,9,10,5,6,4,4,11,25,10,9,1,1,6,3,24,10,0,0,2,4,,,,,112,154,92,109,44%,56%,,,H
2ucApCgj,16.10.2017 20:30,Entella,Empoli,2,3,11,12,8,7,3,5,17,19,10,2,3,0,4,6,16,17,0,0,2,2,,,,,112,113,77,50,47%,53%,,,A
84IXWhPj,15.10.2017 17:30,Avellino,Salernitana,2,3,12,10,8,7,4,3,22,16,5,7,1,2,4,6,15,20,0,0,1,2,,,,,83,96,76,75,45%,55%,,,A
0b5JfdHc,14.10.2017 15:00,AC Carpi,Cesena,2,1,9,12,4,3,5,9,13,19,2,12,1,2,2,2,18,11,0,0,3,3,,,,,95,114,69,114,44%,56%,,,H
f1ETXY9p,14.10.2017 15:00,Ascoli,Venezia,3,3,11,13,7,8,4,5,13,16,4,6,3,3,5,4,13,10,0,0,2,2,,,,,123,90,80,68,56%,44%,,,D
M76Fex2i,14.10.2017 15:00,Brescia,Novara,0,1,8,6,4,3,4,3,20,23,2,3,4,5,2,4,19,15,1,0,3,3,,,,,173,124,100,84,52%,48%,,,A
IZaOgGW3,14.10.2017 15:00,Cittadella,Cremonese,1,2,19,3,6,2,13,1,19,21,13,6,3,2,0,5,18,17,0,2,1,8,,,,,125,67,107,46,57%,43%,,,A
jmbWif1G,14.10.2017 15:00,Frosinone,Palermo,0,0,5,9,2,6,3,3,23,23,6,10,2,1,6,2,21,22,0,0,3,2,,,,,94,92,82,77,46%,54%,,,D
lYGZjEGM,14.10.2017 15:00,Parma,Pescara,0,1,8,10,3,8,5,2,23,9,4,5,1,1,7,3,8,22,0,0,2,3,,,,,104,97,61,64,55%,45%,,,A
Wd6vjYVS,14.10.2017 15:00,Pro Vercelli,Bari,2,2,7,15,5,9,2,6,15,20,3,5,4,4,7,3,16,11,0,0,2,4,,,,,105,130,55,53,48%,52%,,,D
Y5h6ohvp,14.10.2017 15:00,Ternana,Spezia,4,2,11,5,10,3,1,2,16,18,1,4,2,3,1,6,16,13,0,0,1,2,,,,,123,125,66,76,48%,52%,,,H
dQbShznA,13.10.2017 20:30,Foggia,Perugia,2,1,9,13,6,4,3,9,20,19,4,5,2,3,3,4,17,17,0,0,6,2,,,,,117,154,62,119,50%,50%,,,H
b7Aze5Bt,08.10.2017 20:30,Novara,Frosinone,2,1,10,6,4,2,6,4,23,17,2,6,1,5,1,3,16,18,0,0,2,1,,,,,99,105,43,54,53%,47%,,,H
nTtIxOeC,08.10.2017 15:00,Bari,Avellino,2,1,9,6,4,3,5,3,16,24,6,3,3,2,2,2,21,14,0,0,1,2,,,,,104,79,97,66,59%,41%,,,H
KtuQz2QO,08.10.2017 15:00,Cremonese,Ternana,3,3,16,15,6,5,10,10,11,11,4,8,1,1,2,3,10,10,0,1,1,4,,,,,105,92,58,60,49%,51%,,,D
dbO8ao3P,08.10.2017 15:00,Empoli,Foggia,3,1,10,8,7,3,3,5,18,15,5,5,3,2,2,4,12,16,0,0,0,1,,,,,117,112,85,80,49%,51%,,,H
zD1ejsQB,08.10.2017 15:00,Entella,Brescia,3,0,16,11,7,3,9,8,16,18,7,7,3,0,3,4,15,16,0,0,2,3,,,,,74,108,51,85,52%,48%,,,H
hU9vfPQn,08.10.2017 15:00,Palermo,Parma,1,1,8,9,3,4,5,5,24,16,0,6,1,1,3,2,15,23,0,0,3,3,,,,,114,111,46,36,53%,47%,,,D
6XDrgqtg,08.10.2017 15:00,Perugia,Pro Vercelli,1,5,6,12,2,7,4,5,19,13,11,8,1,3,2,1,12,16,1,0,1,2,,,,,110,82,102,57,56%,44%,,,A
E30ak1uI,08.10.2017 15:00,Venezia,AC Carpi,2,0,7,13,5,3,2,10,19,11,6,8,0,1,3,3,11,18,0,0,2,3,,,,,105,111,59,79,53%,47%,,,H
ld3mh3ea,08.10.2017 12:30,Pescara,Cittadella,1,2,7,11,2,5,5,6,19,21,6,8,4,3,3,1,17,16,0,0,1,1,,,,,125,105,86,87,46%,54%,,,A
tjtMyrBI,07.10.2017 20:30,Cesena,Spezia,1,0,4,7,3,3,1,4,19,16,4,6,0,1,3,2,16,18,0,0,2,2,,,,,81,84,36,44,44%,56%,,,H
Sn2iiNA5,07.10.2017 18:00,Salernitana,Ascoli,0,0,10,11,5,3,5,8,10,21,8,4,6,0,3,5,15,10,0,0,4,2,,,,,120,94,91,59,51%,49%,,,D
6wVmG9rr,03.10.2017 20:30,Ternana,Brescia,1,1,4,6,1,2,3,4,23,21,4,4,2,0,1,0,19,23,0,0,2,2,,,,,35,28,19,14,53%,47%,,,D
6Docsnss,02.10.2017 20:30,Frosinone,Cremonese,0,0,17,9,7,2,10,7,19,20,4,1,1,1,2,7,19,18,0,0,4,1,,,,,125,101,67,33,53%,47%,,,D
0W8UoSYP,01.10.2017 15:00,Foggia,Novara,2,2,12,9,6,5,6,4,15,13,7,5,0,2,3,4,13,13,0,0,2,3,,,,,99,82,86,57,56%,44%,,,D
YPGrOOtJ,30.09.2017 15:00,AC Carpi,Pescara,0,1,8,8,2,5,6,3,22,23,2,5,2,4,4,2,21,18,0,0,0,4,,,,,99,94,82,79,44%,56%,,,A
lMnvRQd0,30.09.2017 15:00,Ascoli,Palermo,0,0,3,8,1,2,2,6,20,10,2,4,0,2,2,1,9,17,0,0,1,2,,,,,95,121,34,51,47%,53%,,,D
SCorQpC6,30.09.2017 15:00,Avellino,Empoli,3,2,12,11,8,5,4,6,28,18,4,1,5,1,3,5,11,27,0,1,1,2,,,,,120,134,50,61,49%,51%,,,H
fZHvP4RC,30.09.2017 15:00,Brescia,Perugia,2,1,10,9,3,5,7,4,18,24,4,10,8,2,4,1,16,16,0,0,4,1,,,,,153,123,92,97,53%,47%,,,H
nT4Qn8JJ,30.09.2017 15:00,Cittadella,Entella,0,1,12,5,3,3,9,2,21,21,11,5,4,1,2,3,17,20,0,0,2,1,,,,,135,89,125,49,57%,43%,,,A
Ewk5uQBg,30.09.2017 15:00,Pro Vercelli,Cesena,5,2,15,9,10,4,5,5,11,18,11,2,4,1,2,5,14,10,0,1,2,3,,,,,111,98,75,61,62%,38%,,,H
hUm9vpRa,30.09.2017 15:00,Spezia,Bari,1,0,2,2,1,0,1,2,14,13,8,4,0,0,0,0,13,14,1,0,4,4,,,,,77,112,67,81,46%,54%,,,H
zgwEw4t6,30.09.2017 15:00,Ternana,Venezia,2,3,9,5,4,3,5,2,13,17,3,6,4,0,1,2,13,13,0,0,,,,,,,134,101,115,53,53%,47%,,,A
