id,date,home_team,away_team,home_goals,away_goals,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Yellow Cards_home,Yellow Cards_away,Red Cards_home,Red Cards_away,Throw-ins_home,Throw-ins_away,Blocked Shots_home,Blocked Shots_away,Goal Kicks_home,Goal Kicks_away,result
Wl65BRNl,26.11.2016 15:00,Frosinone,Ternana,1,1,58%,42%,13,7,6,3,7,4,17,11,12,2,2,0,2,5,9,17,3,2,0,0,,,,,,,D
h0vDU6UQ,26.11.2016 15:00,L.R. Vicenza,Benevento,0,0,63%,37%,12,8,2,2,10,6,22,9,3,3,2,1,2,2,7,21,3,2,0,0,,,,,,,D
SGaE95h1,26.11.2016 15:00,Perugia,Novara,0,0,49%,51%,9,2,3,0,6,2,21,24,8,2,0,5,0,3,24,16,3,2,0,0,,,,,,,D
67bI8P77,26.11.2016 15:00,Pisa,Trapani,1,0,51%,49%,10,12,5,5,5,7,20,17,8,3,3,0,5,4,14,20,3,5,0,0,,,,,,,H
Wpj4WSaE,26.11.2016 15:00,Spal,Latina,0,0,48%,52%,7,10,1,0,6,10,17,18,6,8,2,1,0,1,16,16,5,1,1,0,,,,,,,D
E9u9VnFK,25.11.2016 20:30,Entella,Spezia,1,1,59%,41%,14,7,8,5,6,2,29,20,9,7,2,3,4,7,18,26,3,2,0,1,,,,,,,D
viRQI9VE,21.11.2016 20:30,Trapani,Spal,1,1,56%,44%,13,4,8,2,5,2,16,16,5,5,0,2,1,7,16,14,2,5,0,1,,,,,,,D
zabYCJsd,20.11.2016 17:30,Novara,Frosinone,1,2,46%,54%,14,15,6,5,8,10,20,20,5,5,1,3,3,5,19,17,3,3,0,0,,,,,,,A
GxQpZ9bb,20.11.2016 15:00,Ascoli,Perugia,2,2,47%,53%,7,8,4,5,3,3,19,18,6,8,,,3,2,18,19,5,5,0,0,,,,,,,D
ENrlYTD4,19.11.2016 15:00,Avellino,Pisa,1,0,49%,51%,4,8,2,1,2,7,21,16,1,8,0,3,1,1,16,18,3,1,0,0,,,,,,,H
8prhXmTA,19.11.2016 15:00,Bari,AC Carpi,2,0,66%,34%,9,3,5,2,4,1,33,12,4,5,3,5,2,3,9,28,3,4,0,0,,,,,,,H
nysdW7rH,19.11.2016 15:00,Benevento,Brescia,4,0,61%,39%,25,3,13,1,12,2,19,16,11,5,2,3,1,9,14,16,2,4,0,2,,,,,,,H
txaUDaSk,19.11.2016 15:00,Latina,Salernitana,1,1,50%,50%,10,9,6,3,4,6,31,20,5,5,0,5,2,5,20,26,4,4,0,0,,,,,,,D
l22xCwc2,19.11.2016 15:00,Pro Vercelli,L.R. Vicenza,1,1,41%,59%,6,10,3,6,3,4,21,25,7,10,3,1,5,2,22,20,4,2,1,0,,,,,,,D
hzTIKV02,19.11.2016 15:00,Spezia,Cesena,1,0,45%,55%,8,5,1,1,7,4,17,19,3,4,3,0,1,0,16,17,2,3,0,0,,,,,,,H
WQRMJkG8,19.11.2016 15:00,Ternana,Entella,3,0,48%,52%,8,12,5,2,3,10,16,17,1,12,1,3,2,2,16,13,5,1,0,0,,,,,,,H
2o0QEuDq,18.11.2016 20:30,Cittadella,Verona,5,1,51%,49%,10,12,8,6,2,6,23,25,8,3,5,0,5,3,20,23,2,3,0,0,,,,,,,H
Mgk6NCan,13.11.2016 20:30,Bari,Spezia,1,1,46%,54%,6,12,5,6,1,6,17,14,3,4,0,1,5,4,14,16,1,2,0,0,,,,,,,D
f7mELjUb,13.11.2016 15:00,AC Carpi,Avellino,1,1,56%,44%,15,5,9,3,6,2,23,20,8,2,1,3,2,8,19,20,3,6,0,1,,,,,,,D
GGlAMWEh,13.11.2016 15:00,Benevento,Cittadella,1,0,51%,49%,5,14,5,6,0,8,14,21,6,7,1,5,6,4,20,9,4,2,0,0,,,,,,,H
fNyxyWTo,13.11.2016 15:00,Entella,Pro Vercelli,0,0,54%,46%,17,7,8,6,9,1,23,16,11,6,1,0,6,8,15,23,2,2,0,0,,,,,,,D
E93FJUbB,13.11.2016 15:00,Frosinone,Ascoli,3,1,56%,44%,11,6,6,2,5,4,19,18,8,5,2,2,1,3,16,17,1,4,0,0,,,,,,,H
MZ6NH8TN,13.11.2016 15:00,Perugia,Trapani,1,1,49%,51%,8,6,5,3,3,3,16,19,5,4,0,3,2,4,19,13,4,4,0,0,,,,,,,D
4bdSGSrU,13.11.2016 15:00,Salernitana,Ternana,4,2,60%,40%,15,12,8,5,7,7,12,16,7,2,1,0,3,4,15,12,1,4,0,2,,,,,,,H
8W2JIlEH,13.11.2016 15:00,Verona,Novara,0,4,55%,45%,15,7,5,6,10,1,25,16,4,2,1,4,2,5,15,21,1,2,0,0,,,,,,,A
zJ4BKAq5,13.11.2016 12:30,Cesena,Pisa,2,0,41%,59%,8,5,5,1,3,4,16,28,3,6,0,2,1,3,28,14,4,1,0,0,,,,,,,H
YDztzjqh,12.11.2016 18:00,L.R. Vicenza,Latina,0,1,53%,47%,6,4,3,1,3,3,21,25,13,1,0,1,0,3,25,20,3,4,0,1,,,,,,,A
67rfCnio,12.11.2016 15:00,Spal,Brescia,3,2,54%,46%,12,8,6,6,6,2,20,17,10,5,2,0,4,3,15,20,4,3,0,2,,,,,,,H
rTJe39EU,07.11.2016 20:30,Ternana,Benevento,0,1,49%,51%,11,15,6,8,5,7,18,15,9,7,3,3,7,6,12,15,3,2,0,0,,,,,,,A
COVNAZFt,06.11.2016 15:00,Avellino,Frosinone,0,1,48%,52%,12,12,1,7,11,5,18,16,10,4,1,3,6,1,15,15,3,4,0,0,,,,,,,A
8jPW8Dpg,05.11.2016 15:00,Cittadella,Salernitana,2,0,54%,46%,13,6,6,3,7,3,20,21,6,6,1,4,3,4,20,16,3,4,0,1,,,,,,,H
2DOz8Xaa,05.11.2016 15:00,Latina,Bari,2,1,48%,52%,13,7,3,2,10,5,27,21,4,3,0,1,1,1,21,26,3,5,0,0,,,,,,,H
EmSv7iF5,05.11.2016 15:00,Novara,Spal,0,1,54%,46%,11,6,5,3,6,3,18,18,6,2,1,2,2,5,17,16,1,3,0,0,,,,,,,A
dCHq6BUB,05.11.2016 15:00,Pisa,Perugia,0,1,48%,52%,5,8,1,3,4,5,18,18,5,2,3,1,2,1,15,17,4,2,0,0,,,,,,,A
z3Gm5VqI,05.11.2016 15:00,Pro Vercelli,AC Carpi,0,0,51%,49%,7,4,3,0,4,4,17,20,6,3,3,0,0,3,17,17,2,2,1,0,,,,,,,D
4xLi4kaO,05.11.2016 15:00,Spezia,Verona,1,4,50%,50%,8,7,5,6,3,1,19,14,8,3,1,2,2,4,13,17,3,4,1,1,,,,,,,A
8jo2Ohpt,05.11.2016 15:00,Trapani,L.R. Vicenza,0,1,51%,49%,9,10,4,6,5,4,21,19,7,4,0,4,5,4,19,17,3,3,0,0,,,,,,,A
UaQS9gVn,04.11.2016 20:30,Brescia,Cesena,3,2,45%,55%,8,10,5,7,3,3,19,18,4,11,3,0,5,2,15,19,2,3,0,0,,,,,,,H
Mg31gYp6,31.10.2016 20:30,Spal,Avellino,3,0,59%,41%,7,3,4,3,3,0,20,17,10,3,2,1,3,1,15,19,4,6,0,1,,,,,,,H
dCeEjWUO,30.10.2016 17:30,L.R. Vicenza,Perugia,1,4,53%,47%,8,9,5,6,3,3,28,10,6,3,0,2,2,4,10,26,4,5,1,0,,,,,,,A
lSkfefGg,30.10.2016 15:00,Verona,Trapani,2,0,60%,40%,13,6,7,1,6,5,15,20,5,2,3,2,1,5,17,13,4,2,1,0,,,,,,,H
zL9J1dwQ,29.10.2016 15:00,AC Carpi,Ascoli,0,2,57%,43%,19,6,8,3,11,3,23,19,19,2,3,2,1,8,16,21,5,4,0,0,,,,,,,A
KCRWwgoJ,29.10.2016 15:00,Bari,Pro Vercelli,2,0,54%,46%,10,3,5,1,5,2,12,11,3,7,1,0,1,3,10,12,3,1,0,0,,,,,,,H
dUAF2xOJ,29.10.2016 15:00,Benevento,Spezia,1,0,54%,46%,10,7,4,3,6,4,20,20,6,1,4,2,3,3,16,18,1,2,1,1,,,,,,,H
h0docGos,29.10.2016 15:00,Cittadella,Latina,2,1,49%,51%,18,5,10,2,8,3,19,28,13,5,4,3,1,8,24,16,2,3,0,0,,,,,,,H
r9iAiCFI,29.10.2016 15:00,Entella,Brescia,4,0,54%,46%,16,5,6,2,10,3,18,17,3,7,5,2,2,2,12,16,1,4,0,0,,,,,,,H
630kdz1m,29.10.2016 15:00,Frosinone,Cesena,2,1,49%,51%,9,10,5,6,4,4,19,18,8,8,1,0,5,3,17,19,4,2,0,1,,,,,,,H
SIlbfEVa,29.10.2016 15:00,Salernitana,Pisa,0,0,50%,50%,11,7,3,0,8,7,16,18,2,3,0,0,0,3,18,16,2,2,0,0,,,,,,,D
0p25hh0C,29.10.2016 15:00,Ternana,Novara,4,3,56%,44%,12,18,7,7,5,11,12,16,5,8,2,0,4,3,14,12,3,3,0,0,,,,,,,H
KlTqurQe,25.10.2016 20:30,Ascoli,Salernitana,0,0,47%,53%,7,10,3,3,4,7,22,12,1,2,0,5,3,3,12,17,3,1,0,0,,,,,,,D
buSmv2u2,25.10.2016 20:30,Avellino,Ternana,1,0,49%,51%,19,10,8,4,11,6,23,21,7,10,2,6,4,7,19,17,3,5,0,0,,,,,,,H
CrGV2oI2,25.10.2016 20:30,Brescia,L.R. Vicenza,2,1,58%,42%,19,7,10,3,9,4,24,17,9,1,2,4,2,8,15,20,6,3,0,0,,,,,,,H
QoKZ15X8,25.10.2016 20:30,Cesena,Entella,0,1,47%,53%,10,16,2,6,8,10,23,22,6,4,0,2,5,2,22,21,3,4,0,0,,,,,,,A
8A9v1PnF,25.10.2016 20:30,Frosinone,Spal,2,1,53%,47%,12,7,2,4,10,3,17,16,6,5,0,0,3,0,16,17,2,2,0,0,,,,,,,H
pzX7qcHs,25.10.2016 20:30,Novara,Bari,1,0,56%,44%,12,8,5,3,7,5,25,17,4,3,1,2,3,4,16,23,3,4,0,0,,,,,,,H
E9yCrHWm,25.10.2016 20:30,Perugia,AC Carpi,0,2,57%,43%,8,3,1,3,7,0,23,12,9,5,2,2,1,1,10,21,3,4,0,0,,,,,,,A
h0zGsynf,25.10.2016 20:30,Pisa,Verona,0,0,49%,51%,7,7,1,3,6,4,12,10,2,2,2,0,3,1,8,12,1,3,0,0,,,,,,,D
zPPKte10,25.10.2016 20:30,Pro Vercelli,Latina,1,1,52%,48%,14,6,3,4,11,2,10,16,7,2,1,1,3,2,15,9,2,0,0,0,,,,,,,D
tMSSvZVC,25.10.2016 20:30,Trapani,Benevento,1,0,58%,42%,4,3,2,2,2,1,18,12,3,2,1,2,2,1,11,16,1,2,0,1,,,,,,,H
naTOuFG6,24.10.2016 20:30,Spezia,Cittadella,1,1,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,D
6BY5TpRq,22.10.2016 15:00,Bari,Trapani,3,0,47%,53%,11,5,6,3,5,2,19,18,3,4,0,0,3,3,18,19,3,1,0,0,,,,,,,H
0YX9S4tj,22.10.2016 15:00,Benevento,Perugia,0,0,47%,53%,14,6,6,4,8,2,13,19,7,5,4,3,4,6,15,10,2,0,0,0,,,,,,,D
vwCntOAk,22.10.2016 15:00,L.R. Vicenza,Frosinone,1,1,55%,45%,9,10,5,3,4,7,26,17,6,3,1,1,2,4,16,25,3,6,0,0,,,,,,,D
vFTakSm3,22.10.2016 15:00,Latina,Pisa,1,1,52%,48%,6,6,2,3,4,3,23,18,2,3,0,2,2,1,18,21,3,4,0,0,,,,,,,D
8lY3ln39,22.10.2016 15:00,Novara,Avellino,1,0,55%,45%,15,3,9,1,6,2,19,17,5,4,1,3,1,8,16,16,1,2,0,0,,,,,,,H
nuX7m6IF,22.10.2016 15:00,Salernitana,Entella,1,1,52%,48%,16,6,8,2,8,4,12,14,6,5,2,2,1,7,12,10,0,2,0,0,,,,,,,D
U3MCnQXL,22.10.2016 15:00,Spal,AC Carpi,3,1,50%,50%,12,25,7,14,5,11,20,15,4,8,3,0,13,4,12,20,6,5,1,0,,,,,,,H
0nDrs4eq,22.10.2016 15:00,Ternana,Cesena,1,1,46%,54%,6,13,1,4,5,9,11,14,5,6,0,0,3,0,14,11,5,2,1,0,,,,,,,D
0OUej8Yd,22.10.2016 15:00,Verona,Pro Vercelli,3,0,64%,36%,9,8,4,4,5,4,20,16,2,1,3,5,4,1,13,15,1,2,0,0,,,,,,,H
r7QGopmS,21.10.2016 21:00,Spezia,Brescia,2,0,53%,47%,9,10,5,3,4,7,17,28,4,2,4,1,3,3,24,16,4,3,0,0,,,,,,,H
bJjDROed,21.10.2016 19:00,Cittadella,Ascoli,0,1,53%,47%,5,3,0,1,5,2,27,26,5,3,2,5,0,0,24,22,8,0,1,0,,,,,,,A
nRiZY63M,17.10.2016 20:30,Trapani,Ternana,2,2,56%,44%,16,13,6,5,10,8,21,19,5,5,0,3,3,4,19,18,2,3,0,0,,,,,,,D
8zgVZnlG,16.10.2016 17:30,Pro Vercelli,Novara,2,1,47%,53%,8,10,3,4,5,6,18,17,4,9,2,3,3,1,15,15,3,1,0,0,,,,,,,H
Io0Ixk4c,16.10.2016 15:00,Frosinone,Bari,3,1,52%,48%,13,15,8,7,5,8,20,20,8,7,1,0,6,5,19,20,1,2,0,0,,,,,,,H
ClDWEoCj,15.10.2016 15:00,AC Carpi,Latina,2,0,46%,54%,12,5,6,3,6,2,12,25,7,2,3,1,3,4,22,11,4,2,0,0,,,,,,,H
EDXeLmZM,15.10.2016 15:00,Ascoli,Verona,1,4,44%,56%,8,9,5,6,3,3,21,25,4,10,3,3,2,4,22,18,3,2,1,0,,,,,,,A
SGy0K7lT,15.10.2016 15:00,Avellino,Spezia,1,0,49%,51%,22,11,13,7,9,4,17,13,12,6,0,0,7,12,13,17,2,2,0,0,,,,,,,H
YcESFRdp,15.10.2016 15:00,Brescia,Salernitana,1,1,54%,46%,9,7,4,4,5,3,23,17,3,3,0,4,3,3,17,19,4,4,0,0,,,,,,,D
42nvYQIS,15.10.2016 15:00,Entella,Benevento,3,2,46%,54%,21,7,8,5,13,2,17,24,4,6,6,1,3,5,18,16,1,1,0,0,,,,,,,H
0AkNy9J3,15.10.2016 15:00,Perugia,Cittadella,2,0,45%,55%,11,12,6,5,5,7,19,16,5,5,2,4,5,4,14,15,2,2,0,0,,,,,,,H
EDgRzTY9,15.10.2016 15:00,Pisa,L.R. Vicenza,0,1,52%,48%,12,8,5,3,7,5,25,18,14,6,0,1,2,5,18,24,2,1,0,0,,,,,,,A
ve1EwVli,14.10.2016 20:30,Cesena,Spal,1,1,44%,56%,7,11,3,3,4,8,18,26,3,9,3,1,2,2,23,17,6,2,0,1,,,,,,,D
OOvqOkk4,09.10.2016 17:30,Salernitana,Benevento,2,1,46%,54%,10,18,7,6,3,12,14,17,6,6,4,3,5,5,13,11,0,1,0,0,,,,,,,H
pYJ99jzB,09.10.2016 15:00,Bari,Entella,1,1,56%,44%,23,9,9,3,14,6,16,22,12,3,4,0,2,8,18,16,1,3,0,0,,,,,,,D
KjYiMTJG,09.10.2016 15:00,L.R. Vicenza,Cesena,0,0,52%,48%,5,14,1,5,4,9,14,20,1,6,2,0,5,1,18,14,1,3,0,0,,,,,,,D
zNCM6lKT,09.10.2016 15:00,Latina,Trapani,2,0,56%,44%,9,9,5,4,4,5,18,19,4,1,3,3,4,3,16,15,0,2,0,1,,,,,,,H
vywXQi5o,09.10.2016 15:00,Perugia,Avellino,3,0,58%,42%,12,6,6,3,6,3,19,5,7,5,0,4,3,3,5,15,0,2,0,0,,,,,,,H
jBtyQBKi,09.10.2016 15:00,Pisa,Spal,0,1,52%,48%,5,6,0,3,5,3,22,11,6,8,3,2,2,0,8,20,0,4,0,0,,,,,,,A
pYuuPVZc,09.10.2016 15:00,Pro Vercelli,Ternana,1,0,46%,54%,8,7,3,2,5,5,16,22,5,6,1,3,2,2,21,13,3,5,0,0,,,,,,,H
t0ZmN94A,09.10.2016 15:00,Spezia,AC Carpi,0,1,51%,49%,12,7,7,4,5,3,20,23,6,4,1,3,3,7,22,17,4,2,1,0,,,,,,,A
6m8I7U4N,09.10.2016 12:30,Verona,Brescia,2,2,55%,45%,18,4,8,3,10,1,23,19,5,2,3,3,1,6,16,20,2,4,0,0,,,,,,,D
Sd9E8AkH,08.10.2016 20:30,Cittadella,Frosinone,2,3,54%,46%,11,7,4,5,7,2,23,20,6,8,1,1,2,2,19,22,4,4,0,0,,,,,,,A
xWbl28Sp,08.10.2016 18:00,Novara,Ascoli,1,0,53%,47%,8,6,2,2,6,4,23,14,8,9,2,3,2,1,12,20,3,4,0,0,,,,,,,H
SOVo7cEC,03.10.2016 20:30,AC Carpi,Pisa,1,1,40%,60%,8,11,2,4,6,7,23,21,6,8,1,0,3,1,20,23,3,5,2,0,,,,,,,D
bqvVAuFm,02.10.2016 17:30,Ascoli,Spezia,0,2,57%,43%,13,10,4,5,9,5,18,14,4,4,0,1,3,4,14,17,5,4,0,0,,,,,,,A
tSZk6HTI,02.10.2016 15:00,Cesena,Latina,2,2,57%,43%,13,7,8,4,5,3,18,17,9,2,2,1,2,6,15,17,1,3,0,0,,,,,,,D
xzwZ9aUg,01.10.2016 15:00,Avellino,Pro Vercelli,3,2,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,H
69sw9Jq0,01.10.2016 15:00,Benevento,Novara,1,0,47%,53%,4,11,3,4,1,7,19,10,7,7,0,3,4,2,10,16,2,1,0,0,,,,,,,H
WUF5AWK4,01.10.2016 15:00,Entella,L.R. Vicenza,4,1,48%,52%,10,4,5,1,5,3,19,22,2,5,6,0,0,1,16,19,1,3,0,0,,,,,,,H
h4ncEELu,01.10.2016 15:00,Frosinone,Perugia,1,2,54%,46%,8,8,3,4,5,4,25,19,7,5,2,1,2,2,17,24,3,2,0,0,,,,,,,A
Wfo1DYzn,01.10.2016 15:00,Spal,Salernitana,3,2,54%,46%,8,6,4,3,4,3,23,18,8,7,2,1,1,1,16,22,3,3,0,1,,,,,,,H
bHHcChjh,01.10.2016 15:00,Ternana,Verona,0,3,52%,48%,3,9,0,4,3,5,17,11,2,2,1,2,1,0,10,15,3,2,1,1,,,,,,,A
x8G1BC5b,01.10.2016 15:00,Trapani,Cittadella,0,2,50%,50%,11,7,6,3,5,4,21,14,11,2,0,1,1,6,14,20,4,5,0,0,,,,,,,A
p0ts8wa6,30.09.2016 20:30,Brescia,Bari,1,1,51%,49%,9,10,3,4,6,6,20,7,3,6,2,2,3,2,5,18,4,2,0,0,,,,,,,D
8GvNO7NO,27.09.2016 18:30,Ascoli,Cesena,0,0,52%,48%,8,1,4,1,4,0,20,18,3,4,1,2,1,4,17,17,3,3,0,0,,,,,,,D
jwV5AB37,26.09.2016 20:30,Perugia,Spal,1,0,57%,43%,5,3,3,0,2,3,20,20,8,2,5,7,0,2,15,13,0,1,0,0,,,,,,,H
rDRcCXYf,25.09.2016 17:30,Verona,Frosinone,2,0,49%,51%,7,6,2,5,5,1,24,27,0,8,0,4,5,0,27,20,5,5,0,0,,,,,,,H
McwkEg4r,24.09.2016 15:00,AC Carpi,Entella,2,1,46%,54%,9,4,6,1,3,3,14,26,2,7,2,1,0,4,24,13,2,3,0,0,,,,,,,H
jFjNIZeR,24.09.2016 15:00,Bari,Benevento,0,4,53%,47%,14,18,10,8,4,10,13,11,14,4,3,0,4,10,8,13,0,3,0,0,,,,,,,A
0lxgDDJl,24.09.2016 15:00,Cittadella,Brescia,0,3,51%,49%,10,9,5,6,5,3,17,15,5,4,4,0,3,5,11,17,2,3,0,0,,,,,,,A
GKlQBLas,24.09.2016 15:00,L.R. Vicenza,Avellino,0,0,53%,47%,6,10,4,2,2,8,30,19,3,2,0,4,2,4,19,26,5,3,0,0,,,,,,,D
dGV1Bil1,24.09.2016 15:00,Latina,Ternana,1,1,52%,48%,13,8,4,3,9,5,24,12,5,3,1,3,2,3,11,21,4,4,0,0,,,,,,,D
UTT99VID,24.09.2016 15:00,Pisa,Ascoli,2,1,53%,47%,6,11,3,4,3,7,19,22,2,3,1,1,3,1,21,18,2,3,0,0,,,,,,,H
8EajINMD,24.09.2016 15:00,Pro Vercelli,Cesena,1,0,53%,47%,7,6,5,3,2,3,23,24,7,2,7,2,3,4,17,21,2,2,0,0,,,,,,,H
n5bfHsxK,24.09.2016 15:00,Salernitana,Trapani,2,0,52%,48%,9,7,6,2,3,5,19,24,4,2,2,1,2,4,22,18,2,1,0,0,,,,,,,H
tScbG1iQ,24.09.2016 15:00,Spezia,Novara,1,0,52%,48%,11,8,6,3,5,5,12,20,12,6,3,0,3,5,17,12,2,3,0,0,,,,,,,H
jeOy7xcF,20.09.2016 20:30,Ascoli,L.R. Vicenza,2,0,46%,54%,10,7,8,1,2,6,19,21,6,2,5,2,1,6,16,17,3,3,0,1,,,,,,,H
UoNu6dCL,20.09.2016 20:30,Avellino,Cittadella,0,1,55%,45%,10,4,1,3,9,1,21,22,6,0,2,5,2,1,20,16,2,4,0,0,,,,,,,A
CACp5GRR,20.09.2016 20:30,Benevento,Pro Vercelli,1,1,55%,45%,9,5,1,4,8,1,16,12,11,4,1,2,3,0,11,14,1,4,0,0,,,,,,,D
YDIB0zzq,20.09.2016 20:30,Brescia,AC Carpi,2,2,58%,42%,8,9,5,5,3,4,28,12,8,5,1,4,3,3,11,24,3,3,1,0,,,,,,,D
COiJJFtL,20.09.2016 20:30,Entella,Perugia,2,1,48%,52%,10,15,4,4,6,11,13,22,1,3,4,0,3,2,18,13,2,2,0,0,,,,,,,H
6RGJbE4e,20.09.2016 20:30,Frosinone,Pisa,0,0,56%,44%,11,7,3,2,8,5,16,21,8,2,1,1,2,3,20,15,2,3,0,0,,,,,,,D
O2BOcYJ1,20.09.2016 20:30,Novara,Latina,2,2,58%,42%,22,7,11,4,11,3,9,14,6,4,0,1,2,9,14,8,2,3,0,1,,,,,,,D
2gASdhZ7,20.09.2016 20:30,Spal,Verona,1,3,41%,59%,5,9,3,5,2,4,32,16,1,3,1,3,2,2,15,29,2,2,0,0,,,,,,,A
GdbALyC8,20.09.2016 20:30,Ternana,Bari,0,0,51%,49%,5,7,2,3,3,4,12,12,6,8,2,2,3,2,10,10,2,1,0,0,,,,,,,D
Ua2EKeRE,20.09.2016 20:30,Trapani,Spezia,0,0,59%,41%,14,8,8,4,6,4,22,14,9,3,2,1,4,8,12,21,3,4,0,1,,,,,,,D
SzIFafkk,19.09.2016 20:30,Cesena,Salernitana,0,0,53%,47%,17,4,8,0,9,4,18,13,10,3,1,1,0,8,12,17,1,2,0,0,,,,,,,D
IRy6gJSF,17.09.2016 15:00,Cittadella,Novara,3,1,53%,47%,16,9,10,6,6,3,16,20,3,2,5,3,5,7,15,13,1,4,0,0,,,,,,,H
juzEiccS,17.09.2016 15:00,Latina,Benevento,1,1,51%,49%,13,12,3,5,10,7,13,14,3,3,2,0,4,2,12,13,0,2,0,0,,,,,,,D
f9vZnH5q,17.09.2016 15:00,Perugia,Ternana,1,1,49%,51%,11,4,5,1,6,3,18,18,4,6,1,1,0,4,17,17,3,5,0,0,,,,,,,D
YawwnyLk,17.09.2016 15:00,Pisa,Brescia,1,0,54%,46%,6,11,2,4,4,7,19,15,7,3,4,0,4,1,11,19,3,2,0,0,,,,,,,H
tQtopFk2,17.09.2016 15:00,Spal,Entella,2,2,56%,44%,10,6,7,2,3,4,15,19,11,3,3,1,0,5,16,14,2,3,0,1,,,,,,,D
rVKT8bS2,17.09.2016 15:00,Spezia,Pro Vercelli,2,1,53%,47%,16,6,9,3,7,3,19,20,5,4,3,1,2,7,17,18,3,4,0,0,,,,,,,H
MLJX7Is9,17.09.2016 15:00,Trapani,Ascoli,1,1,50%,50%,14,11,8,5,6,6,17,18,7,3,3,4,4,7,15,13,1,4,0,0,,,,,,,D
ClyAhwrM,17.09.2016 15:00,Verona,Avellino,3,1,55%,45%,12,9,10,3,2,6,20,20,2,4,1,5,2,7,19,15,1,4,0,0,,,,,,,H
4OX1faD9,16.09.2016 21:00,AC Carpi,Frosinone,0,0,40%,60%,8,6,1,1,7,5,13,27,4,4,0,0,1,1,27,13,3,2,0,0,,,,,,,D
SMxsoezd,16.09.2016 21:00,Salernitana,L.R. Vicenza,2,3,52%,48%,14,11,6,5,8,6,16,10,6,2,2,0,2,4,8,16,1,3,0,0,,,,,,,A
Marceub3,16.09.2016 19:00,Bari,Cesena,2,1,49%,51%,13,7,3,1,10,6,18,22,3,2,2,0,0,1,20,18,3,6,0,0,,,,,,,H
fgjBXy6d,12.09.2016 20:30,Entella,Pisa,0,0,43%,57%,11,11,3,3,8,8,15,25,2,7,3,0,3,3,22,15,2,1,0,0,,,,,,,D
G2i7YHjj,11.09.2016 17:30,Ternana,Spezia,1,1,53%,47%,7,12,2,4,5,8,26,21,1,9,2,1,3,1,19,25,1,2,0,0,,,,,,,D
nPvAdUxt,10.09.2016 15:00,Ascoli,Spal,1,1,52%,48%,9,3,7,1,2,2,20,18,4,7,3,1,0,6,15,19,3,3,0,0,,,,,,,D
0SrEelhn,10.09.2016 15:00,Avellino,Trapani,0,0,46%,54%,10,9,1,3,9,6,12,11,5,7,1,1,3,1,10,11,2,1,0,0,,,,,,,D
fkrIf87h,10.09.2016 15:00,Benevento,Verona,2,0,48%,52%,7,11,5,3,2,8,12,14,8,7,2,1,3,3,12,11,2,3,0,1,,,,,,,H
YusMgSMb,10.09.2016 15:00,Brescia,Perugia,1,1,42%,58%,7,9,2,3,5,6,14,14,8,7,3,2,2,1,11,12,3,1,0,0,,,,,,,D
U7zVi6iB,10.09.2016 15:00,Frosinone,Latina,2,1,52%,48%,10,7,8,3,2,4,21,24,6,8,1,2,2,6,23,19,3,3,0,0,,,,,,,H
r9qgdLrc,10.09.2016 15:00,L.R. Vicenza,Bari,0,0,57%,43%,7,5,1,2,6,3,23,11,5,2,0,2,2,1,11,21,2,4,0,0,,,,,,,D
OUZYjQ6H,10.09.2016 15:00,Novara,Salernitana,1,0,54%,46%,12,4,4,2,8,2,19,17,2,7,0,3,2,3,17,16,3,5,0,0,,,,,,,H
Yw22Zcyp,10.09.2016 15:00,Pro Vercelli,Cittadella,1,5,48%,52%,7,10,4,7,3,3,11,21,6,1,3,1,2,3,18,10,3,1,0,0,,,,,,,A
jHyRhnx5,09.09.2016 20:30,Cesena,AC Carpi,1,0,58%,42%,13,8,11,5,2,3,17,20,9,5,2,2,5,10,18,15,3,4,0,0,,,,,,,H
EHoEQThC,07.09.2016 20:30,Ternana,Pisa,1,0,52%,48%,10,2,4,0,6,2,16,21,4,3,2,1,0,3,19,15,4,2,0,1,,,,,,,H
OSEWrB8t,04.09.2016 20:30,AC Carpi,Benevento,1,1,53%,47%,11,8,6,5,5,3,21,19,8,4,8,7,4,5,11,14,2,2,1,0,,,,,,,D
Kf8uskwg,04.09.2016 20:30,Latina,Spezia,0,0,50%,50%,6,8,1,2,5,6,31,15,2,3,0,3,2,1,15,28,5,3,0,0,,,,,,,D
SKBmuT75,04.09.2016 20:30,Pisa,Novara,1,0,36%,64%,8,14,4,6,4,8,11,17,3,9,3,0,6,3,14,11,3,2,0,0,,,,,,,H
Aq1hvmNB,04.09.2016 20:30,Salernitana,Verona,1,1,42%,58%,15,12,8,10,7,2,12,21,3,5,1,0,9,7,20,12,2,4,0,0,,,,,,,D
lz0dw7xI,04.09.2016 20:30,Spal,L.R. Vicenza,3,0,61%,39%,22,4,12,3,10,1,14,17,8,3,2,2,3,9,15,12,3,0,0,1,,,,,,,H
