id,date,home_team,away_team,home_goals,away_goals,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Yellow Cards_home,Yellow Cards_away,Total Passes_home,Total Passes_away,Tackles_home,Tackles_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Red Cards_home,Red Cards_away,Throw-ins_home,Throw-ins_away,Goal Kicks_home,Goal Kicks_away,result
O2eHQCwC,30.11.2019 15:00,Venezia,Benevento,0,2,,,9,22,2,9,7,13,17,13,1,4,1,2,7,2,13,16,1,3,602,459,29,14,136,111,39,44,0,0,,,,,A
YF7ruiy8,29.11.2019 21:00,Cosenza,Spezia,1,1,,,14,14,6,2,8,12,12,13,10,4,2,1,1,5,11,11,3,4,448,455,15,26,118,104,68,25,0,1,,,,,D
COLmjHq9,25.11.2019 21:00,Chievo,Entella,2,1,,,11,14,5,3,6,11,23,20,5,4,1,3,2,3,19,20,1,1,349,519,19,11,81,121,42,44,0,0,,,,,H
fP8vtXL1,24.11.2019 21:00,Spezia,Frosinone,2,0,,,15,13,7,1,8,12,21,15,4,9,2,6,1,5,14,15,2,4,460,488,16,11,98,125,39,72,0,0,,,,,H
KUY1SDi2,24.11.2019 15:00,Ascoli,Cosenza,3,2,,,17,12,6,3,11,9,16,19,5,3,10,2,2,3,10,14,5,3,489,343,17,12,108,79,46,37,0,0,,,,,H
UaGhkyaF,24.11.2019 15:00,Cittadella,Pisa,1,1,,,20,10,4,4,16,6,16,26,13,2,5,1,3,3,24,17,2,3,415,291,18,18,118,96,65,24,0,0,,,,,D
8jFdleEL,23.11.2019 18:00,Empoli,Venezia,1,1,,,11,20,5,5,6,15,10,16,3,7,3,1,4,4,13,9,2,1,419,550,12,7,83,147,28,68,0,0,,,,,D
YXMqicU2,23.11.2019 15:00,Benevento,Crotone,2,0,,,11,17,3,4,8,13,14,22,3,9,4,1,4,1,18,15,3,2,253,562,23,5,83,124,30,73,0,0,,,,,H
2DE0mFTR,23.11.2019 15:00,Juve Stabia,Salernitana,2,0,,,9,11,4,5,5,6,32,18,2,7,3,4,5,2,16,28,2,5,397,398,20,11,74,88,28,44,0,1,,,,,H
vZ5SrZyq,23.11.2019 15:00,Livorno,Trapani,1,2,,,21,11,8,7,13,4,18,17,7,4,3,1,5,7,16,18,2,3,653,254,10,36,123,75,74,31,0,0,,,,,A
0lfysD6e,23.11.2019 15:00,Pordenone,Perugia,3,0,,,22,14,10,2,12,12,11,18,8,5,1,1,2,7,16,10,2,2,354,593,14,10,113,124,45,39,0,0,,,,,H
MceXsgik,22.11.2019 21:00,Pescara,Cremonese,1,1,,,15,15,7,5,8,10,21,12,3,1,4,0,4,6,10,21,3,3,640,400,9,15,151,103,39,32,0,0,,,,,D
KUdAxbF9,10.11.2019 21:00,Frosinone,Chievo,2,0,,,14,15,4,6,10,9,23,14,3,6,1,0,6,2,13,24,0,3,397,462,14,14,96,139,24,47,0,0,,,,,H
nPhRFz8d,10.11.2019 15:00,Cremonese,Salernitana,1,0,,,20,12,10,5,10,7,15,27,6,6,4,1,5,9,23,14,4,2,350,468,16,13,94,105,43,55,0,0,,,,,H
nuskVF7q,10.11.2019 15:00,Trapani,Cosenza,2,2,,,9,11,5,5,4,6,13,9,2,9,2,1,3,3,7,12,6,3,445,627,24,21,89,136,41,43,1,1,,,,,D
Q7c6wv03,09.11.2019 18:00,Empoli,Pescara,1,2,,,21,9,2,4,19,5,14,25,3,4,1,0,2,1,25,14,2,0,575,475,16,16,150,102,56,28,0,0,,,,,A
8fVcTgxd,09.11.2019 15:00,Entella,Pordenone,1,1,,,16,14,4,4,12,10,18,11,11,7,2,2,3,3,12,16,1,4,577,303,13,17,138,87,81,36,0,1,,,,,D
YX0EyIUF,09.11.2019 15:00,Juve Stabia,Benevento,1,1,,,8,10,3,4,5,6,24,16,7,6,2,3,3,2,14,18,3,4,446,352,28,32,106,90,30,32,0,1,,,,,D
GdjJzxpM,09.11.2019 15:00,Perugia,Cittadella,0,2,,,15,19,5,10,10,9,19,19,8,9,3,8,8,5,16,13,2,3,540,373,14,18,113,94,50,45,0,0,,,,,A
fmkNZeaS,09.11.2019 15:00,Pisa,Spezia,3,2,,,11,13,5,7,6,6,25,21,5,6,4,2,5,2,20,22,5,1,369,498,14,16,111,105,39,50,1,0,,,,,H
QVugUZMk,09.11.2019 15:00,Venezia,Livorno,1,0,,,9,11,4,4,5,7,25,20,6,7,2,4,4,3,18,20,6,3,454,487,19,18,116,108,24,53,1,0,,,,,H
nHb2vKpc,08.11.2019 21:00,Crotone,Ascoli,3,1,,,24,7,7,5,17,2,20,17,8,7,1,3,4,4,16,17,1,3,557,458,8,12,145,71,47,33,0,0,,,,,H
8ABzQKV3,04.11.2019 21:00,Cosenza,Cremonese,2,0,,,13,11,4,3,9,8,14,18,5,4,0,1,3,2,18,13,3,2,364,575,6,8,74,121,43,39,0,0,,,,,H
S03SRt1i,03.11.2019 21:00,Benevento,Empoli,2,0,,,11,11,5,4,6,7,16,12,3,6,1,3,4,3,11,13,1,0,348,571,15,20,83,135,32,44,0,0,,,,,H
QoMVQ0Gc,03.11.2019 15:00,Cittadella,Frosinone,0,0,,,9,9,2,3,7,6,14,24,6,5,2,0,3,2,21,14,3,1,385,327,20,9,113,126,46,44,0,0,,,,,D
xj3iMxVS,03.11.2019 15:00,Pordenone,Trapani,2,1,,,19,18,5,4,14,14,8,14,8,8,2,0,3,3,13,9,0,4,349,546,16,15,87,129,60,52,0,1,,,,,H
EBfJHdwp,02.11.2019 18:00,Salernitana,Entella,2,1,,,20,5,8,4,12,1,17,12,7,4,1,1,3,6,11,14,2,3,450,375,18,18,105,81,45,33,0,0,,,,,H
EcFp3cOj,02.11.2019 15:00,Ascoli,Venezia,1,1,,,7,13,3,2,4,11,20,22,3,7,3,2,1,3,20,18,2,4,394,481,13,11,72,92,31,42,0,0,,,,,D
n1AvPvoA,02.11.2019 15:00,Crotone,Perugia,2,3,,,21,6,8,5,13,1,18,14,13,1,3,3,2,6,9,14,,,580,246,11,47,128,40,92,12,0,0,,,,,A
GzFrOb0G,02.11.2019 15:00,Livorno,Juve Stabia,2,1,,,25,11,8,1,17,10,21,17,11,3,2,1,0,6,15,20,2,3,430,422,17,16,110,82,63,27,0,0,,,,,H
fRDnNIFM,02.11.2019 15:00,Pescara,Pisa,3,0,,,14,13,6,5,8,8,14,22,4,6,5,1,5,3,17,14,1,2,522,448,9,19,84,102,41,41,0,0,,,,,H
8YgNGGhj,01.11.2019 21:00,Spezia,Chievo,0,0,,,7,20,2,8,5,12,25,20,5,6,0,5,8,2,19,20,3,1,463,420,5,16,89,102,36,47,0,0,,,,,D
QXtcC114,30.10.2019 21:00,Frosinone,Trapani,3,0,,,18,20,8,7,10,13,17,11,4,6,2,0,7,5,9,18,2,4,342,618,,,72,157,19,55,0,0,,,,,H
bL52jKvo,30.10.2019 18:50,Benevento,Cremonese,2,0,,,17,12,10,3,7,9,18,22,4,6,4,1,3,8,19,17,1,1,388,453,5,20,96,94,45,37,0,0,,,,,H
0QqoF3Ho,29.10.2019 21:00,Chievo,Crotone,2,1,,,13,13,1,6,12,7,17,30,5,2,5,0,5,0,26,18,3,3,401,475,29,23,108,103,36,28,0,1,,,,,H
vHrkENWi,29.10.2019 21:00,Cittadella,Livorno,1,0,,,11,14,4,7,7,7,18,24,5,7,3,4,7,3,21,14,4,3,484,401,9,8,111,111,63,51,1,0,,,,,H
nsrgDsnb,29.10.2019 21:00,Empoli,Spezia,1,1,,,16,13,4,4,12,9,19,17,7,3,3,1,3,3,14,18,2,5,610,380,13,18,128,85,53,33,0,0,,,,,D
z7Gt4w9p,29.10.2019 21:00,Entella,Cosenza,1,0,,,18,11,8,3,10,8,13,19,4,1,1,3,3,7,17,11,2,3,478,402,29,35,112,125,46,36,0,0,,,,,H
8dW1BLGA,29.10.2019 21:00,Juve Stabia,Pescara,2,1,,,11,12,4,6,7,6,23,28,4,4,3,1,5,2,23,25,7,4,306,440,17,7,99,104,34,45,1,1,,,,,H
Maz6AuWG,29.10.2019 21:00,Perugia,Ascoli,1,1,,,12,14,2,7,10,7,20,19,4,4,1,4,6,2,17,17,4,0,462,375,11,17,110,77,63,45,0,0,,,,,D
GMZ99aoN,29.10.2019 21:00,Pisa,Salernitana,2,1,,,5,12,3,6,2,6,29,22,0,2,1,2,5,1,21,26,3,3,382,468,16,13,92,100,24,51,0,0,,,,,H
fDYD8J0T,29.10.2019 21:00,Venezia,Pordenone,1,2,,,18,14,3,5,15,9,18,10,2,3,1,2,3,2,9,16,2,3,666,374,9,4,130,112,75,51,0,0,,,,,A
6P5sIWXP,27.10.2019 21:00,Cremonese,Frosinone,1,1,,,12,9,6,4,6,5,14,16,9,0,2,4,3,5,14,10,0,1,625,427,14,19,154,76,63,20,0,0,,,,,D
OtnECAem,26.10.2019 18:00,Livorno,Pisa,1,0,,,10,21,2,2,8,19,17,26,3,4,5,1,2,2,22,16,5,2,289,493,17,7,88,134,35,67,1,1,,,,,H
SY6wJCIJ,26.10.2019 15:00,Cosenza,Chievo,1,1,,,13,5,2,1,11,4,17,22,7,4,2,1,0,1,19,16,2,3,432,420,11,8,123,98,61,30,0,0,,,,,D
C6rADjts,26.10.2019 15:00,Crotone,Venezia,3,2,,,21,9,6,3,15,6,22,15,7,5,1,4,1,3,14,18,1,4,471,388,20,17,116,69,54,37,0,0,,,,,H
I3oIBUAg,26.10.2019 15:00,Pescara,Benevento,4,0,,,13,10,5,2,8,8,13,16,6,9,2,0,2,1,14,14,3,2,418,355,20,9,82,83,34,61,0,0,,,,,H
dfpMAlQa,26.10.2019 15:00,Pordenone,Cittadella,0,0,,,9,11,4,4,5,7,21,17,4,6,1,3,4,4,16,18,3,3,405,446,14,6,121,91,41,43,0,0,,,,,D
EVvR98u6,26.10.2019 15:00,Salernitana,Perugia,1,1,,,8,10,3,4,5,6,20,22,2,6,2,0,3,2,21,21,1,1,404,464,28,13,56,103,29,52,0,0,,,,,D
hMwV8SfC,26.10.2019 15:00,Spezia,Juve Stabia,2,0,,,17,4,5,1,12,3,16,17,5,5,2,1,1,3,14,16,3,4,526,429,13,13,101,91,56,28,0,1,,,,,H
nqwZ7nAI,26.10.2019 15:00,Trapani,Empoli,2,2,,,21,20,9,9,12,11,25,15,3,5,1,4,7,7,15,17,2,1,454,513,15,21,107,108,51,51,0,0,,,,,D
vJDefTuJ,25.10.2019 21:00,Ascoli,Entella,2,1,,,10,15,4,3,6,12,15,14,3,5,3,3,2,2,12,12,4,8,367,547,12,12,66,124,38,54,1,1,,,,,H
4Qjv0XBs,21.10.2019 21:00,Frosinone,Livorno,1,0,,,25,9,6,4,19,5,19,16,10,3,1,3,4,5,15,17,3,3,502,424,14,9,138,118,57,40,0,0,,,,,H
2H4C4D3Q,20.10.2019 21:00,Empoli,Cremonese,1,1,,,17,20,4,8,13,12,11,12,5,4,2,2,7,3,10,10,0,3,611,385,2,10,110,75,40,36,0,1,,,,,D
fi146ZYD,20.10.2019 15:00,Chievo,Ascoli,2,0,,,24,7,8,4,16,3,18,11,6,3,3,2,4,6,8,16,0,3,572,406,24,17,142,99,57,25,0,1,,,,,H
40LrcVe0,20.10.2019 15:00,Pisa,Crotone,1,1,,,8,20,3,5,5,15,17,19,2,6,5,1,4,2,14,16,7,4,258,635,18,11,66,122,23,75,0,1,,,,,D
hnNLsjdD,19.10.2019 18:00,Benevento,Perugia,1,0,,,17,14,7,4,10,10,22,14,3,7,2,1,4,6,14,21,5,2,271,506,12,10,81,95,38,52,1,1,,,,,H
0SEie9QC,19.10.2019 15:00,Entella,Trapani,1,1,,,18,11,7,1,11,10,21,16,7,6,4,5,0,6,14,16,2,4,483,420,12,7,117,103,43,28,0,0,,,,,D
WnNzaiRm,19.10.2019 15:00,Juve Stabia,Pordenone,4,2,,,12,17,8,6,4,11,18,18,5,6,3,0,4,4,17,18,2,3,359,496,24,10,89,120,32,66,0,0,,,,,H
AwMvbBtf,19.10.2019 15:00,Pescara,Spezia,1,2,,,8,10,2,2,6,8,21,9,4,4,0,0,0,1,9,21,4,3,389,481,18,25,85,122,29,49,0,0,,,,,A
I3PndkB6,19.10.2019 15:00,Venezia,Salernitana,1,0,,,11,4,3,1,8,3,26,23,3,3,0,2,1,2,23,24,5,4,478,496,21,13,101,107,36,43,0,0,,,,,H
8f585glK,18.10.2019 21:00,Cittadella,Cosenza,1,3,,,9,14,5,9,4,5,18,25,5,5,1,2,6,4,25,16,4,2,393,468,15,5,102,104,38,49,0,0,,,,,A
6VbvVCC7,06.10.2019 21:00,Ascoli,Pescara,0,2,,,10,13,2,2,8,11,20,20,4,4,2,2,1,2,18,18,1,3,481,415,17,13,50,57,23,19,0,0,,,,,A
bPoQhG4E,06.10.2019 15:00,Cremonese,Cittadella,0,2,,,7,22,1,5,6,17,23,11,3,10,3,9,3,1,9,15,4,3,313,444,14,23,56,59,23,32,1,0,,,,,A
6VK9phCf,06.10.2019 15:00,Salernitana,Frosinone,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
EeOHrWt7,05.10.2019 18:00,Trapani,Juve Stabia,1,2,,,10,12,3,7,7,5,9,24,3,4,0,0,5,2,24,9,2,3,361,430,8,15,102,88,31,39,0,0,,,,,A
KYnMgdk8,05.10.2019 15:00,Cosenza,Venezia,1,1,,,15,9,3,2,12,7,11,15,3,5,1,5,1,2,16,12,1,3,251,616,30,12,81,131,37,30,0,0,,,,,D
G0tVizKK,05.10.2019 15:00,Crotone,Entella,3,1,,,18,8,7,4,11,4,8,11,7,3,5,6,3,4,8,6,2,2,544,295,8,20,126,68,43,25,0,0,,,,,H
fiuZjfZQ,05.10.2019 15:00,Livorno,Chievo,3,4,,,13,15,5,5,8,10,14,20,5,2,2,2,2,2,18,12,2,5,471,459,33,13,118,135,38,34,1,1,,,,,A
O6V4oYdl,05.10.2019 15:00,Pordenone,Empoli,2,0,,,21,9,5,2,16,7,10,14,6,2,1,1,2,3,13,9,3,0,479,565,19,37,108,87,55,22,0,1,,,,,H
pMJDqCR0,05.10.2019 15:00,Spezia,Benevento,0,1,,,8,5,2,2,6,3,12,10,4,7,1,6,1,2,9,7,3,2,454,454,9,14,94,120,28,54,0,1,,,,,A
CWR0nEsr,04.10.2019 21:00,Perugia,Pisa,1,0,,,10,9,4,3,6,6,13,22,5,7,4,4,3,3,18,9,2,0,445,442,16,4,102,89,24,35,0,0,,,,,H
WlSrtwL8,30.09.2019 21:00,Cremonese,Ascoli,1,0,,,17,4,8,1,9,3,15,21,3,4,4,3,1,7,17,13,2,2,363,573,10,17,108,135,49,42,0,0,,,,,H
On7NYfDr,29.09.2019 21:00,Livorno,Salernitana,2,3,,,22,8,8,3,14,5,15,19,8,3,2,1,0,6,18,14,2,3,452,470,9,8,119,99,54,36,0,0,,,,,A
GtpdIZS1,29.09.2019 15:00,Benevento,Entella,1,1,,,23,10,5,4,18,6,21,17,3,5,7,2,3,4,13,19,4,3,350,417,29,21,105,68,66,38,0,0,,,,,D
hbTvsJ52,29.09.2019 15:00,Chievo,Pordenone,1,1,,,20,6,8,2,12,4,17,16,9,4,2,0,1,7,14,17,3,5,590,220,15,22,158,68,112,12,0,2,,,,,D
A35VWYse,29.09.2019 15:00,Spezia,Trapani,2,4,,,16,8,5,8,11,0,18,14,8,2,1,3,4,3,13,15,0,1,572,345,22,12,143,85,64,23,0,0,,,,,A
QBRnuczF,28.09.2019 18:00,Empoli,Perugia,3,0,,,10,14,5,3,5,11,21,12,1,4,2,2,3,2,10,19,0,2,424,478,21,6,83,130,28,66,0,0,,,,,H
vFVjvHkL,28.09.2019 15:00,Frosinone,Cosenza,1,1,,,11,9,6,5,5,4,14,19,10,3,6,2,4,6,13,12,4,3,589,326,9,11,126,95,46,30,1,0,,,,,D
MwLewy5R,28.09.2019 15:00,Juve Stabia,Cittadella,0,1,,,6,10,2,2,4,8,22,21,6,1,2,0,1,2,19,22,4,5,397,461,26,7,84,147,34,59,1,0,,,,,A
hSfzWhc1,28.09.2019 15:00,Venezia,Pisa,1,1,,,10,12,5,4,5,8,16,15,8,4,3,0,3,4,12,16,4,4,527,341,11,8,103,72,60,31,0,1,,,,,D
WC6RXESl,27.09.2019 21:00,Pescara,Crotone,0,3,,,10,16,3,11,7,5,10,15,6,10,3,0,8,3,12,10,2,1,394,638,6,5,93,137,39,64,0,0,,,,,A
prTpLyqq,25.09.2019 21:00,Salernitana,Chievo,1,1,,,3,4,3,4,0,0,15,21,6,2,2,0,3,2,20,15,6,5,568,337,11,9,109,85,46,17,1,1,,,,,D
rTolKebk,25.09.2019 19:00,Trapani,Cremonese,0,0,,,16,3,4,3,12,0,17,13,9,2,4,2,3,4,9,14,0,3,461,397,19,17,129,113,60,27,0,0,,,,,D
8bVDIrNp,24.09.2019 21:00,Ascoli,Spezia,3,0,,,8,15,6,1,2,14,16,13,2,7,2,1,1,4,12,17,3,4,446,476,8,8,76,121,34,42,0,1,,,,,H
M1JesSao,24.09.2019 21:00,Cittadella,Pescara,2,1,,,15,11,6,2,9,9,14,14,3,4,1,5,1,4,15,10,5,1,278,508,13,13,99,118,45,41,0,0,,,,,H
z5NatnFi,24.09.2019 21:00,Cosenza,Livorno,1,1,,,9,12,5,4,4,8,21,17,6,2,2,3,3,4,19,19,2,1,502,433,9,26,165,101,61,46,0,0,,,,,D
ITC4u6Uc,24.09.2019 21:00,Crotone,Juve Stabia,2,0,,,26,5,9,0,17,5,13,14,15,0,1,1,0,7,13,14,3,3,608,245,9,10,157,77,94,16,0,0,,,,,H
xjohJFDe,24.09.2019 21:00,Entella,Venezia,0,2,,,15,11,1,8,14,3,21,17,2,5,2,1,6,1,15,20,2,2,491,436,0,32,117,93,67,33,0,1,,,,,A
dKB8vQq4,24.09.2019 21:00,Perugia,Frosinone,3,1,,,19,5,7,2,12,3,14,21,7,5,1,0,1,4,20,14,1,3,350,488,11,7,98,93,39,39,0,0,,,,,H
QgGCwpaA,24.09.2019 21:00,Pisa,Empoli,2,3,,,9,15,6,5,3,10,16,13,7,3,1,1,2,4,12,15,2,4,308,555,13,16,89,98,52,51,0,0,,,,,A
4pFGx4EG,24.09.2019 21:00,Pordenone,Benevento,1,1,,,14,12,4,6,10,6,25,22,5,3,1,1,5,3,21,24,4,2,376,484,7,13,128,106,31,44,0,0,,,,,D
6kqnNOET,22.09.2019 21:00,Trapani,Salernitana,0,1,,,12,4,5,1,7,3,19,22,4,2,1,2,1,5,22,19,5,2,551,321,11,12,102,40,74,24,0,0,,,,,A
AsYLUlGu,21.09.2019 18:00,Chievo,Pisa,2,2,,,18,14,8,4,10,10,12,13,4,1,1,2,2,6,12,10,1,2,544,359,7,11,157,97,87,37,0,0,,,,,D
ll95XQMU,21.09.2019 15:00,Benevento,Cosenza,1,0,,,14,10,3,5,11,5,19,19,6,3,5,2,5,2,14,18,1,5,325,360,27,4,108,138,86,74,0,0,,,,,H
lYWPT8Vo,21.09.2019 15:00,Cremonese,Crotone,2,1,,,15,18,7,6,8,12,19,23,6,3,8,2,5,5,15,17,2,2,350,532,15,4,68,63,66,63,0,0,,,,,H
I7yUSSph,21.09.2019 15:00,Empoli,Cittadella,1,0,,,10,16,3,2,7,14,24,21,3,4,4,2,2,2,17,21,1,4,420,427,10,0,114,128,51,78,0,0,,,,,H
vNPxR6F4,21.09.2019 15:00,Juve Stabia,Ascoli,1,5,,,20,19,9,9,11,10,14,21,4,3,3,2,4,8,18,12,4,3,280,521,23,13,86,84,52,47,1,0,,,,,A
hQTtQQUA,21.09.2019 15:00,Livorno,Pordenone,2,1,,,10,11,4,4,6,7,26,19,4,6,3,2,3,2,16,24,1,3,441,404,23,17,91,96,80,87,0,0,,,,,H
nmTpPppH,21.09.2019 15:00,Pescara,Entella,1,1,,,11,5,5,3,6,2,14,14,3,1,4,2,2,4,10,12,2,3,544,364,7,15,137,92,70,39,1,0,,,,,D
QwSlO4aN,21.09.2019 15:00,Spezia,Perugia,2,2,,,13,11,5,5,8,6,19,20,4,7,0,5,3,3,19,14,1,4,446,505,18,7,103,107,53,56,0,0,,,,,D
dbzYRn0b,20.09.2019 21:00,Frosinone,Venezia,1,1,46%,54%,10,10,4,4,6,6,25,25,4,5,8,1,3,3,17,24,2,4,416,462,4,5,88,93,65,57,0,0,,,,,D
407gzTxC,16.09.2019 21:00,Salernitana,Benevento,0,2,,,10,14,0,4,10,10,16,18,4,7,0,2,2,0,18,14,3,0,425,417,21,9,79,73,31,47,0,0,,,,,A
8YDpxk8a,15.09.2019 21:00,Pisa,Cremonese,4,1,,,15,21,8,5,7,16,15,11,4,6,3,0,4,5,9,15,2,3,316,497,10,9,70,75,42,46,0,0,,,,,H
IqLXviOt,15.09.2019 15:00,Cosenza,Pescara,1,2,,,15,7,5,1,10,6,14,15,7,1,0,0,0,4,16,13,1,2,494,350,13,9,139,97,64,17,0,0,,,,,A
08AxvBwm,15.09.2019 15:00,Crotone,Empoli,0,0,,,19,10,6,1,13,9,21,12,14,2,1,6,1,6,12,17,1,1,507,302,11,7,118,62,61,24,0,0,,,,,D
ri6cZnhI,14.09.2019 18:00,Venezia,Chievo,0,2,,,5,8,2,4,3,4,24,13,2,3,0,9,2,2,13,16,2,3,371,582,6,8,59,70,50,57,1,0,,,,,A
2JVOKmwP,14.09.2019 15:00,Ascoli,Livorno,2,0,,,11,9,4,4,7,5,23,17,4,3,3,3,4,2,16,19,4,3,507,349,12,3,85,115,36,41,0,0,,,,,H
GzZ5qXFP,14.09.2019 15:00,Cittadella,Trapani,2,0,,,13,8,6,4,7,4,17,21,7,5,3,3,4,4,24,16,3,3,269,424,0,0,78,77,42,34,0,0,,,,,H
xE51Y67O,14.09.2019 15:00,Entella,Frosinone,1,0,,,8,17,3,8,5,9,16,17,4,5,2,2,8,3,15,13,3,3,354,529,3,22,71,99,35,44,0,0,,,,,H
EBEtwVhg,14.09.2019 15:00,Perugia,Juve Stabia,0,0,,,11,12,4,5,7,7,24,17,6,7,4,0,5,4,13,24,0,4,520,274,11,16,113,98,44,49,0,1,,,,,D
nPCly9N5,13.09.2019 21:00,Pordenone,Spezia,1,0,,,12,11,6,1,6,10,23,26,5,4,8,0,1,5,18,23,1,3,327,570,8,8,105,98,55,61,0,0,,,,,H
xCpaQi9m,01.09.2019 21:00,Frosinone,Ascoli,2,1,,,20,11,8,5,12,6,30,22,7,2,3,2,4,6,19,28,5,4,452,256,27,5,144,82,91,33,1,0,,,,,H
fmu4PBOg,01.09.2019 18:00,Juve Stabia,Pisa,0,2,,,14,11,1,3,13,8,14,24,8,2,1,0,1,1,23,14,4,2,460,348,4,6,148,117,98,53,0,1,,,,,A
S0wCNkg6,01.09.2019 18:00,Pescara,Pordenone,4,2,,,19,11,4,2,15,9,19,19,5,3,2,1,0,0,17,18,3,2,503,354,4,11,116,105,63,40,0,0,,,,,H
ttaTVDoQ,31.08.2019 21:00,Cosenza,Salernitana,0,1,,,8,6,3,3,5,3,20,21,3,1,1,4,2,3,20,16,3,4,360,451,1,14,94,104,48,40,0,0,,,,,A
bLoeRXgs,31.08.2019 21:00,Cremonese,Entella,0,1,,,15,11,5,4,10,7,9,13,6,6,2,0,3,5,10,8,1,2,504,321,8,19,103,73,95,64,0,0,,,,,A
Ywv8OVw0,31.08.2019 21:00,Livorno,Perugia,0,1,,,12,6,3,1,9,5,13,18,12,2,2,1,0,3,17,13,1,4,385,438,11,23,132,117,94,55,0,1,,,,,A
OSWKLTNI,31.08.2019 21:00,Trapani,Venezia,0,1,,,11,13,4,4,7,9,19,24,6,7,5,3,3,4,19,16,2,2,389,435,9,3,70,73,57,46,0,0,,,,,A
S0Ht8AgJ,31.08.2019 18:00,Benevento,Cittadella,4,1,,,17,9,7,7,10,2,18,20,7,4,4,3,6,3,16,15,1,1,320,399,4,9,129,103,85,76,0,0,,,,,H
t4sGM98C,31.08.2019 18:00,Spezia,Crotone,1,2,,,8,6,6,3,2,3,18,11,6,2,2,1,2,5,8,17,0,3,452,415,0,12,100,101,65,49,0,0,,,,,A
U5ePWgWJ,30.08.2019 21:00,Chievo,Empoli,1,1,,,14,13,5,6,9,7,12,9,4,3,4,2,5,4,12,15,2,3,465,404,14,13,71,51,44,27,0,0,,,,,D
bLPPBhff,26.08.2019 21:00,Pordenone,Frosinone,3,0,,,18,16,5,5,13,11,28,18,3,4,3,4,5,2,14,24,1,3,314,552,2,5,93,139,24,53,0,0,,,,,H
jeMHDEPs,25.08.2019 21:00,Perugia,Chievo,2,1,,,17,12,5,4,12,8,12,17,4,8,1,2,3,3,16,10,3,2,422,442,14,10,102,107,63,82,0,0,,,,,H
EVblVteF,25.08.2019 18:00,Empoli,Juve Stabia,2,1,,,15,5,4,3,11,2,13,15,1,0,1,3,2,2,14,12,1,1,530,417,10,6,128,115,71,67,0,0,,,,,H
tQf58Jm2,24.08.2019 21:00,Ascoli,Trapani,3,1,,,9,12,6,3,3,9,23,18,4,4,4,3,2,3,14,20,0,5,413,439,12,9,90,115,24,50,1,1,,,,,H
fTrmX2Q2,24.08.2019 21:00,Cittadella,Spezia,0,3,,,10,9,3,3,7,6,23,19,5,3,5,3,0,3,14,21,2,1,398,506,18,10,114,97,59,27,0,0,,,,,A
lAIx9jvD,24.08.2019 21:00,Entella,Livorno,1,0,,,6,5,3,2,3,3,22,19,4,4,1,4,2,2,18,18,2,3,395,458,1,8,107,127,36,51,0,0,,,,,H
KzEY9WO6,24.08.2019 21:00,Venezia,Cremonese,1,2,,,12,11,1,5,11,6,20,9,6,5,1,2,3,0,7,19,2,3,608,323,3,6,124,92,38,28,0,0,,,,,A
YJsiWMu9,24.08.2019 18:00,Crotone,Cosenza,0,0,,,15,7,3,5,12,2,21,15,6,4,3,4,5,3,13,19,1,3,512,274,,,125,67,63,32,0,1,,,,,D
tpFUAC90,24.08.2019 18:00,Salernitana,Pescara,3,1,,,20,10,11,2,9,8,13,14,4,5,1,1,1,8,11,12,2,2,410,451,11,11,79,115,32,39,0,0,,,,,H
pILLCYvl,23.08.2019 21:00,Pisa,Benevento,0,0,,,8,13,0,4,8,9,20,17,7,1,2,2,4,0,15,18,4,1,342,442,21,8,103,90,89,63,0,0,,,,,D
