id,date,home_team,away_team,home_goals,away_goals,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Blocked Shots_home,Blocked Shots_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Yellow Cards_home,Yellow Cards_away,Total Passes_home,Total Passes_away,Completed Passes_home,Completed Passes_away,Tackles_home,Tackles_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Red Cards_home,Red Cards_away,result
4zEIPQI4,21.11.2021 14:00,Konyaspor,Rizespor,3,0,51%,49%,14,26,5,4,4,16,5,6,2,5,2,0,4,2,16,8,2,1,406,391,,,10,12,71,87,53,77,0,0,H
zL3cOGMU,21.11.2021 11:30,Kasimpasa,Karagumruk,1,3,49%,51%,19,14,6,8,9,5,4,1,4,1,4,1,5,5,15,22,1,5,444,473,,,13,12,87,74,88,48,0,2,A
AyL9Rnlh,20.11.2021 17:00,Alanyaspor,Besiktas,2,0,37%,63%,12,16,3,5,7,7,2,4,5,7,2,4,5,1,8,9,2,1,357,609,,,16,14,68,81,44,92,0,0,H
rRCMOpYA,20.11.2021 14:00,Basaksehir,Sivasspor,2,1,56%,44%,7,13,3,5,2,3,2,5,2,1,1,1,4,1,17,15,5,2,573,437,,,10,13,106,76,63,50,0,0,H
dU4gPd7O,20.11.2021 14:00,Giresunspor,Yeni Malatyaspor,1,0,54%,46%,8,10,3,3,3,3,2,4,3,7,4,1,3,2,15,16,0,2,476,387,,,16,9,92,93,70,74,0,0,H
jiGUMO2N,20.11.2021 11:30,Hatayspor,Antalyaspor,3,1,55%,45%,11,12,6,3,3,8,2,1,4,5,2,3,2,3,8,8,2,3,463,380,,,25,17,80,79,43,42,0,0,H
6uCtSbN5,07.11.2021 17:00,Fenerbahce,Kayserispor,2,2,70%,30%,19,8,5,3,10,5,4,0,7,1,1,4,1,3,12,11,0,1,603,268,,,20,23,102,79,87,37,0,0,D
SlDxTv8a,07.11.2021 14:00,Adana Demirspor,Hatayspor,1,0,44%,56%,18,12,7,1,8,6,3,5,7,8,0,4,1,6,9,5,3,2,330,429,,,15,21,75,73,66,76,0,0,H
nJgFOPGD,07.11.2021 14:00,Karagumruk,Galatasaray,1,1,46%,54%,5,20,3,5,2,9,0,6,0,11,4,0,4,2,10,15,6,3,451,509,,,15,8,66,94,36,84,0,0,D
l41oRIxC,07.11.2021 11:30,Goztepe,Konyaspor,0,2,42%,58%,16,20,6,10,7,7,3,3,6,5,1,1,8,6,9,10,3,3,326,480,,,6,11,67,68,86,55,1,0,A
0Mscm9gE,06.11.2021 17:00,Besiktas,Trabzonspor,1,2,55%,45%,17,8,6,4,7,2,4,2,7,4,1,0,2,5,10,10,5,4,525,459,,,26,24,140,109,82,44,0,1,A
fNaVU0wm,06.11.2021 14:00,Antalyaspor,Altay,1,0,55%,45%,14,9,6,2,4,4,4,3,8,3,4,1,2,5,13,12,1,3,489,397,,,18,20,115,112,66,58,0,0,H
CbAQVtOt,06.11.2021 14:00,Yeni Malatyaspor,Basaksehir,1,3,33%,67%,5,11,1,7,4,3,0,1,6,3,1,3,4,0,11,12,3,1,354,743,,,8,10,55,57,40,45,0,0,A
YDbZTKhg,06.11.2021 11:30,Sivasspor,Giresunspor,0,0,49%,51%,7,13,0,4,5,4,2,5,4,4,3,2,4,0,9,10,1,5,405,440,,,10,14,69,75,55,60,1,1,D
8SfBP517,05.11.2021 18:00,Gaziantep,Kasimpasa,2,0,42%,58%,13,11,5,4,6,4,2,3,4,3,1,2,4,3,12,11,1,1,350,472,,,14,17,79,63,49,53,0,1,H
275kQxhI,05.11.2021 18:00,Rizespor,Alanyaspor,2,0,44%,56%,8,13,4,1,2,6,2,6,4,5,0,1,1,2,11,10,2,0,435,548,,,17,13,84,89,56,64,0,0,H
Iw2bS7Hl,01.11.2021 18:00,Basaksehir,Adana Demirspor,2,1,67%,33%,18,16,9,6,6,6,3,4,6,8,1,2,5,7,9,10,1,1,605,293,,,16,13,116,87,77,54,0,0,H
bcyTCSH1,01.11.2021 18:00,Giresunspor,Antalyaspor,1,2,62%,38%,16,6,3,5,7,0,6,1,2,1,1,2,3,2,7,12,4,5,648,411,,,17,32,124,90,77,42,0,0,A
E5JFzW98,31.10.2021 17:00,Galatasaray,Gaziantep,2,0,58%,42%,11,9,5,3,4,4,2,2,3,2,0,4,3,3,6,15,1,3,543,387,,,15,17,77,90,61,47,0,0,H
MVMNY9vL,31.10.2021 14:00,Alanyaspor,Goztepe,2,2,54%,46%,19,11,9,5,5,4,5,2,8,4,2,1,3,7,10,19,3,6,451,389,,,25,13,73,84,63,64,0,0,D
0MLRXTgR,31.10.2021 11:30,Kayserispor,Karagumruk,2,1,46%,54%,17,10,8,6,7,2,2,2,7,5,1,1,5,6,23,9,3,3,334,411,,,15,13,92,58,78,45,1,1,H
63bfTm2r,30.10.2021 18:00,Konyaspor,Fenerbahce,2,1,39%,61%,16,13,5,4,8,5,3,4,7,5,6,2,3,3,17,13,1,2,314,479,,,17,21,76,110,61,83,0,0,H
C012RRWf,30.10.2021 15:00,Altay,Sivasspor,1,1,46%,54%,13,12,3,3,7,4,3,5,6,6,1,2,2,2,16,13,4,2,296,360,,,20,16,100,90,93,70,0,0,D
ji06Qon1,30.10.2021 15:00,Hatayspor,Besiktas,1,0,35%,65%,9,17,2,3,4,7,3,7,4,9,4,2,3,1,12,13,3,1,296,538,,,17,9,90,107,43,79,0,0,H
C0uXBnX7,30.10.2021 12:30,Kasimpasa,Yeni Malatyaspor,2,0,55%,45%,15,5,5,4,8,1,2,0,5,5,1,6,4,3,15,17,1,0,495,396,,,19,9,84,81,75,68,0,0,H
hdIJZkPE,29.10.2021 19:00,Trabzonspor,Rizespor,2,1,62%,38%,12,13,4,4,5,4,3,5,9,4,2,0,3,2,9,14,3,5,525,320,,,24,18,139,112,97,72,0,0,H
EqruOhQ2,25.10.2021 19:00,Besiktas,Galatasaray,2,1,59%,41%,10,13,3,4,4,7,3,2,5,5,3,0,3,1,17,19,3,2,446,310,,,15,17,82,87,64,55,0,0,H
pYLNFUXr,24.10.2021 18:00,Fenerbahce,Alanyaspor,1,2,58%,42%,20,3,5,2,7,1,8,0,9,4,0,0,0,4,18,5,2,1,550,403,,,13,22,112,68,110,37,0,0,A
zaWmMWfF,24.10.2021 15:00,Antalyaspor,Basaksehir,1,2,44%,56%,13,7,6,3,4,2,3,2,5,3,1,0,1,5,9,17,0,1,415,534,,,11,12,88,95,58,46,0,0,A
l2zhLjAL,24.10.2021 15:00,Sivasspor,Adana Demirspor,1,1,41%,59%,5,12,2,3,3,4,0,5,4,4,2,2,2,1,19,11,6,2,278,402,,,13,12,68,69,44,54,1,1,D
QTlca9m2,24.10.2021 12:30,Karagumruk,Hatayspor,1,1,65%,35%,12,9,3,4,5,3,4,2,8,3,1,1,3,2,13,19,5,3,580,314,,,6,6,72,68,64,32,1,0,D
QqwLElmk,23.10.2021 18:00,Goztepe,Trabzonspor,0,1,43%,57%,17,6,3,1,12,4,2,1,1,2,3,0,0,3,17,13,4,4,364,522,,,24,22,121,135,66,41,0,0,A
nwjg0kYe,23.10.2021 15:00,Gaziantep,Giresunspor,1,1,45%,55%,6,15,3,6,2,4,1,5,3,5,1,6,5,2,11,6,3,3,412,503,,,13,11,87,103,62,61,0,0,D
rPZeKAPR,23.10.2021 15:00,Konyaspor,Kayserispor,2,0,47%,53%,11,11,3,3,5,5,3,3,4,5,6,3,3,1,17,12,2,3,421,474,,,14,13,73,76,49,47,0,0,H
4zxPD82e,23.10.2021 12:30,Rizespor,Kasimpasa,2,1,48%,52%,8,18,3,5,3,1,2,12,7,5,0,2,4,1,18,16,3,4,378,416,,,10,18,93,86,57,76,0,0,H
hzsqNCu9,22.10.2021 19:00,Yeni Malatyaspor,Altay,2,1,54%,46%,13,10,5,3,5,4,3,3,6,3,0,3,2,3,18,14,2,3,432,353,,,21,16,59,78,57,54,0,0,H
EV269gB9,18.10.2021 19:00,Alanyaspor,Kayserispor,6,3,53%,47%,18,13,12,5,4,2,2,6,6,5,1,0,2,6,8,13,3,3,476,422,,,17,19,74,80,70,59,0,0,H
4E0l1VIk,18.10.2021 19:00,Hatayspor,Gaziantep,2,1,48%,52%,15,7,6,5,7,0,2,2,6,3,4,2,4,4,14,9,2,5,369,403,,,21,12,78,92,59,64,0,0,H
K832AZe3,17.10.2021 18:00,Trabzonspor,Fenerbahce,3,1,73%,27%,20,5,7,4,8,1,5,0,1,2,3,1,3,4,15,13,3,5,637,239,,,15,19,98,62,66,27,0,1,H
6Tso2B3q,17.10.2021 15:00,Altay,Karagumruk,0,1,50%,50%,18,4,2,3,7,0,9,1,6,2,1,6,2,2,24,10,3,4,419,439,,,19,19,106,68,82,35,0,0,A
65abBFtc,17.10.2021 15:00,Galatasaray,Konyaspor,1,0,44%,56%,11,16,5,3,2,7,4,6,3,6,1,3,3,4,15,8,3,2,383,459,,,17,20,89,86,63,100,0,0,H
40LFnW3d,17.10.2021 12:30,Kasimpasa,Goztepe,1,2,55%,45%,13,13,4,10,7,2,2,1,5,4,2,7,8,3,14,16,3,1,393,318,,,12,23,82,74,55,51,0,0,A
AcdF7XuM,16.10.2021 18:00,Adana Demirspor,Yeni Malatyaspor,0,2,66%,34%,25,9,6,6,12,1,7,2,7,3,3,2,4,6,6,12,2,2,521,281,,,8,17,106,85,107,36,0,0,A
hM1A8DQF,16.10.2021 15:00,Sivasspor,Antalyaspor,2,2,51%,49%,9,9,2,3,2,5,5,1,1,2,2,2,1,0,17,16,2,6,369,366,,,16,14,77,94,59,60,0,0,D
Q9MBmClj,16.10.2021 12:30,Giresunspor,Rizespor,2,0,62%,38%,16,5,5,3,8,0,3,2,7,7,1,1,3,3,10,8,3,0,561,348,,,25,8,91,70,94,54,0,1,H
lleJ6ieS,15.10.2021 19:00,Basaksehir,Besiktas,3,2,45%,55%,11,18,8,8,3,4,0,6,2,5,2,3,6,5,16,10,2,2,393,485,,,15,21,100,96,50,76,0,0,H
IqN7lhZq,03.10.2021 18:00,Rizespor,Galatasaray,2,3,36%,64%,11,21,5,8,4,8,2,5,6,6,1,1,5,3,19,11,4,4,295,520,,,14,12,82,101,49,76,0,1,A
YBoyfEBM,03.10.2021 15:00,Fenerbahce,Kasimpasa,2,1,45%,55%,10,8,5,2,5,4,0,2,3,3,3,6,1,3,20,12,5,3,314,406,,,13,27,107,89,81,45,0,0,H
QkbUzZ4p,03.10.2021 15:00,Gaziantep,Altay,4,1,51%,49%,16,13,8,3,4,6,4,4,8,7,1,5,2,4,12,13,2,1,356,334,,,16,19,107,97,60,62,0,0,H
UJlKcdCc,03.10.2021 12:30,Yeni Malatyaspor,Hatayspor,0,2,53%,47%,15,15,2,6,9,6,4,3,7,5,5,2,4,2,9,6,2,3,412,358,,,13,16,112,90,76,66,0,0,A
jTkGbxci,02.10.2021 18:00,Besiktas,Sivasspor,2,1,53%,47%,10,8,4,2,3,6,3,0,3,2,4,5,1,2,14,15,2,1,439,382,,,20,23,91,103,64,52,0,0,H
GzytgYQS,02.10.2021 15:00,Goztepe,Giresunspor,0,1,51%,49%,14,8,5,5,4,2,5,1,8,3,2,1,4,5,16,6,3,6,413,404,,,10,23,57,49,64,35,0,0,A
QorTezsA,02.10.2021 15:00,Kayserispor,Trabzonspor,1,2,51%,49%,18,16,4,6,4,8,10,2,7,1,1,2,4,3,14,13,3,1,391,391,,,13,23,104,108,80,62,0,0,A
K8sXffdG,02.10.2021 12:30,Konyaspor,Alanyaspor,1,1,54%,46%,17,10,4,5,11,3,2,2,7,5,6,1,4,3,9,9,2,3,432,354,,,19,18,84,68,70,48,0,0,D
neqPdGR3,01.10.2021 19:00,Antalyaspor,Adana Demirspor,1,2,53%,47%,13,11,3,3,6,6,4,2,10,2,2,3,1,2,13,13,3,1,421,393,,,17,24,76,72,72,55,0,0,A
xQ1YZhKj,01.10.2021 19:00,Karagumruk,Basaksehir,3,1,47%,53%,8,18,4,6,4,7,0,5,1,10,0,1,5,1,5,11,0,3,500,549,,,17,11,74,78,44,62,0,0,H
KzrZw2LO,27.09.2021 19:00,Kasimpasa,Konyaspor,2,2,62%,38%,18,9,6,5,8,1,4,3,8,2,3,2,3,4,14,16,3,1,556,352,,,6,8,120,95,103,55,0,0,D
8nkyb56t,27.09.2021 19:00,Trabzonspor,Alanyaspor,1,1,67%,33%,19,19,7,6,6,11,6,2,10,3,2,0,5,6,10,7,2,2,594,294,,,12,22,105,76,94,54,1,0,D
6w392obP,26.09.2021 18:00,Galatasaray,Goztepe,2,1,55%,45%,14,6,5,1,6,4,3,1,5,5,0,2,0,3,15,12,3,0,447,357,,,30,18,96,81,61,52,0,0,H
xSthfN55,26.09.2021 15:00,Basaksehir,Rizespor,3,0,58%,42%,15,14,8,2,4,10,3,2,1,3,1,2,2,5,10,9,,,595,414,,,16,13,91,76,52,49,0,0,H
php0h1zI,26.09.2021 15:00,Hatayspor,Fenerbahce,1,2,66%,34%,9,15,3,6,6,7,0,2,5,4,4,1,4,2,4,15,2,2,523,277,,,13,10,94,76,64,50,0,0,A
tpqVvr6I,26.09.2021 12:30,Giresunspor,Kayserispor,1,1,51%,49%,21,6,5,2,11,4,5,0,7,3,3,0,1,4,13,13,3,2,423,414,,,17,15,101,103,80,64,0,0,D
byrle3ja,25.09.2021 18:00,Adana Demirspor,Gaziantep,4,0,40%,60%,6,8,4,0,2,6,0,2,1,9,5,2,0,0,7,12,1,3,334,485,,,22,24,67,97,35,86,0,0,H
29lucPLn,25.09.2021 15:00,Antalyaspor,Yeni Malatyaspor,1,0,52%,48%,17,9,2,2,6,6,9,1,8,2,3,1,2,1,12,10,2,1,437,417,,,19,18,67,63,44,27,0,0,H
GChqdqyg,25.09.2021 12:30,Sivasspor,Karagumruk,4,0,36%,64%,17,12,9,4,6,3,2,5,6,7,3,2,4,5,9,8,0,2,323,584,,,20,10,86,117,67,76,0,0,H
61odgsLB,24.09.2021 19:00,Altay,Besiktas,2,1,47%,53%,10,12,3,7,4,3,3,2,2,5,2,2,6,1,12,8,,,414,482,,,25,17,112,87,80,63,0,0,H
4vl6pnxs,23.09.2021 19:00,Alanyaspor,Kasimpasa,2,0,47%,53%,14,10,3,3,9,6,2,1,6,4,1,0,3,1,14,13,1,4,423,481,,,20,14,114,91,72,70,0,0,H
jejIspMa,23.09.2021 19:00,Fenerbahce,Giresunspor,2,1,52%,48%,7,8,4,2,1,5,2,1,6,2,1,1,1,2,16,13,2,1,485,438,,,20,38,99,89,73,61,0,0,H
C4iErQ6g,23.09.2021 16:00,Konyaspor,Trabzonspor,2,2,61%,39%,31,14,10,5,16,5,5,4,9,4,0,1,3,8,14,10,3,1,453,310,,,27,11,102,88,96,64,0,1,D
YJuNt4y6,22.09.2021 19:00,Goztepe,Hatayspor,0,2,54%,46%,13,17,3,5,9,7,1,5,9,3,1,3,3,3,16,13,2,3,424,375,,,10,16,84,108,91,68,1,0,A
rVnAq6im,22.09.2021 19:00,Kayserispor,Galatasaray,3,0,37%,63%,11,19,4,2,3,11,4,6,3,9,3,2,2,1,12,11,3,3,292,471,,,24,13,117,116,55,75,0,0,H
fTKmS4MC,22.09.2021 16:00,Gaziantep,Basaksehir,1,0,32%,68%,9,15,2,2,2,6,5,7,3,15,0,1,2,1,7,4,2,1,295,632,,,18,15,89,110,57,94,0,0,H
nN7Zk8EJ,21.09.2021 19:00,Besiktas,Adana Demirspor,3,3,63%,37%,13,12,6,4,4,6,3,2,5,6,1,0,1,3,14,13,4,2,590,344,,,18,13,88,84,47,56,1,0,D
bcBwkSTP,21.09.2021 19:00,Yeni Malatyaspor,Sivasspor,0,1,54%,46%,9,11,3,4,4,5,2,2,5,6,0,4,3,3,7,15,2,3,513,430,,,12,20,111,110,79,74,0,0,A
YJJiROyJ,21.09.2021 16:00,Karagumruk,Antalyaspor,0,0,66%,34%,16,12,5,5,9,5,2,2,4,3,0,3,5,5,12,16,4,2,646,313,,,15,13,87,61,30,31,0,0,D
nNqRuOjC,21.09.2021 16:00,Rizespor,Altay,1,2,65%,35%,16,11,4,3,9,5,3,3,3,4,1,0,1,3,12,22,1,4,493,265,,,17,18,117,99,87,71,0,1,A
4vSzV6xf,19.09.2021 18:00,Basaksehir,Fenerbahce,2,0,37%,63%,6,14,2,5,4,6,0,3,1,6,3,1,5,0,9,10,0,1,377,621,,,14,11,73,126,27,110,0,0,H
xhQrTp76,19.09.2021 18:00,Hatayspor,Kayserispor,2,1,61%,39%,21,6,5,1,8,1,8,4,12,4,2,0,0,3,15,11,4,2,486,314,,,16,11,118,86,97,51,0,0,H
KnlhwVUD,19.09.2021 15:00,Galatasaray,Alanyaspor,0,1,59%,41%,17,11,3,3,8,7,6,1,13,3,1,0,2,3,6,8,0,5,529,369,,,14,21,88,77,94,63,0,0,A
4v65FRx7,19.09.2021 12:30,Giresunspor,Konyaspor,0,0,54%,46%,16,9,3,0,7,7,6,2,9,0,1,3,0,3,12,9,2,1,481,421,,,14,14,80,79,80,62,0,0,D
jyOWVnNm,18.09.2021 18:00,Adana Demirspor,Rizespor,3,1,44%,56%,23,9,7,3,9,5,7,1,5,12,0,0,2,4,17,13,2,4,368,430,,,13,9,63,49,47,57,0,0,H
63n0y9aQ,18.09.2021 18:00,Antalyaspor,Besiktas,2,3,41%,59%,11,19,5,7,4,6,2,6,7,5,1,2,4,3,10,14,0,2,348,492,,,10,20,66,94,82,83,0,0,A
IsA9EohD,18.09.2021 15:00,Kasimpasa,Trabzonspor,0,1,45%,55%,15,12,3,9,3,3,9,0,8,3,1,2,8,3,11,9,3,2,381,494,,,17,19,63,65,52,46,0,0,A
8CYRWS7s,18.09.2021 12:30,Sivasspor,Gaziantep,1,1,40%,60%,8,15,3,5,2,8,3,2,5,3,4,1,4,2,15,7,3,0,322,496,,,23,23,91,103,58,65,0,0,D
b1RvUQi0,17.09.2021 19:00,Altay,Goztepe,2,1,58%,42%,19,10,8,7,9,1,2,2,5,3,1,5,6,6,12,10,2,2,357,265,,,35,19,112,78,74,39,0,0,H
bwmdxkpK,17.09.2021 19:00,Yeni Malatyaspor,Karagumruk,3,4,32%,68%,8,12,4,5,3,3,1,4,2,5,3,2,1,1,13,13,7,3,245,520,,,23,14,54,72,33,65,1,0,A
KY8JOVFK,13.09.2021 19:00,Alanyaspor,Giresunspor,1,0,37%,63%,9,15,2,6,5,7,2,2,7,11,1,3,6,1,14,11,3,4,329,555,,,10,12,92,118,55,94,0,0,H
WCSO2lg1,13.09.2021 19:00,Gaziantep,Antalyaspor,2,0,41%,59%,10,15,2,2,8,10,0,3,3,4,0,2,2,0,8,9,5,2,365,529,,,19,22,75,85,41,66,0,0,H
WQ7cHm8f,12.09.2021 19:00,Goztepe,Basaksehir,2,1,51%,49%,10,22,5,7,5,8,0,7,2,6,1,0,6,3,11,8,4,3,490,468,,,13,16,88,83,53,55,0,0,H
xAJEPB0E,12.09.2021 19:00,Trabzonspor,Galatasaray,2,2,62%,38%,19,15,6,6,6,6,7,3,7,3,2,1,4,4,9,6,2,1,591,361,,,12,15,100,81,83,60,0,0,D
EkDhIThl,12.09.2021 16:00,Fenerbahce,Sivasspor,1,1,72%,28%,13,7,5,3,5,4,3,0,2,2,2,4,2,4,9,15,2,3,498,195,,,17,14,117,72,76,35,0,0,D
AH61G7N0,12.09.2021 16:00,Rizespor,Hatayspor,0,2,45%,55%,5,20,0,10,5,5,0,5,5,3,1,4,8,0,12,11,0,2,305,382,,,14,12,108,120,70,90,0,0,A
bJKAQio8,11.09.2021 19:00,Besiktas,Yeni Malatyaspor,3,0,68%,32%,16,7,9,2,3,2,4,3,9,3,2,0,2,6,14,10,1,0,636,286,,,31,19,102,80,80,37,0,0,H
IJRMNkVQ,11.09.2021 19:00,Kayserispor,Kasimpasa,2,0,48%,52%,8,6,4,1,2,4,2,1,0,4,4,3,1,2,18,11,3,2,387,407,,,17,13,107,96,53,63,0,0,H
A3RS1887,11.09.2021 16:00,Karagumruk,Adana Demirspor,4,0,63%,37%,16,11,8,2,3,7,5,2,6,4,11,4,2,4,8,11,0,2,649,372,,,4,11,108,81,64,38,0,0,H
zaElJ9wr,11.09.2021 16:00,Konyaspor,Altay,3,1,49%,51%,14,15,5,7,6,5,3,3,6,7,3,2,6,2,14,13,3,2,379,375,,,9,20,66,85,44,49,0,0,H
zoZF4AOl,29.08.2021 20:45,Altay,Fenerbahce,0,2,40%,60%,9,9,0,5,7,3,2,1,3,5,4,2,3,0,15,15,0,1,288,445,,,16,20,96,100,41,50,0,0,A
f7TlJlMp,29.08.2021 20:45,Giresunspor,Trabzonspor,0,1,46%,54%,10,13,3,5,3,4,4,4,2,4,2,1,4,3,8,13,1,3,453,549,,,13,14,98,113,71,70,0,0,A
YcShI8yi,29.08.2021 18:15,Kasimpasa,Galatasaray,2,2,47%,53%,17,13,5,6,7,4,5,3,4,2,2,2,4,3,7,10,2,0,422,481,,,24,13,81,72,62,50,0,0,D
OneoObP9,29.08.2021 18:15,Sivasspor,Goztepe,2,2,43%,57%,11,8,3,5,3,3,5,0,5,7,0,1,3,1,14,12,0,1,310,428,,,16,13,63,78,37,54,1,0,D
xWhZQ0ui,28.08.2021 20:45,Besiktas,Karagumruk,1,0,38%,62%,18,10,7,1,8,7,3,2,9,1,5,0,1,6,12,20,3,4,288,498,,,23,18,62,80,74,58,1,0,H
llwK3Uwe,28.08.2021 20:45,Hatayspor,Alanyaspor,5,0,48%,52%,16,8,8,1,5,5,3,2,3,4,0,1,1,3,14,14,5,1,354,375,,,8,8,78,67,44,48,0,0,H
tOZB5j9r,28.08.2021 18:15,Basaksehir,Kayserispor,0,1,63%,37%,14,5,2,3,9,1,3,1,11,2,2,1,2,2,16,9,3,1,598,364,,,14,11,85,67,74,30,0,0,A
jZdwQKfc,28.08.2021 18:15,Yeni Malatyaspor,Gaziantep,2,0,46%,54%,9,20,3,4,5,10,1,6,1,6,4,2,4,1,5,9,1,3,372,433,,,10,21,90,115,45,90,0,0,H
4bCrNIvG,27.08.2021 20:45,Adana Demirspor,Konyaspor,1,1,45%,55%,14,9,3,2,5,3,6,4,1,3,1,6,1,2,13,14,0,3,427,520,,,9,20,92,80,66,62,0,0,D
pddsPvA3,27.08.2021 19:30,Antalyaspor,Rizespor,3,2,58%,42%,11,12,5,6,2,4,4,2,7,1,3,1,4,2,18,16,2,3,466,336,,,18,19,92,69,59,47,0,0,H
0phgUEUo,23.08.2021 20:45,Galatasaray,Hatayspor,2,1,61%,39%,14,6,4,4,7,1,3,1,17,1,1,1,3,2,11,14,1,2,451,304,,,10,20,146,84,132,53,0,0,H
vyicTYqh,23.08.2021 18:15,Trabzonspor,Sivasspor,2,1,53%,47%,14,17,6,4,5,9,3,4,4,4,1,2,3,4,18,9,4,2,475,408,,,11,14,113,92,60,64,0,0,H
t0mEPjqH,22.08.2021 20:45,Fenerbahce,Antalyaspor,2,0,58%,42%,21,11,7,4,10,4,4,3,13,2,0,3,4,5,8,8,1,2,455,332,,,23,12,115,69,100,39,0,0,H
OOxJOAbN,22.08.2021 20:45,Goztepe,Yeni Malatyaspor,0,1,67%,33%,10,11,3,2,5,7,2,2,4,1,5,1,1,3,8,11,1,1,536,267,,,23,13,100,82,80,42,0,0,A
UPqAQWTA,22.08.2021 18:15,Konyaspor,Basaksehir,2,1,44%,56%,15,13,6,4,6,5,3,4,4,5,2,2,3,4,7,12,1,0,432,567,,,9,9,71,72,56,51,0,0,H
dCo2Shab,21.08.2021 20:45,Alanyaspor,Altay,1,4,48%,52%,10,23,2,7,6,9,2,7,1,5,2,0,3,1,10,11,3,0,428,471,,,15,13,71,88,29,75,2,0,A
ALCqABqU,21.08.2021 20:45,Gaziantep,Besiktas,0,0,40%,60%,10,7,1,3,5,2,4,2,5,2,2,3,3,1,9,10,2,2,335,502,,,30,15,109,121,66,85,0,0,D
ns4B5Vio,21.08.2021 18:15,Kasimpasa,Giresunspor,2,0,43%,57%,9,15,3,1,4,9,2,5,3,2,1,3,1,1,15,10,3,3,424,546,,,21,7,102,105,50,57,0,0,H
2FyNNUDT,21.08.2021 18:15,Rizespor,Karagumruk,0,0,36%,64%,7,10,1,4,5,4,1,2,2,6,2,0,4,1,13,13,1,1,320,583,,,11,12,65,100,37,62,0,0,D
z3p6RCE4,20.08.2021 19:30,Kayserispor,Adana Demirspor,1,1,36%,64%,12,12,3,6,5,4,4,2,6,6,1,1,5,2,12,13,1,6,256,492,,,21,8,58,83,66,63,0,0,D
8Ym2cYaO,16.08.2021 20:45,Giresunspor,Galatasaray,0,2,36%,64%,7,10,1,6,5,4,1,0,5,4,4,2,4,1,12,14,0,2,313,588,,,22,19,80,107,59,73,1,1,A
YFLOEZUb,16.08.2021 18:15,Sivasspor,Konyaspor,0,1,51%,49%,14,14,3,5,8,5,3,4,5,3,0,0,4,3,13,9,0,2,442,441,,,13,12,88,100,56,59,0,0,A
QkIGGe0n,16.08.2021 18:15,Yeni Malatyaspor,Trabzonspor,1,5,40%,60%,16,14,3,8,10,2,3,4,8,2,2,1,3,2,7,11,2,1,349,554,,,10,14,78,96,58,52,0,0,A
GvBTDgp5,15.08.2021 20:45,Adana Demirspor,Fenerbahce,0,1,48%,52%,20,14,7,4,7,8,6,2,5,6,1,2,3,7,9,13,1,2,411,456,,,13,14,89,106,72,70,0,0,A
KCHKFFFh,15.08.2021 20:45,Antalyaspor,Goztepe,1,1,40%,60%,4,12,2,4,2,6,0,2,2,8,1,3,3,1,17,13,3,5,296,426,,,21,16,54,81,36,62,0,0,D
fV9XCDaB,15.08.2021 18:15,Basaksehir,Alanyaspor,0,1,58%,42%,17,8,5,4,7,2,5,2,8,0,2,2,3,5,17,9,0,2,547,404,,,14,12,94,77,81,43,0,0,A
l6OzCXEH,14.08.2021 20:45,Altay,Kayserispor,3,0,38%,62%,15,8,7,3,6,4,2,1,2,4,2,1,3,4,15,10,,,356,576,,,22,13,81,84,55,60,0,0,H
SdNvBiUN,14.08.2021 20:45,Hatayspor,Kasimpasa,1,1,56%,44%,10,11,2,4,7,3,1,4,7,3,3,1,3,1,12,13,3,3,394,326,,,10,11,94,84,75,58,0,0,D
nPn6dhFU,14.08.2021 18:15,Karagumruk,Gaziantep,3,2,64%,36%,11,11,5,4,3,6,3,1,4,1,1,0,2,2,10,15,2,3,668,363,,,14,15,93,67,54,34,0,1,H
naJCHyot,13.08.2021 19:30,Besiktas,Rizespor,3,0,51%,49%,19,3,6,0,6,2,7,1,4,5,1,1,0,3,23,16,2,1,497,469,,,21,20,77,84,69,66,0,0,H
