id,date,home_team,away_team,home_goals,away_goals,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Blocked Shots_home,Blocked Shots_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Throw-ins_home,Throw-ins_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Red Cards_home,Red Cards_away,Yellow Cards_home,Yellow Cards_away,Expected Goals (xG)_home,Expected Goals (xG)_away,Total Passes_home,Total Passes_away,Completed Passes_home,Completed Passes_away,Tackles_home,Tackles_away,result
0SS6LbxM,13.11.2022 15:00,Istanbulspor AS,Hatayspor,0,1,50%,50%,9,10,4,5,3,2,2,3,12,5,5,3,0,1,14,17,4,4,6,11,71,73,58,48,0,0,3,5,,,466,483,388,408,16,11,A
p04wGx0q,13.11.2022 15:00,Kayserispor,Konyaspor,1,2,72%,28%,15,9,2,2,7,3,6,4,17,10,9,2,1,1,23,22,0,1,11,16,133,79,85,30,0,0,4,4,,,603,236,526,162,9,9,A
4tm80c0d,13.11.2022 12:30,Karagumruk,Gaziantep,3,3,59%,41%,18,11,8,5,7,4,3,2,14,20,7,5,4,1,27,12,2,5,16,11,98,71,85,39,0,0,1,3,,,534,369,464,280,8,13,D
h2T2MvNF,12.11.2022 18:00,Basaksehir,Galatasaray,0,7,60%,40%,10,16,3,10,5,6,2,0,16,13,2,6,0,1,21,20,3,3,14,15,99,72,63,57,0,0,2,2,,,517,324,428,244,23,19,A
vJRAKIiS,12.11.2022 15:00,Fenerbahce,Giresunspor,1,2,54%,46%,16,9,4,4,9,3,3,2,24,16,6,3,1,7,20,19,2,3,16,18,69,69,73,50,1,0,2,3,,,352,351,272,259,17,22,A
WnufO0h3,12.11.2022 12:30,Sivasspor,Umraniyespor,2,2,52%,48%,13,15,9,6,2,7,2,2,17,11,6,5,0,1,26,21,4,7,12,16,80,86,52,66,0,0,1,0,,,426,385,332,296,18,20,D
Qkl41woj,11.11.2022 18:00,Alanyaspor,Adana Demirspor,0,0,61%,39%,16,9,4,1,9,2,3,6,16,23,4,6,1,5,14,18,1,4,21,11,92,86,65,56,0,1,4,1,,,548,350,464,273,28,17,D
EBUbNK79,11.11.2022 18:00,Ankaragucu,Trabzonspor,1,1,48%,52%,10,9,1,3,4,5,5,1,7,13,5,4,2,1,18,29,2,0,11,7,99,95,77,83,0,0,2,2,,,408,445,322,347,19,15,D
xSWRKRoB,07.11.2022 18:00,Fenerbahce,Sivasspor,1,0,51%,49%,12,8,3,3,7,4,2,1,26,19,2,3,0,4,11,16,3,2,18,23,104,92,35,30,1,0,7,5,,,374,356,302,274,13,16,H
8Ega2JVq,07.11.2022 18:00,Hatayspor,Basaksehir,3,3,36%,64%,8,11,5,4,2,4,1,3,11,12,1,5,1,2,20,21,1,2,12,10,64,133,34,48,0,0,3,3,,,344,611,264,549,20,12,D
IRPFNT1h,06.11.2022 18:00,Trabzonspor,Konyaspor,2,2,60%,40%,21,10,8,5,5,2,8,3,15,16,5,3,3,1,18,20,3,6,13,16,108,72,73,46,0,1,3,6,,,537,352,468,279,24,14,D
pve1461U,06.11.2022 15:00,Antalyaspor,Karagumruk,4,2,55%,45%,22,16,7,7,7,7,8,2,16,20,9,1,2,1,17,21,5,3,17,17,74,62,69,44,0,0,1,3,,,429,356,372,289,9,15,H
dIOJMmHb,06.11.2022 12:30,Gaziantep,Kayserispor,1,2,49%,51%,16,12,4,5,8,4,4,3,15,11,4,6,2,1,22,20,3,3,10,15,116,95,81,67,0,0,3,5,,,440,461,356,378,15,13,A
lhLBO9nn,05.11.2022 18:00,Galatasaray,Besiktas,2,1,54%,46%,19,12,5,5,12,6,2,1,17,15,10,7,0,4,24,18,4,3,15,13,88,86,101,82,0,0,3,4,,,327,283,241,200,12,21,H
WlWVJo1H,05.11.2022 12:30,Giresunspor,Istanbulspor AS,3,2,56%,44%,16,12,4,3,8,7,4,2,25,8,9,2,2,1,22,23,1,1,4,13,108,78,96,32,0,1,1,5,,,488,390,385,277,18,23,H
vsEOL7W4,04.11.2022 18:00,Kasimpasa,Ankaragucu,1,1,41%,59%,11,12,3,2,6,7,2,3,15,7,4,0,0,3,15,22,1,2,8,12,69,65,54,52,0,0,1,2,,,340,501,255,428,20,7,D
A1M7PkXu,04.11.2022 18:00,Umraniyespor,Alanyaspor,3,1,33%,67%,12,8,6,3,4,2,2,3,15,13,4,7,6,3,16,25,2,3,7,12,83,116,69,90,0,0,1,2,,,285,589,199,499,16,10,H
IByh8l25,31.10.2022 18:00,Basaksehir,Giresunspor,3,1,59%,41%,14,11,4,4,7,4,3,3,17,24,2,4,5,4,14,21,3,1,19,13,96,76,58,47,0,0,1,2,,,495,345,432,266,17,13,H
pbwpAAXh,31.10.2022 18:00,Sivasspor,Antalyaspor,0,2,61%,39%,6,7,0,3,4,3,2,1,13,12,2,3,3,3,39,17,1,0,9,10,113,99,73,55,0,0,2,2,,,603,387,497,288,15,31,A
bNhk78HB,30.10.2022 18:00,Istanbulspor AS,Fenerbahce,2,5,37%,63%,4,13,2,7,2,5,0,1,11,22,2,2,7,0,24,19,2,0,15,12,75,113,33,60,0,0,1,1,,,360,621,277,526,20,13,A
WfZuBjIn,30.10.2022 15:00,Besiktas,Umraniyespor,5,2,47%,53%,16,9,10,3,4,3,2,3,11,18,9,4,2,3,17,22,1,5,16,10,73,61,63,45,0,0,2,3,,,378,415,305,337,19,13,H
Wzic5nnO,30.10.2022 15:00,Kayserispor,Adana Demirspor,2,2,60%,40%,11,14,6,5,4,5,1,4,13,20,8,3,3,2,23,21,3,4,17,12,89,72,60,49,0,0,3,2,,,553,377,486,312,17,11,D
vLxl9Una,30.10.2022 12:30,Ankaragucu,Hatayspor,4,1,52%,48%,17,6,9,1,5,4,3,1,10,7,6,5,2,1,24,18,0,5,6,9,82,78,46,52,0,0,2,1,,,440,392,375,317,10,11,H
nNc9GCfP,29.10.2022 19:00,Alanyaspor,Gaziantep,2,0,51%,49%,9,15,5,4,2,8,2,3,17,21,1,4,1,6,21,17,4,3,13,8,89,95,53,75,0,0,2,1,,,542,500,455,425,17,10,H
xEig6SWH,29.10.2022 13:30,Konyaspor,Kasimpasa,1,1,60%,40%,17,7,3,1,9,4,5,2,26,21,6,2,1,1,29,20,0,2,16,18,102,85,68,38,0,0,4,5,,,451,302,369,206,12,13,D
lWqyCW2t,28.10.2022 19:00,Karagumruk,Galatasaray,0,2,30%,70%,6,35,1,12,2,11,3,12,15,11,3,11,2,2,33,11,10,1,9,13,75,107,31,97,1,0,2,1,,,231,532,157,470,16,17,A
KG5Nh92I,24.10.2022 19:00,Giresunspor,Ankaragucu,1,1,50%,50%,17,8,7,3,7,3,3,2,18,11,5,2,1,1,22,21,2,6,12,17,98,109,62,52,0,0,3,6,,,349,368,248,261,26,17,D
b74RiTHO,24.10.2022 19:00,Hatayspor,Besiktas,2,1,42%,58%,8,18,3,4,3,8,2,6,13,10,1,11,2,2,16,23,3,1,9,10,70,103,36,92,0,0,4,1,,,365,474,281,402,19,13,H
zTJ1cXmm,23.10.2022 19:00,Galatasaray,Alanyaspor,2,2,34%,66%,18,15,12,6,3,5,3,4,15,16,7,5,4,5,12,21,4,10,12,10,90,96,88,96,2,0,3,3,,,281,546,209,463,10,18,D
WfDAeBIa,23.10.2022 16:00,Adana Demirspor,Konyaspor,1,1,55%,45%,24,12,4,4,13,5,7,3,20,15,2,2,3,4,23,16,3,3,12,17,93,88,75,49,0,0,1,6,,,452,370,366,293,16,13,D
QHCEfVX5,23.10.2022 13:30,Kasimpasa,Kayserispor,0,1,53%,47%,27,11,11,3,11,6,5,2,21,11,10,6,0,2,27,22,2,11,11,19,87,64,80,55,0,0,2,1,,,420,389,340,299,16,19,A
xhGIgkmC,22.10.2022 19:00,Fenerbahce,Basaksehir,1,0,56%,44%,14,3,3,1,6,2,5,0,24,22,6,3,3,5,20,17,1,2,19,19,93,82,70,36,0,0,1,2,,,444,351,346,265,18,23,H
h4E6di3g,22.10.2022 16:00,Trabzonspor,Sivasspor,1,0,59%,41%,15,12,4,5,4,3,7,4,17,17,4,3,0,1,19,17,5,3,17,16,127,93,63,56,0,0,2,2,,,594,411,498,325,14,11,H
dxLcbDYt,22.10.2022 13:30,Umraniyespor,Karagumruk,1,3,52%,48%,9,12,1,6,6,3,2,3,24,21,5,4,3,4,27,26,3,0,13,14,87,76,65,59,0,0,0,3,,,422,395,334,304,13,5,A
vcYV2gQP,21.10.2022 19:00,Antalyaspor,Istanbulspor AS,2,1,64%,36%,20,11,8,6,5,4,7,1,16,14,11,4,3,1,27,15,5,6,11,15,105,78,99,55,0,1,3,6,,,525,299,425,200,19,22,H
CWwYshl0,17.10.2022 19:00,Ankaragucu,Fenerbahce,0,3,54%,46%,8,10,1,5,2,4,5,1,15,19,5,2,6,0,30,19,2,1,12,15,100,100,74,51,0,0,2,1,,,467,401,376,324,19,21,A
U7lTrYYg,17.10.2022 19:00,Sivasspor,Giresunspor,3,0,48%,52%,16,11,6,1,5,6,5,4,15,10,2,0,1,5,18,12,1,3,10,10,101,107,65,67,0,0,0,1,,,462,498,375,416,20,23,H
G4pPqEJm,16.10.2022 19:00,Besiktas,Trabzonspor,2,2,59%,41%,17,10,7,4,7,4,3,2,13,13,4,3,2,1,20,20,2,5,11,12,146,115,108,52,0,1,3,3,,,479,348,391,249,17,18,D
jNxxsC36,16.10.2022 16:00,Basaksehir,Istanbulspor AS,2,0,58%,42%,11,10,5,1,5,4,1,5,15,15,5,2,5,1,19,24,1,3,10,14,104,91,69,42,0,0,4,1,,,499,365,429,273,9,20,H
QgUR3ZAJ,15.10.2022 19:00,Kayserispor,Galatasaray,2,1,39%,61%,18,12,5,3,11,6,2,3,10,13,6,15,1,0,18,26,2,3,11,10,71,107,50,96,0,0,2,1,,,361,547,270,454,27,18,H
OljqujYI,15.10.2022 19:00,Konyaspor,Gaziantep,0,1,57%,43%,19,6,5,2,9,2,5,2,18,11,8,5,1,2,18,8,1,5,15,17,111,78,102,48,0,0,2,5,,,469,374,408,310,16,15,A
pbiutWIC,15.10.2022 16:00,Kasimpasa,Adana Demirspor,1,4,53%,47%,23,14,8,5,6,4,9,5,20,24,9,4,5,2,8,14,1,7,15,15,94,80,76,39,0,0,1,3,,,475,445,402,359,17,15,A
MsoLpf4s,15.10.2022 13:30,Karagumruk,Hatayspor,3,0,49%,51%,14,13,5,0,4,6,5,7,19,8,5,6,2,2,17,17,0,2,6,18,75,64,66,61,0,0,3,2,,,440,446,367,373,8,9,H
KYbgkzdQ,14.10.2022 19:00,Alanyaspor,Antalyaspor,3,2,58%,42%,9,13,5,7,2,2,2,4,12,10,7,2,4,4,24,21,5,2,6,9,89,83,60,47,0,0,2,2,,,490,363,406,294,23,21,H
G4OgUYJ0,10.10.2022 19:00,Basaksehir,Sivasspor,0,2,68%,32%,21,7,6,5,6,1,9,1,11,10,9,3,1,2,27,15,3,6,10,9,109,67,102,25,0,0,2,0,,,701,329,616,230,14,24,A
8vLoWfkl,10.10.2022 19:00,Trabzonspor,Kasimpasa,0,0,59%,41%,20,7,3,1,11,5,6,1,21,12,10,3,2,3,22,14,1,3,10,18,114,81,86,44,0,0,1,3,,,521,352,432,253,6,21,D
A3H2SClD,09.10.2022 19:00,Fenerbahce,Karagumruk,5,4,55%,45%,16,6,9,4,2,2,5,0,19,17,3,0,1,4,18,15,0,4,17,16,101,73,62,40,0,0,1,4,,,395,320,308,236,13,20,H
2c4ljGtK,09.10.2022 16:00,Hatayspor,Alanyaspor,1,0,29%,71%,11,10,4,5,3,2,4,3,13,9,5,5,0,4,14,21,5,3,9,11,91,158,77,129,0,0,2,2,,,281,702,191,622,17,9,H
UmMsXzzr,09.10.2022 13:30,Umraniyespor,Kayserispor,2,2,49%,51%,10,12,5,3,3,5,2,4,17,11,3,4,1,1,20,20,1,3,11,16,77,68,52,49,1,0,3,0,,,414,438,318,359,8,14,D
O65pidRD,08.10.2022 19:00,Giresunspor,Besiktas,0,1,53%,47%,8,14,1,5,3,5,4,4,11,22,5,8,3,0,22,15,4,1,20,13,88,96,46,69,0,0,4,3,,,367,327,286,250,17,17,A
lj8Dl35F,08.10.2022 16:00,Antalyaspor,Konyaspor,1,1,39%,61%,12,11,3,5,6,4,3,2,13,17,2,3,2,1,21,31,4,2,15,12,62,105,46,69,0,0,4,4,,,314,485,242,397,27,24,D
bTDbThZ6,08.10.2022 13:30,Istanbulspor AS,Ankaragucu,1,2,55%,45%,10,14,2,7,5,5,3,2,15,17,5,2,4,1,21,21,5,1,13,14,116,72,62,33,0,0,2,2,,,471,395,367,304,17,22,A
xEPkVE4f,07.10.2022 19:00,Gaziantep,Adana Demirspor,1,1,41%,59%,8,22,4,7,4,9,0,6,18,17,2,5,2,4,13,20,6,3,15,14,62,88,39,72,1,0,2,1,,,313,467,247,400,11,9,D
8GYmjePM,03.10.2022 19:00,Karagumruk,Istanbulspor AS,1,2,51%,49%,7,15,3,4,3,7,1,4,10,16,5,4,3,3,26,20,2,2,13,7,110,103,75,68,0,0,2,2,,,478,452,368,361,18,18,A
juOhkFvT,02.10.2022 19:00,Besiktas,Fenerbahce,0,0,47%,53%,9,9,1,3,7,2,1,4,20,26,3,4,7,3,20,25,3,1,19,17,100,102,58,66,0,0,2,2,,,371,416,270,307,21,14,D
tQ45jPz3,02.10.2022 16:00,Konyaspor,Umraniyespor,1,0,56%,44%,8,16,3,6,5,3,0,7,18,15,4,8,4,0,18,20,6,2,11,18,99,77,61,67,0,0,3,1,,,407,315,333,242,13,17,H
UPZqiyAG,02.10.2022 13:30,Alanyaspor,Giresunspor,1,1,70%,30%,12,8,5,6,4,1,3,1,11,22,11,3,2,4,12,15,5,4,21,7,88,89,95,42,0,1,4,2,,,591,258,508,183,11,9,D
S0FKpZnp,02.10.2022 13:30,Sivasspor,Hatayspor,1,2,68%,32%,29,4,8,2,13,1,8,1,12,11,12,4,3,0,35,21,0,7,8,11,114,67,122,43,0,1,1,5,,,517,257,429,149,11,19,A
0EDSrDHd,01.10.2022 19:00,Adana Demirspor,Galatasaray,0,0,45%,55%,8,23,2,4,3,8,3,11,17,14,4,7,3,2,23,16,4,2,12,15,87,90,55,72,1,0,2,5,,,357,434,267,351,17,16,D
MNEOqg2j,01.10.2022 16:00,Ankaragucu,Basaksehir,1,2,47%,53%,10,8,4,3,2,2,4,3,11,19,8,6,2,0,28,20,1,3,16,13,84,97,64,66,0,0,1,2,,,390,440,311,373,20,18,A
zm49kqj9,01.10.2022 16:00,Kayserispor,Trabzonspor,1,2,45%,55%,12,20,3,9,4,5,5,6,13,13,7,6,2,0,13,28,7,2,12,13,63,81,50,62,0,0,4,3,,,385,465,315,390,9,10,A
2Z51i5Ld,01.10.2022 13:30,Kasimpasa,Gaziantep,1,0,53%,47%,12,7,4,1,6,5,2,1,22,20,4,6,6,1,29,18,1,3,16,21,82,61,77,55,0,0,1,2,,,407,371,329,281,11,14,H
SnznWZXj,18.09.2022 19:00,Ankaragucu,Sivasspor,2,1,45%,55%,11,13,6,5,4,3,1,5,15,15,5,5,0,4,14,36,4,4,17,13,72,80,46,64,0,0,3,4,,,364,435,273,348,19,17,H
MaWygcu4,18.09.2022 19:00,Fenerbahce,Alanyaspor,5,0,60%,40%,17,7,11,2,3,4,3,1,21,14,12,3,0,4,15,15,2,6,14,18,64,59,71,34,0,0,0,2,,,520,352,442,284,17,26,H
tjOTfJAi,18.09.2022 16:00,Basaksehir,Karagumruk,0,0,68%,32%,8,7,1,3,4,3,3,1,20,10,6,3,3,1,19,22,3,1,8,19,103,67,90,45,1,1,0,3,,,633,291,544,224,18,13,D
ldyrXFIp,18.09.2022 16:00,Trabzonspor,Gaziantep,3,2,63%,37%,21,10,8,3,9,4,4,3,8,10,9,2,1,0,25,17,1,5,9,9,113,66,102,29,0,0,2,3,,,558,331,474,251,16,14,H
zke7wIuH,17.09.2022 19:00,Antalyaspor,Adana Demirspor,0,3,40%,60%,9,13,4,7,4,3,1,3,15,10,6,2,2,3,15,18,4,4,9,11,39,41,47,32,2,1,1,3,,,354,553,293,497,16,16,A
vysXgwQc,17.09.2022 19:00,Istanbulspor AS,Besiktas,2,2,49%,51%,8,8,2,5,4,2,2,1,22,16,3,5,1,4,26,27,3,0,14,18,111,104,55,75,0,0,1,3,,,393,398,286,314,21,16,D
UBfBxxeN,17.09.2022 16:00,Umraniyespor,Kasimpasa,1,2,51%,49%,20,13,7,5,8,4,5,4,15,16,11,5,1,0,25,31,3,6,14,16,92,86,77,54,0,0,4,4,,,337,324,247,236,8,11,A
82gFydAT,16.09.2022 19:00,Galatasaray,Konyaspor,2,1,54%,46%,18,19,5,5,6,10,7,4,14,15,6,4,1,2,20,14,4,3,14,13,81,67,49,34,0,1,4,4,,,494,401,434,348,19,18,H
0jVuhHfA,16.09.2022 19:00,Hatayspor,Kayserispor,0,4,58%,42%,16,9,4,6,8,1,4,2,13,10,8,3,3,1,20,14,2,4,9,12,106,85,74,36,1,0,0,1,,,520,391,457,326,16,15,A
h63js0th,12.09.2022 20:30,Adana Demirspor,Trabzonspor,3,2,36%,64%,18,12,6,4,9,4,3,4,13,13,2,3,2,2,17,20,2,3,12,13,78,91,59,56,0,0,3,4,,,325,576,240,472,15,15,H
zkZyOxtU,12.09.2022 18:00,Besiktas,Basaksehir,0,1,49%,51%,21,7,2,1,15,5,4,1,11,11,5,4,0,1,26,17,0,2,9,11,145,110,112,54,0,0,3,5,,,397,436,317,353,16,14,A
EF4nrtRo,11.09.2022 19:00,Gaziantep,Umraniyespor,1,1,44%,56%,5,18,4,6,1,10,0,2,9,14,2,3,1,3,20,27,5,3,14,11,85,128,39,92,0,0,3,3,,,389,477,299,410,17,8,D
0W2ftKeb,11.09.2022 19:00,Kasimpasa,Galatasaray,2,3,37%,63%,13,22,7,6,4,11,2,5,11,14,6,8,0,1,16,24,3,5,14,10,86,106,58,86,0,0,2,0,,,278,485,186,397,12,12,A
Moi3vbQA,11.09.2022 19:00,Kayserispor,Antalyaspor,1,0,51%,49%,9,10,3,3,5,6,1,1,10,14,3,2,1,1,32,18,3,2,13,9,83,78,54,50,0,0,2,2,,,474,449,402,377,16,17,H
CAQ3Jdlo,11.09.2022 16:00,Sivasspor,Istanbulspor AS,1,1,55%,45%,13,6,5,4,5,1,3,1,11,11,9,1,1,1,35,19,3,4,10,10,117,98,87,45,0,0,2,3,,,449,379,327,272,10,18,D
tSZXOIQN,10.09.2022 19:00,Karagumruk,Giresunspor,1,1,59%,41%,10,4,3,2,4,0,3,2,16,13,5,1,0,2,29,16,1,2,14,14,103,65,55,24,0,0,3,3,,,567,411,481,329,14,13,D
vN1buvB4,10.09.2022 16:00,Konyaspor,Hatayspor,1,0,46%,54%,13,6,6,1,6,3,1,2,12,6,6,4,1,1,24,17,1,5,5,11,101,100,77,65,0,0,1,1,,,418,490,359,431,20,19,H
2yyUPbBH,09.09.2022 19:00,Alanyaspor,Ankaragucu,2,1,59%,41%,11,11,6,3,3,5,2,3,15,22,4,3,2,3,16,13,2,4,17,9,79,75,68,52,0,0,2,0,,,529,367,454,303,21,16,H
SO9bAJBU,05.09.2022 20:00,Galatasaray,Gaziantep,2,1,58%,42%,20,12,12,3,6,6,2,3,13,14,7,3,3,1,25,10,2,10,11,13,125,80,87,47,1,0,4,5,,,496,363,426,287,8,18,H
Imk8UMdn,04.09.2022 20:45,Ankaragucu,Besiktas,2,3,55%,45%,7,11,2,6,5,2,0,3,21,17,2,1,4,3,26,28,3,0,13,19,66,91,43,70,1,1,4,1,,,373,300,287,222,25,14,A
69LkCusI,04.09.2022 20:45,Antalyaspor,Kasimpasa,0,2,62%,38%,15,13,6,7,3,4,6,2,21,15,8,3,2,1,17,21,5,6,14,20,103,69,94,55,1,0,2,5,,,520,328,426,236,18,14,A
p0tPQvdB,04.09.2022 18:15,Hatayspor,Adana Demirspor,1,1,55%,45%,15,23,5,7,4,10,6,6,11,15,2,5,3,2,16,20,6,4,12,9,89,70,45,45,0,0,6,2,,,468,374,402,302,17,13,D
CnrHS0Rb,03.09.2022 20:45,Fenerbahce,Kayserispor,2,0,53%,47%,17,5,4,2,9,0,4,3,24,22,3,1,1,9,30,22,2,2,19,15,121,55,88,24,0,0,2,2,,,442,397,372,316,20,22,H
69sLRKt5,03.09.2022 20:45,Giresunspor,Konyaspor,0,1,45%,55%,10,18,3,4,4,6,3,8,16,11,7,8,0,1,22,16,3,3,11,16,89,91,64,68,0,0,3,0,,,358,432,272,358,13,10,A
0CvDTtCh,03.09.2022 18:15,Basaksehir,Alanyaspor,2,0,41%,59%,10,8,3,1,6,6,1,1,20,13,3,8,5,2,16,17,1,1,8,18,74,92,57,66,0,0,1,3,,,440,615,388,547,16,13,H
vcj4V2st,03.09.2022 18:15,Sivasspor,Karagumruk,0,0,47%,53%,7,12,3,3,2,4,2,5,13,9,11,6,2,0,20,23,3,3,7,13,106,90,82,60,1,0,2,2,,,411,476,320,395,15,12,D
lYAfBadO,02.09.2022 20:00,Umraniyespor,Trabzonspor,0,1,42%,58%,7,23,2,7,4,10,1,6,12,10,7,5,0,0,20,21,6,2,10,12,89,112,77,96,0,0,0,3,,,366,502,292,421,14,10,A
8tM5ZBrE,29.08.2022 20:45,Besiktas,Sivasspor,3,1,59%,41%,18,6,10,3,5,3,3,0,16,15,5,4,2,1,13,23,2,7,13,15,143,100,75,44,0,0,0,2,,,495,327,420,257,13,23,H
bqIsE1C5,29.08.2022 18:15,Konyaspor,Fenerbahce,1,0,54%,46%,6,8,4,2,2,5,0,1,5,17,4,2,9,1,19,19,2,3,8,4,115,85,52,48,1,1,4,0,,,495,422,431,358,18,9,H
KIlZHqDt,28.08.2022 20:45,Trabzonspor,Galatasaray,0,0,43%,57%,10,13,3,4,4,5,3,4,22,19,2,5,1,6,25,17,4,3,18,16,96,114,58,72,0,0,3,2,,,329,447,243,348,19,17,D
KhJwFsca,28.08.2022 18:15,Kasimpasa,Hatayspor,1,0,34%,66%,12,11,6,3,5,5,1,3,13,18,5,4,4,1,15,19,3,5,14,12,91,121,55,63,0,0,3,1,,,286,564,211,489,17,12,H
h6HoDLRB,28.08.2022 18:15,Kayserispor,Giresunspor,3,0,60%,40%,15,11,3,6,8,1,4,4,14,6,3,7,0,2,21,21,6,0,6,13,64,68,48,61,0,0,1,2,,,536,352,471,281,20,16,H
hWnsGNsg,27.08.2022 20:45,Adana Demirspor,Umraniyespor,1,0,45%,55%,15,15,4,2,8,11,3,2,21,13,4,1,3,4,21,22,2,3,9,12,81,92,56,58,0,0,2,2,,,407,493,321,409,13,13,H
SpqJB8j7,27.08.2022 20:45,Alanyaspor,Istanbulspor AS,0,1,65%,35%,14,10,3,5,6,2,5,3,19,15,9,1,2,6,32,14,4,3,12,15,102,72,82,28,0,1,3,4,,,590,321,494,233,18,19,A
6yrNAS5D,27.08.2022 18:15,Karagumruk,Ankaragucu,4,1,47%,53%,13,10,9,4,1,5,3,1,17,10,0,7,1,5,9,14,3,5,9,13,51,64,42,64,0,0,2,3,,,438,481,381,415,7,15,H
EulwH3Sn,26.08.2022 20:00,Gaziantep,Antalyaspor,5,2,38%,62%,13,10,8,5,2,3,3,2,8,14,3,4,0,0,16,22,3,3,13,8,59,115,31,65,0,0,3,3,,,357,575,271,488,15,17,H
xdj6EA6l,22.08.2022 20:45,Fenerbahce,Adana Demirspor,4,2,49%,51%,11,14,7,9,3,3,1,2,15,15,2,2,1,4,17,20,7,3,15,13,80,89,54,70,0,1,3,4,,,359,371,302,303,11,19,H
QLn2Fjir,22.08.2022 18:15,Istanbulspor AS,Konyaspor,0,4,49%,51%,11,14,4,9,3,4,4,1,11,17,7,3,3,4,20,15,5,4,16,7,89,80,77,55,0,0,1,3,,,404,429,329,363,23,11,A
Uk1WKCTK,22.08.2022 18:15,Sivasspor,Alanyaspor,1,1,34%,66%,10,13,3,5,6,5,1,3,7,16,4,6,2,0,26,23,4,2,14,8,76,96,59,73,0,0,2,2,,,279,549,206,477,16,18,D
CE6RLhEE,21.08.2022 20:45,Besiktas,Karagumruk,4,1,47%,53%,19,7,8,3,8,2,3,2,12,31,6,3,2,1,15,24,2,4,19,7,95,79,66,44,0,0,3,3,,,375,435,314,352,17,20,H
8t0zKWrR,21.08.2022 18:15,Basaksehir,Kayserispor,2,0,53%,47%,12,10,8,2,3,5,1,3,11,24,4,3,0,2,18,19,2,6,16,7,115,106,57,55,0,0,5,0,,,499,439,424,364,12,19,H
KKJubkM7,20.08.2022 20:45,Antalyaspor,Trabzonspor,5,2,46%,54%,13,17,6,5,4,9,3,3,7,12,3,5,2,0,18,25,3,1,10,8,84,89,39,73,0,0,1,2,,,394,443,315,385,22,12,H
KKuBDULf,20.08.2022 18:15,Giresunspor,Kasimpasa,1,0,55%,45%,14,11,7,4,3,4,4,3,15,13,8,6,2,2,35,23,4,6,11,13,106,93,88,79,0,0,3,2,,,395,323,292,231,9,24,H
bBvFCly1,20.08.2022 18:15,Hatayspor,Gaziantep,1,2,72%,28%,14,11,3,3,7,7,4,1,10,5,4,3,0,1,25,22,1,2,5,10,107,63,64,27,0,0,2,3,,,623,240,548,163,11,14,A
YN7NMYb8,19.08.2022 20:00,Umraniyespor,Galatasaray,0,1,40%,60%,15,24,3,10,7,7,5,7,21,27,3,5,1,3,29,24,9,3,18,14,102,108,52,64,0,0,6,2,,,312,481,215,389,6,20,A
p2RS0ixk,15.08.2022 20:45,Kasimpasa,Fenerbahce,0,6,28%,72%,6,24,2,9,3,13,1,2,11,20,2,8,2,1,13,15,3,2,18,10,61,113,32,95,1,0,3,1,,,208,558,131,474,19,6,A
OhQWaBie,15.08.2022 18:15,Konyaspor,Basaksehir,0,0,40%,60%,9,9,2,3,4,3,3,3,11,8,0,5,1,3,18,17,3,2,7,8,67,114,37,91,0,0,1,3,,,370,560,296,491,13,9,D
6mltAeF2,14.08.2022 20:45,Alanyaspor,Besiktas,3,3,78%,22%,11,6,3,4,7,1,1,1,18,21,12,1,0,3,16,6,1,0,24,24,119,64,110,42,0,1,3,4,,,599,177,533,120,17,20,D
zTuc6DER,14.08.2022 18:15,Gaziantep,Ankaragucu,1,0,40%,60%,20,6,9,0,8,4,3,2,23,19,9,4,2,1,16,23,0,8,12,12,95,114,89,73,0,0,2,3,,,344,510,282,433,12,18,H
pvmp9FU8,14.08.2022 18:15,Umraniyespor,Antalyaspor,0,1,46%,54%,14,11,2,2,8,7,4,2,22,23,4,5,2,1,28,16,1,2,15,12,114,105,75,68,0,0,1,2,,,393,475,314,399,16,11,A
xxSO1XMr,13.08.2022 20:45,Adana Demirspor,Sivasspor,3,0,54%,46%,27,10,13,1,11,8,3,1,7,15,7,1,2,0,11,19,1,10,12,6,118,77,104,49,0,0,2,0,,,507,419,436,339,14,14,H
v1nl8ZqF,13.08.2022 20:45,Galatasaray,Giresunspor,0,1,66%,34%,14,5,2,4,8,1,4,0,13,10,10,3,2,1,19,23,3,2,7,11,138,89,116,36,0,0,3,2,,,552,298,473,196,17,20,A
6HFyaV61,13.08.2022 18:15,Kayserispor,Istanbulspor AS,1,0,51%,49%,8,13,4,1,1,11,3,1,11,12,4,5,4,1,25,25,1,3,8,10,92,89,65,72,0,0,3,2,,,426,395,336,319,12,21,H
h4jh7gaL,12.08.2022 20:00,Trabzonspor,Hatayspor,1,0,48%,52%,21,7,6,3,8,3,7,1,10,11,11,2,4,0,14,16,3,5,18,10,107,85,39,26,0,0,2,3,,,390,433,319,355,9,10,H
