id,date,home_team,away_team,home_goals,away_goals,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Blocked Shots_home,Blocked Shots_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Yellow Cards_home,Yellow Cards_away,Total Passes_home,Total Passes_away,Completed Passes_home,Completed Passes_away,Tackles_home,Tackles_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Red Cards_home,Red Cards_away,Throw-ins_home,Throw-ins_away,result
Ewifwuij,07.10.2018 12:30,Yeni Malatyaspor,Sivasspor,4,4,61%,39%,23,12,8,7,11,3,4,2,14,15,5,3,3,0,3,4,13,13,3,4,474,302,390,219,11,14,119,103,101,44,0,1,,,D
I7sp02b3,06.10.2018 18:00,Antalyaspor,Galatasaray,0,1,32%,68%,6,15,0,7,3,6,3,2,14,15,5,7,1,0,6,0,15,14,1,3,295,603,189,516,22,10,99,147,56,106,0,0,,,A
hUBTiv6q,06.10.2018 15:00,Bursaspor,Ankaragucu,1,0,46%,54%,13,7,5,2,5,4,3,1,11,20,10,5,1,0,2,4,19,11,1,0,356,416,260,307,18,16,103,97,84,59,0,0,,,H
hUkbxa6d,06.10.2018 15:00,Erzurumspor,Alanyaspor,1,0,58%,42%,14,6,4,1,9,2,1,3,16,13,6,5,3,1,1,3,10,15,2,2,436,314,332,189,16,20,117,93,68,52,0,0,,,H
nmZ0dKcS,06.10.2018 12:30,Kayserispor,Rizespor,2,2,40%,60%,14,6,4,2,4,2,6,2,13,10,5,6,0,0,0,2,11,15,1,3,343,523,271,443,19,21,96,116,71,78,1,1,,,D
vNVhbtTF,05.10.2018 19:00,Kasimpasa,Goztepe,3,1,34%,66%,19,13,5,5,12,6,2,2,9,18,6,5,3,0,4,2,16,9,1,0,336,655,255,555,18,14,96,123,88,86,0,0,,,H
xhtGPLMj,01.10.2018 19:00,Ankaragucu,Antalyaspor,0,1,63%,37%,14,13,3,6,9,4,2,3,19,10,5,8,0,1,5,3,10,18,2,5,485,287,396,201,13,13,102,79,80,61,0,0,,,A
44HAo3qA,01.10.2018 19:00,Basaksehir,Yeni Malatyaspor,1,1,71%,29%,14,11,6,3,6,5,2,3,8,12,12,2,0,1,2,5,11,9,2,2,653,286,566,187,17,28,174,87,127,56,0,0,,,D
vcKbl5ai,30.09.2018 18:00,Rizespor,Fenerbahce,3,0,47%,53%,11,18,5,5,5,9,1,4,17,13,5,7,2,3,5,2,11,15,1,1,414,431,323,359,19,19,104,84,68,88,0,0,,,H
d2dkvLyp,30.09.2018 15:00,Goztepe,Konyaspor,3,2,46%,54%,13,11,9,2,0,6,4,3,18,11,7,6,0,4,0,6,11,15,3,4,397,466,306,367,13,13,119,126,76,95,0,0,,,H
QDI6nqU3,30.09.2018 12:30,Sivasspor,Bursaspor,2,0,47%,53%,10,7,3,3,7,4,0,0,18,24,5,6,1,5,3,1,23,14,2,4,394,442,303,353,18,19,90,111,49,57,0,0,,,H
nT6FpNbG,29.09.2018 18:00,Besiktas,Kayserispor,2,0,58%,42%,13,9,4,3,8,5,1,1,16,16,6,3,6,5,3,2,10,11,1,0,528,363,455,299,28,16,124,100,71,58,0,0,,,H
0WAJqsEM,29.09.2018 15:00,Alanyaspor,Akhisarspor,2,1,39%,61%,5,6,3,1,2,4,0,1,13,20,2,8,4,4,0,1,17,9,4,2,319,481,233,375,14,19,92,94,51,72,1,0,,,H
ImJ2mPEc,29.09.2018 15:00,Trabzonspor,Kasimpasa,4,2,57%,43%,19,17,7,9,8,7,4,1,12,19,7,6,5,1,7,3,14,11,2,3,434,323,352,221,9,24,100,95,76,80,0,0,,,H
fgANr1TS,28.09.2018 19:00,Galatasaray,Erzurumspor,1,0,60%,40%,12,10,7,1,3,5,2,4,16,14,10,6,2,4,1,6,12,12,3,2,527,340,454,255,20,18,121,98,69,38,0,0,,,H
69kpVsaT,24.09.2018 20:00,Fenerbahce,Besiktas,1,1,45%,55%,12,13,7,4,4,6,1,3,18,15,2,7,1,2,3,6,14,16,1,5,382,468,298,389,11,10,122,134,54,65,0,1,,,D
AsdyX3UG,23.09.2018 18:00,Akhisarspor,Galatasaray,3,0,35%,65%,10,12,5,3,4,6,1,3,15,16,1,6,2,4,3,2,15,13,4,3,308,570,219,476,6,12,75,105,48,79,0,0,,,H
xUcTYPa4,23.09.2018 18:00,Antalyaspor,Sivasspor,2,1,36%,64%,6,15,3,2,1,8,2,5,6,15,6,4,2,0,1,1,14,7,4,1,301,571,234,500,15,14,81,116,55,82,0,0,,,H
ITjHySFo,23.09.2018 15:00,Kasimpasa,Alanyaspor,1,2,60%,40%,24,8,6,3,10,3,8,2,19,16,7,0,2,2,1,5,14,17,2,3,489,336,379,244,19,20,134,104,97,48,0,0,,,A
dKkLznVi,22.09.2018 18:00,Trabzonspor,Goztepe,1,2,66%,34%,13,4,5,2,6,1,2,1,13,15,4,2,2,1,0,4,12,12,2,4,574,296,480,200,21,18,143,96,105,42,0,0,,,A
SIjtWNqN,22.09.2018 15:00,Kayserispor,Konyaspor,0,2,56%,44%,17,8,4,5,5,2,8,1,10,18,6,5,0,2,3,4,18,7,1,2,408,332,310,237,12,23,112,109,84,60,0,0,,,A
vquQZ5pb,22.09.2018 12:30,Yeni Malatyaspor,Rizespor,1,0,59%,41%,23,7,9,1,11,5,3,1,18,19,10,3,1,2,1,8,17,15,2,3,414,277,361,215,19,21,90,75,77,50,0,1,,,H
OlxCQ17p,21.09.2018 19:00,Bursaspor,Basaksehir,0,0,42%,58%,13,7,4,1,3,5,6,1,15,10,1,4,1,1,1,4,10,14,1,4,427,601,341,513,16,4,128,129,72,67,0,0,,,D
WjcXXqFA,21.09.2018 19:00,Erzurumspor,Ankaragucu,0,1,68%,32%,27,3,8,1,11,1,8,1,10,13,12,2,1,1,0,8,14,8,3,2,505,259,427,172,23,16,118,86,115,34,0,1,,,A
46SmzFvs,17.09.2018 19:00,Alanyaspor,Trabzonspor,1,0,35%,65%,17,11,7,5,7,5,3,1,10,18,4,6,0,2,5,6,19,9,1,2,279,536,201,446,24,19,104,134,55,82,0,0,,,H
UDcZCrwo,16.09.2018 19:00,Konyaspor,Fenerbahce,0,1,51%,49%,15,10,6,2,9,5,0,3,12,10,6,6,0,1,1,6,10,11,3,1,426,422,339,324,15,11,95,107,69,57,0,0,,,A
APp1VjgC,16.09.2018 19:00,Rizespor,Bursaspor,1,1,51%,49%,12,9,5,4,5,3,2,2,19,27,3,3,2,1,3,4,25,19,0,2,399,378,301,293,11,17,100,109,45,57,0,0,,,D
dMtcWWw6,16.09.2018 16:00,Basaksehir,Antalyaspor,4,0,68%,32%,15,8,6,3,5,4,4,1,9,13,4,2,2,0,3,2,11,8,0,2,647,301,583,248,14,7,106,68,83,37,0,0,,,H
2asgXCOa,16.09.2018 16:00,Sivasspor,Erzurumspor,2,2,59%,41%,24,11,9,5,11,4,4,2,11,12,3,2,1,1,3,7,14,10,0,2,521,361,451,274,19,23,96,74,62,40,0,0,,,D
hlz6UA8I,15.09.2018 19:00,Besiktas,Yeni Malatyaspor,2,1,56%,44%,17,10,6,6,9,3,2,1,16,15,10,5,1,1,5,4,14,15,3,3,443,339,352,251,20,9,113,122,80,71,1,0,,,H
O8rkYh9g,15.09.2018 19:00,Goztepe,Kayserispor,2,0,49%,51%,16,9,6,1,6,4,4,4,11,13,4,1,3,1,1,4,11,10,1,2,442,457,349,377,14,14,76,79,37,38,0,0,,,H
nRuMveWP,15.09.2018 16:00,Ankaragucu,Akhisarspor,1,0,40%,60%,7,12,1,4,3,8,3,0,15,20,2,12,0,4,4,0,19,11,2,3,339,497,230,411,7,11,98,113,45,89,0,0,,,H
rcRiZYgm,14.09.2018 20:00,Galatasaray,Kasimpasa,4,1,52%,48%,15,16,5,6,8,6,2,4,16,14,4,7,4,2,5,1,11,14,1,2,364,322,302,252,24,13,65,56,37,33,0,0,,,H
2w6IKZvf,02.09.2018 20:45,Antalyaspor,Rizespor,2,1,49%,51%,13,6,4,2,6,4,3,0,13,14,5,5,2,1,1,2,12,13,3,4,398,445,328,356,8,15,78,82,65,58,1,1,,,H
WIcZGivJ,02.09.2018 20:45,Bursaspor,Besiktas,1,1,50%,50%,9,11,3,4,5,6,1,1,16,14,4,3,1,0,3,2,14,15,2,2,384,390,305,296,15,17,43,35,27,25,0,0,,,D
fXGrRy2Q,02.09.2018 18:15,Erzurumspor,Basaksehir,0,1,50%,50%,16,5,3,2,9,3,4,0,14,13,8,2,0,3,1,3,13,11,3,1,435,464,352,383,3,15,91,108,75,42,0,0,,,A
dt3AMeAs,02.09.2018 18:15,Kasimpasa,Ankaragucu,2,1,46%,54%,10,15,4,7,5,6,1,2,11,8,5,6,1,0,6,2,7,10,1,3,421,495,334,412,19,13,117,134,54,85,0,0,,,H
hSbVHXOC,01.09.2018 20:45,Alanyaspor,Goztepe,1,0,45%,55%,9,10,2,2,3,3,4,5,16,17,5,8,1,4,2,1,16,12,2,2,395,466,300,380,17,17,89,78,55,58,0,0,,,H
OhfRID96,01.09.2018 20:45,Trabzonspor,Galatasaray,4,0,62%,38%,13,8,6,0,6,5,1,3,8,10,1,1,1,1,0,2,11,7,2,1,593,360,513,272,22,14,100,110,52,50,0,1,,,H
p2eNJgf0,01.09.2018 18:15,Akhisarspor,Sivasspor,1,1,55%,45%,22,11,6,4,9,3,7,4,17,23,5,1,4,0,3,5,19,17,1,3,435,376,347,281,14,20,91,100,87,52,0,0,,,D
j32ELFPm,01.09.2018 18:15,Fenerbahce,Kayserispor,2,3,61%,39%,15,20,4,11,9,7,2,2,12,16,4,4,4,0,8,2,12,11,4,2,460,301,381,230,11,13,102,87,72,52,0,1,,,A
YNyIuyHJ,31.08.2018 20:45,Yeni Malatyaspor,Konyaspor,0,1,57%,43%,11,6,3,4,5,2,3,0,24,10,3,1,1,1,3,3,9,23,2,4,480,380,383,289,10,17,123,114,84,48,0,0,,,A
b5NZScXD,27.08.2018 20:45,Galatasaray,Alanyaspor,6,0,61%,39%,17,3,9,1,5,1,3,1,10,12,4,1,1,0,1,3,12,10,0,1,353,231,290,168,16,17,100,57,82,42,0,0,,,H
lztq6zQ0,27.08.2018 18:15,Basaksehir,Akhisarspor,3,1,61%,39%,20,8,7,3,6,3,7,2,14,10,6,2,1,0,2,4,9,14,2,4,616,369,546,291,13,14,97,64,73,36,0,0,,,H
G8Sy8del,26.08.2018 20:45,Besiktas,Antalyaspor,2,3,73%,27%,30,7,12,5,12,0,6,2,22,15,12,1,0,3,2,10,15,19,2,7,595,232,514,153,21,15,93,36,56,20,0,0,,,A
xdMwSHnK,26.08.2018 20:45,Konyaspor,Bursaspor,1,1,49%,51%,13,12,4,5,7,3,2,4,15,18,11,6,1,0,4,3,17,15,2,3,292,310,216,227,13,15,66,57,41,27,0,0,,,D
xITX8xtr,26.08.2018 18:15,Sivasspor,Kasimpasa,0,3,57%,43%,28,10,3,6,13,3,12,1,20,10,7,2,2,11,3,3,8,9,0,3,529,322,456,233,10,18,114,100,97,55,0,0,,,A
Wzi5DIXQ,25.08.2018 20:45,Goztepe,Fenerbahce,1,0,44%,56%,5,7,2,1,1,5,2,1,17,19,4,5,3,1,1,1,16,16,2,1,406,466,311,383,8,12,96,121,61,76,0,0,,,H
p2Zi4EfD,25.08.2018 20:45,Kayserispor,Yeni Malatyaspor,0,0,59%,41%,11,7,4,2,7,4,0,1,15,14,4,6,1,2,2,4,13,13,2,1,425,299,359,216,14,16,90,69,75,44,0,0,,,D
Aqsu7GAf,25.08.2018 18:15,Ankaragucu,Trabzonspor,2,2,44%,56%,15,8,6,6,4,2,5,0,13,10,5,9,0,0,4,4,10,13,2,2,300,490,211,401,16,13,76,83,68,78,0,0,,,D
WbVm5fu7,24.08.2018 18:15,Rizespor,Erzurumspor,0,0,62%,38%,9,10,2,3,6,2,1,5,22,11,4,7,2,2,3,2,9,20,1,1,493,269,409,191,15,18,118,95,69,56,0,0,,,D
zk72gcte,20.08.2018 20:45,Kasimpasa,Basaksehir,2,1,34%,66%,13,15,3,5,5,7,5,3,17,21,5,2,3,2,4,1,18,16,0,3,341,665,253,586,20,16,84,100,74,76,0,0,,,H
825AiyB7,19.08.2018 20:45,Alanyaspor,Ankaragucu,0,2,57%,43%,19,5,5,4,9,1,5,0,15,20,6,2,3,1,2,5,17,14,3,6,395,297,313,211,16,16,105,91,102,45,1,1,,,A
pKlgGKm8,19.08.2018 20:45,Galatasaray,Goztepe,1,0,52%,48%,9,9,4,3,3,4,2,2,14,13,6,6,1,1,3,3,12,13,4,2,501,402,428,325,14,20,108,90,56,60,0,0,,,H
OAmcFv3E,19.08.2018 18:15,Akhisarspor,Rizespor,1,1,53%,47%,8,24,3,10,5,8,0,6,15,20,4,3,2,0,9,2,18,15,0,1,442,422,370,346,17,24,105,101,78,75,1,0,,,D
OE3bfwRl,19.08.2018 18:15,Erzurumspor,Besiktas,1,3,42%,58%,9,12,2,8,5,2,2,2,8,14,10,9,2,1,5,2,12,7,0,3,238,403,160,314,14,9,99,106,66,76,0,0,,,A
tjEgeJBr,18.08.2018 20:45,Antalyaspor,Konyaspor,3,3,57%,43%,12,6,9,4,2,1,1,1,19,18,7,3,3,1,1,6,15,18,1,5,401,307,317,221,11,11,107,88,64,52,0,1,,,D
IXn1EbIK,18.08.2018 20:45,Yeni Malatyaspor,Fenerbahce,1,0,36%,64%,12,10,2,3,6,6,4,1,10,17,2,3,2,1,3,1,15,9,2,0,272,556,196,456,17,10,97,142,49,110,0,0,,,H
vsSRaa3R,18.08.2018 18:15,Bursaspor,Kayserispor,0,0,58%,42%,9,4,2,0,4,2,3,2,14,13,6,4,1,1,0,2,12,13,2,2,455,451,356,362,20,10,109,103,68,53,0,0,,,D
A7NN0ulL,17.08.2018 20:45,Trabzonspor,Sivasspor,3,1,47%,53%,11,13,9,3,1,9,1,1,18,19,8,5,7,1,2,6,12,17,1,4,340,498,279,424,19,9,94,80,56,57,0,0,,,H
zkVA3s42,13.08.2018 20:45,Kayserispor,Antalyaspor,2,0,67%,33%,8,4,5,1,3,3,,,11,18,6,2,2,3,1,3,16,8,0,2,,,,,,,121,86,76,44,0,1,26,16,H
rerPuvCe,12.08.2018 20:45,Besiktas,Akhisarspor,2,1,61%,39%,13,8,4,4,9,4,,,16,18,12,3,1,0,3,2,17,16,3,6,,,,,,,95,91,78,44,0,0,27,21,H
WGOJ1LYE,12.08.2018 20:45,Goztepe,Yeni Malatyaspor,1,3,53%,47%,10,6,4,3,6,3,,,14,15,4,0,4,3,0,3,11,11,4,5,,,,,,,111,83,84,38,2,1,27,19,A
Wd4faSCG,12.08.2018 18:30,Basaksehir,Trabzonspor,2,0,54%,46%,15,8,5,0,10,8,,,17,17,9,2,1,2,0,3,16,15,2,2,,,,,,,106,94,66,51,0,0,22,21,H
MosTvbR1,12.08.2018 18:30,Konyaspor,Erzurumspor,3,2,48%,52%,16,6,9,4,7,2,,,15,11,4,7,0,1,2,6,11,14,1,2,,,,,,,106,106,69,70,0,0,23,30,H
lhZE21J8,11.08.2018 20:45,Fenerbahce,Bursaspor,2,1,58%,42%,7,6,2,3,5,3,,,20,13,4,4,1,5,2,0,12,15,3,3,,,,,,,125,72,47,30,0,0,20,15,H
OhSNs0sq,11.08.2018 18:30,Rizespor,Kasimpasa,2,3,47%,53%,8,14,5,6,3,8,,,15,17,3,6,4,1,3,3,13,14,2,1,,,,,,,62,69,39,51,0,0,20,17,A
2qRRtKdk,11.08.2018 18:30,Sivasspor,Alanyaspor,1,0,54%,46%,12,9,5,3,7,6,,,18,15,4,7,2,2,3,4,13,16,1,3,,,,,,,73,58,36,31,0,0,21,25,H
Ig0j08cA,10.08.2018 20:45,Ankaragucu,Galatasaray,1,3,50%,50%,3,12,1,4,2,8,,,9,17,2,4,2,0,1,0,15,9,2,2,,,,,,,99,107,77,79,0,0,33,28,A
