id,date,home_team,away_team,home_goals,away_goals,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Yellow Cards_home,Yellow Cards_away,Total Passes_home,Total Passes_away,Completed Passes_home,Completed Passes_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Free Kicks_home,Free Kicks_away,Throw-ins_home,Throw-ins_away,Fouls_home,Fouls_away,Red Cards_home,Red Cards_away,Goal Kicks_home,Goal Kicks_away,Blocked Shots_home,Blocked Shots_away,result,Tackles_home,Tackles_away,Crosses Completed_home,Crosses Completed_away,Interceptions_home,Interceptions_away
lzAbTyST,26.04.2022 21:30,El Ismaily,Enppi,0,2,69%,31%,8.0,9.0,0.0,3.0,3.0,4.0,12.0,2.0,1.0,3.0,1.0,0.0,2.0,2.0,495.0,218.0,381.0,129.0,101.0,79.0,69.0,39.0,16.0,12.0,26.0,20.0,11.0,15.0,0,0,,,5.0,2.0,A,19.0,21.0,,,,
jqdQOezo,26.04.2022 21:30,National Bank Egypt,Eastern Company,2,1,56%,44%,13.0,11.0,6.0,4.0,5.0,6.0,7.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,356.0,280.0,257.0,182.0,111.0,114.0,49.0,41.0,14.0,17.0,28.0,29.0,15.0,12.0,0,0,,,2.0,1.0,H,14.0,9.0,,,,
rw7jVccH,25.04.2022 21:30,Future FC,El Gouna,3,2,57%,43%,15.0,10.0,6.0,5.0,9.0,4.0,7.0,5.0,4.0,2.0,3.0,3.0,2.0,3.0,388.0,301.0,311.0,236.0,82.0,85.0,71.0,50.0,16.0,14.0,24.0,20.0,11.0,16.0,0,1,,,0.0,1.0,H,14.0,7.0,,,,
MNIsXJS4,25.04.2022 21:30,Ghazl El Mahallah,Pharco,1,1,58%,42%,15.0,5.0,4.0,1.0,6.0,4.0,5.0,3.0,1.0,0.0,0.0,3.0,,,388.0,293.0,288.0,191.0,130.0,96.0,76.0,22.0,16.0,18.0,21.0,23.0,18.0,20.0,0,0,,,5.0,0.0,D,14.0,13.0,,,,
0EHoWwrB,25.04.2022 21:30,Smouha,Misr Lel Makkasa,1,0,57%,43%,15.0,12.0,6.0,2.0,4.0,8.0,7.0,8.0,2.0,2.0,2.0,5.0,1.0,2.0,458.0,335.0,335.0,214.0,123.0,114.0,68.0,58.0,12.0,11.0,27.0,25.0,10.0,10.0,0,0,,,5.0,2.0,H,21.0,26.0,,,,
WYPUZLrn,20.04.2022 21:30,El Gouna,Smouha,1,0,52%,48%,12.0,3.0,5.0,2.0,4.0,0.0,4.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,306.0,284.0,222.0,191.0,84.0,109.0,49.0,57.0,19.0,21.0,22.0,34.0,19.0,22.0,0,0,,,3.0,1.0,H,18.0,13.0,,,,
tApLFIcU,19.04.2022 21:30,Al Ittihad,Zamalek,0,2,35%,65%,6.0,17.0,2.0,6.0,3.0,9.0,4.0,5.0,3.0,0.0,4.0,2.0,1.0,1.0,287.0,528.0,217.0,452.0,95.0,123.0,41.0,61.0,11.0,25.0,28.0,25.0,21.0,12.0,1,0,,,1.0,2.0,A,13.0,14.0,,,,
2JoHGbrO,19.04.2022 21:30,El Gaish,Ceramica Cleopatra,1,0,37%,63%,7.0,11.0,5.0,3.0,1.0,6.0,7.0,2.0,3.0,1.0,3.0,4.0,3.0,2.0,270.0,451.0,148.0,334.0,108.0,118.0,45.0,81.0,17.0,13.0,20.0,37.0,12.0,15.0,0,0,,,1.0,2.0,H,17.0,15.0,,,,
M7UJHvTH,18.04.2022 21:30,Eastern Company,El Ismaily,0,2,31%,69%,10.0,8.0,4.0,2.0,3.0,3.0,6.0,6.0,2.0,0.0,0.0,4.0,2.0,4.0,235.0,529.0,129.0,417.0,107.0,117.0,57.0,52.0,20.0,15.0,28.0,19.0,13.0,21.0,0,0,,,3.0,3.0,A,19.0,10.0,,,,
rHVFIKDB,18.04.2022 21:30,Misr Lel Makkasa,Ghazl El Mahallah,0,1,59%,41%,15.0,8.0,5.0,4.0,6.0,4.0,5.0,0.0,0.0,1.0,3.0,5.0,2.0,2.0,365.0,250.0,229.0,117.0,93.0,93.0,65.0,43.0,16.0,18.0,34.0,21.0,21.0,16.0,0,0,,,4.0,0.0,A,11.0,9.0,,,,
lfWBJ0b5,18.04.2022 21:30,Pharco,Arab Contractors,1,0,47%,53%,4.0,11.0,2.0,3.0,2.0,4.0,2.0,8.0,2.0,3.0,3.0,1.0,3.0,1.0,358.0,387.0,292.0,296.0,86.0,92.0,36.0,47.0,12.0,16.0,16.0,25.0,17.0,10.0,0,0,,,0.0,4.0,H,13.0,18.0,,,,
KAKerVGF,15.04.2022 21:30,Ceramica Cleopatra,Future FC,0,3,46%,54%,10.0,7.0,6.0,5.0,2.0,1.0,10.0,3.0,3.0,2.0,2.0,6.0,6.0,4.0,354.0,425.0,258.0,342.0,93.0,84.0,61.0,37.0,17.0,20.0,20.0,16.0,19.0,14.0,1,0,,,2.0,1.0,A,14.0,10.0,,,,
08YPQ2or,15.04.2022 21:30,Ghazl El Mahallah,El Gouna,2,1,42%,58%,16.0,8.0,5.0,1.0,9.0,4.0,5.0,9.0,0.0,0.0,0.0,3.0,1.0,2.0,248.0,332.0,144.0,222.0,97.0,96.0,55.0,52.0,11.0,18.0,22.0,21.0,21.0,16.0,0,0,,,2.0,3.0,H,7.0,12.0,,,,
CpHmpin3,14.04.2022 21:30,Arab Contractors,Misr Lel Makkasa,1,1,47%,53%,3.0,9.0,2.0,3.0,1.0,4.0,4.0,3.0,4.0,2.0,2.0,1.0,5.0,2.0,320.0,354.0,201.0,235.0,100.0,98.0,38.0,61.0,21.0,15.0,29.0,29.0,12.0,18.0,0,0,,,0.0,2.0,D,10.0,14.0,,,,
YgIqoXWd,14.04.2022 21:30,El Gaish,Enppi,1,1,59%,41%,14.0,9.0,8.0,3.0,5.0,6.0,3.0,2.0,0.0,1.0,2.0,7.0,3.0,1.0,376.0,265.0,272.0,154.0,99.0,87.0,62.0,38.0,24.0,19.0,25.0,20.0,17.0,25.0,0,0,,,1.0,0.0,D,13.0,13.0,,,,
tKLiqB19,14.04.2022 21:30,National Bank Egypt,Al Ittihad,1,1,47%,53%,12.0,13.0,3.0,3.0,8.0,8.0,7.0,4.0,1.0,1.0,2.0,2.0,3.0,0.0,332.0,381.0,219.0,279.0,96.0,102.0,58.0,49.0,15.0,12.0,29.0,18.0,14.0,14.0,0,0,,,1.0,2.0,D,15.0,8.0,,,,
OrkRSkHS,12.04.2022 21:30,Zamalek,Pharco,0,0,68%,32%,12.0,5.0,3.0,1.0,8.0,3.0,9.0,4.0,1.0,3.0,1.0,3.0,2.0,3.0,582.0,277.0,513.0,194.0,139.0,85.0,69.0,40.0,22.0,18.0,31.0,21.0,17.0,17.0,0,0,,,1.0,1.0,D,14.0,23.0,,,,
xS25XD2c,09.04.2022 21:30,Al Masry,Al Ahly,1,0,36%,64%,13.0,10.0,3.0,3.0,3.0,5.0,6.0,6.0,3.0,0.0,3.0,2.0,2.0,2.0,259.0,485.0,168.0,364.0,110.0,116.0,45.0,52.0,18.0,14.0,21.0,28.0,9.0,18.0,0,0,,,7.0,2.0,H,23.0,16.0,,,,
KjhAWXH3,09.04.2022 21:30,Misr Lel Makkasa,Zamalek,0,1,38%,62%,9.0,11.0,1.0,3.0,6.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,275.0,460.0,179.0,371.0,89.0,111.0,50.0,57.0,12.0,16.0,27.0,26.0,16.0,15.0,0,1,,,2.0,5.0,A,19.0,10.0,,,,
by41Ygmi,09.04.2022 21:30,Pyramids,Ghazl El Mahallah,1,0,73%,27%,11.0,2.0,4.0,1.0,5.0,1.0,7.0,4.0,1.0,5.0,1.0,3.0,3.0,1.0,674.0,235.0,569.0,127.0,113.0,74.0,71.0,40.0,16.0,15.0,16.0,17.0,14.0,13.0,1,0,,,2.0,0.0,H,7.0,12.0,,,,
nqLqGCXM,06.04.2022 21:30,Al Ahly,Al Ittihad,1,0,63%,37%,18.0,5.0,4.0,2.0,8.0,2.0,10.0,3.0,0.0,7.0,2.0,3.0,2.0,0.0,506.0,296.0,425.0,212.0,115.0,87.0,73.0,43.0,13.0,4.0,27.0,16.0,5.0,11.0,0,0,,,6.0,1.0,H,15.0,20.0,,,,
U59MNIPu,06.04.2022 21:30,Pyramids,Zamalek,2,3,56%,44%,18.0,10.0,7.0,6.0,5.0,2.0,10.0,2.0,2.0,1.0,3.0,5.0,2.0,4.0,477.0,392.0,402.0,306.0,110.0,84.0,76.0,28.0,9.0,10.0,13.0,24.0,9.0,11.0,0,1,,,6.0,2.0,A,10.0,21.0,,,,
pK0K9AAj,17.03.2022 16:30,Eastern Company,El Gaish,0,0,38%,62%,6.0,11.0,2.0,2.0,2.0,6.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,254.0,417.0,172.0,323.0,88.0,128.0,25.0,72.0,10.0,13.0,18.0,31.0,15.0,12.0,0,0,,,2.0,3.0,D,13.0,12.0,,,,
0nPmFWnT,17.03.2022 14:00,Pharco,National Bank Egypt,2,2,50%,50%,10.0,6.0,4.0,4.0,3.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,3.0,2.0,373.0,355.0,275.0,247.0,103.0,101.0,41.0,53.0,20.0,15.0,24.0,30.0,14.0,17.0,0,0,,,3.0,1.0,D,6.0,17.0,,,,
67fMTV1M,16.03.2022 19:00,Enppi,Ceramica Cleopatra,0,0,44%,56%,5.0,11.0,0.0,2.0,3.0,5.0,3.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,316.0,409.0,209.0,296.0,98.0,121.0,40.0,63.0,28.0,14.0,24.0,28.0,12.0,27.0,0,0,,,2.0,4.0,D,19.0,19.0,,,,
SGeIUBnG,16.03.2022 16:30,Al Ittihad,El Ismaily,1,2,53%,47%,14.0,8.0,4.0,4.0,8.0,4.0,5.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,409.0,367.0,307.0,266.0,112.0,115.0,64.0,45.0,19.0,20.0,23.0,25.0,18.0,19.0,0,0,,,2.0,0.0,A,22.0,17.0,,,,
YgdEViX9,16.03.2022 14:00,El Gouna,Arab Contractors,1,2,63%,37%,10.0,12.0,3.0,4.0,7.0,6.0,5.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,410.0,240.0,331.0,152.0,126.0,70.0,62.0,48.0,12.0,14.0,20.0,16.0,14.0,11.0,0,0,,,0.0,2.0,A,11.0,12.0,,,,
6T1GAjep,15.03.2022 19:00,Future FC,Smouha,4,0,48%,52%,11.0,5.0,8.0,2.0,2.0,2.0,2.0,6.0,4.0,3.0,2.0,4.0,1.0,2.0,388.0,429.0,327.0,360.0,88.0,110.0,39.0,59.0,15.0,17.0,12.0,18.0,14.0,15.0,0,1,,,1.0,1.0,H,27.0,23.0,,,,
EBxUPM0l,09.03.2022 16:30,El Gaish,Al Masry,1,0,38%,62%,9.0,16.0,2.0,3.0,6.0,5.0,2.0,13.0,2.0,2.0,3.0,1.0,4.0,1.0,297.0,474.0,187.0,363.0,96.0,110.0,43.0,76.0,12.0,16.0,17.0,28.0,17.0,11.0,0,0,,,1.0,8.0,H,26.0,3.0,,,,
hMLuHhIG,09.03.2022 14:00,Ghazl El Mahallah,Future FC,0,0,45%,55%,14.0,12.0,3.0,3.0,7.0,6.0,5.0,5.0,2.0,0.0,3.0,3.0,2.0,1.0,306.0,377.0,196.0,266.0,104.0,111.0,56.0,61.0,15.0,25.0,13.0,26.0,29.0,14.0,0,0,,,4.0,3.0,D,17.0,10.0,,,,
ALrf3LuF,08.03.2022 19:00,Al Ahly,Pyramids,3,0,51%,49%,8.0,13.0,4.0,2.0,4.0,10.0,1.0,4.0,0.0,0.0,2.0,1.0,4.0,3.0,485.0,468.0,382.0,366.0,108.0,105.0,33.0,57.0,17.0,12.0,27.0,20.0,13.0,15.0,0,0,,,0.0,1.0,H,16.0,14.0,,,,
EVMyIY2A,08.03.2022 16:30,Ceramica Cleopatra,Smouha,1,1,36%,64%,5.0,12.0,1.0,2.0,3.0,8.0,3.0,4.0,0.0,1.0,1.0,0.0,5.0,1.0,252.0,440.0,167.0,365.0,94.0,117.0,40.0,59.0,21.0,26.0,23.0,20.0,28.0,20.0,0,0,,,1.0,2.0,D,22.0,19.0,,,,
dfSWIEm4,08.03.2022 14:00,Enppi,Eastern Company,1,2,63%,37%,13.0,8.0,2.0,5.0,7.0,3.0,7.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0,404.0,244.0,312.0,149.0,131.0,86.0,91.0,50.0,10.0,11.0,30.0,13.0,10.0,12.0,0,0,,,4.0,0.0,A,6.0,10.0,,,,
I3TSJfYc,07.03.2022 19:00,Zamalek,El Gouna,2,1,47%,53%,8.0,7.0,5.0,2.0,0.0,4.0,7.0,4.0,2.0,0.0,1.0,3.0,2.0,2.0,384.0,434.0,290.0,358.0,102.0,91.0,42.0,50.0,15.0,13.0,26.0,16.0,13.0,17.0,0,0,,,3.0,1.0,H,22.0,15.0,,,,
OtUOKzJi,07.03.2022 16:30,El Ismaily,Pharco,0,0,56%,44%,8.0,7.0,3.0,3.0,2.0,1.0,6.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,419.0,331.0,328.0,220.0,122.0,103.0,70.0,49.0,19.0,26.0,24.0,26.0,21.0,17.0,0,0,,,3.0,3.0,D,17.0,14.0,,,,
C6QKLG3o,07.03.2022 14:00,National Bank Egypt,Misr Lel Makkasa,1,0,48%,52%,7.0,17.0,2.0,1.0,5.0,10.0,6.0,6.0,3.0,2.0,1.0,1.0,2.0,2.0,321.0,340.0,215.0,224.0,96.0,110.0,48.0,68.0,12.0,16.0,23.0,25.0,14.0,12.0,0,0,,,0.0,6.0,H,12.0,14.0,,,,
A1nxcXQp,04.03.2022 16:30,Arab Contractors,Pyramids,0,2,40%,60%,10.0,14.0,1.0,8.0,8.0,4.0,4.0,5.0,3.0,0.0,6.0,1.0,2.0,3.0,345.0,507.0,238.0,417.0,84.0,120.0,46.0,66.0,22.0,14.0,30.0,17.0,12.0,23.0,0,0,,,1.0,2.0,A,21.0,19.0,,,,
4rrG2ZgU,03.03.2022 16:30,Al Masry,Enppi,2,2,57%,43%,16.0,6.0,6.0,3.0,9.0,2.0,6.0,3.0,1.0,0.0,1.0,4.0,3.0,2.0,316.0,234.0,123.0,79.0,135.0,105.0,64.0,41.0,14.0,16.0,15.0,13.0,11.0,17.0,0,0,,,1.0,1.0,D,9.0,12.0,,,,
8zXkAaet,02.03.2022 19:00,Zamalek,Future FC,3,2,57%,43%,13.0,14.0,4.0,4.0,8.0,7.0,10.0,4.0,2.0,4.0,2.0,1.0,3.0,4.0,478.0,366.0,407.0,295.0,118.0,90.0,76.0,53.0,15.0,13.0,17.0,13.0,16.0,16.0,0,0,,,1.0,3.0,H,18.0,10.0,,,,
juvC3FvO,01.03.2022 19:00,Pharco,Al Ahly,1,4,46%,54%,11.0,15.0,4.0,5.0,4.0,6.0,4.0,0.0,0.0,4.0,2.0,3.0,2.0,4.0,331.0,413.0,266.0,329.0,91.0,99.0,44.0,49.0,17.0,25.0,17.0,16.0,26.0,16.0,0,0,,,3.0,4.0,A,10.0,21.0,,,,
dIv84ePH,01.03.2022 16:30,Misr Lel Makkasa,El Ismaily,2,2,39%,61%,13.0,18.0,4.0,5.0,5.0,6.0,4.0,9.0,2.0,1.0,3.0,2.0,1.0,1.0,274.0,430.0,,,102.0,99.0,48.0,54.0,14.0,16.0,18.0,25.0,17.0,14.0,0,0,,,4.0,7.0,D,7.0,8.0,,,,
IRu45yAB,01.03.2022 14:00,El Gouna,National Bank Egypt,1,2,64%,36%,23.0,12.0,11.0,7.0,11.0,2.0,11.0,6.0,2.0,1.0,5.0,10.0,3.0,1.0,376.0,223.0,283.0,128.0,122.0,94.0,82.0,38.0,13.0,18.0,23.0,21.0,16.0,14.0,0,0,,,1.0,3.0,A,5.0,21.0,,,,
xGO66Hf5,28.02.2022 16:30,Al Ittihad,El Gaish,1,1,46%,54%,9.0,14.0,1.0,3.0,4.0,5.0,1.0,3.0,5.0,3.0,2.0,0.0,6.0,1.0,317.0,363.0,183.0,238.0,118.0,125.0,44.0,68.0,11.0,23.0,21.0,24.0,25.0,11.0,0,0,,,4.0,6.0,D,18.0,14.0,,,,
bPP27cua,28.02.2022 14:00,Eastern Company,Ceramica Cleopatra,1,0,34%,66%,9.0,18.0,4.0,5.0,3.0,7.0,3.0,7.0,0.0,3.0,5.0,3.0,1.0,4.0,250.0,436.0,160.0,334.0,86.0,139.0,40.0,112.0,12.0,12.0,14.0,33.0,14.0,12.0,0,0,,,2.0,6.0,H,16.0,16.0,,,,
42Qb8wQh,27.02.2022 16:30,Smouha,Ghazl El Mahallah,2,0,51%,49%,16.0,3.0,4.0,1.0,5.0,1.0,4.0,3.0,2.0,5.0,1.0,2.0,4.0,3.0,389.0,375.0,286.0,259.0,130.0,93.0,45.0,44.0,26.0,13.0,21.0,25.0,10.0,21.0,1,0,,,7.0,1.0,H,9.0,17.0,,,,
jaMf9JAn,25.02.2022 16:30,Future FC,Arab Contractors,1,0,61%,39%,13.0,4.0,3.0,1.0,6.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,481.0,313.0,402.0,225.0,125.0,83.0,57.0,35.0,16.0,20.0,19.0,14.0,21.0,18.0,0,0,,,4.0,1.0,H,11.0,17.0,,,,
bo1wKzP4,24.02.2022 16:30,National Bank Egypt,Pyramids,0,1,34%,66%,6.0,16.0,4.0,4.0,1.0,7.0,4.0,8.0,2.0,1.0,3.0,4.0,3.0,2.0,313.0,608.0,205.0,505.0,88.0,121.0,41.0,83.0,18.0,12.0,21.0,20.0,11.0,18.0,0,0,,,1.0,5.0,A,14.0,16.0,,,,
6RpOEumP,23.02.2022 16:30,El Ismaily,El Gouna,0,1,64%,36%,11.0,3.0,2.0,1.0,7.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,3.0,1.0,540.0,321.0,467.0,243.0,104.0,95.0,54.0,43.0,21.0,12.0,16.0,14.0,15.0,18.0,0,0,,,2.0,0.0,A,15.0,12.0,,,,
GMBYKG9b,23.02.2022 14:00,Eastern Company,Al Masry,2,2,41%,59%,11.0,5.0,4.0,2.0,4.0,2.0,2.0,4.0,0.0,2.0,0.0,2.0,1.0,4.0,267.0,376.0,168.0,268.0,102.0,111.0,57.0,51.0,23.0,22.0,15.0,19.0,22.0,24.0,0,0,,,3.0,1.0,D,24.0,11.0,,,,
IBitjdAO,22.02.2022 19:00,Al Ahly,Misr Lel Makkasa,4,0,71%,29%,17.0,6.0,8.0,1.0,6.0,4.0,8.0,0.0,6.0,0.0,1.0,4.0,2.0,1.0,633.0,259.0,539.0,171.0,111.0,83.0,75.0,26.0,9.0,12.0,22.0,15.0,7.0,10.0,0,0,,,3.0,1.0,H,15.0,8.0,,,,
vLhxixeI,22.02.2022 16:30,Enppi,Al Ittihad,1,0,33%,67%,9.0,15.0,2.0,4.0,7.0,8.0,2.0,5.0,3.0,2.0,4.0,1.0,2.0,3.0,247.0,500.0,145.0,373.0,101.0,149.0,43.0,70.0,17.0,19.0,19.0,33.0,17.0,14.0,0,0,,,0.0,3.0,H,19.0,20.0,,,,
dd3XiIuC,22.02.2022 14:00,Ceramica Cleopatra,Ghazl El Mahallah,0,0,62%,38%,12.0,7.0,2.0,1.0,7.0,5.0,6.0,4.0,0.0,2.0,1.0,2.0,3.0,1.0,429.0,258.0,322.0,158.0,111.0,106.0,62.0,48.0,16.0,9.0,24.0,20.0,13.0,16.0,0,0,,,3.0,1.0,D,20.0,10.0,,,,
bBpUhbQ5,21.02.2022 19:00,El Gaish,Pharco,1,0,46%,54%,6.0,7.0,3.0,2.0,3.0,5.0,5.0,5.0,2.0,0.0,2.0,2.0,4.0,2.0,273.0,322.0,171.0,230.0,111.0,99.0,51.0,38.0,23.0,24.0,25.0,21.0,24.0,24.0,1,0,,,0.0,0.0,H,17.0,13.0,,,,
4loQgvBa,21.02.2022 16:30,Arab Contractors,Smouha,0,0,40%,60%,7.0,9.0,4.0,1.0,2.0,3.0,3.0,5.0,3.0,0.0,1.0,4.0,2.0,2.0,258.0,386.0,159.0,288.0,84.0,122.0,41.0,68.0,9.0,18.0,31.0,41.0,16.0,13.0,0,0,,,1.0,5.0,D,26.0,18.0,,,,
xWCULdfh,17.02.2022 16:30,Al Masry,Ceramica Cleopatra,1,1,53%,47%,8.0,11.0,2.0,5.0,3.0,6.0,2.0,1.0,0.0,0.0,4.0,1.0,4.0,3.0,382.0,333.0,277.0,241.0,90.0,90.0,43.0,58.0,18.0,19.0,23.0,18.0,21.0,20.0,0,0,,,3.0,0.0,D,14.0,12.0,,,,
QcnMfKeg,16.02.2022 19:00,Future FC,National Bank Egypt,2,0,55%,45%,16.0,6.0,10.0,1.0,3.0,3.0,5.0,3.0,0.0,0.0,1.0,8.0,2.0,3.0,505.0,399.0,424.0,325.0,121.0,91.0,67.0,51.0,12.0,13.0,21.0,17.0,12.0,16.0,0,1,,,3.0,2.0,H,15.0,15.0,,,,
8d8QMxun,16.02.2022 16:30,Pyramids,El Ismaily,1,0,65%,35%,16.0,5.0,5.0,2.0,6.0,2.0,9.0,1.0,4.0,4.0,2.0,4.0,,,646.0,354.0,537.0,246.0,139.0,97.0,85.0,35.0,9.0,20.0,30.0,17.0,16.0,5.0,0,0,,,5.0,1.0,H,7.0,20.0,,,,
8MiHe0tm,16.02.2022 14:00,Pharco,Enppi,1,0,51%,49%,11.0,10.0,2.0,1.0,7.0,7.0,4.0,3.0,1.0,4.0,1.0,1.0,4.0,2.0,317.0,294.0,202.0,184.0,98.0,86.0,83.0,58.0,12.0,12.0,30.0,28.0,13.0,11.0,0,0,,,2.0,2.0,H,11.0,18.0,,,,
UVhDdtRt,15.02.2022 16:30,Smouha,Zamalek,2,0,45%,55%,11.0,11.0,3.0,4.0,6.0,4.0,5.0,2.0,1.0,3.0,4.0,1.0,3.0,4.0,348.0,401.0,262.0,311.0,106.0,114.0,48.0,56.0,13.0,18.0,15.0,30.0,19.0,13.0,0,0,,,2.0,3.0,H,28.0,7.0,,,,
Cj6o1MIP,15.02.2022 14:00,Ghazl El Mahallah,Arab Contractors,1,1,61%,39%,18.0,6.0,6.0,3.0,9.0,1.0,8.0,2.0,0.0,0.0,2.0,5.0,1.0,1.0,431.0,279.0,319.0,162.0,118.0,89.0,78.0,43.0,18.0,13.0,21.0,25.0,17.0,20.0,0,0,,,3.0,2.0,D,10.0,20.0,,,,
bm2s223J,14.02.2022 16:30,Misr Lel Makkasa,El Gaish,0,0,37%,63%,6.0,15.0,0.0,1.0,1.0,7.0,0.0,11.0,0.0,1.0,1.0,0.0,1.0,1.0,265.0,422.0,151.0,335.0,84.0,117.0,37.0,64.0,10.0,11.0,20.0,42.0,13.0,12.0,0,0,,,5.0,7.0,D,17.0,20.0,,,,
fFy1gAaJ,14.02.2022 14:00,Al Ittihad,Eastern Company,1,1,60%,40%,10.0,4.0,1.0,1.0,6.0,3.0,6.0,3.0,6.0,4.0,0.0,0.0,2.0,1.0,413.0,267.0,285.0,131.0,144.0,127.0,91.0,63.0,13.0,18.0,26.0,29.0,13.0,9.0,0,1,,,3.0,0.0,D,10.0,24.0,,,,
0j13tbY1,10.02.2022 19:00,El Ismaily,Future FC,0,0,51%,49%,13.0,5.0,4.0,0.0,6.0,4.0,4.0,4.0,1.0,0.0,0.0,4.0,3.0,3.0,382.0,366.0,308.0,296.0,115.0,86.0,65.0,45.0,7.0,17.0,32.0,15.0,19.0,13.0,0,0,,,3.0,1.0,D,17.0,16.0,,,,
lCsb2ueL,10.02.2022 16:30,National Bank Egypt,Smouha,1,2,57%,43%,10.0,10.0,2.0,5.0,4.0,3.0,6.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0,369.0,289.0,265.0,191.0,108.0,102.0,65.0,42.0,14.0,16.0,19.0,22.0,18.0,17.0,1,1,,,4.0,2.0,A,19.0,11.0,,,,
rZt21aAR,09.02.2022 19:00,El Gaish,El Gouna,0,1,53%,47%,10.0,5.0,0.0,2.0,6.0,3.0,12.0,2.0,4.0,0.0,1.0,0.0,1.0,3.0,361.0,330.0,246.0,217.0,99.0,99.0,70.0,31.0,22.0,15.0,28.0,24.0,10.0,21.0,0,0,,,4.0,0.0,A,16.0,20.0,,,,
Egko5sB2,09.02.2022 16:30,Enppi,Misr Lel Makkasa,0,0,60%,40%,7.0,8.0,1.0,3.0,3.0,4.0,7.0,4.0,1.0,0.0,3.0,1.0,3.0,1.0,467.0,325.0,354.0,201.0,105.0,99.0,45.0,34.0,11.0,11.0,23.0,21.0,10.0,9.0,0,0,,,3.0,1.0,D,11.0,15.0,,,,
YZXFk2BF,26.12.2021 19:00,Future FC,Al Ahly,1,1,41%,59%,6.0,12.0,2.0,3.0,3.0,5.0,4.0,7.0,2.0,4.0,2.0,1.0,1.0,2.0,380.0,556.0,310.0,474.0,96.0,128.0,44.0,81.0,14.0,11.0,14.0,19.0,13.0,11.0,0,0,,,1.0,4.0,D,18.0,12.0,,,,
hplk41Q8,25.12.2021 19:00,Zamalek,Ghazl El Mahallah,4,0,65%,35%,18.0,14.0,5.0,7.0,9.0,5.0,4.0,6.0,0.0,3.0,7.0,1.0,0.0,1.0,636.0,349.0,566.0,280.0,107.0,94.0,55.0,47.0,10.0,8.0,10.0,14.0,10.0,8.0,0,0,,,4.0,2.0,H,16.0,12.0,,,,
nqFfRRSc,25.12.2021 16:30,Smouha,El Gaish,1,0,51%,49%,12.0,11.0,3.0,3.0,7.0,7.0,3.0,6.0,4.0,2.0,3.0,2.0,3.0,2.0,359.0,340.0,252.0,206.0,132.0,126.0,66.0,79.0,13.0,18.0,31.0,37.0,16.0,14.0,0,1,,,2.0,1.0,H,16.0,14.0,,,,
KW7ty3dM,25.12.2021 14:00,Enppi,Pyramids,1,1,29%,71%,8.0,13.0,1.0,3.0,3.0,9.0,2.0,6.0,1.0,1.0,2.0,0.0,2.0,3.0,231.0,581.0,136.0,486.0,91.0,123.0,49.0,71.0,11.0,15.0,14.0,20.0,18.0,15.0,0,0,,,4.0,1.0,D,9.0,8.0,,,,
nmcasvJe,24.12.2021 19:00,Al Masry,Al Ittihad,0,1,58%,42%,15.0,15.0,2.0,6.0,13.0,7.0,7.0,5.0,1.0,1.0,5.0,2.0,2.0,2.0,463.0,329.0,365.0,235.0,120.0,113.0,66.0,49.0,19.0,11.0,17.0,19.0,9.0,20.0,0,0,,,0.0,2.0,A,8.0,8.0,,,,
4O7frK3k,24.12.2021 16:30,Eastern Company,Pharco,0,3,34%,66%,10.0,11.0,2.0,5.0,5.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,243.0,470.0,135.0,344.0,112.0,122.0,48.0,72.0,14.0,10.0,21.0,24.0,6.0,14.0,0,0,,,3.0,3.0,A,11.0,17.0,,,,
QX8jq0lq,24.12.2021 14:00,Ceramica Cleopatra,Arab Contractors,2,2,68%,32%,16.0,3.0,5.0,2.0,9.0,0.0,7.0,2.0,2.0,1.0,0.0,3.0,1.0,0.0,541.0,251.0,451.0,165.0,139.0,84.0,90.0,30.0,5.0,14.0,25.0,18.0,14.0,8.0,0,1,,,2.0,1.0,D,9.0,16.0,,,,
