id,date,home_team,away_team,home_goals,away_goals,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Yellow Cards_home,Yellow Cards_away,Total Passes_home,Total Passes_away,Completed Passes_home,Completed Passes_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Free Kicks_home,Free Kicks_away,Throw-ins_home,Throw-ins_away,Fouls_home,Fouls_away,Red Cards_home,Red Cards_away,Goal Kicks_home,Goal Kicks_away,Blocked Shots_home,Blocked Shots_away,result,Tackles_home,Tackles_away,Crosses Completed_home,Crosses Completed_away,Interceptions_home,Interceptions_away
U3f4GwQ0,17.02.2021 13:30,Arab Contractors,Aswan SC,0,1,66%,34%,17.0,8.0,6.0,3.0,11.0,5.0,11.0,2.0,2.0,0.0,2.0,6.0,2.0,0.0,473.0,140.0,,,160.0,84.0,96.0,28.0,,,,,14.0,11.0,0,0,,,,,A,,,,,,
G0j0HJAf,16.02.2021 13:30,National Bank Egypt,Misr Lel Makkasa,0,1,42%,58%,4.0,13.0,1.0,4.0,3.0,9.0,3.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,319.0,507.0,,,112.0,144.0,59.0,69.0,,,,,13.0,13.0,1,0,,,,,A,,,,,,
EHZTO1IK,12.02.2021 16:00,El Gaish,Smouha,1,1,62%,38%,25.0,7.0,7.0,1.0,18.0,6.0,12.0,4.0,0.0,0.0,0.0,6.0,4.0,3.0,380.0,107.0,,,123.0,94.0,95.0,47.0,,,,,12.0,10.0,0,1,,,,,D,,,,,,
rDyqh3sq,11.02.2021 18:30,Al Ittihad,El Ismaily,1,0,37%,63%,7.0,6.0,1.0,1.0,6.0,5.0,1.0,7.0,2.0,0.0,1.0,0.0,6.0,2.0,128.0,311.0,,,104.0,123.0,48.0,74.0,,,,,17.0,15.0,1,0,,,,,H,,,,,,
KfzQPs3E,11.02.2021 16:00,Misr Lel Makkasa,El-Entag El-Harby,1,0,56%,44%,10.0,10.0,4.0,2.0,6.0,8.0,1.0,7.0,4.0,3.0,2.0,3.0,1.0,2.0,456.0,278.0,,,119.0,123.0,52.0,68.0,,,,,16.0,13.0,0,0,,,,,H,,,,,,
4nhw2vB7,11.02.2021 13:30,Ghazl El Mahallah,Ceramica Cleopatra,0,2,48%,52%,11.0,7.0,2.0,3.0,9.0,4.0,4.0,4.0,1.0,0.0,1.0,2.0,1.0,3.0,239.0,268.0,,,135.0,114.0,107.0,72.0,,,,,15.0,23.0,0,0,,,,,A,,,,,,
0E9fA23R,08.02.2021 16:00,Smouha,Enppi,1,1,53%,47%,10.0,10.0,4.0,3.0,6.0,7.0,4.0,3.0,5.0,1.0,2.0,3.0,2.0,2.0,398.0,337.0,278.0,247.0,124.0,102.0,64.0,45.0,,,,,,,0,0,,,,,D,,,,,,
6iAjBrlL,08.02.2021 13:30,Ceramica Cleopatra,Misr Lel Makkasa,1,1,56%,44%,10.0,4.0,3.0,2.0,7.0,2.0,6.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,462.0,352.0,355.0,261.0,132.0,82.0,64.0,32.0,,,,,,,0,0,,,,,D,,,,,,
z70M5MBr,07.02.2021 18:30,Zamalek,Al Ittihad,2,0,68%,32%,13.0,7.0,6.0,2.0,7.0,5.0,8.0,1.0,0.0,2.0,2.0,4.0,1.0,1.0,593.0,219.0,502.0,158.0,126.0,74.0,78.0,21.0,,,,,,,0,1,,,,,H,,,,,,
S0BnCOYE,07.02.2021 13:30,Wadi Degla,Ghazl El Mahallah,0,1,61%,39%,13.0,9.0,4.0,3.0,9.0,6.0,11.0,3.0,2.0,4.0,2.0,4.0,0.0,3.0,557.0,248.0,419.0,146.0,151.0,102.0,84.0,45.0,,,,,,,0,0,,,,,A,,,,,,
APGsD4J8,06.02.2021 18:30,Arab Contractors,Al Masry,0,1,55%,45%,11.0,11.0,2.0,5.0,9.0,6.0,7.0,6.0,1.0,1.0,4.0,2.0,3.0,2.0,472.0,346.0,371.0,270.0,117.0,100.0,77.0,42.0,,,,,,,0,0,,,,,A,,,,,,
WYHwEp42,06.02.2021 16:00,El-Entag El-Harby,Aswan SC,1,1,63%,37%,12.0,14.0,8.0,5.0,4.0,9.0,9.0,2.0,0.0,0.0,4.0,7.0,2.0,2.0,644.0,298.0,509.0,200.0,106.0,75.0,78.0,37.0,,,,,,,0,0,,,,,D,,,,,,
IVTek1R1,06.02.2021 16:00,Pyramids,El Gaish,1,0,55%,45%,10.0,6.0,2.0,1.0,8.0,5.0,6.0,3.0,1.0,5.0,1.0,1.0,2.0,6.0,429.0,321.0,307.0,214.0,117.0,117.0,67.0,51.0,,,,,,,0,1,,,,,H,,,,,,
4SPijsCe,06.02.2021 13:30,National Bank Egypt,El Gouna,1,1,47%,53%,9.0,5.0,2.0,2.0,7.0,3.0,4.0,7.0,4.0,1.0,1.0,1.0,0.0,1.0,456.0,522.0,341.0,405.0,131.0,113.0,54.0,52.0,,,,,,,0,0,,,,,D,,,,,,
nNTBge1j,03.02.2021 18:30,El Ismaily,Smouha,0,2,62%,38%,12.0,6.0,1.0,3.0,11.0,3.0,5.0,4.0,1.0,0.0,1.0,1.0,2.0,3.0,512.0,251.0,372.0,140.0,138.0,96.0,62.0,52.0,,,,,,,0,0,,,,,A,,,,,,
CUlHdqZR,03.02.2021 16:00,El Gaish,Arab Contractors,1,1,52%,48%,9.0,5.0,2.0,2.0,7.0,3.0,1.0,7.0,0.0,1.0,1.0,1.0,2.0,3.0,359.0,359.0,242.0,229.0,69.0,65.0,41.0,38.0,,,,,,,0,0,,,,,D,,,,,,
YwjDcPJL,03.02.2021 16:00,Enppi,Pyramids,3,2,40%,60%,8.0,14.0,6.0,4.0,2.0,10.0,6.0,5.0,3.0,2.0,2.0,3.0,2.0,2.0,288.0,487.0,186.0,337.0,91.0,116.0,57.0,78.0,,,,,,,0,0,,,,,H,,,,,,
GMR5c42O,03.02.2021 13:30,Misr Lel Makkasa,Al Ittihad,0,4,60%,40%,5.0,8.0,1.0,5.0,4.0,3.0,5.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,608.0,311.0,454.0,194.0,116.0,106.0,45.0,48.0,,,,,,,0,0,,,,,A,,,,,,
xCd4aok9,02.02.2021 18:30,Al Masry,National Bank Egypt,0,0,58%,42%,11.0,3.0,1.0,1.0,10.0,2.0,8.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,542.0,350.0,434.0,264.0,140.0,106.0,84.0,44.0,,,,,,,0,0,,,,,D,,,,,,
rkc00RZ2,02.02.2021 16:00,Ghazl El Mahallah,Zamalek,2,1,32%,68%,8.0,21.0,2.0,5.0,6.0,16.0,4.0,2.0,1.0,0.0,4.0,0.0,1.0,2.0,260.0,664.0,159.0,558.0,94.0,131.0,63.0,88.0,,,,,,,0,1,,,,,H,,,,,,
QDSFhFGd,02.02.2021 13:30,Aswan SC,Ceramica Cleopatra,1,1,34%,66%,8.0,14.0,4.0,2.0,4.0,12.0,4.0,5.0,2.0,3.0,1.0,3.0,4.0,1.0,233.0,600.0,152.0,481.0,109.0,150.0,54.0,103.0,,,,,,,0,0,,,,,D,,,,,,
4bbd17Kd,02.02.2021 13:30,El Gouna,El-Entag El-Harby,2,3,70%,30%,18.0,9.0,5.0,4.0,13.0,5.0,6.0,4.0,0.0,2.0,1.0,3.0,1.0,3.0,476.0,154.0,383.0,88.0,95.0,71.0,51.0,40.0,,,,,,,0,0,,,,,A,,,,,,
OlO3tgFJ,30.01.2021 18:30,El Ismaily,Pyramids,1,1,42%,58%,10.0,8.0,3.0,1.0,7.0,7.0,3.0,5.0,1.0,1.0,0.0,2.0,4.0,0.0,,,,,95.0,113.0,53.0,50.0,,,,,,,0,0,,,,,D,,,,,,
h0U7fynp,30.01.2021 16:00,Arab Contractors,Enppi,2,1,51%,49%,6.0,12.0,3.0,3.0,3.0,9.0,4.0,2.0,4.0,2.0,2.0,1.0,4.0,2.0,391.0,365.0,287.0,246.0,109.0,127.0,55.0,64.0,,,,,,,0,0,,,,,H,,,,,,
dtmuC3HH,29.01.2021 16:00,El-Entag El-Harby,Al Masry,0,3,49%,51%,6.0,4.0,4.0,3.0,2.0,1.0,4.0,7.0,0.0,0.0,0.0,4.0,2.0,1.0,,,,,103.0,121.0,48.0,70.0,,,,,,,1,0,,,,,A,,,,,,
zRbWDPn5,29.01.2021 13:30,Ceramica Cleopatra,El Gouna,2,1,49%,51%,10.0,5.0,2.0,4.0,8.0,1.0,6.0,2.0,2.0,3.0,3.0,0.0,3.0,4.0,402.0,415.0,288.0,322.0,108.0,72.0,68.0,29.0,,,,,,,0,0,,,,,H,,,,,,
EHczDq2B,29.01.2021 13:30,Wadi Degla,Aswan SC,0,0,62%,38%,13.0,8.0,3.0,3.0,10.0,5.0,6.0,2.0,2.0,0.0,3.0,3.0,1.0,1.0,559.0,301.0,456.0,211.0,103.0,95.0,52.0,59.0,,,,,,,0,0,,,,,D,,,,,,
QV9rUdf0,28.01.2021 18:30,Zamalek,Misr Lel Makkasa,4,1,55%,45%,17.0,7.0,7.0,2.0,10.0,5.0,5.0,3.0,0.0,1.0,1.0,3.0,1.0,0.0,593.0,458.0,497.0,365.0,96.0,115.0,67.0,65.0,,,,,,,0,0,,,,,H,,,,,,
S0eOFoIh,28.01.2021 13:30,National Bank Egypt,El Gaish,0,2,58%,42%,8.0,10.0,1.0,3.0,7.0,7.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,474.0,282.0,324.0,152.0,136.0,106.0,64.0,46.0,,,,,,,0,0,,,,,A,,,,,,
8fFwVxuf,26.01.2021 18:30,Pyramids,Al Ahly,0,0,49%,51%,6.0,6.0,2.0,2.0,4.0,4.0,4.0,5.0,2.0,0.0,2.0,2.0,1.0,2.0,384.0,413.0,291.0,302.0,115.0,120.0,50.0,49.0,,,,,,,0,0,,,,,D,,,,,,
MqpLH9xJ,26.01.2021 16:00,Arab Contractors,Smouha,1,2,57%,43%,16.0,10.0,3.0,3.0,13.0,7.0,5.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,473.0,307.0,336.0,208.0,118.0,114.0,63.0,48.0,,,,,,,0,0,,,,,A,,,,,,
px6JGR2n,24.01.2021 13:30,El Gouna,Wadi Degla,2,0,61%,39%,15.0,6.0,6.0,0.0,9.0,6.0,6.0,5.0,1.0,2.0,0.0,4.0,1.0,0.0,467.0,275.0,385.0,198.0,99.0,83.0,53.0,60.0,,,,,,,0,0,,,,,H,,,,,,
WY1FH7mt,24.01.2021 13:30,Enppi,National Bank Egypt,3,2,53%,47%,10.0,11.0,3.0,3.0,7.0,8.0,2.0,7.0,1.0,3.0,1.0,0.0,2.0,4.0,365.0,317.0,260.0,204.0,103.0,92.0,48.0,48.0,,,,,,,0,0,,,,,H,,,,,,
zBA8bpmI,23.01.2021 16:00,Aswan SC,Zamalek,0,0,32%,68%,6.0,31.0,4.0,6.0,2.0,25.0,2.0,6.0,1.0,1.0,6.0,4.0,2.0,1.0,232.0,690.0,138.0,547.0,89.0,143.0,39.0,117.0,,,,,,,0,0,,,,,D,,,,,,
dKB4aQXB,23.01.2021 13:30,Ghazl El Mahallah,El Ismaily,2,2,46%,54%,11.0,8.0,8.0,4.0,3.0,4.0,8.0,7.0,1.0,1.0,2.0,6.0,1.0,2.0,307.0,371.0,188.0,243.0,110.0,106.0,60.0,50.0,,,,,,,0,0,,,,,D,,,,,,
2cC006I5,22.01.2021 13:30,El Gaish,El-Entag El-Harby,3,0,45%,55%,12.0,12.0,6.0,3.0,6.0,9.0,2.0,12.0,1.0,3.0,3.0,3.0,,,350.0,473.0,229.0,322.0,98.0,132.0,54.0,105.0,,,,,,,0,0,,,,,H,,,,,,
lf8d1n3a,22.01.2021 13:30,Smouha,Pyramids,1,1,39%,61%,14.0,12.0,7.0,4.0,7.0,8.0,2.0,3.0,5.0,2.0,3.0,6.0,3.0,2.0,284.0,514.0,168.0,393.0,88.0,94.0,42.0,62.0,,,,,,,0,0,,,,,D,,,,,,
6VIi2Smg,21.01.2021 16:00,Al Ahly,Arab Contractors,3,2,61%,39%,17.0,7.0,6.0,3.0,11.0,4.0,4.0,4.0,0.0,3.0,2.0,3.0,5.0,2.0,551.0,308.0,439.0,202.0,141.0,89.0,79.0,36.0,,,,,,,0,0,,,,,H,,,,,,
rgoHIkNC,20.01.2021 13:30,Wadi Degla,Al Masry,1,3,51%,49%,5.0,12.0,2.0,7.0,3.0,5.0,7.0,5.0,4.0,4.0,4.0,1.0,3.0,1.0,452.0,417.0,342.0,337.0,115.0,119.0,55.0,68.0,,,,,,,0,0,,,,,A,,,,,,
lIWDJV76,19.01.2021 16:00,Zamalek,El Gouna,1,0,42%,58%,8.0,11.0,3.0,1.0,5.0,10.0,3.0,7.0,4.0,2.0,1.0,2.0,4.0,1.0,390.0,611.0,300.0,510.0,102.0,129.0,48.0,52.0,,,,,,,0,0,,,,,H,,,,,,
nNacGyU1,18.01.2021 16:00,El Ismaily,Arab Contractors,0,1,60%,40%,19.0,4.0,2.0,1.0,17.0,3.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,2.0,523.0,310.0,378.0,190.0,149.0,105.0,74.0,44.0,,,,,,,0,0,,,,,A,,,,,,
ARX9KBh0,18.01.2021 13:30,Ceramica Cleopatra,El Gaish,2,1,61%,39%,12.0,15.0,4.0,4.0,8.0,11.0,3.0,5.0,0.0,1.0,3.0,2.0,2.0,2.0,,,,,133.0,106.0,68.0,58.0,,,,,,,0,0,,,,,H,,,,,,
S2r5Liwf,18.01.2021 13:30,Ghazl El Mahallah,Misr Lel Makkasa,1,2,38%,62%,9.0,19.0,1.0,5.0,8.0,14.0,5.0,5.0,10.0,0.0,3.0,0.0,2.0,1.0,,,,,93.0,79.0,58.0,41.0,1.0,0.0,,,0.0,1.0,0,0,,,,,A,,,,,,
Eav1MXNm,17.01.2021 16:00,National Bank Egypt,Al Ahly,0,0,42%,58%,2.0,15.0,1.0,2.0,1.0,13.0,0.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,62.0,151.0,20.0,88.0,,,,,,,0,0,,,,,D,,,,,,
jFCRPl1b,17.01.2021 13:30,El-Entag El-Harby,Smouha,1,1,43%,57%,7.0,10.0,2.0,3.0,5.0,7.0,6.0,5.0,1.0,0.0,2.0,1.0,3.0,1.0,297.0,455.0,191.0,328.0,115.0,118.0,51.0,54.0,,,,,,,0,0,,,,,D,,,,,,
88I6QLi9,15.01.2021 13:30,El Gaish,Wadi Degla,1,0,57%,43%,12.0,3.0,5.0,1.0,7.0,2.0,8.0,4.0,0.0,2.0,1.0,4.0,1.0,4.0,,,,,60.0,56.0,40.0,25.0,,,,,,,0,0,,,,,H,,,,,,
06coJwpq,15.01.2021 13:30,Enppi,Ceramica Cleopatra,2,1,44%,56%,8.0,7.0,2.0,2.0,6.0,5.0,7.0,7.0,0.0,6.0,1.0,0.0,2.0,3.0,331.0,469.0,210.0,354.0,92.0,119.0,66.0,97.0,,,,,,,0,0,,,,,H,,,,,,
E91kIcak,15.01.2021 13:30,Pyramids,Arab Contractors,3,1,60%,40%,15.0,12.0,8.0,3.0,7.0,9.0,2.0,5.0,2.0,2.0,2.0,5.0,3.0,2.0,516.0,330.0,420.0,227.0,97.0,98.0,71.0,70.0,,,,,,,0,0,,,,,H,,,,,,
GYLEOaML,14.01.2021 16:00,El Gouna,Al Ittihad,2,0,53%,47%,10.0,3.0,3.0,0.0,7.0,3.0,2.0,2.0,3.0,4.0,0.0,1.0,3.0,3.0,406.0,353.0,301.0,240.0,108.0,114.0,54.0,65.0,,,,,,,0,0,,,,,H,,,,,,
QqT1R1x3,14.01.2021 13:30,Aswan SC,Ghazl El Mahallah,1,1,44%,56%,6.0,15.0,1.0,2.0,5.0,13.0,3.0,3.0,0.0,1.0,1.0,0.0,,,341.0,467.0,226.0,336.0,109.0,145.0,55.0,93.0,,,,,,,0,0,,,,,D,,,,,,
fPKINJyS,12.01.2021 18:30,Al Ahly,El-Entag El-Harby,4,1,55%,45%,19.0,20.0,9.0,5.0,10.0,15.0,6.0,5.0,0.0,0.0,4.0,5.0,0.0,1.0,510.0,385.0,394.0,286.0,73.0,57.0,63.0,64.0,,,,,,,0,0,,,,,H,,,,,,
8W0gHHEe,12.01.2021 16:00,Al Masry,Zamalek,0,1,53%,47%,9.0,11.0,2.0,3.0,7.0,8.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,545.0,438.0,442.0,332.0,132.0,107.0,85.0,60.0,,,,,,,0,0,,,,,A,,,,,,
O4C8H5is,12.01.2021 16:00,Arab Contractors,Ceramica Cleopatra,1,1,38%,62%,4.0,16.0,1.0,2.0,3.0,14.0,3.0,9.0,2.0,1.0,1.0,0.0,5.0,1.0,235.0,478.0,138.0,376.0,43.0,80.0,37.0,92.0,,,,,,,0,1,,,,,D,,,,,,
naHAPu7F,12.01.2021 13:30,Smouha,National Bank Egypt,2,2,55%,45%,14.0,3.0,4.0,3.0,10.0,0.0,4.0,0.0,0.0,3.0,1.0,2.0,1.0,5.0,445.0,321.0,336.0,224.0,109.0,101.0,71.0,41.0,,,,,,,0,0,,,,,D,,,,,,
hMLxNRTJ,11.01.2021 16:00,Pyramids,Wadi Degla,1,1,58%,42%,16.0,4.0,7.0,2.0,9.0,2.0,7.0,2.0,0.0,1.0,1.0,6.0,2.0,3.0,530.0,310.0,,,59.0,54.0,65.0,45.0,,,,,,,0,0,,,,,D,,,,,,
EeMG3bpd,09.01.2021 18:30,Zamalek,El Gaish,3,0,50%,50%,12.0,11.0,4.0,3.0,8.0,8.0,5.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,429.0,448.0,328.0,354.0,117.0,144.0,73.0,105.0,,,,,,,0,0,,,,,H,,,,,,
z5NC4vVk,09.01.2021 16:00,Ghazl El Mahallah,El Gouna,0,0,34%,66%,13.0,10.0,6.0,1.0,7.0,9.0,5.0,7.0,2.0,0.0,1.0,6.0,2.0,2.0,214.0,493.0,125.0,394.0,83.0,104.0,79.0,73.0,,,,,,,0,0,,,,,D,,,,,,
ITS75KFq,09.01.2021 13:30,Misr Lel Makkasa,Aswan SC,1,0,62%,38%,17.0,2.0,6.0,0.0,11.0,2.0,8.0,2.0,5.0,5.0,0.0,5.0,1.0,2.0,,,,,115.0,92.0,89.0,44.0,,,,,,,0,1,,,,,H,,,,,,
t45vNnoH,08.01.2021 18:30,Ceramica Cleopatra,Al Ahly,0,2,41%,59%,8.0,18.0,4.0,6.0,4.0,12.0,2.0,5.0,1.0,2.0,4.0,4.0,1.0,1.0,414.0,637.0,295.0,518.0,105.0,122.0,59.0,99.0,,,,,,,0,0,,,,,A,,,,,,
ns6zOSVA,08.01.2021 16:00,Wadi Degla,Enppi,1,2,59%,41%,8.0,6.0,2.0,2.0,6.0,4.0,7.0,1.0,4.0,1.0,0.0,1.0,1.0,2.0,633.0,357.0,533.0,271.0,171.0,100.0,107.0,60.0,,,,,,,0,0,,,,,A,,,,,,
Yw2WO8G4,08.01.2021 13:30,National Bank Egypt,Pyramids,0,0,39%,61%,8.0,19.0,0.0,3.0,8.0,16.0,3.0,6.0,1.0,1.0,3.0,0.0,4.0,1.0,269.0,515.0,164.0,394.0,117.0,159.0,69.0,122.0,,,,,,,0,0,,,,,D,,,,,,
CODNQUoh,07.01.2021 16:00,Al Ittihad,Al Masry,1,1,55%,45%,9.0,12.0,2.0,4.0,7.0,8.0,5.0,5.0,0.0,0.0,3.0,1.0,,,466.0,346.0,327.0,241.0,124.0,86.0,74.0,64.0,,,,,,,0,0,,,,,D,,,,,,
SbAbSsNd,03.01.2021 18:30,Misr Lel Makkasa,El Ismaily,3,1,52%,48%,14.0,9.0,6.0,3.0,8.0,6.0,6.0,2.0,4.0,2.0,2.0,3.0,2.0,1.0,471.0,426.0,352.0,313.0,105.0,119.0,49.0,58.0,,,,,,,0,0,,,,,H,,,,,,
4bEJRAWo,02.01.2021 18:30,Enppi,Zamalek,1,2,50%,50%,15.0,8.0,3.0,3.0,12.0,5.0,5.0,4.0,1.0,3.0,1.0,2.0,1.0,0.0,469.0,456.0,366.0,359.0,120.0,133.0,89.0,90.0,,,,,,,0,0,,,,,A,,,,,,
Q7FFSjHu,02.01.2021 16:00,El Gaish,Al Ittihad,1,2,45%,55%,14.0,9.0,3.0,3.0,11.0,6.0,6.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,309.0,381.0,203.0,276.0,96.0,92.0,69.0,60.0,,,,,,,0,0,,,,,A,,,,,,
bH1BNbKU,02.01.2021 13:30,Smouha,Ceramica Cleopatra,0,0,46%,54%,11.0,11.0,2.0,3.0,9.0,8.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,398.0,515.0,290.0,392.0,112.0,97.0,73.0,60.0,,,,,,,0,0,,,,,D,,,,,,
pEc7Ov5O,01.01.2021 18:30,Al Ahly,Wadi Degla,0,0,56%,44%,20.0,3.0,3.0,1.0,17.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,550.0,411.0,467.0,335.0,117.0,68.0,75.0,32.0,,,,,,,0,0,,,,,D,,,,,,
jib3PKkI,01.01.2021 16:00,Pyramids,El-Entag El-Harby,3,2,62%,38%,16.0,15.0,7.0,3.0,9.0,12.0,2.0,4.0,1.0,3.0,1.0,4.0,1.0,3.0,605.0,322.0,499.0,224.0,87.0,61.0,60.0,64.0,,,,,,,1,1,,,,,H,,,,,,
C0aaQ0zC,30.12.2020 18:30,Al Masry,Ghazl El Mahallah,1,0,61%,39%,12.0,9.0,5.0,4.0,7.0,5.0,2.0,3.0,2.0,1.0,4.0,4.0,3.0,1.0,530.0,312.0,415.0,198.0,157.0,120.0,86.0,88.0,,,,,,,1,0,,,,,H,,,,,,
fP4fRtL5,30.12.2020 16:00,Arab Contractors,National Bank Egypt,2,0,50%,50%,17.0,4.0,8.0,1.0,9.0,3.0,6.0,2.0,0.0,1.0,1.0,6.0,3.0,5.0,378.0,361.0,243.0,243.0,96.0,96.0,75.0,50.0,,,,,,,0,0,,,,,H,,,,,,
GY5jSM5a,30.12.2020 13:30,El Gouna,Misr Lel Makkasa,1,0,49%,51%,11.0,13.0,3.0,2.0,8.0,11.0,4.0,7.0,1.0,1.0,2.0,2.0,4.0,4.0,407.0,459.0,297.0,338.0,97.0,115.0,55.0,78.0,,,,,,,0,0,,,,,H,,,,,,
MB6nT2jg,29.12.2020 13:30,Aswan SC,El Ismaily,0,2,46%,54%,4.0,13.0,1.0,4.0,3.0,9.0,5.0,5.0,1.0,1.0,2.0,1.0,3.0,0.0,,,,,100.0,106.0,65.0,79.0,,,,,22.0,15.0,0,0,,,,,A,,,,,,
6PPtMoqQ,28.12.2020 18:30,Al Ahly,Al Ittihad,4,0,53%,47%,13.0,3.0,8.0,2.0,5.0,1.0,0.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,509.0,449.0,398.0,332.0,114.0,112.0,53.0,67.0,,,,,,,0,0,,,,,H,,,,,,
2eBCGP6m,28.12.2020 16:00,Smouha,Zamalek,0,2,50%,50%,10.0,12.0,4.0,5.0,6.0,7.0,6.0,0.0,1.0,1.0,3.0,4.0,1.0,1.0,482.0,477.0,349.0,381.0,82.0,84.0,97.0,48.0,,,,,,,0,0,,,,,A,,,,,,
SCDwVOLt,27.12.2020 18:30,Ceramica Cleopatra,Pyramids,0,1,51%,49%,8.0,9.0,5.0,3.0,3.0,6.0,6.0,2.0,1.0,0.0,2.0,5.0,,,509.0,465.0,386.0,363.0,168.0,137.0,121.0,78.0,,,,,,,0,0,,,,,A,,,,,,
xlYTALzP,26.12.2020 18:30,Misr Lel Makkasa,Al Masry,1,1,49%,51%,9.0,4.0,3.0,3.0,6.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,472.0,520.0,367.0,401.0,101.0,102.0,63.0,57.0,,,,,,,0,0,,,,,D,,,,,,
bcZPB1LI,26.12.2020 16:00,El-Entag El-Harby,Arab Contractors,1,0,53%,47%,13.0,8.0,4.0,3.0,9.0,5.0,3.0,6.0,0.0,3.0,3.0,3.0,0.0,1.0,437.0,405.0,338.0,272.0,73.0,78.0,59.0,82.0,,,,,,,0,0,,,,,H,,,,,,
GYqLCs6C,25.12.2020 18:30,El Ismaily,National Bank Egypt,0,0,54%,46%,22.0,2.0,4.0,1.0,18.0,1.0,7.0,3.0,1.0,0.0,1.0,4.0,2.0,4.0,404.0,348.0,272.0,225.0,127.0,107.0,76.0,40.0,,,,,,,0,0,,,,,D,,,,,,
2VuHDNj6,25.12.2020 16:00,Ghazl El Mahallah,El Gaish,2,1,47%,53%,10.0,16.0,6.0,7.0,4.0,9.0,5.0,8.0,0.0,0.0,6.0,4.0,5.0,1.0,338.0,420.0,220.0,289.0,95.0,119.0,65.0,80.0,,,,,,,0,0,,,,,H,,,,,,
88tDE3y0,25.12.2020 13:30,Aswan SC,El Gouna,0,1,,,5.0,10.0,2.0,2.0,3.0,8.0,4.0,7.0,4.0,0.0,1.0,2.0,4.0,3.0,,,,,84.0,93.0,56.0,65.0,23.0,24.0,12.0,20.0,20.0,23.0,1,0,,,,,A,,,,,,
UHs9FqMg,24.12.2020 18:30,Wadi Degla,Smouha,1,2,59%,41%,8.0,11.0,3.0,5.0,5.0,6.0,4.0,3.0,3.0,0.0,3.0,2.0,2.0,3.0,487.0,308.0,386.0,230.0,64.0,74.0,51.0,55.0,,,,,,,0,0,,,,,A,,,,,,
jHsfbriJ,22.12.2020 18:30,El Gaish,Misr Lel Makkasa,1,2,40%,60%,13.0,14.0,6.0,4.0,7.0,10.0,6.0,5.0,2.0,3.0,2.0,5.0,3.0,1.0,312.0,488.0,169.0,362.0,86.0,88.0,63.0,70.0,,,,,,,0,0,,,,,A,,,,,,
CQrjaOyD,22.12.2020 16:00,Enppi,Ghazl El Mahallah,1,1,55%,45%,12.0,5.0,2.0,3.0,10.0,2.0,11.0,0.0,4.0,1.0,2.0,1.0,2.0,1.0,430.0,322.0,303.0,211.0,98.0,81.0,87.0,43.0,,,,,,,0,0,,,,,D,,,,,,
rivn04M6,21.12.2020 18:30,Al Masry,Aswan SC,3,0,60%,40%,19.0,10.0,6.0,1.0,13.0,9.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,547.0,315.0,441.0,211.0,58.0,49.0,61.0,44.0,,,,,,,0,0,,,,,H,,,,,,
40ur1p70,21.12.2020 16:00,El Gouna,El Ismaily,2,1,57%,43%,5.0,8.0,4.0,3.0,1.0,5.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,516.0,280.0,398.0,164.0,87.0,64.0,63.0,57.0,,,,,,,0,0,,,,,H,,,,,,
Myjw2Qif,21.12.2020 13:30,National Bank Egypt,El-Entag El-Harby,3,0,44%,56%,12.0,15.0,7.0,1.0,5.0,14.0,3.0,3.0,4.0,0.0,1.0,4.0,3.0,1.0,300.0,450.0,173.0,317.0,93.0,112.0,44.0,56.0,,,,,,,0,0,,,,,H,,,,,,
A1nZ26xl,18.12.2020 18:30,Al Ahly,Ghazl El Mahallah,3,0,69%,31%,16.0,7.0,7.0,2.0,9.0,5.0,10.0,4.0,1.0,0.0,2.0,4.0,0.0,1.0,692.0,251.0,572.0,169.0,122.0,92.0,82.0,47.0,,,,,,,0,0,,,,,H,,,,,,
GvmV3nNs,18.12.2020 16:00,Al Ittihad,Smouha,1,1,56%,44%,5.0,11.0,3.0,1.0,2.0,10.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,516.0,360.0,370.0,225.0,144.0,133.0,89.0,80.0,,,,,,,0,0,,,,,D,,,,,,
