id,date,home_team,away_team,home_goals,away_goals,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Throw-ins_home,Throw-ins_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Yellow Cards_home,Yellow Cards_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Red Cards_home,Red Cards_away,Tackles_home,Tackles_away,Blocked Shots_home,Blocked Shots_away,Total Passes_home,Total Passes_away,Completed Passes_home,Completed Passes_away,result
dn0tvEqa,24.12.2022 13:45,Aswan SC,Enppi,2,0,49%,51%,17,15,5,3,8,6,13,18,6,8,4,1,22,28,3,3,18,16,3,3,112,126,45,61,0,0,12,13,4,6,368,383,228,253,H
ENAyufUh,23.12.2022 18:00,El Daklyeh,Pyramids,2,1,30%,70%,7,16,3,5,3,8,9,12,4,6,2,1,16,18,4,1,10,7,3,1,95,150,30,96,0,0,22,21,1,3,308,731,210,622,H
zXBXuzFn,23.12.2022 16:00,Al Ittihad,Ceramica Cleopatra,1,0,39%,61%,4,21,3,3,0,9,10,9,0,15,1,3,13,17,3,2,10,7,2,0,97,156,23,118,0,0,26,21,1,9,356,518,251,424,H
tdcUtGat,21.12.2022 16:00,Al Masry,Arab Contractors,2,2,65%,35%,15,6,6,3,4,2,18,12,4,3,1,1,22,23,1,4,13,20,3,2,92,75,61,33,0,0,16,25,5,1,528,291,437,184,D
vmB2odiP,20.12.2022 18:00,Zamalek,Haras El Hodood,4,0,56%,44%,19,7,7,1,7,4,13,8,3,3,0,2,23,8,1,3,8,11,,,101,89,52,53,0,0,18,15,5,2,565,443,501,371,H
OvTFNhaI,20.12.2022 16:00,El Gaish,National Bank Egypt,1,0,46%,54%,5,5,2,2,2,3,19,11,2,2,1,2,36,28,2,1,9,19,2,2,116,136,38,61,0,0,16,14,1,0,399,472,248,344,H
xrXJMCEO,20.12.2022 16:00,Pharco,Al Ahly,1,2,39%,61%,6,18,4,6,2,8,10,9,2,13,2,1,15,23,4,3,11,9,3,2,91,130,27,98,0,0,12,23,0,4,340,519,253,428,A
UHTBOYqC,20.12.2022 13:45,Enppi,El Ismaily,1,2,61%,39%,14,8,3,2,8,6,19,20,8,1,3,2,19,19,0,2,16,19,2,4,110,80,73,36,2,1,12,22,3,0,439,286,350,182,A
jRU7PEU5,19.12.2022 18:00,Pyramids,Aswan SC,2,1,65%,35%,18,9,5,3,10,4,9,12,5,5,2,1,28,27,2,3,11,10,3,3,109,68,67,31,0,0,21,22,3,2,552,301,468,208,H
Ykz3QfFa,19.12.2022 16:00,Future FC,Ghazl El Mahallah,1,0,44%,56%,7,4,4,2,2,1,12,19,4,6,3,0,27,26,2,3,16,12,0,2,95,102,43,49,0,0,11,19,1,1,419,528,336,418,H
fayaRz0g,19.12.2022 16:00,Smouha,Al Ittihad,0,2,35%,65%,14,15,4,3,8,8,15,9,5,7,3,3,36,21,1,4,7,12,0,1,107,104,60,49,0,0,20,20,2,4,256,482,138,361,A
0xxeSGpm,19.12.2022 13:45,Ceramica Cleopatra,El Daklyeh,0,0,54%,46%,13,9,6,1,5,7,20,16,4,1,3,2,29,17,1,6,14,17,2,2,124,104,83,34,0,0,17,19,2,1,477,398,383,297,D
l2YjTdVt,16.12.2022 18:00,Al Ahly,Future FC,1,1,66%,34%,15,4,6,2,7,0,8,12,3,2,3,0,28,21,1,5,9,9,1,1,151,87,81,28,0,1,18,13,2,2,634,327,528,229,D
rLeOXxNP,16.12.2022 16:00,National Bank Egypt,Zamalek,0,1,41%,59%,10,13,6,5,2,6,8,25,4,6,5,0,27,27,4,6,19,7,4,3,111,151,60,74,0,0,13,7,2,2,333,483,231,388,A
GE3xAZUI,16.12.2022 13:45,El Ismaily,Pyramids,1,2,40%,60%,6,8,2,4,3,4,26,12,1,5,3,3,26,22,2,1,10,24,3,2,123,120,55,51,0,0,22,28,1,0,366,548,272,464,A
4UdKYI7J,16.12.2022 13:45,Haras El Hodood,Al Masry,0,0,33%,67%,14,7,5,2,4,3,12,14,1,5,0,0,26,25,2,5,15,12,3,1,101,121,48,74,0,0,13,18,5,2,282,547,186,441,D
xO4YAFFC,15.12.2022 18:00,Arab Contractors,Enppi,3,2,46%,54%,12,12,6,5,5,5,19,19,3,5,4,2,20,28,3,3,15,18,3,2,113,117,57,47,0,0,16,10,1,2,337,393,218,277,H
faFTBe06,15.12.2022 16:00,Al Ittihad,Pharco,1,0,53%,47%,21,15,4,6,11,4,10,10,7,7,1,2,23,23,6,3,10,13,2,2,108,98,57,64,0,0,17,11,6,5,385,347,,,H
tdBPCyo0,15.12.2022 16:00,El Daklyeh,Smouha,0,0,54%,46%,9,11,3,2,4,6,16,13,4,8,1,1,25,23,2,3,16,15,2,2,108,122,39,67,0,0,18,11,2,3,410,340,303,235,D
nZBLDHVg,15.12.2022 13:45,Aswan SC,Ceramica Cleopatra,2,3,59%,41%,14,12,4,7,8,4,14,11,8,4,1,1,22,25,4,2,14,13,2,2,123,108,63,51,0,0,25,11,2,1,459,322,354,237,A
8rDHEcGm,14.12.2022 13:45,Ghazl El Mahallah,El Gaish,3,2,59%,41%,15,12,6,4,5,4,11,10,6,4,1,2,31,13,2,3,11,12,3,2,116,108,72,43,0,1,20,26,4,4,481,336,399,262,H
hh0umZbm,12.12.2022 18:00,Al Ahly,Al Ittihad,3,0,62%,38%,15,16,5,4,6,9,7,7,4,8,1,0,22,18,4,3,11,8,3,1,109,87,66,45,0,0,28,23,4,3,565,332,478,255,H
UeKBXga0,12.12.2022 16:00,El Ismaily,Future FC,0,0,45%,55%,13,6,2,1,7,3,12,17,6,9,3,2,21,21,1,2,15,11,0,3,104,105,48,55,0,0,24,19,4,2,299,367,207,271,D
E11ylFqs,12.12.2022 13:45,Ceramica Cleopatra,Haras El Hodood,2,1,54%,46%,18,8,5,6,7,1,8,14,7,2,4,3,20,21,5,3,12,7,4,2,120,114,65,56,0,0,27,21,6,1,508,420,415,334,H
8nJFWDE6,11.12.2022 18:00,Zamalek,Pyramids,1,0,40%,60%,5,18,2,5,3,6,10,9,3,7,0,4,15,18,5,1,10,6,2,1,98,118,34,73,0,0,15,10,0,7,394,571,301,480,H
IH06gyMJ,11.12.2022 16:00,El Gaish,Al Masry,3,1,39%,61%,14,18,6,2,4,11,16,18,3,4,5,3,16,19,1,3,13,11,5,3,83,114,35,64,0,1,17,8,4,5,379,581,302,500,H
d8aAheyQ,11.12.2022 16:00,Smouha,Arab Contractors,0,0,42%,58%,10,5,5,0,4,2,16,10,2,4,0,2,29,30,0,5,10,21,2,2,48,52,26,27,0,0,13,20,1,3,263,354,131,219,D
GCMNUiqJ,11.12.2022 13:45,Ghazl El Mahallah,El Daklyeh,2,1,53%,47%,14,17,6,5,7,8,8,13,6,5,2,1,19,19,4,4,10,11,1,1,98,89,56,36,0,0,13,14,1,4,398,354,311,271,H
SWeKFw1s,08.12.2022 18:00,Ceramica Cleopatra,El Ismaily,1,1,46%,54%,15,8,4,3,8,3,22,22,6,5,3,5,19,18,2,3,21,20,1,4,121,108,59,47,0,0,17,20,3,2,337,405,254,305,D
QN9hKJhQ,08.12.2022 16:00,Future FC,Al Ittihad,1,0,47%,53%,5,15,1,1,4,9,17,13,4,9,2,4,23,27,1,0,12,13,3,5,93,99,44,72,1,1,12,15,0,5,405,453,326,379,H
Ic6pMuOD,08.12.2022 13:45,Enppi,Haras El Hodood,0,0,55%,45%,7,8,0,1,3,6,8,9,9,1,1,1,30,26,1,0,11,6,3,0,116,103,68,41,0,0,12,19,4,1,388,324,257,192,D
W0AlLawK,08.12.2022 13:45,Smouha,Aswan SC,1,2,61%,39%,17,4,3,2,10,2,19,6,12,2,0,7,31,28,0,2,6,14,2,4,125,100,77,30,1,0,14,22,4,0,408,271,293,169,A
EPu4DmKD,07.12.2022 18:00,El Gaish,Zamalek,0,4,46%,54%,8,14,2,7,2,3,14,20,6,8,5,3,19,27,3,2,19,12,3,2,94,113,36,43,0,0,23,8,4,4,361,440,280,345,A
zZt0ET47,07.12.2022 16:00,Ghazl El Mahallah,Al Ahly,0,2,54%,46%,5,12,2,4,3,5,18,13,3,3,3,3,17,24,2,2,10,17,3,1,92,119,36,64,0,0,26,28,0,3,517,444,437,371,A
6axdF9k1,07.12.2022 13:45,Pharco,El Daklyeh,1,1,44%,56%,4,9,3,5,1,1,13,12,5,5,1,1,20,35,4,2,13,14,2,0,116,117,45,55,0,0,24,16,0,3,347,433,246,333,D
S8whGkze,07.12.2022 13:45,Pyramids,Arab Contractors,2,0,72%,28%,16,4,7,1,6,2,11,9,9,3,0,1,24,17,1,5,11,12,2,3,144,87,71,28,0,0,17,18,3,1,701,270,611,182,H
pplmHVKl,06.12.2022 13:45,Al Masry,National Bank Egypt,0,0,59%,41%,7,3,1,1,5,1,18,12,2,3,0,4,24,28,1,1,12,14,2,3,121,96,46,44,0,0,16,16,1,1,476,323,372,214,D
2kYBwMRj,02.12.2022 18:00,Al Ahly,El Gaish,2,1,57%,43%,13,5,3,2,5,3,9,20,3,4,2,0,40,29,1,1,18,10,1,2,126,112,54,39,0,0,13,22,5,0,488,370,391,254,H
ObZ7v2Cp,02.12.2022 13:45,Arab Contractors,Ceramica Cleopatra,2,1,39%,61%,11,12,5,3,4,6,13,17,6,8,2,0,18,18,2,3,18,15,0,5,106,132,46,65,0,1,31,14,2,3,313,497,188,366,H
W2BvdUsI,02.12.2022 13:45,El Ismaily,Smouha,0,1,64%,36%,10,7,2,1,5,4,5,14,5,3,1,1,29,26,0,2,11,6,3,3,146,113,80,38,0,1,20,13,3,2,469,273,346,146,A
Ia7zcASB,01.12.2022 18:00,Zamalek,Al Masry,2,2,57%,43%,8,12,5,7,2,3,17,16,4,5,3,2,21,17,5,3,12,15,2,3,124,98,45,42,0,0,20,30,1,2,581,408,486,316,D
dpJRbWca,01.12.2022 13:45,Aswan SC,Pharco,1,0,52%,48%,12,14,2,2,6,11,6,16,9,5,4,1,31,27,2,1,14,5,1,0,106,98,57,62,0,0,15,12,4,1,323,312,223,210,H
zyIVcjD5,01.12.2022 13:45,El Daklyeh,Future FC,0,1,28%,72%,2,15,1,3,1,10,15,7,2,6,1,2,16,22,2,1,7,12,0,3,85,145,24,93,2,1,10,7,0,2,232,574,139,501,A
SAENaCrg,30.11.2022 18:00,Al Ittihad,Ghazl El Mahallah,0,2,51%,49%,20,7,4,3,13,2,5,16,5,2,3,0,18,21,1,4,11,6,0,1,112,91,78,30,0,0,10,13,3,2,467,480,399,390,A
6eQE1YDt,30.11.2022 13:45,Haras El Hodood,Pyramids,0,1,43%,57%,7,11,0,4,5,4,7,13,0,4,4,0,21,17,3,0,10,10,1,3,105,100,58,69,0,0,12,18,2,3,379,501,293,414,A
lKFJ0hTn,30.11.2022 13:45,National Bank Egypt,Enppi,2,3,65%,35%,22,10,8,7,6,2,15,14,6,2,5,3,24,22,4,6,9,16,3,2,154,99,79,32,2,0,17,19,8,1,476,274,363,167,A
MXidqibC,23.11.2022 16:00,Future FC,Aswan SC,2,1,62%,38%,10,7,4,2,4,4,22,9,4,1,1,4,21,22,1,2,9,23,3,5,129,99,62,29,0,0,14,26,2,1,486,313,386,211,H
zHkpngEg,23.11.2022 16:00,Pharco,El Ismaily,1,1,39%,61%,6,14,1,3,4,5,14,14,0,7,1,1,21,32,2,0,14,15,2,1,96,127,28,68,0,0,18,25,1,6,288,438,207,335,D
rsghpXr6,23.11.2022 16:00,Pyramids,National Bank Egypt,2,0,57%,43%,15,9,7,2,4,4,17,11,1,8,2,3,22,15,2,5,10,16,0,3,91,100,53,39,0,1,10,17,4,3,510,374,436,306,H
lKgloDTa,02.11.2022 18:00,Enppi,Zamalek,1,1,47%,53%,12,13,2,4,6,5,9,8,8,10,1,0,13,17,3,1,12,8,4,1,96,98,43,60,0,0,10,5,4,4,418,461,305,355,D
MkoSuIiK,02.11.2022 16:00,El Daklyeh,Al Ahly,1,4,48%,52%,8,19,5,10,2,6,11,11,2,9,2,4,20,25,6,4,9,7,,,105,103,47,66,0,0,11,23,1,3,402,446,310,358,A
fqgtIEaD,01.11.2022 18:00,National Bank Egypt,Ceramica Cleopatra,3,1,44%,56%,11,13,5,4,3,4,14,20,5,9,4,0,15,28,3,2,19,14,3,1,98,120,42,59,0,0,18,24,3,5,337,429,245,338,H
4EzXvx7Q,01.11.2022 16:00,Haras El Hodood,Smouha,0,0,38%,62%,5,12,2,2,3,7,16,14,2,3,5,1,18,37,2,2,9,16,2,1,89,113,33,46,0,0,7,9,0,3,242,398,140,304,D
CKP6YZqf,31.10.2022 18:00,Arab Contractors,Pharco,0,0,58%,42%,14,4,4,0,7,4,5,14,5,5,1,0,21,25,0,4,12,7,1,0,131,98,72,30,0,0,24,24,3,0,463,353,380,248,D
ranOtbxE,31.10.2022 16:00,Al Ittihad,El Gaish,3,1,62%,38%,28,8,9,5,15,1,9,8,7,5,1,2,29,12,4,6,7,9,0,1,133,101,90,37,0,0,19,12,4,2,488,300,417,229,H
YTQ2ZFUm,29.10.2022 17:00,Al Masry,Enppi,2,0,59%,41%,11,2,6,2,2,0,13,14,7,0,4,3,19,20,2,4,9,12,3,2,172,136,96,62,0,0,13,14,3,0,503,356,385,249,H
v7RbzdFs,29.10.2022 15:00,Aswan SC,Ghazl El Mahallah,0,1,40%,60%,18,7,1,1,6,3,15,14,4,4,3,1,33,20,0,1,9,15,0,1,116,104,89,58,0,0,11,13,11,3,293,441,205,340,A
dWyQNG05,26.10.2022 17:00,Pharco,Haras El Hodood,1,0,50%,50%,9,8,5,3,2,4,7,10,2,4,0,0,39,32,3,4,9,8,2,1,116,121,54,46,0,0,14,12,2,1,359,354,245,256,H
rTXLOdoa,25.10.2022 19:00,El Gaish,Enppi,2,1,52%,48%,9,9,4,2,4,6,9,13,3,1,2,2,23,30,1,2,13,8,1,1,124,124,49,44,0,0,11,10,1,1,432,402,317,283,H
l6YHPxWh,25.10.2022 17:00,Smouha,National Bank Egypt,1,1,48%,52%,6,8,2,3,4,4,13,13,0,3,2,3,29,24,2,1,13,10,3,1,113,107,49,48,0,0,15,15,0,1,331,330,215,220,D
AFZDQIGn,24.10.2022 19:00,Future FC,Arab Contractors,0,0,61%,39%,22,5,5,2,11,2,12,13,10,5,0,2,17,23,2,5,12,16,1,3,111,78,87,32,0,0,18,21,6,1,459,309,374,206,D
hvu9Rb1t,24.10.2022 17:00,Al Ittihad,El Daklyeh,2,0,47%,53%,10,15,5,5,2,5,5,9,5,6,0,1,18,29,5,3,10,5,2,1,98,121,39,66,1,0,11,14,3,5,411,464,335,364,H
jVhsWvgP,24.10.2022 15:00,Ghazl El Mahallah,El Ismaily,2,1,53%,47%,8,9,3,3,3,3,9,15,4,6,2,0,17,22,2,1,18,12,3,2,109,122,53,64,0,0,17,26,2,3,451,395,355,296,H
xS4a7eGO,23.10.2022 19:00,Al Ahly,Aswan SC,1,0,63%,37%,11,7,6,4,3,2,12,18,6,3,6,0,16,24,4,5,12,15,1,3,92,84,54,32,0,0,16,11,2,1,527,319,410,213,H
Qi1e8y1I,23.10.2022 17:00,Ceramica Cleopatra,Zamalek,0,2,52%,48%,12,12,6,5,3,5,12,14,5,3,5,2,18,14,3,6,9,12,1,4,139,131,82,60,0,0,16,17,3,2,467,435,389,356,A
rTBj9HoC,23.10.2022 15:00,Pyramids,Al Masry,0,0,43%,57%,5,19,1,5,2,7,13,4,3,6,1,4,14,23,5,1,7,10,1,1,104,151,54,101,1,0,12,10,2,7,389,520,314,443,D
Q90fMHXq,20.10.2022 19:00,El Daklyeh,El Gaish,0,0,50%,50%,15,13,3,5,8,6,14,13,4,2,0,2,23,21,5,3,15,12,1,3,111,99,53,57,0,0,11,14,4,2,406,421,308,299,D
86ehsJ99,20.10.2022 17:00,Haras El Hodood,Future FC,0,2,40%,60%,4,13,2,6,0,3,8,15,4,5,0,1,15,14,4,2,19,10,3,2,94,109,36,60,0,0,9,16,2,4,329,502,237,422,A
0thpquuc,20.10.2022 15:00,Arab Contractors,Ghazl El Mahallah,1,1,42%,58%,16,8,3,1,9,6,5,11,7,1,3,1,17,16,1,2,9,4,2,1,132,120,83,65,0,0,17,15,4,1,371,541,283,435,D
byE1Ke2d,19.10.2022 19:00,Zamalek,Smouha,2,0,56%,44%,6,14,2,2,4,9,14,6,3,6,2,2,23,30,2,0,6,13,0,4,109,111,48,54,0,0,15,12,0,3,390,314,279,198,H
KpFcLymj,19.10.2022 17:00,El Ismaily,Al Ahly,0,1,46%,54%,5,25,0,6,4,10,11,9,9,11,2,0,26,19,5,0,9,12,1,2,96,126,46,73,0,1,30,32,1,9,340,401,231,316,A
ncfdtwPF,19.10.2022 17:00,Enppi,Pyramids,1,1,33%,67%,4,20,1,4,3,9,12,7,6,9,3,6,14,22,3,0,5,6,2,2,98,151,54,116,0,0,17,12,0,7,294,601,201,513,D
Eqdlraf3,18.10.2022 19:00,Al Masry,Ceramica Cleopatra,0,3,58%,42%,16,14,3,5,8,4,8,6,9,3,1,1,25,19,2,3,4,9,2,0,138,125,103,62,0,0,21,26,5,5,532,396,454,309,A
4Yl1ucvM,18.10.2022 17:00,National Bank Egypt,Pharco,1,1,56%,44%,7,8,3,3,2,3,7,15,5,4,2,2,25,20,2,2,14,6,3,2,106,107,75,78,0,0,12,8,2,2,470,366,377,289,D
O0ESQcPS,18.10.2022 15:00,Aswan SC,Al Ittihad,0,1,35%,65%,9,7,2,3,7,3,10,10,5,5,1,1,23,20,2,2,10,9,2,2,82,108,46,61,0,0,19,15,0,1,248,464,162,364,A
